entry_date,signal_date,n_positions,n_filled,symbols,exit_time,exit_reason,deployed_1x_rs,deployed_5x_capital_rs,net_pnl_1x_rs,net_pnl_5x_rs,ret_1x_pct_on_deployed,ret_5x_pct_on_capital
2025-02-12,2025-02-11,5,1,NAVA,09:39,HARD_STOP,24635.0,24938.2,-337.9244845080007,-1669.8955842328037,-1.371725124854884,-6.696135183103848
2025-02-14,2025-02-13,5,1,GRAVITA,09:45,HARD_STOP,24643.5,24995.55,-172.33958379820064,-832.9862925623032,-0.6993307922908704,-3.3325383620776625
2025-02-17,2025-02-14,5,4,"VIJAYA,PPLPHARMA,NAVA,GRAVITA",09:34,HARD_STOP,99219.35999999999,99795.41,-909.0124285766551,-4405.858433555475,-0.9161643741469964,-4.414890858763419
2025-02-19,2025-02-18,8,6,"RVNL,MAZDOCK,GRSE,JBMA,KFINTECH,AEGISLOG",15:29,EOD,148238.95,149762.36,11190.430006787203,56839.74946652061,7.548913431177974,37.95329445030154
2025-02-20,2025-02-19,7,1,VIJAYA,09:55,TRAIL,24267.100000000002,24827.11,169.1410612008,906.2626666964,0.6969974212031927,3.65029464442861
2025-02-21,2025-02-20,6,5,"CREDITACC,AMBER,GRSE,KFINTECH,VIJAYA",09:44,HARD_STOP,122263.24999999999,124356.81999999999,-1333.0833478397972,-6621.333621956486,-1.0903385504964063,-5.324463605579885
2025-02-25,2025-02-24,5,2,"VIJAYA,GRAVITA",09:47,HARD_STOP,49025.0,49562.98,-396.6678453526012,-1921.2948095835063,-0.8091134020450814,-3.876471530936006
2025-02-27,2025-02-25,3,2,"BDL,CREDITACC",10:09,TRAIL,49313.0,49719.619999999995,210.53755108600456,1111.410783260023,0.4269412752945563,2.2353565519205962
2025-02-28,2025-02-27,7,4,"BLS,KAYNES,FINCABLES,POLYCAB",09:34,HARD_STOP,97113.84999999999,99610.12,-743.5741915941951,-3656.4963592305758,-0.7656726528648542,-3.6708081058737565
2025-03-03,2025-02-28,6,1,WELSPUNLIV,09:35,HARD_STOP,24992.699999999997,24992.7,-196.6445602239,-942.2499856195,-0.7868079888283379,-3.770100811915079
2025-03-04,2025-03-03,11,9,"ACE,OLECTRA,HBLENGINE,SAREGAMA,JBMA,DATAPATTNS,BLS,NUVAMA,GRAVITA",12:01,TRAIL,220329.25,224084.27,1904.381706674602,10106.02713332971,0.8643344933433041,4.509922598908754
2025-03-05,2025-03-04,9,9,"ACE,JBMA,CAPLIPOINT,HBLENGINE,BDL,OLECTRA,BLS,NUVAMA,GRAVITA",15:29,EOD,220243.65000000002,224167.71000000002,941.1396272185046,5033.632315211524,0.42731748552955084,2.245476083603443
2025-03-06,2025-03-05,7,3,"GPIL,JYOTICNC,GRAVITA",09:33,HARD_STOP,73390.75,74659.84,-734.6765662759792,-3621.5413843098163,-1.0010479062769888,-4.850722134295783
2025-03-07,2025-03-06,9,8,"ANURAS,TARIL,JBMA,INOXWIND,ZENTEC,PPLPHARMA,BLS,GRAVITA",15:29,EOD,198393.84,199633.45799999998,3010.989125486885,15392.178204583743,1.5176827695289756,7.710219699036493
2025-03-10,2025-03-07,8,1,ANURAS,09:37,HARD_STOP,24691.2,24999.84,-205.26910392320073,-998.1965538112037,-0.8313451914981885,-3.992811769240138
2025-03-11,2025-03-10,7,2,"NEWGEN,KFINTECH",15:29,EOD,49334.2,49711.16,958.4359243652012,4882.745933017206,1.9427413931212045,9.822232941289654
2025-03-12,2025-03-11,6,2,"INDUSINDBK,NUVAMA",11:41,TRAIL,49879.3,49879.3,464.8736954657974,2407.458236328987,0.9319972322502469,4.8265678073449045
2025-03-17,2025-03-13,8,6,"360ONE,POLICYBZR,INDUSINDBK,KEC,KAYNES,NUVAMA",09:43,HARD_STOP,144343.85,149172.42,-1089.5697686355975,-5576.690285325888,-0.7548432223718554,-3.738419129572268
2025-03-18,2025-03-17,8,5,"HBLENGINE,POLICYBZR,OLECTRA,BLS,KAYNES",15:29,EOD,119531.95,124011.97,1717.760439430404,9366.84672427862,1.4370722132705138,7.553179523136855
2025-03-19,2025-03-18,5,4,"HBLENGINE,POLICYBZR,JBMA,GRAVITA",15:29,EOD,97592.5,99619.04000000001,3526.6822172449997,18015.8829424466,3.6136816018085405,18.08477871544094
2025-03-20,2025-03-19,6,1,POLICYBZR,12:23,HARD_STOP,23490.0,24742.8,-219.78517341,-1117.509292626,-0.9356542077905492,-4.516502952883263
2025-03-21,2025-03-20,6,5,"TARIL,RVNL,BSE,KFINTECH,GRSE",15:29,EOD,122396.6,124319.61999999998,2957.426494577605,15096.164060670622,2.41626523496372,12.143026226005697
2025-03-24,2025-03-21,8,2,"KAYNES,GRSE",09:39,TRAIL,49205.899999999994,49898.439999999995,-43.58600101039691,-153.54226818318432,-0.08857881069220748,-0.3077095560165495
2025-03-26,2025-03-25,2,1,INDUSINDBK,09:38,HARD_STOP,24998.3,24998.3,-223.98298857400172,-1078.9707128700086,-0.8959928818119701,-4.316176351471935
2025-03-27,2025-03-26,2,1,INDUSINDBK,09:40,HARD_STOP,24888.100000000002,24888.100000000002,-212.47342534000344,-1021.7928267000173,-0.8537149293839361,-4.105547738477494
2025-03-28,2025-03-27,3,1,ERIS,15:29,EOD,23751.550000000003,24869.27,179.53147100329923,981.116917176096,0.7558726525355154,3.9450973718814257
2025-04-01,2025-03-28,2,2,"KFINTECH,INDUSINDBK",10:57,TRAIL,49004.45,49806.850000000006,468.94941518609994,2459.3210998705,0.956952715898454,4.937716598962792
2025-04-02,2025-04-01,4,3,"360ONE,POLICYBZR,INDUSINDBK",15:29,EOD,74129.8,74579.87,1257.5329231683963,6452.695249944882,1.6963932496356342,8.652060200621001
2025-04-03,2025-04-02,4,2,"KFINTECH,INDUSINDBK",15:29,EOD,49255.75,49891.17999999999,75.33491655210133,473.1910907450068,0.15294644087665163,0.9484463801918634
2025-04-04,2025-04-03,3,1,GALLANTT,09:38,TRAIL,24909.0,24996.4,96.05674143569871,523.4738437685935,0.3856306613501092,2.0941969394336524
2025-04-07,2025-04-04,7,7,"NEWGEN,REDINGTON,GALLANTT,360ONE,KFINTECH,KAYNES,GRAVITA",09:37,HARD_STOP,169427.08000000002,173525.51599999997,-1186.7541108931778,-5802.597894205269,-0.7004512566073721,-3.3439450450648827
2025-04-08,2025-04-07,10,1,KFINTECH,09:34,HARD_STOP,24230.5,24862.6,-260.14508516640103,-1294.2698638624054,-1.0736265663787417,-5.205689927290007
2025-04-11,2025-04-09,8,4,"WELSPUNLIV,BLS,NEWGEN,KAYNES",10:00,HARD_STOP,94578.48,99357.324,-696.2041779114176,-3403.0333078899675,-0.7361126737408105,-3.4250452517118593
2025-04-15,2025-04-11,8,5,"INTELLECT,ZENSARTECH,JUBLPHARMA,ELGIEQUIP,KAYNES",15:29,EOD,119578.74999999999,124287.94000000002,3112.966958746898,16248.68992773459,2.6032777217916214,13.073424443059068
2025-04-17,2025-04-16,4,2,"MAZDOCK,INTELLECT",10:16,HARD_STOP,49522.5,49821.06,-393.397853081396,-1875.8127657289801,-0.7943820547859983,-3.7651000715941816
2025-04-21,2025-04-17,4,1,INTELLECT,09:41,HARD_STOP,24459.0,24932.4,-258.288742923,-1275.798193414,-1.0560069623574144,-5.117029220668688
2025-04-22,2025-04-21,3,2,"TATAELXSI,KFINTECH",09:56,TRAIL,46316.0,49519.09999999999,176.739414092,1057.479693707,0.3815947277226013,2.1354986130745512
2025-04-23,2025-04-22,2,1,ATUL,09:51,HARD_STOP,18760.5,23763.3,-135.320663643,-820.3677387390001,-0.7213062745822338,-3.452246694436379
2025-04-29,2025-04-28,2,2,"SONATSOFTW,GRSE",09:49,TRAIL,48119.4,49777.76,235.08838932740196,1322.94773141941,0.4885522041575788,2.6577084453366524
2025-05-02,2025-04-30,2,1,SONATSOFTW,09:35,HARD_STOP,24585.3,24918.66,-188.2176538871,-913.1278084431,-0.7655698888648909,-3.664433835700234
2025-05-07,2025-05-06,1,1,BLS,09:40,HARD_STOP,24836.399999999998,24974.379999999997,-195.42948381359753,-941.6678584405877,-0.7868671941730586,-3.770535478520739
2025-05-08,2025-05-07,2,2,"BLS,KFINTECH",09:50,TRAIL,49668.05,49946.09,150.9489709939,845.0378346651,0.3039156379078703,1.691899875776262
2025-05-14,2025-05-13,1,1,BDL,10:49,TRAIL,24974.600000000002,24974.6,100.83407068839873,545.6059354419937,0.40374648918660844,2.184643339400806
2025-05-15,2025-05-14,5,1,INTELLECT,11:45,TRAIL,24122.4,24926.480000000003,165.09719755439835,894.3908997643915,0.6844144759824824,3.5881155292058544
2025-05-16,2025-05-15,6,6,"VIJAYA,ERIS,COCHINSHIP,BDL,MAZDOCK,GRSE",15:29,EOD,143292.30000000002,149141.5,4576.516164561396,24338.549248485782,3.1938325817656605,16.31909914308612
2025-05-23,2025-05-22,4,4,"JUBLPHARMA,BDL,ERIS,GRSE",09:41,HARD_STOP,95273.4,99176.98,-732.6782127334995,-3716.715594148198,-0.7690270450445765,-3.747558752190476
2025-05-26,2025-05-23,3,1,JUBLPHARMA,14:09,TRAIL,24950.399999999998,24950.4,384.9777173750021,1966.7417118750104,1.5429721261983862,7.8826059376804
2025-05-30,2025-05-29,4,2,"ITI,BDL",11:41,TRAIL,49044.7,49658.81999999999,232.90792136300163,1272.471846282008,0.474889073361651,2.5624286809110814
2025-06-04,2025-06-03,2,2,"COCHINSHIP,GRSE",09:43,TRAIL,47383.0,49344.8,223.477244982601,1252.4311274228053,0.4716401346107275,2.5381218029514865
2025-06-05,2025-06-04,1,1,GRSE,13:42,TRAIL,23755.2,24433.92,229.44562106480063,1219.7660095904032,0.9658753496699696,4.99210118388864
2025-06-13,2025-06-12,2,2,"WOCKPHARMA,ERIS",09:45,HARD_STOP,49264.6,49968.380000000005,-481.76757446439746,-2361.533390526587,-0.9779183723493086,-4.726055538575769
2025-06-16,2025-06-13,2,1,ERIS,09:33,HARD_STOP,23960.3,24697.54,-283.94312158939823,-1423.641861714591,-1.1850566211165896,-5.764306330568108
2025-06-23,2025-06-20,2,1,GRSE,09:41,HARD_STOP,23632.0,24982.4,-196.450802905,-997.466020355,-0.8312914814869667,-3.9926749245668947
2025-06-25,2025-06-24,1,1,ITI,10:49,TRAIL,24713.149999999998,24969.909999999996,131.54183098210086,706.0182754797044,0.5322746431843001,2.8274762523361296
2025-07-28,2025-07-25,1,1,NEWGEN,09:36,HARD_STOP,24348.8,24870.56,-176.92393148639937,-863.0073693483968,-0.7266227965501354,-3.469995727271106
2025-07-31,2025-07-30,2,2,"GALLANTT,JUBLPHARMA",09:37,HARD_STOP,48622.4,49716.12,-391.3440444848018,-1919.3153260884092,-0.8048636934515817,-3.8605493069217975
2025-08-04,2025-08-01,1,1,GALLANTT,13:47,TRAIL,24464.0,24922.7,213.903448032,1131.029811413,0.8743600720732505,4.5381512091908185
2025-09-11,2025-09-10,1,1,INTELLECT,11:43,HARD_STOP,24252.0,24858.3,-198.40745085120108,-976.3533060124056,-0.8181075822662093,-3.927675287579624
2025-10-16,2025-10-15,1,1,BLS,09:37,HARD_STOP,24931.399999999998,24989.379999999997,-189.73394006439804,-909.9033943273902,-0.7610240101414203,-3.6411603422229377
2025-10-17,2025-10-16,1,1,BLS,09:59,TRAIL,24909.300000000003,24973.170000000002,86.61247343579912,475.57850560509553,0.3477113906685419,1.9043577791890076
2025-10-20,2025-10-17,1,1,BLS,09:36,HARD_STOP,24742.5,24940.44,-179.8897988624966,-865.8297432669829,-0.7270477876629144,-3.4715896883414366
2025-12-02,2025-12-01,1,1,WOCKPHARMA,10:01,TRAIL,24352.0,24960.8,196.43348663360146,1048.2863401972074,0.8066421100262872,4.199730538272842
2025-12-11,2025-12-10,1,1,KAYNES,09:42,HARD_STOP,23940.0,24738.0,-172.293107658,-850.077399233,-0.719687166491228,-3.43632225415555
2025-12-12,2025-12-11,1,1,KAYNES,09:52,TRAIL,20895.0,24238.2,50.295439075,330.465631635,0.2407056189279732,1.3634083043914151
2025-12-18,2025-12-17,1,1,KAYNES,09:37,HARD_STOP,24408.0,24408.0,-169.791319872,-810.00715936,-0.6956379870206489,-3.3186134028187477
2025-12-19,2025-12-18,1,1,KAYNES,10:09,HARD_STOP,24369.0,24369.0,-163.7538036,-779.947018,-0.6719758857564939,-3.200570470679962
2025-12-22,2025-12-19,1,1,KAYNES,10:15,HARD_STOP,21170.0,24557.2,-162.3601372,-902.24375576,-0.7669349891355692,-3.67404979297314
