pattern_id,agent_id,family,target,regime,status,winner_fires_dec,all_fires_dec,selected_n_dec,winner_n_dec,manual_precision_dec,winner_precision_dec,rank_quality_dec,weight,rule,parsed_conditions,fire_col
8877,FALCPAT_8877,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,7,301,14,7,0.046511627906976744,0.023255813953488372,0.5761904761904761,6.299382746131029,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 20d relative strength vs sector <= 4.9934 AND close position in weekly range >= 0.7657,atr_20_pct>=2.5005 AND dist_high_120<=-21.2998 AND rs_sector_20d<=4.9934 AND weekly_close_loc>=0.7657,pat_8877
9367,FALCPAT_9367,other,hit_15pc_20d,other,PROMOTED,7,386,13,7,0.03367875647668394,0.018134715025906734,0.6512820512820513,4.020450589229952,volatility (20d ATR%) <= 5.2642 AND volatility (20d ATR%) >= 4.3375 AND close position in weekly range <= 0.7694 AND weekly range % >= 6.038,atr_20_pct<=5.2642 AND atr_20_pct>=4.3375 AND weekly_close_loc<=0.7694 AND weekly_range_pct>=6.038,pat_9367
6346,FALCPAT_6346,fresh_breakout,hit_15pc_20d,capitulation,PROMOTED,7,471,18,7,0.03821656050955414,0.014861995753715499,0.6666666666666666,3.827157262727152,volatility (20d ATR%) >= 3.6491 AND distance from 20-day high <= -9.0485 AND distance from year-high <= -24.4198 AND distance from year-high >= -45.8435,atr_20_pct>=3.6491 AND dist_high_20<=-9.0485 AND dist_high_252<=-24.4198 AND dist_high_252>=-45.8435,pat_6346
8502,FALCPAT_8502,other,hit_15pc_20d,other,PROMOTED,7,412,12,7,0.02912621359223301,0.01699029126213592,0.7444444444444446,3.723539658379929,volatility (20d ATR%) >= 3.596 AND 60d relative strength vs market <= -12.0015 AND 60d relative strength vs market >= -27.0458 AND close position in weekly range <= 0.6795,atr_20_pct>=3.596 AND rs_market_60d<=-12.0015 AND rs_market_60d>=-27.0458 AND weekly_close_loc<=0.6795,pat_8502
8618,FALCPAT_8618,other,hit_25pc_30d,other,PROMOTED,7,428,15,7,0.035046728971962614,0.016355140186915886,0.5733333333333334,3.32160350210609,volatility (20d ATR%) >= 4.5898 AND close position in weekly range >= 0.3905 AND weekly range % <= 12.8291,atr_20_pct>=4.5898 AND weekly_close_loc>=0.3905 AND weekly_range_pct<=12.8291,pat_8618
6569,FALCPAT_6569,pullback_reversal,hit_25pc_30d,capitulation,PROMOTED,7,421,12,7,0.028503562945368172,0.0166270783847981,0.6222222222222221,2.9805708412059553,distance from 120-day high <= -11.5647 AND distance from year-high <= -38.302 AND 60d relative strength vs sector <= -4.7312,dist_high_120<=-11.5647 AND dist_high_252<=-38.302 AND rs_sector_60d<=-4.7312,pat_6569
9300,FALCPAT_9300,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,7,419,11,7,0.026252983293556086,0.016706443914081145,0.5696969696969698,2.5254886736468776,volatility (20d ATR%) >= 2.7959 AND distance from year-high <= -23.5637 AND close position in weekly range >= 0.6562 AND weekly range % <= 9.9519,atr_20_pct>=2.7959 AND dist_high_252<=-23.5637 AND weekly_close_loc>=0.6562 AND weekly_range_pct<=9.9519,pat_9300
6545,FALCPAT_6545,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,7,462,12,7,0.025974025974025976,0.015151515151515152,0.5722222222222222,2.276139581108638,volatility (20d ATR%) >= 2.2916 AND distance from year-high <= -37.1329 AND 60d relative strength vs sector <= -4.87,atr_20_pct>=2.2916 AND dist_high_252<=-37.1329 AND rs_sector_60d<=-4.87,pat_6545
8097,FALCPAT_8097,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,7,557,8,7,0.01436265709156194,0.012567324955116697,0.525,0.9578020815932652,volatility (20d ATR%) >= 3.1155 AND distance from 120-day high <= -26.859 AND distance from 120-day high >= -40.3071 AND close position in weekly range <= 0.53,atr_20_pct>=3.1155 AND dist_high_120<=-26.859 AND dist_high_120>=-40.3071 AND weekly_close_loc<=0.53,pat_8097
8349,FALCPAT_8349,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,6,26,10,6,0.38461538461538464,0.23076923076923078,0.62,520.4885113456232,distance from 50-DMA <= 7.1184 AND close position in weekly range >= 0.6784 AND weekly range % >= 14.8541,dist_sma_50<=7.1184 AND weekly_close_loc>=0.6784 AND weekly_range_pct>=14.8541,pat_8349
7599,FALCPAT_7599,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,6,98,9,6,0.09183673469387756,0.061224489795918366,0.6518518518518519,34.66613436485743,distance from 50-DMA >= 20.4217 AND 60d relative strength vs sector >= -12.3946 AND close position in weekly range >= 0.5365 AND weekly range % <= 11.038,dist_sma_50>=20.4217 AND rs_sector_60d>=-12.3946 AND weekly_close_loc>=0.5365 AND weekly_range_pct<=11.038,pat_7599
8621,FALCPAT_8621,other,hit_25pc_30d,other,PROMOTED,6,100,9,6,0.09,0.06,0.48888888888888893,24.9700165830068,volatility (20d ATR%) >= 3.5234 AND close position in weekly range <= 0.7828 AND close position in weekly range >= 0.3476 AND weekly range % >= 12.8291,atr_20_pct>=3.5234 AND weekly_close_loc<=0.7828 AND weekly_close_loc>=0.3476 AND weekly_range_pct>=12.8291,pat_8621
8574,FALCPAT_8574,momentum,hit_10pc_20d,momentum,PROMOTED,6,156,13,6,0.08333333333333333,0.038461538461538464,0.6,18.18911464379866,volatility (20d ATR%) >= 4.0236 AND 5-day return >= 8.9765 AND close position in weekly range >= 0.4229 AND weekly range % >= 8.6663,atr_20_pct>=4.0236 AND roc_5>=8.9765 AND weekly_close_loc>=0.4229 AND weekly_range_pct>=8.6663,pat_8574
6645,FALCPAT_6645,fresh_breakout,hit_10pc_20d,breakout,PROBATION,6,205,12,6,0.05853658536585366,0.02926829268292683,0.65,10.533023057025206,volatility (20d ATR%) >= 2.6723 AND 60-day return <= -11.5307 AND 60d relative strength vs sector <= -13.9058 AND close position in weekly range >= 0.7086,atr_20_pct>=2.6723 AND roc_60<=-11.5307 AND rs_sector_60d<=-13.9058 AND weekly_close_loc>=0.7086,pat_6645
6474,FALCPAT_6474,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,6,195,10,6,0.05128205128205128,0.03076923076923077,0.6333333333333333,9.45212111404238,volatility (20d ATR%) >= 2.7816 AND distance from year-high <= -43.9096,atr_20_pct>=2.7816 AND dist_high_252<=-43.9096,pat_6474
8225,FALCPAT_8225,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,6,173,11,6,0.06358381502890173,0.03468208092485549,0.44848484848484843,9.354367088688191,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range <= 0.9024 AND close position in weekly range >= 0.7961,atr_20_pct>=3.732 AND dist_high_252<=-11.0436 AND weekly_close_loc<=0.9024 AND weekly_close_loc>=0.7961,pat_8225
8876,FALCPAT_8876,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,6,150,7,6,0.04666666666666667,0.04,0.5142857142857142,9.08000603018429,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 60d relative strength vs market >= 0.438 AND close position in weekly range <= 0.7657,atr_20_pct>=2.5005 AND dist_high_120<=-21.2998 AND rs_market_60d>=0.438 AND weekly_close_loc<=0.7657,pat_8876
9597,FALCPAT_9597,pullback_reversal,hit_40pc_40d,capitulation,PROMOTED,6,225,11,6,0.04888888888888889,0.02666666666666667,0.7151515151515151,8.818442070467048,volatility (20d ATR%) >= 4.1105 AND distance from year-high <= -35.2525 AND 60-day return <= 20.6957,atr_20_pct>=4.1105 AND dist_high_252<=-35.2525 AND roc_60<=20.6957,pat_9597
7992,FALCPAT_7992,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,6,267,12,6,0.0449438202247191,0.02247191011235955,0.4444444444444444,4.245632112567292,distance from 200-DMA <= 61.1444 AND distance from 200-DMA >= 35.3444 AND 60d relative strength vs sector >= -20.939 AND close position in weekly range >= 0.6291,dist_sma_200<=61.1444 AND dist_sma_200>=35.3444 AND rs_sector_60d>=-20.939 AND weekly_close_loc>=0.6291,pat_7992
8262,FALCPAT_8262,other,hit_10pc_20d,other,PROMOTED,6,334,10,6,0.029940119760479042,0.017964071856287425,0.7200000000000001,3.662736843901656,volatility (20d ATR%) >= 4.4758 AND 60d relative strength vs market <= 49.5142 AND 60d relative strength vs sector >= -3.608 AND weekly range % >= 5.294,atr_20_pct>=4.4758 AND rs_market_60d<=49.5142 AND rs_sector_60d>=-3.608 AND weekly_range_pct>=5.294,pat_8262
9343,FALCPAT_9343,fresh_breakout,hit_10pc_20d,breakout,PROBATION,6,378,16,6,0.042328042328042326,0.015873015873015872,0.5041666666666667,3.203883131457158,volatility (20d ATR%) <= 3.3809 AND volatility (20d ATR%) >= 2.691 AND 60-day return >= -0.2981 AND close position in weekly range >= 0.6707,atr_20_pct<=3.3809 AND atr_20_pct>=2.691 AND roc_60>=-0.2981 AND weekly_close_loc>=0.6707,pat_9343
9545,FALCPAT_9545,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,6,309,12,6,0.038834951456310676,0.019417475728155338,0.4055555555555556,2.892549478445333,volatility (20d ATR%) >= 3.3204 AND distance from year-high <= -19.8681 AND close position in weekly range >= 0.6786 AND weekly range % <= 8.9567,atr_20_pct>=3.3204 AND dist_high_252<=-19.8681 AND weekly_close_loc>=0.6786 AND weekly_range_pct<=8.9567,pat_9545
7911,FALCPAT_7911,other,hit_25pc_30d,other,PROMOTED,6,367,9,6,0.02452316076294278,0.01634877384196185,0.6,2.275242993256463,volatility (20d ATR%) >= 4.3575 AND 20d relative strength vs market >= 7.2399 AND 20d relative strength vs sector <= 26.4767,atr_20_pct>=4.3575 AND rs_market_20d>=7.2399 AND rs_sector_20d<=26.4767,pat_7911
8405,FALCPAT_8405,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,6,331,10,6,0.030211480362537766,0.01812688821752266,0.36000000000000004,1.8647158722460235,distance from 20-day high <= -3.9254 AND close position in weekly range >= 0.5947 AND weekly range % <= 9.4741 AND weekly range % >= 5.4665,dist_high_20<=-3.9254 AND weekly_close_loc>=0.5947 AND weekly_range_pct<=9.4741 AND weekly_range_pct>=5.4665,pat_8405
6166,FALCPAT_6166,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,6,472,9,6,0.019067796610169493,0.012711864406779662,0.6148148148148148,1.4095126903661848,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245,atr_20_pct>=2.3998 AND dist_high_10<=-10.5311 AND dist_high_252<=-22.7827 AND dist_sma_200<=26.4245,pat_6166
8370,FALCPAT_8370,other,hit_25pc_30d,other,PROMOTED,6,383,8,6,0.020887728459530026,0.015665796344647518,0.44166666666666665,1.3669518493768202,volatility (20d ATR%) >= 3.9353 AND distance from 20-day high <= -2.7604 AND distance from 60-day high >= -9.5262 AND weekly range % <= 9.6165,atr_20_pct>=3.9353 AND dist_high_20<=-2.7604 AND dist_high_60>=-9.5262 AND weekly_range_pct<=9.6165,pat_8370
6458,FALCPAT_6458,other,hit_40pc_40d,other,PROMOTED,6,494,10,6,0.020242914979757085,0.012145748987854251,0.5533333333333333,1.286764556092298,distance from 60-day high <= -27.1734,dist_high_60<=-27.1734,pat_6458
6229,FALCPAT_6229,mean_reversion,hit_25pc_30d,mean_reversion,PROMOTED,6,533,8,6,0.0150093808630394,0.01125703564727955,0.7,1.118664260342534,distance from 120-day high <= -7.3598 AND distance from 50-DMA <= -0.4667 AND 5-day return <= -5.5714 AND 60d relative strength vs sector <= -3.1676,dist_high_120<=-7.3598 AND dist_sma_50<=-0.4667 AND roc_5<=-5.5714 AND rs_sector_60d<=-3.1676,pat_6229
7828,FALCPAT_7828,other,hit_25pc_30d,other,PROMOTED,6,753,13,6,0.017264276228419653,0.00796812749003984,0.6358974358974359,0.8273830660410241,volatility (20d ATR%) >= 4.5381 AND distance from 200-DMA <= 77.183 AND 60-day return <= 37.8668 AND weekly range % <= 19.9051,atr_20_pct>=4.5381 AND dist_sma_200<=77.183 AND roc_60<=37.8668 AND weekly_range_pct<=19.9051,pat_7828
8408,FALCPAT_8408,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,5,56,10,5,0.17857142857142858,0.08928571428571429,0.4866666666666667,67.57676233062615,60-day return >= 31.9685 AND 60d relative strength vs market >= 31.0766 AND close position in weekly range >= 0.5947 AND weekly range % >= 9.4741,roc_60>=31.9685 AND rs_market_60d>=31.0766 AND weekly_close_loc>=0.5947 AND weekly_range_pct>=9.4741,pat_8408
7829,FALCPAT_7829,continuation,hit_25pc_30d,momentum,PROMOTED,5,64,8,5,0.125,0.078125,0.375,31.8935704064706,volatility (20d ATR%) >= 4.5381 AND distance from 200-DMA <= 77.183 AND 60-day return >= 37.8668 AND weekly range % <= 19.9051,atr_20_pct>=4.5381 AND dist_sma_200<=77.183 AND roc_60>=37.8668 AND weekly_range_pct<=19.9051,pat_7829
8429,FALCPAT_8429,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,5,114,9,5,0.07894736842105263,0.043859649122807015,0.7481481481481481,22.561202597167096,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs sector <= 27.5345 AND close position in weekly range >= 0.4638 AND weekly range % >= 9.4741,atr_20_pct>=4.3977 AND rs_sector_60d<=27.5345 AND weekly_close_loc>=0.4638 AND weekly_range_pct>=9.4741,pat_8429
6393,FALCPAT_6393,pullback_reversal,hit_10pc_20d,capitulation,PROBATION,5,147,13,5,0.08843537414965986,0.034013605442176874,0.6205128205128204,16.255535286812936,distance from 20-day high >= -3.3536 AND distance from year-high <= -24.2757 AND 60d relative strength vs sector >= -14.3816 AND close position in weekly range >= 0.7159,dist_high_20>=-3.3536 AND dist_high_252<=-24.2757 AND rs_sector_60d>=-14.3816 AND weekly_close_loc>=0.7159,pat_6393
9006,FALCPAT_9006,other,hit_15pc_20d,other,PROMOTED,5,136,11,5,0.08088235294117647,0.03676470588235294,0.4606060606060606,11.928514145103653,volatility (20d ATR%) >= 4.1414 AND 60d relative strength vs sector >= 15.164 AND weekly range % >= 9.1665,atr_20_pct>=4.1414 AND rs_sector_60d>=15.164 AND weekly_range_pct>=9.1665,pat_9006
8744,FALCPAT_8744,fresh_breakout,hit_25pc_30d,capitulation,PROMOTED,5,148,7,5,0.0472972972972973,0.033783783783783786,0.7238095238095238,10.072580242322736,volatility (20d ATR%) >= 4.0285 AND distance from year-high <= -34.3354 AND distance from year-high >= -42.9337 AND days with sub-75% volume in last 20 <= 15.5,atr_20_pct>=4.0285 AND dist_high_252<=-34.3354 AND dist_high_252>=-42.9337 AND n_sub_75v_20d<=15.5,pat_8744
6646,FALCPAT_6646,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,5,129,8,5,0.06201550387596899,0.03875968992248062,0.44166666666666665,9.245853831433594,volatility (20d ATR%) >= 2.6723 AND 60-day return <= -11.5307 AND 60d relative strength vs sector >= -13.9058 AND close position in weekly range >= 0.7086,atr_20_pct>=2.6723 AND roc_60<=-11.5307 AND rs_sector_60d>=-13.9058 AND weekly_close_loc>=0.7086,pat_6646
8644,FALCPAT_8644,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,5,150,9,5,0.06,0.03333333333333333,0.4518518518518519,7.870419681460859,volatility (20d ATR%) >= 4.9327 AND close position in weekly range >= 0.6079 AND weekly range % <= 11.7238,atr_20_pct>=4.9327 AND weekly_close_loc>=0.6079 AND weekly_range_pct<=11.7238,pat_8644
7320,FALCPAT_7320,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,5,188,8,5,0.0425531914893617,0.026595744680851064,0.75,7.39226258402578,distance from year-high <= -43.4753 AND distance from 200-DMA <= 24.1184 AND 60d relative strength vs sector >= -40.4443,dist_high_252<=-43.4753 AND dist_sma_200<=24.1184 AND rs_sector_60d>=-40.4443,pat_7320
8594,FALCPAT_8594,other,hit_15pc_20d,other,PROMOTED,5,236,12,5,0.05084745762711865,0.0211864406779661,0.5722222222222222,5.368633946042432,volatility (20d ATR%) <= 4.4669 AND volatility (20d ATR%) >= 4.1346 AND close position in weekly range <= 0.8334 AND close position in weekly range >= 0.4229,atr_20_pct<=4.4669 AND atr_20_pct>=4.1346 AND weekly_close_loc<=0.8334 AND weekly_close_loc>=0.4229,pat_8594
8668,FALCPAT_8668,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,5,266,12,5,0.045112781954887216,0.018796992481203006,0.6944444444444445,5.128582122007069,volatility (20d ATR%) >= 4.2698 AND distance from year-high <= -30.0108 AND 60d relative strength vs sector <= -0.0247,atr_20_pct>=4.2698 AND dist_high_252<=-30.0108 AND rs_sector_60d<=-0.0247,pat_8668
8631,FALCPAT_8631,other,hit_25pc_30d,other,PROMOTED,5,215,11,5,0.05116279069767442,0.023255813953488372,0.39393939393939387,4.082131691614077,volatility (20d ATR%) >= 3.712 AND distance from 200-DMA <= 81.1105 AND 60d relative strength vs sector <= 37.5146 AND 60d relative strength vs sector >= 25.6836,atr_20_pct>=3.712 AND dist_sma_200<=81.1105 AND rs_sector_60d<=37.5146 AND rs_sector_60d>=25.6836,pat_8631
8206,FALCPAT_8206,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,5,195,5,5,0.02564102564102564,0.02564102564102564,0.6266666666666667,3.5882212147508032,volatility (20d ATR%) >= 2.8187 AND distance from year-high <= -29.5833 AND distance from 60-day high <= -25.0326 AND close position in weekly range <= 0.4392,atr_20_pct>=2.8187 AND dist_high_252<=-29.5833 AND dist_high_60<=-25.0326 AND weekly_close_loc<=0.4392,pat_8206
8669,FALCPAT_8669,fresh_breakout,hit_10pc_20d,other,PROMOTED,5,297,7,5,0.02356902356902357,0.016835016835016835,0.8952380952380953,3.0936097607024067,volatility (20d ATR%) >= 4.2698 AND distance from year-high >= -30.0108 AND 60d relative strength vs sector <= -0.0247,atr_20_pct>=4.2698 AND dist_high_252>=-30.0108 AND rs_sector_60d<=-0.0247,pat_8669
8428,FALCPAT_8428,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,5,296,9,5,0.030405405405405407,0.016891891891891893,0.6518518518518519,2.9157469122513184,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs sector <= 27.5345 AND close position in weekly range >= 0.4638 AND weekly range % <= 9.4741,atr_20_pct>=4.3977 AND rs_sector_60d<=27.5345 AND weekly_close_loc>=0.4638 AND weekly_range_pct<=9.4741,pat_8428
8957,FALCPAT_8957,dryup,hit_25pc_30d,capitulation,PROMOTED,5,301,8,5,0.026578073089700997,0.016611295681063124,0.5833333333333334,2.242929500886856,distance from year-high <= -31.6766 AND distance from 60-day high <= -23.6276 AND distance from 200-DMA <= 28.1487 AND days with sub-75% volume in last 20 <= 11.5,dist_high_252<=-31.6766 AND dist_high_60<=-23.6276 AND dist_sma_200<=28.1487 AND n_sub_75v_20d<=11.5,pat_8957
9413,FALCPAT_9413,fresh_breakout,hit_25pc_30d,other,PROMOTED,5,303,9,5,0.0297029702970297,0.0165016501650165,0.5037037037037037,2.1501770894340893,volatility (20d ATR%) >= 4.9235 AND distance from year-high >= -37.7756 AND distance from 200-DMA >= -8.8104,atr_20_pct>=4.9235 AND dist_high_252>=-37.7756 AND dist_sma_200>=-8.8104,pat_9413
8454,FALCPAT_8454,compression,hit_10pc_20d,other,PROMOTED,5,321,7,5,0.021806853582554516,0.01557632398753894,0.6476190476190476,1.9157967062029124,volatility (20d ATR%) >= 3.5945 AND distance from 200-DMA <= -7.3884 AND days with sub-3% range in last 7 >= 1.5 AND close position in weekly range <= 0.7018,atr_20_pct>=3.5945 AND dist_sma_200<=-7.3884 AND n_sub_3_range_7d>=1.5 AND weekly_close_loc<=0.7018,pat_8454
8726,FALCPAT_8726,fresh_breakout,hit_15pc_20d,other,PROMOTED,5,327,8,5,0.024464831804281346,0.01529051987767584,0.5166666666666667,1.6832427731098876,volatility (20d ATR%) >= 4.7929 AND distance from year-high >= -37.4645 AND close position in weekly range <= 0.7552,atr_20_pct>=4.7929 AND dist_high_252>=-37.4645 AND weekly_close_loc<=0.7552,pat_8726
8359,FALCPAT_8359,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,5,379,10,5,0.026385224274406333,0.013192612137203167,0.3333333333333333,1.0105135904782956,distance from year-high <= -3.8863 AND distance from 200-DMA >= 21.9933 AND close position in weekly range >= 0.4792 AND weekly range % <= 9.6242,dist_high_252<=-3.8863 AND dist_sma_200>=21.9933 AND weekly_close_loc>=0.4792 AND weekly_range_pct<=9.6242,pat_8359
6145,FALCPAT_6145,pullback_reversal,hit_10pc_20d,other,PROMOTED,5,514,7,5,0.013618677042801557,0.009727626459143969,0.6761904761904761,0.7801582134583713,volatility (20d ATR%) >= 2.3809 AND distance from 10-day high <= -10.5981 AND 60-day return <= -5.3808 AND close position in weekly range <= 0.7418,atr_20_pct>=2.3809 AND dist_high_10<=-10.5981 AND roc_60<=-5.3808 AND weekly_close_loc<=0.7418,pat_6145
7463,FALCPAT_7463,dryup,hit_15pc_20d,other,PROMOTED,5,735,11,5,0.014965986394557823,0.006802721088435374,0.6666666666666666,0.5911103740659249,volatility (20d ATR%) >= 3.9983 AND days with sub-75% volume in last 20 <= 10.5 AND close position in weekly range <= 0.5947,atr_20_pct>=3.9983 AND n_sub_75v_20d<=10.5 AND weekly_close_loc<=0.5947,pat_7463
9570,FALCPAT_9570,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,4,16,8,4,0.5,0.25,0.5666666666666667,554.1202581678746,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % >= 13.4815,atr_20_pct>=3.5761 AND dist_high_252<=-27.4711 AND weekly_close_loc>=0.767 AND weekly_range_pct>=13.4815,pat_9570
7395,FALCPAT_7395,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,4,45,5,4,0.1111111111111111,0.08888888888888889,0.5733333333333334,44.29742775535195,volatility (20d ATR%) >= 2.5597 AND 20-day return >= 29.3078 AND close position in weekly range >= 0.7075 AND weekly range % >= 7.8851,atr_20_pct>=2.5597 AND roc_20>=29.3078 AND weekly_close_loc>=0.7075 AND weekly_range_pct>=7.8851,pat_7395
7760,FALCPAT_7760,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,4,53,7,4,0.1320754716981132,0.07547169811320754,0.5142857142857142,40.10302205574883,distance from 20-DMA >= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,dist_sma_20>=9.1181 AND weekly_close_loc>=0.4818 AND weekly_range_pct>=16.4858,pat_7760
8525,FALCPAT_8525,other,hit_25pc_30d,other,PROMOTED,4,58,6,4,0.10344827586206896,0.06896551724137931,0.6444444444444445,35.967237852681514,distance from 200-DMA >= 10.7458 AND 60d relative strength vs market <= -2.3131 AND weekly range % >= 8.3689,dist_sma_200>=10.7458 AND rs_market_60d<=-2.3131 AND weekly_range_pct>=8.3689,pat_8525
6334,FALCPAT_6334,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,4,66,7,4,0.10606060606060606,0.06060606060606061,0.6761904761904761,34.002085738600194,distance from year-high <= -29.2888 AND distance from 200-DMA >= -21.0968 AND 20d relative strength vs market >= -3.6469 AND close position in weekly range >= 0.8003,dist_high_252<=-29.2888 AND dist_sma_200>=-21.0968 AND rs_market_20d>=-3.6469 AND weekly_close_loc>=0.8003,pat_6334
8546,FALCPAT_8546,other,hit_40pc_40d,other,PROMOTED,4,72,8,4,0.1111111111111111,0.05555555555555555,0.4166666666666667,20.120561298760876,volatility (20d ATR%) >= 3.4337 AND close position in weekly range <= 0.7802 AND close position in weekly range >= 0.282 AND weekly range % >= 13.9527,atr_20_pct>=3.4337 AND weekly_close_loc<=0.7802 AND weekly_close_loc>=0.282 AND weekly_range_pct>=13.9527,pat_8546
6865,FALCPAT_6865,pullback_reversal,hit_40pc_40d,capitulation,PROBATION,4,92,6,4,0.06521739130434782,0.043478260869565216,0.5666666666666667,12.569835724034961,volatility (20d ATR%) >= 2.6793 AND distance from 120-day high <= -28.3595 AND distance from 200-DMA <= 14.55 AND close position in weekly range >= 0.8126,atr_20_pct>=2.6793 AND dist_high_120<=-28.3595 AND dist_sma_200<=14.55 AND weekly_close_loc>=0.8126,pat_6865
8226,FALCPAT_8226,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,4,91,5,4,0.054945054945054944,0.04395604395604396,0.49333333333333335,9.320817827781008,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range >= 0.9024,atr_20_pct>=3.732 AND dist_high_252<=-11.0436 AND weekly_close_loc>=0.9024,pat_8226
6423,FALCPAT_6423,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,4,117,5,4,0.042735042735042736,0.03418803418803419,0.5333333333333333,6.095696677494421,volatility (20d ATR%) <= 3.7232 AND volatility (20d ATR%) >= 2.9435 AND 60-day return <= -14.7778 AND close position in weekly range >= 0.6594,atr_20_pct<=3.7232 AND atr_20_pct>=2.9435 AND roc_60<=-14.7778 AND weekly_close_loc>=0.6594,pat_6423
6675,FALCPAT_6675,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,4,144,6,4,0.041666666666666664,0.027777777777777776,0.6444444444444445,5.834962776640655,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA >= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,atr_20_pct>=2.673 AND dist_sma_50>=-9.6156 AND roc_60<=-15.4153 AND weekly_close_loc>=0.712,pat_6675
6332,FALCPAT_6332,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,4,174,6,4,0.034482758620689655,0.022988505747126436,0.8333333333333334,5.167706588028953,distance from year-high <= -39.341 AND distance from 200-DMA >= -21.0968 AND close position in weekly range <= 0.8003,dist_high_252<=-39.341 AND dist_sma_200>=-21.0968 AND weekly_close_loc<=0.8003,pat_6332
8724,FALCPAT_8724,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,4,194,8,4,0.041237113402061855,0.020618556701030927,0.7666666666666667,5.099404325164963,volatility (20d ATR%) >= 4.1837 AND distance from year-high <= -37.4645 AND 60-day return <= 24.2728,atr_20_pct>=4.1837 AND dist_high_252<=-37.4645 AND roc_60<=24.2728,pat_8724
8811,FALCPAT_8811,dryup,hit_40pc_40d,capitulation,PROMOTED,4,175,7,4,0.04,0.022857142857142857,0.6571428571428571,4.7001105595569435,volatility (20d ATR%) >= 4.0778 AND distance from year-high <= -38.1461 AND days with sub-75% volume in last 20 <= 15.5 AND close position in weekly range >= 0.057,atr_20_pct>=4.0778 AND dist_high_252<=-38.1461 AND n_sub_75v_20d<=15.5 AND weekly_close_loc>=0.057,pat_8811
9583,FALCPAT_9583,pullback_reversal,hit_25pc_30d,capitulation,PROMOTED,4,259,7,4,0.02702702702702703,0.015444015444015444,0.8476190476190477,2.767741712191857,volatility (20d ATR%) >= 4.0743 AND distance from year-high <= -32.3954 AND close position in weekly range <= 0.7707,atr_20_pct>=4.0743 AND dist_high_252<=-32.3954 AND weekly_close_loc<=0.7707,pat_9583
8469,FALCPAT_8469,other,hit_25pc_30d,other,PROMOTED,4,257,6,4,0.023346303501945526,0.01556420233463035,0.8666666666666667,2.463561659457844,volatility (20d ATR%) >= 4.3217 AND distance from 200-DMA >= 2.9181 AND 60d relative strength vs sector <= 22.0314 AND weekly range % >= 6.5103,atr_20_pct>=4.3217 AND dist_sma_200>=2.9181 AND rs_sector_60d<=22.0314 AND weekly_range_pct>=6.5103,pat_8469
