entry_date,signal_date,n_positions,symbols,avg_score,avg_rule_score,avg_profile_score
2025-01-16,2025-01-15,15,"ADANIPOWER,MAHABANK,ADANIGREEN,JBMA,ANANDRATHI,MINDACORP,PGEL,ADANIENSOL,KAYNES,ANANTRAJ,MAZDOCK,THERMAX,IDBI,POWERINDIA,UTIAMC",7.028527269507856,2.813590217254332,1.6775419681706325
2025-01-17,2025-01-16,15,"ADANIPOWER,IDEA,THERMAX,MAHABANK,IDBI,INOXWIND,ADANIGREEN,PAYTM,SWANCORP,ADANIENSOL,RVNL,POWERINDIA,RAILTEL,UCOBANK,MINDACORP",7.783853195174405,3.0278930790362364,1.828086358091653
2025-01-20,2025-01-17,15,"JWL,GMDCLTD,IDBI,SWANCORP,ADANIPOWER,IRCON,IDEA,BDL,DEEPAKFERT,RVNL,RAILTEL,ADANIGREEN,MINDACORP,RPOWER,PAYTM",8.58250251436973,3.309023063566898,1.8567214054106704
2025-01-21,2025-01-20,15,"JWL,RVNL,IDBI,BDL,GRSE,PAYTM,IDEA,IRCON,NBCC,IFCI,MAZDOCK,HUDCO,HINDCOPPER,BLS,RAILTEL",8.555945478434808,3.2615430601690867,1.8644873588297344
2025-01-22,2025-01-21,15,"GRSE,MAZDOCK,BDL,BLS,IDEA,RVNL,REDINGTON,PARADEEP,IDBI,IFCI,HINDCOPPER,COCHINSHIP,MANAPPURAM,ADANIENSOL,NBCC",8.361894287985418,3.110408840181276,1.8646918123678482
2025-01-23,2025-01-22,15,"TEJASNET,PARADEEP,GRSE,IDEA,REDINGTON,BDL,PGEL,SWIGGY,IFCI,SYRMA,NBCC,MOTILALOFS,NEWGEN,HINDCOPPER,KAYNES",7.879876827364809,2.818860871315923,1.8157085187140527
2025-01-24,2025-01-23,15,"PARADEEP,BBTC,REDINGTON,TEJASNET,IDEA,BDL,GRSE,PREMIERENE,GODIGIT,ZENTEC,MAZDOCK,WOCKPHARMA,KARURVYSYA,PGEL,CREDITACC",8.125863973753447,3.2120021927945075,1.8486426201063897
2025-01-27,2025-01-24,15,"GODIGIT,AMBER,BBTC,WOCKPHARMA,PERSISTENT,ZENTEC,GRSE,KAYNES,PARADEEP,PGEL,ZENSARTECH,LAURUSLABS,PREMIERENE,DCMSHRIRAM,NAVA",7.6429595475385845,2.965569016039616,1.7215784018907405
2025-01-28,2025-01-27,15,"GODIGIT,ZENSARTECH,REDINGTON,KFINTECH,FIVESTAR,CGCL,ZENTEC,BBTC,TECHNOE,DCMSHRIRAM,MOTILALOFS,AMBER,SUMICHEM,JYOTICNC,PGEL",7.995928472373502,3.0359846977212945,1.7586785839148231
2025-01-29,2025-01-28,15,"AMBER,DCMSHRIRAM,MAZDOCK,SOBHA,SUMICHEM,PGEL,KAYNES,ZENTEC,CREDITACC,JYOTICNC,MOTILALOFS,PREMIERENE,JWL,SWIGGY,SHRIRAMFIN",7.831659021800375,2.8192319239941823,1.852648131689678
2025-01-30,2025-01-29,15,"SOBHA,CREDITACC,SYRMA,BLUEJET,AMBER,ACUTAAS,DEEPAKFERT,KFINTECH,CARTRADE,RVNL,PREMIERENE,ANANTRAJ,KAYNES,KPITTECH,FIVESTAR",7.454683665616171,3.1123307468918906,1.8074306818456216
2025-01-31,2025-01-30,15,"SYRMA,INOXWIND,ACUTAAS,BRIGADE,HBLENGINE,SOBHA,CARTRADE,POWERINDIA,ZENSARTECH,ANANTRAJ,KPITTECH,RVNL,LAURUSLABS,ZENTEC,TECHNOE",8.184229944271923,3.1364962429683305,2.0238636842955446
