bucket,symbol,patterns,total_n,avg_d1_mean,max_avg_d1,edge_score,stability_score,weighted_avg_d1
1-2%,SIGNATURE,38,194,1.3714473684210526,1.987,259.381,113.37061831825525,1.337015463917526
1-2%,NETWEB,18,212,1.232388888888889,1.945,258.259,70.82587719344687,1.2182028301886794
1-2%,SWANCORP,15,218,1.2403333333333333,1.786,257.943,66.37966206308232,1.1832247706422017
1-2%,IPCALAB,25,189,1.38956,1.84,257.597,89.90829797910025,1.3629470899470901
1-2%,CARBORUNIV,26,196,1.3700384615384615,1.897,253.346,89.90066549864655,1.2925816326530615
1-2%,AFFLE,21,181,1.422,1.972,249.765,82.26344250607337,1.3799171270718233
1-2%,NATCOPHARM,22,171,1.4324090909090907,1.88,248.231,86.03512896884878,1.451643274853801
1-2%,DIXON,24,197,1.3204166666666668,1.862,246.33499999999998,85.39152204653092,1.2504314720812184
1-2%,TIINDIA,17,195,1.3216470588235294,1.956,245.706,70.42907541242778,1.260030769230769
1-2%,CDSL,29,195,1.3402413793103447,1.865,243.697,94.0095705918895,1.249728205128205
1-2%,CUB,22,197,1.2978636363636364,1.97,242.919,79.97043340158804,1.2330913705583755
1-2%,IRB,20,189,1.3788,1.898,242.702,79.26698184041369,1.284137566137566
1-2%,ASAHIINDIA,23,183,1.3725217391304347,1.734,242.132,83.62009827013138,1.3231256830601092
1-2%,APOLLOHOSP,22,180,1.3529090909090908,1.933,240.603,81.07836621529691,1.3366833333333332
1-2%,ABBOTINDIA,23,194,1.2992608695652172,1.871,239.609,80.06678219526074,1.2350979381443299
1-2%,TATACOMM,31,181,1.3622580645161289,1.989,239.235,98.43847556062188,1.3217403314917127
1-2%,AARTIIND,25,182,1.3189199999999999,1.961,238.02599999999998,85.72875969819182,1.3078351648351647
1-2%,RHIM,20,192,1.2452999999999999,1.767,236.792,73.28099074315749,1.2332916666666667
1-2%,DELHIVERY,26,171,1.3867692307692308,1.915,235.614,90.21225263963773,1.377859649122807
1-2%,GAIL,26,200,1.247923076923077,1.695,234.827,81.38613343789416,1.174135
1-2%,RAMCOCEM,19,164,1.4403157894736842,1.959,232.47899999999998,76.82918280601929,1.4175548780487803
1-2%,ABCAPITAL,25,181,1.4340799999999998,1.895,231.487,85.78233639903186,1.2789337016574585
1-2%,MAXHEALTH,23,168,1.4480434782608695,1.917,231.236,84.69063959629356,1.376404761904762
1-2%,HINDPETRO,17,163,1.416764705882353,1.964,231.002,72.28083458301612,1.4171901840490797
1-2%,SRF,33,165,1.430909090909091,1.985,230.524,102.53867791890079,1.3971151515151516
1-2%,RAINBOW,24,179,1.2905833333333334,1.783,228.18,81.99650798701592,1.2747486033519553
1-2%,NH,20,170,1.43395,1.893,227.754,75.93672791306992,1.339729411764706
1-2%,JPPOWER,14,173,1.3864285714285713,1.91,227.15599999999998,63.82901377320994,1.3130404624277456
1-2%,TRENT,18,186,1.3201111111111112,1.888,225.421,70.28965647270371,1.2119408602150537
1-2%,INDHOTEL,18,169,1.464611111111111,1.967,224.92200000000003,70.83024737516837,1.3308994082840238
1-2%,ZYDUSWELL,22,176,1.2675909090909092,1.753,222.24099999999999,76.69863944258967,1.2627329545454546
1-2%,HDFCAMC,23,166,1.3475217391304348,1.877,217.754,79.17852799987259,1.3117710843373491
1-2%,YESBANK,19,156,1.427578947368421,1.91,217.55,74.61065952950256,1.394551282051282
1-2%,TEJASNET,16,168,1.30725,1.945,213.726,63.75981076890751,1.2721785714285714
1-2%,TATAPOWER,39,161,1.3052307692307692,1.924,211.79,102.37545669752997,1.3154658385093168
1-2%,ULTRACEMCO,28,155,1.3720357142857142,1.767,210.483,88.5476285731666,1.3579548387096774
1-2%,JSWDULUX,19,145,1.4611052631578947,1.956,209.917,74.87598996800347,1.447703448275862
1-2%,IREDA,22,154,1.359409090909091,1.929,207.996,76.99729988556204,1.3506233766233766
1-2%,ASHOKLEY,28,160,1.3126071428571429,1.895,206.28900000000002,85.91742602265808,1.2893062499999999
1-2%,HAL,25,164,1.2834,1.941,205.87,78.82849655680768,1.2553048780487805
1-2%,IGL,24,152,1.4188749999999999,1.945,205.08100000000002,81.30746443488196,1.349217105263158
1-2%,BERGEPAINT,28,151,1.4320714285714284,1.945,203.623,87.77166369435,1.3484966887417216
1-2%,ADANIENSOL,15,175,1.1957333333333333,1.522,201.404,57.45385144753486,1.15088
1-2%,AAVAS,19,156,1.2957894736842106,1.899,199.48600000000002,67.79667127508102,1.27875641025641
1-2%,HCLTECH,25,157,1.2964799999999999,1.993,197.23000000000002,77.98123055418667,1.2562420382165607
1-2%,MUTHOOTFIN,26,156,1.2723846153846154,1.895,196.881,78.18818927854976,1.2620576923076923
1-2%,AWL,15,150,1.3336000000000001,1.791,196.145,60.56526899219585,1.3076333333333336
1-2%,SHREECEM,24,167,1.2442083333333334,1.785,194.046,71.39785382250132,1.161952095808383
1-2%,TRIDENT,18,139,1.469111111111111,1.893,191.56099999999998,67.94048570178508,1.3781366906474821
1-2%,BIOCON,25,150,1.33004,1.775,191.332,77.47612671318348,1.2755466666666666
1-2%,PFIZER,26,147,1.3122307692307693,1.725,187.492,78.56341729170842,1.2754557823129251
1-2%,FORTIS,23,141,1.332086956521739,1.938,187.264,73.98811206215771,1.328113475177305
1-2%,ESCORTS,26,157,1.2586538461538461,1.979,185.77100000000002,74.9859814766092,1.1832547770700637
1-2%,AUROPHARMA,18,147,1.3132222222222223,1.853,184.45,63.09792816069697,1.2547619047619047
1-2%,PIIND,22,142,1.3217272727272726,1.687,181.534,70.34422656591421,1.278408450704225
1-2%,SBILIFE,32,133,1.36465625,1.922,181.159,87.56708283622383,1.3620977443609021
1-2%,CROMPTON,20,134,1.391,1.983,179.567,68.43126221659502,1.34005223880597
1-2%,M&MFIN,23,136,1.3548695652173912,1.941,176.307,72.08346905082205,1.2963749999999998
1-2%,CLEAN,20,131,1.3319,1.96,171.942,65.61784793198385,1.3125343511450382
1-2%,LEMONTREE,19,134,1.3013157894736842,1.894,171.849,62.899512489407925,1.2824552238805969
1-2%,COFORGE,18,130,1.353388888888889,1.998,167.616,61.426979797073805,1.289353846153846
1-2%,NYKAA,16,124,1.3323125,1.758,167.427,58.03138438072643,1.350217741935484
1-2%,HDFCLIFE,16,129,1.352625,1.945,166.458,58.0293168275067,1.290372093023256
1-2%,SBFC,16,124,1.3795625,1.968,166.387,58.63216014672811,1.3418306451612902
1-2%,SIEMENS,16,133,1.280375,1.845,166.165,56.81282200758774,1.2493609022556391
1-2%,LTM,15,135,1.2458,1.588,164.509,53.51454685526898,1.2185851851851852
1-2%,VEDL,15,124,1.297,1.791,161.653,54.374304384727004,1.3036532258064515
1-2%,MANKIND,22,122,1.3987272727272726,1.981,159.595,68.4721780531541,1.308155737704918
1-2%,UTIAMC,17,138,1.1911764705882353,1.585,158.579,54.481911156198166,1.149123188405797
1-2%,JUBLFOOD,15,138,1.1836666666666666,1.763,156.13299999999998,50.65876723871939,1.1313985507246376
1-2%,ICICIBANK,23,120,1.307695652173913,1.668,155.755,67.18231031646896,1.2979583333333335
1-2%,BATAINDIA,21,120,1.3058571428571428,1.95,153.427,64.21710607224327,1.2785583333333335
1-2%,JIOFIN,20,115,1.32325,1.904,152.63299999999998,61.314108825004226,1.3272434782608693
1-2%,DIVISLAB,22,118,1.279090909090909,1.646,150.495,63.81232526516158,1.2753813559322031
1-2%,BANDHANBNK,19,122,1.2605263157894737,1.906,149.974,57.86660596422678,1.2292950819672133
1-2%,COALINDIA,20,112,1.30915,1.982,144.168,60.48171117746771,1.2872142857142859
1-2%,GUJGASLTD,14,112,1.388,1.869,143.988,49.47598983116009,1.285607142857143
1-2%,LTF,21,112,1.2981904761904761,1.99,141.792,61.13809394612329,1.2659999999999998
1-2%,BLUESTARCO,13,104,1.4227692307692306,1.97,141.364,50.301760382737214,1.359269230769231
1-2%,LATENTVIEW,18,107,1.3445,1.881,141.24,56.589531623153114,1.3199999999999998
1-2%,IRCTC,18,112,1.331,1.924,140.971,55.89990197540396,1.258669642857143
1-2%,TITAGARH,10,111,1.2978999999999998,1.895,139.865,41.081171934032895,1.260045045045045
1-2%,TITAN,19,108,1.3167894736842105,1.663,139.154,57.867027542332075,1.288462962962963
1-2%,BHARTIARTL,23,109,1.3308695652173912,1.731,138.992,63.962352977501325,1.2751559633027523
1-2%,CANFINHOME,11,104,1.3156363636363635,1.648,138.232,42.937083758171184,1.3291538461538461
1-2%,LICI,17,104,1.3825882352941177,1.887,137.05,54.809823688490916,1.3177884615384614
1-2%,BSOFT,18,99,1.4044999999999999,1.902,136.824,57.388799918260325,1.3820606060606064
1-2%,GODREJCP,21,104,1.3744285714285713,1.993,136.51999999999998,60.93189525054245,1.3126923076923078
1-2%,KARURVYSYA,16,97,1.4291875,1.965,136.403,54.44218735855142,1.406216494845361
1-2%,NAUKRI,13,103,1.3652307692307692,1.961,135.242,47.18937808353584,1.3130291262135922
1-2%,ASTERDM,15,99,1.4159333333333335,1.951,135.115,51.15600854868789,1.3647979797979797
1-2%,AIAENG,16,96,1.46375,1.945,134.473,53.96822679454054,1.4007604166666667
1-2%,ICICIPRULI,19,100,1.356157894736842,1.92,131.113,56.44058178452619,1.31113
1-2%,CONCOR,18,110,1.1996666666666667,1.843,130.007,51.359806807272726,1.1818818181818183
1-2%,RRKABEL,16,101,1.261875,1.72,126.711,48.071484488815805,1.2545643564356435
1-2%,MARUTI,23,106,1.129304347826087,1.601,122.453,55.540463655612264,1.1552169811320758
1-2%,UNIONBANK,14,97,1.3576428571428572,1.859,122.032,46.645396585228596,1.258061855670103
1-2%,MANAPPURAM,9,98,1.3017777777777777,1.648,121.602,36.14427410513219,1.2408367346938773
1-2%,IIFL,10,92,1.3554,1.745,121.43700000000001,39.182700987222574,1.319967391304348
1-2%,DABUR,24,87,1.4009583333333333,1.741,120.146,63.05178734852615,1.3809885057471265
1-2%,APTUS,12,83,1.4470833333333333,1.915,118.003,43.36895956905259,1.4217228915662652
1-2%,BAJFINANCE,15,82,1.4920666666666667,1.947,117.361,50.340174355604944,1.431231707317073
1-2%,BHARTIHEXA,18,85,1.3835,1.84,115.801,53.23950168980795,1.3623647058823531
1-2%,BOSCHLTD,17,91,1.347,1.861,115.359,50.162822510895744,1.2676813186813187
1-2%,UBL,20,78,1.4513,1.976,110.19,56.0053784982675,1.412692307692308
1-2%,MSUMI,15,87,1.3298666666666668,1.863,109.874,45.612633643234666,1.262919540229885
1-2%,MPHASIS,13,89,1.2744615384615385,1.512,109.004,40.9169554828337,1.2247640449438204
1-2%,ACC,14,81,1.3922857142857143,1.993,108.768,44.41424108419671,1.342814814814815
1-2%,BLUEDART,17,75,1.4845882352941175,1.985,108.249,51.4947092826804,1.44332
1-2%,TBOTEK,19,75,1.484842105263158,1.947,107.959,54.58258324941797,1.439453333333333
1-2%,ONGC,12,82,1.31525,1.721,105.87700000000001,39.38906815493015,1.2911829268292685
1-2%,3MINDIA,13,82,1.2945384615384616,1.603,105.12,39.89531286119299,1.2819512195121952
1-2%,DALBHARAT,18,78,1.3671666666666666,1.882,104.017,50.06879988560025,1.3335512820512823
1-2%,EICHERMOT,17,79,1.2975294117647058,1.986,99.699,46.16449787740785,1.2620126582278481
1-2%,PNB,19,69,1.4183157894736842,1.954,98.164,51.04524468027533,1.422666666666667
1-2%,IEX,11,74,1.3323636363636364,1.99,97.206,36.83497407978358,1.3135945945945946
1-2%,CRISIL,14,75,1.2862142857142855,1.67,95.912,40.47643120099714,1.2788266666666668
1-2%,ZEEL,8,72,1.4005,1.788,95.606,31.919781847700555,1.327861111111111
1-2%,SYNGENE,13,77,1.298846153846154,1.893,94.858,39.19941614699417,1.2319220779220779
1-2%,APOLLOTYRE,15,74,1.3024,1.688,94.855,42.30377291622164,1.2818243243243241
1-2%,BPCL,14,79,1.2059285714285715,1.415,93.527,38.73001517530398,1.183886075949367
1-2%,BAJAJFINSV,13,69,1.3385384615384615,1.881,92.49,39.44005395527986,1.3404347826086958
1-2%,TATATECH,12,69,1.32375,1.725,88.502,35.68143357508256,1.28263768115942
1-2%,PVRINOX,9,64,1.4741111111111111,1.889,86.976,32.90018774980274,1.359
1-2%,FEDERALBNK,14,59,1.4683571428571427,1.857,86.234,41.723659851699516,1.4615932203389828
1-2%,NMDC,13,62,1.4014615384615385,1.957,85.455,39.00917792313341,1.378306451612903
1-2%,THERMAX,10,68,1.353,1.957,84.435,32.452924539550246,1.2416911764705882
1-2%,ASTRAL,9,59,1.4086666666666667,1.627,83.97,32.27300093858571,1.4232203389830511
1-2%,GODREJPROP,10,68,1.2666,1.678,82.57,30.905321087417477,1.2142647058823528
1-2%,BRIGADE,12,64,1.289,1.78,81.753,35.13330122355861,1.2773906249999998
1-2%,TATACONSUM,12,67,1.28475,1.787,81.647,34.52601668096608,1.2186119402985076
1-2%,NUVOCO,12,59,1.4070833333333335,1.915,79.459,35.59958546662815,1.3467627118644068
1-2%,JKCEMENT,11,62,1.321090909090909,1.674,77.787,33.01620469221694,1.2546290322580647
1-2%,MFSL,10,58,1.3302,1.779,77.01599999999999,31.532085173668527,1.3278620689655172
1-2%,GLAND,7,60,1.2968571428571427,1.588,76.503,25.255191060829958,1.27505
1-2%,INDIAMART,11,62,1.2559090909090909,1.92,75.16799999999999,31.755239012033698,1.2123870967741934
1-2%,CAMS,10,53,1.45,1.991,74.944,32.738996613082655,1.4140377358490566
1-2%,ALKEM,12,60,1.22525,1.606,74.924,32.245842044164675,1.2487333333333335
1-2%,INDIGO,18,64,1.1283333333333332,1.493,72.215,37.87334780998546,1.128359375
1-2%,MCDOWELL-N,11,57,1.1602727272727273,1.368,65.501,28.521441462159835,1.1491403508771931
1-2%,HEROMOTOCO,11,54,1.2007272727272726,1.454,64.441,28.749645547844022,1.193351851851852
1-2%,TORNTPHARM,9,55,1.214888888888889,1.568,64.264,25.285851788443352,1.1684363636363635
1-2%,TMPV,10,52,1.1497,1.493,59.285,25.530790674953465,1.1400961538461538
1-2%,LUPIN,9,47,1.2632222222222222,1.622,57.215999999999994,24.76332827126876,1.2173617021276595
1-2%,UNITDSPR,9,45,1.278888888888889,1.795,56.664,25.256258798730528,1.2592
1-2%,BRITANNIA,11,49,1.1831818181818183,1.576,56.562000000000005,26.74556974940071,1.1543265306122452
1-2%,DRREDDY,7,40,1.3948571428571428,1.911,55.519999999999996,22.638414840166984,1.388
1-2%,HAVELLS,6,40,1.313,1.693,51.573,19.783572341714265,1.289325
1-2%,HINDUNILVR,7,42,1.243142857142857,1.676,50.342999999999996,20.588304219085234,1.198642857142857
1-2%,MARICO,8,39,1.290625,1.664,49.419000000000004,22.08154030936294,1.267153846153846
1-2%,ITC,7,39,1.3738571428571429,1.819,48.611999999999995,20.374391998671072,1.2464615384615383
1-2%,TECHM,10,37,1.3279,1.743,48.254,25.160008702828748,1.3041621621621622
1-2%,LT,9,32,1.3286666666666667,1.825,43.031,22.513529120825993,1.3447187500000002
1-2%,SBIN,12,39,1.0435833333333333,1.209,41.196,22.557855935859138,1.0563076923076922
1-2%,LTTS,7,32,1.207,1.426,39.5,18.079337079888067,1.234375
1-2%,NTPC,5,30,1.2728,1.579,37.774,15.224234371362426,1.2591333333333334
1-2%,LTIM,5,31,1.2677999999999998,1.484,37.3,14.500229499258513,1.2032258064516128
1-2%,HDFCBANK,8,27,1.361,1.88,36.3,19.80044114211926,1.3444444444444443
1-2%,IOC,6,24,1.5025000000000002,1.861,35.71,17.902041120242718,1.4879166666666668
1-2%,BAJAJ-AUTO,5,29,1.2336,1.388,35.668,14.767759781104989,1.2299310344827585
1-2%,AXISBANK,9,32,1.0854444444444444,1.271,34.762,18.345977648549866,1.0863125
1-2%,ASIANPAINT,5,21,1.411,1.971,28.863,14.060566755158323,1.3744285714285713
1-2%,MRF,4,24,1.21425,1.284,28.59,11.570518926866692,1.19125
1-2%,CHOICEIN,5,24,1.2286,1.4,27.861,12.455177357227797,1.1608749999999999
1-2%,KOTAKBANK,5,24,1.1246,1.272,26.814,11.99183624024234,1.11725
1-2%,WIPRO,5,20,1.2138,1.461,24.002000000000002,12.031329814100491,1.2001000000000002
1-2%,PIDILITIND,4,17,1.377,1.777,23.901,11.420483890346212,1.4059411764705882
1-2%,CIPLA,3,19,1.2403333333333333,1.43,23.572000000000003,9.323993503235469,1.2406315789473685
1-2%,RELIANCE,2,16,1.217,1.427,19.892,6.945271570242044,1.24325
1-2%,DMART,4,16,1.26,1.544,19.61,9.8400842884962,1.2256249999999997
1-2%,SUNPHARMA,3,13,1.3399999999999999,1.551,17.037,8.188070939989434,1.3105384615384614
1-2%,COLPAL,3,9,1.4503333333333333,1.81,13.053,7.5361530637321845,1.4503333333333333
1-2%,ICICIGI,1,8,1.599,1.599,12.792,4.522654972469158,1.599
1-2%,PAGEIND,2,7,1.5895000000000001,1.71,11.006,5.89980688094278,1.5722857142857143
1-2%,NESTLEIND,3,9,1.127,1.257,10.143,5.8560637803903735,1.127
1-2%,TCS,2,7,1.1995,1.258,8.455,4.492269971436089,1.207857142857143
1-2%,AADHARHFC,1,4,1.043,1.043,4.172,2.086,1.043
10%+,OLECTRA,1,3,11.583,11.583,34.749,20.062344504070303,11.583
2-5%,ITI,52,757,2.698903846153846,4.962,1943.085,497.1898547913125,2.5668229854689564
2-5%,LODHA,53,548,2.9143396226415095,4.696,1521.795,472.9115109673402,2.776998175182482
2-5%,VIJAYA,37,485,3.2575945945945946,4.928,1488.536,404.30968126535885,3.0691463917525774
2-5%,RVNL,38,470,2.776105263157895,4.712,1270.328,347.5933108527512,2.7028255319148937
2-5%,GODREJIND,47,433,3.074872340425532,4.892,1205.881,402.2593843319902,2.784944572748268
2-5%,POONAWALLA,57,380,3.2448421052631575,4.803,1162.102,452.80605283664977,3.0581631578947364
2-5%,ERIS,36,397,2.8738333333333332,4.917,1095.384,327.56964742098785,2.7591536523929476
2-5%,IOB,29,331,3.1412758620689654,4.597,996.688,295.4153610819117,3.0111419939577035
2-5%,NUVAMA,36,297,3.3095,4.993,890.954,314.7648888579792,2.9998451178451178
2-5%,KFINTECH,33,338,2.668848484848485,4.795,845.274,259.67752435861087,2.5008106508875736
2-5%,PPLPHARMA,38,286,3.027263157894737,4.538,802.314,290.2858690013106,2.8052937062937064
2-5%,JUBLPHARMA,30,297,2.8441666666666667,4.418,776.324,242.0639621804282,2.613885521885522
2-5%,AEGISLOG,34,282,2.859058823529412,4.985,755.605,264.03205076889964,2.679450354609929
2-5%,GRSE,21,262,2.900190476190476,4.458,674.253,190.3549221101555,2.5734847328244284
2-5%,ANURAS,42,265,2.6270000000000002,4.728,666.111,263.94930039955045,2.5136264150943397
2-5%,UCOBANK,25,238,2.8670400000000003,4.475,653.815,211.5029237087394,2.747121848739496
2-5%,GODFRYPHLP,30,246,2.7808333333333333,4.253,651.654,224.58273413879934,2.6489999999999996
2-5%,HINDZINC,26,246,2.847153846153846,3.682,651.29,213.2137469012326,2.6475203252032524
2-5%,OLECTRA,24,241,2.906166666666667,4.387,647.896,206.45395159174035,2.688365145228216
2-5%,NLCINDIA,30,213,2.9363666666666663,4.513,600.5509999999999,221.5907073429986,2.819488262910798
2-5%,GRAVITA,24,238,2.622375,4.413,590.957,189.4290188273096,2.483012605042017
2-5%,BIKAJI,34,208,3.062264705882353,4.976,585.63,239.08394445343504,2.815528846153846
2-5%,RITES,30,199,3.0924666666666667,4.747,584.072,224.2816354139742,2.9350351758793978
2-5%,WOCKPHARMA,29,190,3.1794137931034485,4.964,576.602,221.68899172142451,3.034747368421053
2-5%,NIACL,24,214,2.7157083333333336,3.74,564.241,186.01713657193582,2.636640186915888
2-5%,COCHINSHIP,17,218,2.795470588235294,4.916,539.144,145.90447894800636,2.4731376146788993
2-5%,MRPL,24,210,2.592,4.137,534.471,178.98420551618634,2.5451
2-5%,CONCORDBIO,28,165,3.169107142857143,4.083,500.259,205.79360682890996,3.0318727272727277
2-5%,GPIL,29,185,2.7234827586206896,4.325,496.604,194.95292538915055,2.6843459459459456
2-5%,TATAINVEST,31,167,2.8810967741935483,4.762,477.179,202.5356847103512,2.857359281437126
2-5%,SYRMA,25,183,2.7336,4.745,473.529,175.23792225205133,2.587590163934426
2-5%,HBLENGINE,25,170,2.84608,4.221,465.004,177.6502191103387,2.7353176470588236
2-5%,ADANIPORTS,27,185,2.6364444444444444,3.462,458.338,173.42775749464727,2.477502702702703
2-5%,GLAXO,29,170,2.8420344827586206,4.831,458.24,189.04068763237805,2.6955294117647055
2-5%,NAVA,23,166,2.819521739130435,4.492,455.094,166.83897685115025,2.7415301204819276
2-5%,ACE,20,170,2.78205,4.311,451.968,150.88283087815603,2.658635294117647
2-5%,REDINGTON,19,165,2.861684210526316,4.54,435.357,146.76258922650132,2.638527272727272
2-5%,FSL,22,177,2.451909090909091,3.179,431.196,145.93818844638815,2.4361355932203392
2-5%,MAZDOCK,23,149,3.022086956521739,4.441,421.459,165.47267734404278,2.8285838926174494
2-5%,MMTC,16,163,2.765875,4.346,418.288,129.6205798634719,2.5661840490797547
2-5%,DATAPATTNS,18,160,2.7442777777777776,4.563,413.874,138.776161046497,2.5867125
2-5%,IDBI,24,154,2.781083333333333,4.285,406.189,161.58153947186898,2.637590909090909
2-5%,CREDITACC,20,135,3.0947500000000003,4.641,404.867,154.3208507658933,2.9990148148148155
2-5%,FACT,16,157,2.765375,4.897,404.125,125.49321977422863,2.574044585987261
2-5%,JYOTICNC,31,159,2.638741935483871,3.823,399.255,175.65456821019245,2.5110377358490568
2-5%,BSE,20,138,2.9139,4.711,394.804,145.1509141043414,2.860898550724638
2-5%,IFCI,16,150,2.84625,4.434,391.18600000000004,126.5130875388631,2.607906666666666
2-5%,360ONE,22,157,2.5850454545454546,4.729,389.561,144.98762309458397,2.48128025477707
2-5%,GMDCLTD,18,144,2.730888888888889,4.613,389.268,131.81974104510468,2.7032499999999993
2-5%,ATGL,22,140,3.0297272727272726,4.767,381.743,153.42327988680128,2.726735714285714
2-5%,ZENSARTECH,18,137,2.7561666666666667,4.64,379.251,133.87211530375643,2.768255474452555
2-5%,INTELLECT,16,148,2.747625,4.463,375.689,121.63733336430997,2.5384391891891895
2-5%,CHOLAHLDNG,22,146,2.748409090909091,4.253,374.61600000000004,144.63566010739282,2.56586301369863
2-5%,POLICYBZR,19,141,2.7159473684210527,4.446,370.769,131.5676944183124,2.629567375886525
2-5%,JBMA,15,126,3.1355999999999997,4.824,367.867,127.44646132561193,2.919579365079365
2-5%,ADANIENT,12,123,2.935916666666667,4.035,367.327,110.95952008158875,2.98639837398374
2-5%,IRCON,17,144,2.6991764705882355,4.69,367.17900000000003,125.05566833564875,2.5498541666666665
2-5%,CAPLIPOINT,18,134,2.898611111111111,4.911,363.349,132.80565406363647,2.7115597014925372
2-5%,TATACHEM,25,130,2.77428,4.079,359.44,155.3384974983304,2.7649230769230773
2-5%,RAMCOCEM,24,109,3.4519583333333332,4.324,358.725,170.11874839479768,3.29105504587156
2-5%,TARIL,19,137,2.760157894736842,4.943,355.046,132.86858977145653,2.5915766423357662
2-5%,CHAMBLFERT,23,117,3.1389565217391304,4.904,352.098,156.09241549768157,3.0093846153846155
2-5%,GABRIEL,21,136,2.8957619047619048,4.253,349.802,138.50630907386324,2.5720735294117643
2-5%,IRFC,17,132,2.825529411764706,4.25,348.765,122.27087003038667,2.642159090909091
2-5%,POWERINDIA,18,133,2.843277777777778,4.727,347.09400000000005,127.4357482382412,2.609729323308271
2-5%,RADICO,22,120,2.907818181818182,4.113,344.754,145.51633561895736,2.8729500000000003
2-5%,GALLANTT,12,133,2.6441666666666666,3.317,339.00100000000003,95.94488618223122,2.5488796992481206
2-5%,PARADEEP,20,116,3.196,4.943,338.548,141.90233537231373,2.91851724137931
2-5%,PGEL,14,121,2.9572857142857143,4.719,329.18,111.3501501849563,2.7204958677685944
2-5%,HUDCO,18,133,2.5668888888888888,3.28,323.288,117.80696903978335,2.4307368421052633
2-5%,SHYAMMETL,27,133,2.4855555555555555,3.986,320.893,143.57048128638388,2.412729323308271
2-5%,FLUOROCHEM,19,127,2.526842105263158,3.792,316.022,119.44069819076657,2.4883622047244094
2-5%,INOXWIND,16,114,2.9961875,4.636,310.442,118.77793891375063,2.7231754385964915
2-5%,MAHABANK,19,109,2.8720526315789474,4.605,305.994,126.7883654900043,2.8072844036697258
2-5%,LTFOODS,20,119,2.6753,4.674,303.348,123.64270021490441,2.5491428571428574
2-5%,GILLETTE,26,104,2.7296538461538464,4.402,282.13,140.35070317301145,2.712788461538462
2-5%,AMBER,19,113,2.536736842105263,3.884,274.487,111.06330475643905,2.4290884955752214
2-5%,CGCL,12,86,3.3097499999999997,4.353,270.47499999999997,102.09358228766901,3.145058139534884
2-5%,JSWINFRA,20,99,2.77115,4.541,267.775,119.29234875922776,2.7047979797979798
2-5%,BHEL,17,99,2.8686470588235293,4.153,266.655,110.43005117480922,2.693484848484849
2-5%,ADANIPOWER,11,118,2.3076363636363637,2.81,265.99399999999997,77.7852487145777,2.2541864406779664
2-5%,NEULANDLAB,15,89,3.2002,4.844,264.367,109.81202330919493,2.970415730337079
2-5%,ATUL,18,98,2.8672222222222223,4.874,262.808,113.72848336087507,2.6817142857142855
2-5%,INDUSTOWER,22,99,2.6750909090909087,3.851,262.28,123.3971092834247,2.649292929292929
2-5%,DOMS,17,109,2.5445294117647057,4.626,262.17900000000003,102.88017324137564,2.4053119266055045
2-5%,ACUTAAS,17,91,2.9876470588235295,4.86,257.61199999999997,112.48056320841184,2.8309010989010983
2-5%,NBCC,19,97,2.7274210526315787,4.441,255.07399999999998,113.13030248209378,2.6296288659793814
2-5%,JPPOWER,13,95,2.7973846153846154,4.614,252.871,93.55740061215177,2.6618
2-5%,CGPOWER,17,89,2.9087058823529413,4.229,250.289,108.91365396486333,2.8122359550561797
2-5%,BDL,13,109,2.3995384615384614,3.751,250.275,85.81002851237294,2.296100917431193
2-5%,SUZLON,13,93,2.8518461538461537,4.893,249.245,93.26861024423653,2.6800537634408603
2-5%,JSWENERGY,16,79,3.0650625,4.051,247.673,108.99206678093752,3.135101265822785
2-5%,GSPL,16,89,2.8199375,4.756,243.41,103.95967550524234,2.734943820224719
2-5%,LAURUSLABS,9,97,2.874,4.236,240.63899999999998,73.71675269543378,2.4808144329896904
2-5%,WELSPUNLIV,12,82,3.203416666666667,4.45,238.54000000000002,92.96319847126752,2.909024390243902
2-5%,TRITURBINE,13,95,2.6206153846153843,3.529,237.926,87.27784537414617,2.5044842105263156
2-5%,CEMPRO,18,93,2.6197777777777778,4.289,236.801,103.92561440626099,2.5462473118279574
2-5%,NATIONALUM,16,101,2.4303125,4.581,236.28,94.11307422950564,2.3394059405940593
2-5%,INDIACEM,12,100,2.42725,3.505,234.57,79.15924110703558,2.3457000000000003
2-5%,TATAELXSI,14,89,2.745,4.857,233.427,92.76233956190059,2.6227752808988765
2-5%,TTML,12,83,2.9264166666666664,4.358,233.24200000000002,88.6768806402938,2.8101445783132526
2-5%,SAIL,18,85,2.791944444444445,4.518,232.64,106.91683693821133,2.736941176470588
2-5%,SARDAEN,14,90,2.689357142857143,3.725,231.35999999999999,90.31942239866777,2.5706666666666664
2-5%,OIL,15,91,2.7319999999999998,3.901,231.266,93.26441898204853,2.541384615384615
2-5%,KAYNES,12,93,2.6093333333333333,3.967,230.607,81.11174400111597,2.479645161290322
2-5%,WELCORP,14,95,2.468928571428571,3.092,229.236,85.7694040155144,2.4130105263157895
2-5%,TEGA,15,76,3.094866666666667,3.875,225.843,100.37955345232706,2.9716184210526317
2-5%,NCC,10,89,2.6612999999999998,3.609,224.245,74.99477841260214,2.5196067415730337
2-5%,TECHNOE,12,74,2.9292499999999997,4.429,220.799,85.60034485134764,2.983770270270271
2-5%,HFCL,12,72,3.065583333333333,4.368,220.57999999999998,87.14579242429063,3.063611111111111
