bucket,symbol,patterns,total_n,avg_d1_mean,max_avg_d1,edge_score,stability_score,weighted_avg_d1
2-5%,BAJAJ-AUTO,1,3,2.017,2.017,6.051,3.493546478866425,2.017
2-5%,TECHM,1,3,2.009,2.009,6.026999999999999,3.479690072405874,2.009
5-10%,GODREJIND,15,57,6.867999999999999,8.51,379.163,195.67337189882159,6.651982456140351
5-10%,VIJAYA,6,53,5.847166666666666,7.206,301.54,97.91289650432826,5.68943396226415
5-10%,WOCKPHARMA,10,34,5.7363,7.021,193.708,104.97964491389547,5.697294117647059
5-10%,POWERINDIA,8,28,6.012125,6.781,168.86700000000002,89.89156704482757,6.030964285714286
5-10%,IOB,4,28,5.587,6.271,153.224,57.72555719698184,5.4722857142857135
5-10%,ERIS,6,26,5.986666666666667,8.185,151.621,73.45366806511288,5.8315769230769225
5-10%,NUVAMA,6,27,5.681,6.935,150.22,70.80711293619639,5.563703703703703
5-10%,ITI,4,22,6.213,6.617,136.675,57.217018506524425,6.2125
5-10%,POONAWALLA,5,23,5.838800000000001,6.296,133.55700000000002,62.218493685176526,5.806826086956521
5-10%,LODHA,5,18,6.8864,8.291,118.803,63.62868198905505,6.600166666666667
5-10%,PPLPHARMA,3,20,5.911666666666666,6.576,117.214,45.48872032562385,5.8607
5-10%,GODFRYPHLP,5,18,6.470400000000001,7.484,114.204,60.13618868015326,6.344666666666666
5-10%,JUBLPHARMA,5,17,6.6792,7.21,112.802,61.223479882896406,6.635411764705883
5-10%,CONCORDBIO,4,16,6.24325,7.778,97.351,49.098179179437125,6.0844375
5-10%,RVNL,2,16,5.526,5.939,87.59,31.052117036412607,5.474375
5-10%,AEGISLOG,4,14,6.327,6.605,86.91000000000001,46.60330815238365,6.207857142857143
5-10%,CRAFTSMAN,2,15,5.545,5.793,82.431,30.08089407994295,5.4954
5-10%,HINDZINC,3,14,5.3453333333333335,6.024,74.156,34.435512590727896,5.296857142857143
5-10%,NIACL,3,12,6.370333333333334,8.073,74.039,37.396879465972354,6.1699166666666665
5-10%,CAPLIPOINT,3,11,5.948,6.937,64.439,33.829236452105306,5.858090909090908
5-10%,MAZDOCK,2,9,6.3115,7.068,59.073,26.93453573803661,6.563666666666666
5-10%,NAVA,3,10,5.956666666666666,6.326,58.827999999999996,32.34990681736143,5.882799999999999
5-10%,BLS,3,10,5.7459999999999996,5.788,57.376000000000005,31.374220148417322,5.7376000000000005
5-10%,TTML,2,9,6.4185,7.332,56.852999999999994,26.973554216136343,6.316999999999999
5-10%,PGEL,2,7,7.5725,7.636,53.071,28.2779695140347,7.581571428571428
5-10%,FACT,2,7,7.340999999999999,7.539,51.584999999999994,27.45003891846449,7.369285714285714
5-10%,BIKAJI,3,9,5.532666666666667,6.076,49.794,28.748579304028226,5.532666666666667
5-10%,CENTRALBK,2,9,5.6405,6.216,49.038,23.173093367044938,5.448666666666666
5-10%,RADICO,3,9,5.048,5.054,45.432,26.23017742982308,5.048
5-10%,RITES,2,8,5.657,5.897,44.776,22.32668384635003,5.597
5-10%,HBLENGINE,2,7,6.0365,6.964,43.183,22.777047575869396,6.169
5-10%,NLCINDIA,2,8,5.205500000000001,5.373,41.979,20.740465211638373,5.247375
5-10%,GSPL,2,8,5.064,5.064,40.512,20.256,5.064
5-10%,BSE,1,8,5.003,5.003,40.024,14.15062090510519,5.003
5-10%,GICRE,2,7,5.775,6.272,39.928,21.419422665072,5.704
5-10%,WELSPUNLIV,2,7,5.7895,6.474,39.842,21.423296928200912,5.691714285714285
5-10%,ACE,2,7,5.486000000000001,5.548,38.464,20.49064358025359,5.494857142857143
5-10%,RAILTEL,2,7,5.366,5.635,37.831,20.098262966178567,5.404428571428572
5-10%,OLECTRA,2,6,5.8815,6.155,35.289,20.3741136494327,5.8815
5-10%,TRITURBINE,1,6,5.564,5.564,33.384,13.628960928845602,5.564
5-10%,SUZLON,1,6,5.133,5.133,30.798000000000002,12.573230849706052,5.133
5-10%,UCOBANK,1,5,5.838,5.838,29.19,13.054164852643773,5.838
5-10%,NCC,1,5,5.735,5.735,28.675,12.823849850961295,5.735
5-10%,MRPL,1,5,5.378,5.378,26.89,12.02557358299387,5.378
5-10%,ADANIPORTS,1,5,5.318,5.318,26.589999999999996,11.891409504343882,5.318
5-10%,MMTC,1,5,5.15,5.15,25.75,11.515750084123919,5.15
5-10%,HINDCOPPER,1,4,6.2,6.2,24.8,12.4,6.2
5-10%,PARADEEP,1,3,7.924,7.924,23.772000000000002,13.724770599175784,7.924
5-10%,SJVN,1,3,7.483,7.483,22.448999999999998,12.960936193037908,7.483
5-10%,JWL,1,3,7.369,7.369,22.107,12.763482400975056,7.369
5-10%,360ONE,1,4,5.509,5.509,22.036,11.018,5.509
5-10%,IRFC,1,4,5.438,5.438,21.752,10.876,5.438
5-10%,BEML,1,4,5.406,5.406,21.624,10.812,5.406
5-10%,DOMS,1,3,7.207,7.207,21.621,12.482890170148897,7.207
5-10%,FORCEMOT,1,4,5.356,5.356,21.424,10.712,5.356
5-10%,IRCON,1,4,5.255,5.255,21.02,10.51,5.255
5-10%,TECHNOE,1,4,5.183,5.183,20.732,10.366,5.183
5-10%,BBTC,1,4,5.005,5.005,20.02,10.01,5.005
5-10%,ECLERX,1,3,6.531,6.531,19.593,11.312023824232336,6.531
5-10%,GRSE,1,3,6.504,6.504,19.512,11.265258452427977,6.5040000000000004
5-10%,KALYANKJIL,1,3,6.267,6.267,18.801000000000002,10.854762411034153,6.267
5-10%,APARINDS,1,3,6.25,6.25,18.75,10.825317547305483,6.25
5-10%,ADANIGREEN,1,3,6.187,6.187,18.561,10.716198346428644,6.187
5-10%,PATANJALI,1,3,6.166,6.166,18.498,10.679825279469698,6.166
5-10%,ARE&M,1,3,6.158,6.158,18.474,10.665968873009147,6.158
5-10%,IRB,1,3,6.098,6.098,18.294,10.562045824555012,6.098
5-10%,ZENSARTECH,1,3,6.074,6.074,18.222,10.520476605173359,6.074000000000001
5-10%,NEWGEN,1,3,6.071,6.071,18.213,10.515280452750654,6.071000000000001
5-10%,ZEEL,1,3,6.015,6.015,18.044999999999998,10.418285607526796,6.015
5-10%,JYOTICNC,1,3,5.9,5.9,17.700000000000003,10.219099764656375,5.900000000000001
5-10%,AAVAS,1,3,5.84,5.84,17.52,10.115176716202242,5.84
5-10%,TRIDENT,1,3,5.719,5.719,17.157,9.90559856848641,5.719
5-10%,CHOLAHLDNG,1,3,5.604,5.604,16.812,9.706412725615987,5.604
5-10%,ELGIEQUIP,1,3,5.6,5.6,16.799999999999997,9.699484522385712,5.599999999999999
5-10%,TATAINVEST,1,3,5.471,5.471,16.413,9.476049968209328,5.471
5-10%,GPIL,1,3,5.442,5.442,16.326,9.42582049478983,5.442
5-10%,MOTILALOFS,1,3,5.432,5.432,16.296,9.408499986714142,5.4319999999999995
5-10%,CGPOWER,1,3,5.394,5.394,16.182000000000002,9.342682056026524,5.394000000000001
5-10%,NATCOPHARM,1,3,5.34,5.34,16.02,9.249151312417803,5.34
5-10%,ATUL,1,3,5.338,5.338,16.014,9.245687210802666,5.338
5-10%,SWANCORP,1,3,5.322,5.322,15.966000000000001,9.217974397881564,5.322
5-10%,FORTIS,1,3,5.265,5.265,15.794999999999998,9.119247501850138,5.265
5-10%,JSWDULUX,1,3,5.221,5.221,15.663,9.043037266317109,5.221
5-10%,GABRIEL,1,3,5.186,5.186,15.558,8.982415488052197,5.186
5-10%,IIFL,1,3,5.178,5.178,15.533999999999999,8.968559081591646,5.178
5-10%,YESBANK,1,3,5.178,5.178,15.533999999999999,8.968559081591646,5.178
5-10%,CHAMBLFERT,1,3,5.172,5.172,15.515999999999998,8.958166776746232,5.172
5-10%,FINCABLES,1,3,5.134,5.134,15.402000000000001,8.892348846058615,5.134
5-10%,J&KBANK,1,3,5.12,5.12,15.36,8.868100134752652,5.12
5-10%,HONASA,1,3,5.098,5.098,15.294,8.829995016986135,5.098
5-10%,MAPMYINDIA,1,3,5.083,5.083,15.249,8.804014254872603,5.083
5-10%,DATAPATTNS,1,3,5.026,5.026,15.078,8.705287358841176,5.026
5-10%,BDL,1,3,5.01,5.01,15.03,8.677574545920073,5.01
