pattern,symbol,n,avg_d1,bucket,edge_score,stability_score,target,regime,hit_pct,base_pct,real_lift_pp,status,rule,mandate,rule_family,screener_tier,prior_score
FALCPAT_8043,GRSE,25,1.433,1-2%,35.825,7.165,hit_15pc_20d,breakout,35.85526315789473,15.52565995111252,20.329603206782217,PROMOTED,days with sub-3% range in last 7 <= 3.5 AND slope of 50-DMA >= 1.6719 AND close position in weekly range >= 0.841,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|weekly_strength,B_broad_edge,4.6688523389847845
FALCPAT_8890,NAVA,21,1.51,1-2%,31.71,6.919689299383318,hit_40pc_40d,other,7.41444866920152,4.088422971741112,3.326025697460408,PROMOTED,distance from 200-DMA >= -27.8495 AND daily range % >= 9.3513,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,4.667474104571057
FALCPAT_8101,IFCI,22,1.488,1-2%,32.736,6.979338650617263,hit_10pc_20d,breakout,69.03997665596732,30.24927834188964,38.79069831407767,PROMOTED,volatility (20d ATR%) >= 3.1155 AND 5-day return <= 5.4794 AND close position in weekly range >= 0.53 AND weekly range % >= 10.472,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,B_broad_edge,4.665615393302574
FALCPAT_8494,GRAPHITE,23,1.468,1-2%,33.763999999999996,7.040280676223071,hit_25pc_30d,other,23.54512497614959,7.722364089468664,15.822760886680925,PROMOTED,volatility (20d ATR%) >= 4.3337 AND distance from 200-DMA <= -8.5034 AND weekly range % <= 9.4485,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression,B_broad_edge,4.665383022950785
FALCPAT_7184,NAVA,21,1.509,1-2%,31.688999999999997,6.915106723688361,hit_10pc_20d,other,51.47462047749616,32.698883353500555,18.7757371239956,PROMOTED,distance from 200-DMA <= 15.8607 AND distance from 20-week SMA >= 1.2025 AND weekly range % >= 8.786,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,4.6643830621176985
FALCPAT_8509,RITES,26,1.415,1-2%,36.79,7.21511261173379,hit_10pc_20d,other,38.778195488721806,30.24927834188964,8.528917146832166,PROMOTED,distance from 60-day high >= -3.6453 AND weekly range % >= 8.9238,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,4.663609165396126
FALCPAT_6882,NATIONALUM,39,1.264,1-2%,49.296,7.893677469975575,hit_10pc_20d,other,49.3234100135318,32.698883353500555,16.62452666003124,PROMOTED,volatility (20d ATR%) >= 3.3684 AND short-term vol vs longer-term >= 1.0196 AND distance from 120-day high <= -7.2128 AND weekly range % >= 8.5705,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,B_broad_edge,4.662743630000016
FALCPAT_8724,NEULANDLAB,22,1.487,1-2%,32.714,6.97464823485744,hit_15pc_20d,capitulation,45.26002971768202,19.56237142322798,25.69765829445404,PROMOTED,volatility (20d ATR%) >= 4.1837 AND distance from year-high <= -37.4645 AND 60-day return <= 24.2728,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,B_broad_edge,4.662479899086646
FALCPAT_8502,PARADEEP,23,1.467,1-2%,33.741,7.035484844699759,hit_15pc_20d,other,28.839689347397705,15.52565995111252,13.314029396285187,PROMOTED,volatility (20d ATR%) >= 3.596 AND 60d relative strength vs market <= -12.0015 AND 60d relative strength vs market >= -27.0458 AND close position in weekly range <= 0.6795,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close|relative_strength,B_broad_edge,4.662204969120436
FALCPAT_8178,MAZDOCK,33,1.322,1-2%,43.626000000000005,7.594311818723274,hit_25pc_30d,mean_reversion,15.385307076701734,7.722364089468664,7.6629429872330705,PROMOTED,volatility (20d ATR%) >= 3.0061 AND short-term vol vs longer-term >= 0.8729 AND distance from year-high <= -15.2403 AND RSI(14) <= 33.6661,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high|volatility_expansion,B_broad_edge,4.661848613542566
FALCPAT_7829,PGEL,46,1.21,1-2%,55.66,8.206619279581574,hit_25pc_30d,momentum,17.938553022794846,7.722364089468664,10.21618893332618,PROMOTED,volatility (20d ATR%) >= 4.5381 AND distance from 200-DMA <= 77.183 AND 60-day return >= 37.8668 AND weekly range % <= 19.9051,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression,B_broad_edge,4.65867859806917
FALCPAT_9517,ATGL,21,1.507,1-2%,31.647,6.90594157229845,hit_25pc_30d,breakout,25.684608120868745,10.408532325017468,15.27607579585128,PROMOTED,volatility (20d ATR%) >= 3.3726 AND days with sub-75% volume in last 7 >= 0.5 AND slope of 20-DMA <= -1.942 AND close position in weekly range >= 0.7978,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,4.658200977210982
FALCPAT_8967,BEML,57,1.147,1-2%,65.379,8.65966009725555,hit_10pc_20d,capitulation,69.15234488785319,35.380587245184216,33.77175764266897,PROMOTED,volatility (20d ATR%) >= 3.5669 AND distance from 120-day high <= -15.7106 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range >= 0.6536,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|compression|weekly_strength,B_broad_edge,4.657328133096743
