pattern_id,avg1,win1,avg2,win2,avg3,win3,avg5,win5,avg6,win6,n,last_date,n_recent,best_hold,best_avg,best_win,nstocks,n_consistent_stocks
9121,-0.1,44.0,0.1,47.0,0.35,47.0,0.87,49.0,1.13,51.0,9459,2024-12-31,1347,6,1.13,51.0,261,112
9122,-0.13,43.0,0.36,47.0,0.85,48.0,1.85,50.0,2.38,51.0,48133,2024-12-31,15944,6,2.38,51.0,419,168
9123,-0.03,46.0,0.08,48.0,0.23,49.0,0.6,51.0,0.86,52.0,5213,2024-12-31,1472,6,0.86,52.0,383,144
9124,-0.05,45.0,0.43,46.0,0.84,47.0,1.12,48.0,1.21,49.0,1541,2024-12-31,314,6,1.21,49.0,240,56
9126,-0.2,43.0,0.02,47.0,0.28,48.0,0.76,50.0,1.02,51.0,26187,2024-12-31,20444,6,1.02,51.0,395,121
9127,-0.11,43.0,0.13,48.0,0.38,50.0,0.83,52.0,1.07,52.0,15899,2024-12-31,10506,6,1.07,52.0,431,167
9128,-0.02,45.0,0.23,48.0,0.5,50.0,1.28,53.0,1.44,53.0,4911,2024-12-31,3671,6,1.44,53.0,381,141
9149,-0.1,45.0,0.06,48.0,0.23,49.0,0.58,51.0,0.76,52.0,73521,2024-12-31,37284,6,0.76,52.0,442,132
9150,-0.1,44.0,0.17,48.0,0.46,50.0,1.08,52.0,1.41,53.0,32196,2024-12-31,15220,6,1.41,53.0,399,174
9151,-0.13,43.0,0.13,46.0,0.39,48.0,0.91,50.0,1.17,51.0,38758,2024-12-31,25365,6,1.17,51.0,426,146
9152,-0.11,43.0,0.58,47.0,1.29,49.0,2.79,51.0,3.58,52.0,28976,2024-12-31,12329,6,3.58,52.0,372,158
9168,-0.18,44.0,-0.12,46.0,0.1,50.0,0.54,51.0,0.6,51.0,989,2024-12-31,626,6,0.6,51.0,321,42
9169,-0.27,41.0,-0.02,43.0,0.3,44.0,0.67,44.0,1.04,44.0,2369,2024-12-31,520,6,1.04,44.0,125,32
9170,-0.1,44.0,0.64,47.0,1.44,48.0,3.19,51.0,4.12,52.0,21023,2024-12-31,3842,6,4.12,52.0,320,145
9175,-0.11,43.0,0.11,47.0,0.36,49.0,0.83,51.0,1.07,52.0,42500,2024-12-31,29606,6,1.07,52.0,421,134
9177,-0.05,45.0,0.24,49.0,0.5,51.0,1.01,54.0,1.25,54.0,22552,2024-12-31,14332,6,1.25,54.0,422,197
9185,-0.05,44.0,2.87,48.0,5.8,51.0,11.46,54.0,12.32,55.0,4808,2024-12-30,1418,6,12.32,55.0,317,139
9186,-0.04,45.0,0.18,48.0,0.47,50.0,1.47,52.0,4.56,53.0,3801,2024-12-20,1060,6,4.56,53.0,304,110
9188,-0.11,43.0,0.34,47.0,0.74,48.0,1.55,50.0,2.04,51.0,8435,2024-12-31,3229,6,2.04,51.0,311,128
9189,-0.0,47.0,-0.01,49.0,-0.01,50.0,0.01,52.0,0.1,52.0,6219,2024-12-31,649,6,0.1,52.0,357,147
9195,-0.11,44.0,0.17,47.0,0.7,49.0,1.31,51.0,1.62,52.0,40420,2024-12-31,22844,6,1.62,52.0,413,140
9203,-0.07,45.0,0.36,48.0,0.84,50.0,1.79,53.0,2.26,53.0,54738,2024-12-31,28999,6,2.26,53.0,435,192
9204,-0.29,41.0,-0.08,43.0,0.18,44.0,0.68,47.0,1.02,48.0,13976,2024-12-31,8110,6,1.02,48.0,407,91
9205,-0.04,46.0,0.07,49.0,0.25,51.0,0.48,52.0,0.53,52.0,11714,2024-12-31,6346,6,0.53,52.0,428,183
9210,0.05,47.0,1.01,50.0,1.34,51.0,2.58,54.0,2.98,54.0,3830,2024-12-20,655,6,2.98,54.0,223,94
9211,-0.11,44.0,0.18,47.0,0.79,48.0,1.97,50.0,2.59,51.0,27346,2024-12-31,13274,6,2.59,51.0,426,155
9214,-0.04,45.0,0.15,48.0,0.38,49.0,0.8,51.0,0.99,52.0,55850,2024-12-31,28613,6,0.99,52.0,441,161
9215,-0.15,43.0,0.1,46.0,0.33,48.0,0.8,50.0,1.04,51.0,21360,2024-12-31,13723,6,1.04,51.0,402,104
9220,-0.15,43.0,0.04,47.0,0.28,48.0,0.7,50.0,0.92,52.0,15230,2024-12-31,10646,6,0.92,52.0,422,141
9221,0.15,47.0,0.69,50.0,1.0,50.0,5.4,54.0,8.8,53.0,2981,2024-12-31,1002,6,8.8,53.0,296,92
9222,-0.13,43.0,0.19,47.0,0.99,48.0,1.78,50.0,2.22,51.0,19581,2024-12-31,3571,6,2.22,51.0,326,139
9223,-0.11,44.0,0.14,48.0,0.4,50.0,0.89,52.0,1.13,53.0,28804,2024-12-31,21618,6,1.13,53.0,382,146
9242,-0.15,44.0,0.01,47.0,0.2,50.0,0.63,52.0,0.85,53.0,12137,2024-12-31,7585,6,0.85,53.0,390,125
9243,-0.12,43.0,0.68,46.0,1.49,47.0,3.21,50.0,4.13,51.0,22342,2024-12-31,5150,6,4.13,51.0,336,144
9244,-0.07,45.0,-0.07,48.0,-0.04,49.0,0.17,51.0,0.37,52.0,6416,2024-12-31,522,6,0.37,52.0,286,114
9246,-0.11,43.0,0.18,47.0,0.46,48.0,0.98,50.0,1.24,51.0,33369,2024-12-31,15317,6,1.24,51.0,429,172
9248,-0.1,43.0,0.16,47.0,0.44,49.0,1.07,52.0,1.29,52.0,12529,2024-12-31,9760,6,1.29,52.0,367,131
9255,-0.19,43.0,0.08,47.0,0.34,49.0,0.85,51.0,1.12,52.0,19077,2024-12-31,14493,6,1.12,52.0,377,116
9256,-0.07,45.0,0.04,48.0,0.17,50.0,0.42,52.0,0.51,52.0,28360,2024-12-31,14102,6,0.51,52.0,442,159
9258,-0.16,43.0,0.0,47.0,0.19,50.0,0.61,52.0,0.84,53.0,11583,2024-12-31,7228,6,0.84,53.0,389,128
9260,-0.08,45.0,0.12,48.0,0.31,49.0,0.67,51.0,0.83,52.0,46715,2024-12-31,22022,6,0.83,52.0,442,160
9261,-0.1,44.0,0.29,47.0,0.91,49.0,2.2,51.0,2.84,52.0,32730,2024-12-31,10312,6,2.84,52.0,414,172
9262,-0.2,43.0,0.03,47.0,0.28,49.0,0.72,51.0,0.93,52.0,12125,2024-12-31,9631,6,0.93,52.0,360,135
9266,-0.04,45.0,0.11,48.0,0.49,49.0,1.24,52.0,1.38,52.0,8741,2024-12-31,1633,6,1.38,52.0,349,149
9269,-0.1,44.0,0.1,48.0,0.21,50.0,0.53,51.0,0.6,51.0,3370,2024-12-30,2010,6,0.6,51.0,427,162
9270,-0.12,43.0,0.09,47.0,0.29,48.0,1.05,51.0,1.21,51.0,5585,2024-12-31,3884,6,1.21,51.0,412,141
9292,-0.18,43.0,-0.01,47.0,0.66,49.0,1.21,51.0,1.43,52.0,24448,2024-12-31,12546,6,1.43,52.0,447,187
9293,-0.03,46.0,0.16,48.0,0.34,49.0,1.01,52.0,1.19,53.0,23746,2024-12-31,12159,6,1.19,53.0,446,202
9294,-0.09,44.0,0.06,47.0,0.28,48.0,0.91,50.0,1.11,51.0,9261,2024-12-31,6128,6,1.11,51.0,439,168
9300,0.01,46.0,0.45,49.0,0.7,50.0,0.98,51.0,1.7,52.0,16851,2024-12-31,4491,6,1.7,52.0,402,162
9301,-0.18,43.0,-0.15,45.0,0.19,45.0,0.79,47.0,1.02,47.0,4306,2024-12-31,1038,6,1.02,47.0,339,99
9303,-0.06,45.0,0.15,48.0,0.39,49.0,0.97,52.0,1.21,53.0,26066,2024-12-31,19353,6,1.21,53.0,437,166
9317,-0.15,43.0,-0.08,46.0,0.16,47.0,0.75,50.0,0.8,51.0,9904,2024-12-31,2007,6,0.8,51.0,378,148
9318,0.25,47.0,0.38,49.0,0.66,47.0,1.22,51.0,1.62,52.0,2549,2024-12-31,689,6,1.62,52.0,304,83
9330,-0.11,43.0,1.85,47.0,3.88,48.0,8.03,51.0,10.28,52.0,7138,2024-12-31,501,6,10.28,52.0,162,78
9331,-0.06,45.0,0.27,49.0,0.62,51.0,1.26,53.0,1.57,54.0,35651,2024-12-31,18089,6,1.57,54.0,414,191
9332,-0.21,42.0,-0.02,46.0,0.14,47.0,0.47,50.0,0.65,50.0,9425,2024-12-31,7300,6,0.65,50.0,253,61
9338,-0.12,44.0,0.15,47.0,0.39,48.0,0.81,51.0,1.05,51.0,10290,2024-12-31,2518,6,1.05,51.0,340,166
9339,-0.35,41.0,-0.23,43.0,-0.14,46.0,0.03,47.0,0.07,48.0,3862,2024-12-31,808,6,0.07,48.0,284,97
9340,-0.21,41.0,0.5,44.0,1.35,46.0,3.12,48.0,4.03,48.0,20940,2024-12-31,3458,6,4.03,48.0,302,97
9342,-0.02,47.0,0.1,49.0,0.22,50.0,0.39,51.0,0.41,51.0,10079,2024-12-31,4602,6,0.41,51.0,418,165
9343,-0.11,44.0,0.06,47.0,0.2,49.0,0.46,51.0,0.56,51.0,22905,2024-12-31,12316,6,0.56,51.0,436,151
9344,-0.03,45.0,0.44,49.0,0.69,51.0,1.18,52.0,1.39,52.0,7607,2024-12-31,4912,6,1.39,52.0,427,188
9345,-0.07,44.0,0.15,47.0,0.39,49.0,0.83,51.0,1.04,52.0,36525,2024-12-31,18740,6,1.04,52.0,442,152
9358,-0.18,41.0,0.48,44.0,0.89,46.0,1.79,47.0,2.26,49.0,3212,2024-12-31,571,6,2.26,49.0,238,66
9366,-0.1,45.0,0.06,48.0,0.27,49.0,0.7,51.0,0.84,52.0,30473,2024-12-31,17870,6,0.84,52.0,447,169
9367,-0.09,45.0,0.07,48.0,0.36,50.0,0.91,52.0,1.21,53.0,18615,2024-12-31,10593,6,1.21,53.0,427,187
9368,-0.08,44.0,0.19,48.0,1.04,48.0,3.02,52.0,3.92,52.0,17580,2024-12-31,7163,6,3.92,52.0,364,167
9369,-0.06,44.0,0.29,47.0,0.68,50.0,1.27,53.0,1.49,53.0,6124,2024-12-31,3220,6,1.49,53.0,395,164
9370,-0.19,42.0,-0.38,43.0,-0.38,43.0,-0.14,45.0,0.01,46.0,1886,2024-12-30,987,6,0.01,46.0,304,67
9393,-0.08,45.0,0.07,48.0,0.26,50.0,0.53,51.0,0.62,52.0,8277,2024-12-31,4810,6,0.62,52.0,432,207
9395,-0.03,45.0,0.41,48.0,0.64,49.0,1.03,51.0,1.81,52.0,18037,2024-12-31,4565,6,1.81,52.0,382,150
9396,-0.17,42.0,0.22,45.0,0.68,45.0,1.17,47.0,1.4,48.0,4949,2024-12-26,917,6,1.4,48.0,251,65
9398,-0.1,44.0,0.15,48.0,0.4,50.0,0.87,53.0,1.14,53.0,35778,2024-12-31,26816,6,1.14,53.0,396,154
9403,-0.14,43.0,0.68,46.0,1.56,47.0,3.45,50.0,4.45,51.0,18513,2024-12-31,3155,6,4.45,51.0,286,118
9405,-0.03,45.0,0.31,50.0,0.55,51.0,1.01,54.0,1.31,54.0,11788,2024-12-31,6832,6,1.31,54.0,419,209
9406,-0.14,43.0,0.14,46.0,0.35,48.0,0.83,49.0,1.05,50.0,13791,2024-12-31,6134,6,1.05,50.0,397,153
9407,-0.17,43.0,0.75,45.0,1.7,45.0,3.67,47.0,4.73,48.0,15344,2024-12-31,1816,6,4.73,48.0,242,87
9412,-0.09,43.0,0.15,48.0,0.39,49.0,0.81,51.0,1.0,52.0,7622,2024-12-31,1816,6,1.0,52.0,217,92
9413,-0.07,44.0,0.21,48.0,0.47,50.0,0.98,53.0,1.21,53.0,21503,2024-12-31,16027,6,1.21,53.0,338,153
9424,-0.19,43.0,0.09,47.0,0.36,50.0,0.9,52.0,1.14,52.0,14502,2024-12-31,9147,6,1.14,52.0,391,129
9425,-0.11,45.0,-0.07,48.0,-0.04,49.0,-0.02,51.0,0.05,52.0,4498,2024-12-31,1337,6,0.05,52.0,345,133
9426,-0.06,45.0,1.68,48.0,3.62,49.0,7.61,52.0,9.76,53.0,7618,2024-12-31,952,6,9.76,53.0,289,130
9427,-0.19,41.0,0.23,44.0,0.61,45.0,1.52,47.0,2.09,48.0,6309,2024-12-31,1565,6,2.09,48.0,271,94
9428,-0.17,43.0,0.17,46.0,0.46,48.0,1.1,50.0,1.42,51.0,11629,2024-12-31,1418,6,1.42,51.0,314,122
9429,0.02,45.0,0.34,50.0,0.58,52.0,1.07,55.0,1.31,56.0,10800,2024-12-31,8078,6,1.31,56.0,332,161
9430,-0.08,45.0,0.17,48.0,0.42,50.0,0.91,52.0,1.1,53.0,9141,2024-12-31,6750,6,1.1,53.0,350,143
9445,-0.11,43.0,1.09,47.0,2.29,48.0,4.79,51.0,6.12,52.0,13862,2024-12-31,3744,6,6.12,52.0,334,146
9446,-0.13,44.0,0.01,47.0,0.17,48.0,0.62,50.0,0.92,51.0,13869,2024-12-31,2068,6,0.92,51.0,355,139
9447,-0.07,45.0,0.14,48.0,0.41,51.0,0.89,53.0,1.11,54.0,14536,2024-12-31,11419,6,1.11,54.0,370,154
9448,-0.16,43.0,0.1,46.0,0.35,47.0,0.97,49.0,1.42,50.0,10188,2024-12-31,6055,6,1.42,50.0,378,127
9449,-0.15,43.0,1.69,45.0,3.61,46.0,4.41,48.0,4.87,48.0,6102,2024-12-31,894,6,4.87,48.0,208,85
9450,-0.09,44.0,0.29,47.0,0.73,48.0,3.14,51.0,4.39,52.0,11884,2024-12-31,4264,6,4.39,52.0,343,146
9455,-0.23,41.0,0.12,45.0,0.59,46.0,1.57,48.0,2.05,49.0,10140,2024-12-31,878,6,2.05,49.0,150,54
9456,-0.23,41.0,-0.07,43.0,0.14,44.0,9.79,46.0,10.48,47.0,2083,2024-12-31,329,6,10.48,47.0,141,47
9457,-0.05,43.0,1.59,46.0,3.11,47.0,3.84,49.0,5.53,49.0,7606,2024-12-31,617,6,5.53,49.0,169,58
9459,-0.08,44.0,0.09,48.0,0.28,49.0,0.61,51.0,0.75,52.0,119185,2024-12-31,65235,6,0.75,52.0,448,96
9460,-0.12,44.0,0.01,46.0,0.31,47.0,1.01,50.0,1.12,51.0,9684,2024-12-31,6286,6,1.12,51.0,434,160
9492,-0.1,44.0,0.1,47.0,0.19,48.0,0.64,52.0,0.79,53.0,5354,2024-12-31,736,6,0.79,53.0,296,117
9493,-0.04,46.0,0.15,49.0,0.9,50.0,1.4,53.0,1.64,54.0,18161,2024-12-31,7262,6,1.64,54.0,435,193
9494,-0.13,44.0,0.12,47.0,0.3,49.0,0.57,51.0,0.76,52.0,14554,2024-12-31,5004,6,0.76,52.0,404,176
9496,-0.13,42.0,0.35,46.0,0.86,47.0,1.8,49.0,2.27,50.0,9325,2024-12-31,642,6,2.27,50.0,175,63
9499,-0.13,45.0,-0.06,47.0,0.26,48.0,0.62,51.0,1.19,52.0,885,2024-12-24,42,6,1.19,52.0,140,31
9500,-0.08,45.0,0.08,49.0,0.29,50.0,0.63,53.0,0.69,53.0,10119,2024-12-31,3415,6,0.69,53.0,420,145
9501,-0.01,47.0,0.25,50.0,0.5,52.0,0.82,53.0,0.94,53.0,15218,2024-12-31,8427,6,0.94,53.0,448,209
9502,-0.09,43.0,0.08,46.0,0.25,48.0,0.57,50.0,0.71,51.0,22994,2024-12-31,14054,6,0.71,51.0,444,132
9504,-0.09,44.0,-0.05,47.0,0.02,48.0,0.39,51.0,0.62,51.0,7689,2024-12-31,4165,6,0.62,51.0,428,159
9505,-0.02,45.0,1.16,47.0,2.62,48.0,5.59,51.0,7.21,52.0,9667,2024-12-31,2696,6,7.21,52.0,377,161
9506,-0.15,44.0,0.14,47.0,0.32,48.0,0.71,50.0,0.95,51.0,16846,2024-12-31,4698,6,0.95,51.0,379,144
9508,-0.14,42.0,0.06,46.0,0.25,48.0,0.7,49.0,1.0,50.0,10135,2024-12-31,4592,6,1.0,50.0,375,148
9509,-0.11,43.0,0.25,46.0,0.59,48.0,1.27,50.0,1.56,50.0,11956,2024-12-31,3969,6,1.56,50.0,368,127
9511,-0.06,46.0,0.12,48.0,0.31,51.0,0.65,53.0,0.73,53.0,18972,2024-12-31,10238,6,0.73,53.0,444,182
9512,-0.08,44.0,0.09,47.0,0.32,49.0,0.68,51.0,0.85,51.0,21324,2024-12-31,13272,6,0.85,51.0,443,143
9513,-0.07,45.0,-0.0,47.0,0.16,50.0,0.37,51.0,0.45,51.0,10542,2024-12-31,5476,6,0.45,51.0,431,155
9516,-0.04,47.0,0.08,50.0,0.17,50.0,0.75,53.0,1.03,54.0,4240,2024-12-31,821,6,1.03,54.0,339,122
9517,-0.08,45.0,0.08,46.0,0.23,49.0,0.54,51.0,0.73,51.0,4515,2024-12-31,1937,6,0.73,51.0,416,153
9518,-0.31,40.0,-0.18,43.0,-0.07,44.0,0.35,45.0,0.6,46.0,6788,2024-12-31,799,6,0.6,46.0,195,55
9521,-0.13,43.0,0.13,47.0,0.39,48.0,0.88,51.0,1.13,51.0,24500,2024-12-31,16803,6,1.13,51.0,365,130
9522,-0.06,44.0,0.95,48.0,2.03,49.0,4.23,52.0,5.44,52.0,14132,2024-12-31,4129,6,5.44,52.0,378,176
9523,-0.14,43.0,0.11,45.0,0.38,47.0,0.93,49.0,1.17,50.0,14287,2024-12-31,5131,6,1.17,50.0,359,127
9528,-0.11,43.0,1.25,46.0,2.64,47.0,5.46,50.0,6.96,51.0,10670,2024-12-31,2728,6,6.96,51.0,330,130
9529,-0.19,43.0,0.01,47.0,0.2,48.0,0.66,50.0,0.98,51.0,12234,2024-12-31,2837,6,0.98,51.0,342,161
9530,0.01,45.0,0.21,48.0,0.42,49.0,0.97,52.0,1.21,53.0,9488,2024-12-31,2060,6,1.21,53.0,340,147
9531,-0.18,42.0,0.01,46.0,0.22,48.0,0.65,50.0,0.87,50.0,37282,2024-12-31,24167,6,0.87,50.0,423,121
9536,-0.21,42.0,0.0,46.0,0.22,47.0,0.69,49.0,0.94,49.0,13553,2024-12-31,9334,6,0.94,49.0,371,110
9540,-0.05,45.0,0.1,48.0,0.32,50.0,0.62,52.0,0.69,52.0,6644,2024-12-31,3926,6,0.69,52.0,430,206
9541,-0.13,43.0,0.05,46.0,1.22,47.0,1.85,50.0,3.26,52.0,10565,2024-12-31,1830,6,3.26,52.0,301,139
9542,-0.14,43.0,0.58,46.0,0.93,48.0,2.7,50.0,3.03,51.0,19991,2024-12-31,6587,6,3.03,51.0,388,171
9545,0.05,47.0,0.56,49.0,0.8,50.0,1.1,52.0,1.31,53.0,11526,2024-12-31,3337,6,1.31,53.0,410,178
9546,-0.1,44.0,0.13,47.0,0.34,50.0,0.71,52.0,0.93,52.0,19445,2024-12-31,12685,6,0.93,52.0,434,163
9547,-0.06,46.0,0.18,50.0,0.25,50.0,0.94,54.0,0.93,55.0,2433,2024-12-27,1277,5,0.94,54.0,389,131
9548,-0.11,44.0,0.02,46.0,0.33,48.0,0.95,50.0,1.15,50.0,12001,2024-12-31,6971,6,1.15,50.0,430,154
9562,0.04,49.0,0.33,49.0,0.59,49.0,1.02,51.0,0.96,52.0,86,2024-08-27,60,5,1.02,51.0,58,0
9566,-0.16,44.0,-0.03,46.0,0.19,49.0,0.56,50.0,0.75,50.0,2059,2024-12-31,1300,6,0.75,50.0,394,102
9567,-0.11,44.0,0.11,47.0,0.35,48.0,0.9,50.0,2.26,52.0,10509,2024-12-31,1705,6,2.26,52.0,287,123
9568,-0.16,42.0,0.55,46.0,1.26,47.0,2.74,49.0,3.1,50.0,27820,2024-12-31,6893,6,3.1,50.0,375,151
9569,0.02,47.0,0.42,49.0,0.62,50.0,1.08,52.0,1.39,53.0,5700,2024-12-31,1161,6,1.39,53.0,339,140
9570,-0.23,42.0,-0.8,41.0,-0.58,41.0,-0.66,40.0,-0.61,42.0,1006,2024-12-31,194,1,-0.23,42.0,219,23
9574,-0.06,44.0,0.11,47.0,0.32,49.0,1.0,51.0,1.13,52.0,11856,2024-12-31,8573,6,1.13,52.0,415,153
9581,-0.03,45.0,0.09,48.0,0.31,50.0,0.79,52.0,0.91,52.0,2008,2024-12-31,1233,6,0.91,52.0,401,113
9582,-0.1,43.0,0.12,46.0,0.33,47.0,0.73,50.0,0.88,51.0,5960,2024-12-31,1355,6,0.88,51.0,309,111
9583,-0.16,43.0,0.6,46.0,1.41,47.0,3.15,49.0,4.07,50.0,23812,2024-12-31,3695,6,4.07,50.0,329,146
9584,0.0,46.0,0.38,47.0,0.67,48.0,1.13,50.0,1.5,51.0,3993,2024-12-31,572,6,1.5,51.0,286,102
9586,-0.14,43.0,0.09,47.0,0.33,49.0,0.8,51.0,1.03,52.0,25702,2024-12-31,18009,6,1.03,52.0,407,134
9588,-0.14,43.0,0.08,47.0,0.33,49.0,0.78,51.0,0.99,52.0,25121,2024-12-31,19680,6,0.99,52.0,357,126
9597,-0.13,43.0,0.7,46.0,1.55,47.0,3.35,50.0,4.31,51.0,22672,2024-12-31,3025,6,4.31,51.0,296,126
9598,-0.31,40.0,-0.06,43.0,0.23,45.0,0.84,46.0,0.96,48.0,2037,2024-09-09,324,6,0.96,48.0,114,31
9602,-0.08,44.0,0.13,48.0,0.36,48.0,0.97,51.0,1.24,51.0,16173,2024-12-31,12468,6,1.24,51.0,390,136
