pattern_id,avg1,win1,avg2,win2,avg3,win3,avg5,win5,avg6,win6,n,last_date,n_recent,best_hold,best_avg,best_win,nstocks,n_consistent_stocks
7253,-0.13,43.0,0.08,46.0,0.2,48.0,0.63,50.0,0.82,50.0,9963,2024-12-31,5833,6,0.82,50.0,422,139
7269,-0.05,45.0,0.18,48.0,0.51,49.0,1.23,52.0,1.53,53.0,11202,2024-12-31,7565,6,1.53,53.0,436,189
7270,-0.09,45.0,0.11,48.0,0.32,49.0,0.81,51.0,1.02,52.0,34777,2024-12-31,22280,6,1.02,52.0,439,159
7277,-0.21,41.0,0.09,46.0,0.4,47.0,0.93,49.0,1.18,50.0,13499,2024-12-31,8148,6,1.18,50.0,363,111
7296,-0.19,42.0,0.91,45.0,2.13,46.0,4.52,48.0,5.77,48.0,13373,2024-12-31,2012,6,5.77,48.0,244,92
7297,-0.14,43.0,0.05,45.0,0.2,46.0,0.62,47.0,0.86,48.0,19710,2024-12-31,2165,6,0.86,48.0,250,84
7303,-0.07,44.0,0.04,47.0,0.26,49.0,0.88,53.0,1.08,53.0,3503,2024-12-27,2709,6,1.08,53.0,334,126
7304,-0.15,43.0,0.04,47.0,0.3,48.0,0.85,51.0,1.09,52.0,28936,2024-12-31,21395,6,1.09,52.0,418,125
7305,-0.09,44.0,0.63,47.0,1.34,48.0,2.92,50.0,3.78,50.0,17456,2024-12-31,1486,6,3.78,50.0,258,93
7306,-0.24,40.0,0.14,43.0,0.54,44.0,1.34,46.0,1.74,46.0,16420,2024-12-31,3020,6,1.74,46.0,247,84
7310,-0.28,41.0,-0.08,47.0,0.07,47.0,0.36,49.0,0.5,49.0,3031,2024-12-31,2454,6,0.5,49.0,181,59
7311,-0.21,41.0,-0.12,46.0,0.03,48.0,0.48,50.0,0.66,51.0,3822,2024-12-24,1408,6,0.66,51.0,251,76
7312,-0.16,42.0,0.05,46.0,0.42,47.0,1.18,51.0,1.59,51.0,4863,2024-12-31,4019,6,1.59,51.0,382,137
7313,-0.15,43.0,0.04,46.0,0.25,48.0,0.71,50.0,0.94,51.0,23123,2024-12-31,16474,6,0.94,51.0,427,134
7320,-0.16,42.0,0.44,45.0,1.05,46.0,2.34,48.0,3.03,49.0,30756,2024-12-31,3808,6,3.03,49.0,266,98
7321,-0.13,43.0,-0.03,46.0,0.05,47.0,0.31,49.0,0.47,50.0,7754,2024-12-11,4531,6,0.47,50.0,388,142
7323,-0.13,43.0,0.02,47.0,0.22,49.0,0.73,52.0,0.91,53.0,6036,2024-12-31,4568,6,0.91,53.0,363,139
7324,-0.13,43.0,0.04,47.0,0.24,49.0,0.65,51.0,0.83,52.0,39138,2024-12-31,27400,6,0.83,52.0,423,124
7325,-0.24,41.0,0.09,45.0,0.45,46.0,1.34,49.0,1.75,50.0,5868,2024-12-31,4741,6,1.75,50.0,183,42
7348,-0.02,46.0,0.14,49.0,0.33,51.0,0.62,52.0,0.73,53.0,28208,2024-12-31,12987,6,0.73,53.0,448,180
7349,-0.07,44.0,0.07,47.0,0.21,48.0,0.47,50.0,0.56,50.0,12971,2024-12-31,5802,6,0.56,50.0,446,159
7350,-0.14,43.0,-0.01,47.0,0.14,49.0,0.44,51.0,0.59,52.0,21049,2024-12-24,13608,6,0.59,52.0,424,130
7351,-0.16,43.0,0.03,47.0,0.25,49.0,0.74,51.0,0.97,53.0,17612,2024-12-31,11282,6,0.97,53.0,405,127
7352,-0.12,44.0,0.11,48.0,0.36,50.0,0.75,52.0,0.95,52.0,11178,2024-12-31,7833,6,0.95,52.0,375,147
7353,-0.14,43.0,0.08,47.0,0.31,48.0,0.72,51.0,0.94,51.0,13248,2024-12-31,9760,6,0.94,51.0,350,118
7354,-0.29,41.0,-0.04,45.0,0.25,46.0,0.8,49.0,1.13,49.0,10125,2024-12-31,8102,6,1.13,49.0,258,59
7360,-0.13,43.0,0.08,47.0,0.34,48.0,0.68,49.0,0.84,50.0,11921,2024-12-31,7872,6,0.84,50.0,432,162
7363,-0.16,43.0,0.06,47.0,0.3,48.0,0.81,51.0,1.09,51.0,31505,2024-12-31,23497,6,1.09,51.0,403,108
7383,-0.09,44.0,0.08,47.0,0.33,49.0,0.88,51.0,1.03,52.0,49990,2024-12-31,27149,6,1.03,52.0,448,149
7394,-0.07,45.0,0.09,47.0,0.35,49.0,0.85,52.0,0.96,52.0,20443,2024-12-31,11236,6,0.96,52.0,447,167
7395,-0.26,42.0,-0.15,44.0,0.07,45.0,0.71,46.0,0.79,46.0,2235,2024-12-30,1533,6,0.79,46.0,301,67
7412,-0.01,45.0,0.15,48.0,0.35,49.0,1.07,53.0,1.18,53.0,15033,2024-12-31,8009,6,1.18,53.0,440,211
7413,-0.2,42.0,-0.01,45.0,0.28,47.0,0.81,48.0,1.05,49.0,15617,2024-12-31,9933,6,1.05,49.0,403,118
7430,-0.1,43.0,0.08,47.0,0.27,49.0,0.71,52.0,0.82,52.0,9868,2024-12-31,6055,6,0.82,52.0,432,170
7431,-0.22,42.0,-0.0,45.0,0.24,47.0,0.76,49.0,1.01,50.0,16834,2024-12-31,13110,6,1.01,50.0,310,86
7432,-0.08,45.0,0.8,47.0,1.63,49.0,3.29,51.0,4.13,52.0,18786,2024-12-31,8574,6,4.13,52.0,429,192
7435,-0.11,43.0,0.17,47.0,0.44,49.0,1.01,52.0,1.22,53.0,39819,2024-12-31,25731,6,1.22,53.0,426,176
7436,0.02,46.0,0.1,48.0,0.48,49.0,0.73,50.0,0.84,49.0,2721,2024-12-27,1445,6,0.84,49.0,411,128
7444,-0.06,45.0,0.17,48.0,0.38,49.0,1.08,52.0,1.39,52.0,72775,2024-12-31,33902,6,1.39,52.0,443,150
7445,-0.13,43.0,0.05,45.0,0.27,48.0,0.9,50.0,1.25,51.0,6979,2024-12-31,4906,6,1.25,51.0,285,74
7446,-0.06,44.0,0.19,47.0,0.49,49.0,0.97,50.0,1.31,50.0,9811,2024-12-31,4894,6,1.31,50.0,404,150
7447,-0.11,42.0,0.28,47.0,0.56,48.0,1.1,51.0,1.33,52.0,17616,2024-12-31,13095,6,1.33,52.0,405,153
7453,-0.21,42.0,0.09,47.0,0.41,49.0,1.06,51.0,1.39,51.0,14927,2024-12-31,12131,6,1.39,51.0,273,75
7458,-0.15,43.0,0.14,46.0,0.42,47.0,0.89,49.0,1.15,49.0,22619,2024-12-31,8523,6,1.15,49.0,410,137
7459,-0.05,45.0,0.18,49.0,0.42,51.0,0.86,53.0,1.07,54.0,24170,2024-12-31,16889,6,1.07,54.0,407,180
7460,-0.18,43.0,0.08,47.0,0.34,49.0,0.84,51.0,1.1,52.0,29560,2024-12-31,23597,6,1.1,52.0,351,95
7463,-0.08,45.0,0.45,49.0,1.0,50.0,2.17,53.0,2.54,53.0,36550,2024-12-31,16531,6,2.54,53.0,425,208
7466,0.04,48.0,0.49,50.0,0.61,51.0,0.68,53.0,2.0,53.0,8239,2024-12-31,3105,6,2.0,53.0,435,198
7469,-0.1,44.0,0.04,47.0,0.38,48.0,1.55,51.0,1.61,51.0,2621,2024-12-31,1232,6,1.61,51.0,356,100
7470,-0.02,45.0,0.13,48.0,0.61,47.0,1.25,49.0,1.66,49.0,1693,2024-12-31,996,6,1.66,49.0,364,77
7471,-0.08,45.0,0.01,48.0,0.18,49.0,0.59,51.0,0.62,51.0,6135,2024-12-31,2794,6,0.62,51.0,433,184
7472,-0.09,43.0,0.13,46.0,0.3,48.0,0.95,51.0,1.16,51.0,6501,2024-12-31,4816,6,1.16,51.0,398,131
7491,-0.07,45.0,0.59,48.0,1.29,50.0,2.76,53.0,3.52,53.0,26303,2024-12-31,9731,6,3.52,53.0,419,213
7492,-0.13,44.0,0.09,48.0,0.3,50.0,0.71,52.0,0.92,53.0,16435,2024-12-31,13150,6,0.92,53.0,362,138
7494,-0.14,43.0,0.06,46.0,0.28,48.0,0.63,50.0,0.83,51.0,6273,2024-12-31,4487,6,0.83,51.0,342,127
7496,-0.26,41.0,0.02,46.0,0.32,47.0,0.94,49.0,1.29,50.0,9883,2024-12-31,7809,6,1.29,50.0,266,68
7499,-0.19,42.0,0.17,46.0,0.5,46.0,1.06,48.0,1.3,48.0,5490,2024-12-13,1159,6,1.3,48.0,304,87
7506,-0.03,45.0,0.23,48.0,0.49,50.0,0.85,52.0,1.71,52.0,14412,2024-12-31,5780,6,1.71,52.0,428,172
7508,-0.02,45.0,0.18,49.0,0.42,51.0,1.0,53.0,1.13,52.0,2313,2024-12-31,1160,6,1.13,52.0,354,83
7509,-0.08,44.0,0.12,47.0,0.42,48.0,1.1,51.0,1.33,51.0,11766,2024-12-31,8103,6,1.33,51.0,433,171
7514,-0.13,44.0,0.41,46.0,0.97,48.0,2.19,50.0,2.83,51.0,34790,2024-12-31,9098,6,2.83,51.0,384,158
7515,-0.08,43.0,0.43,46.0,0.84,48.0,1.57,50.0,1.96,51.0,10513,2024-12-31,2244,6,1.96,51.0,322,135
7516,-0.14,43.0,-0.01,47.0,0.19,48.0,0.56,50.0,0.75,50.0,5289,2024-12-16,3487,6,0.75,50.0,347,111
7517,-0.18,42.0,-0.01,46.0,0.17,48.0,0.5,50.0,0.65,50.0,9105,2024-12-31,6944,6,0.65,50.0,345,124
7518,-0.16,43.0,0.05,48.0,0.39,49.0,0.87,51.0,1.13,52.0,12484,2024-12-31,8190,6,1.13,52.0,372,151
7519,-0.16,43.0,0.16,47.0,0.42,48.0,1.02,51.0,1.32,52.0,14603,2024-12-31,11485,6,1.32,52.0,378,119
7545,-0.09,44.0,0.06,47.0,0.32,48.0,1.48,50.0,1.91,52.0,16088,2024-12-31,3570,6,1.91,52.0,359,155
7546,-0.1,44.0,0.15,47.0,0.39,49.0,0.88,51.0,1.11,52.0,27555,2024-12-31,16400,6,1.11,52.0,430,175
7547,-0.13,43.0,0.12,47.0,0.38,48.0,0.86,51.0,1.12,51.0,46308,2024-12-31,28282,6,1.12,51.0,428,139
7553,-0.08,45.0,0.11,48.0,0.34,50.0,0.79,52.0,0.83,52.0,17922,2024-12-31,8472,6,0.83,52.0,446,202
7554,-0.12,43.0,0.02,47.0,0.27,48.0,0.85,50.0,1.04,51.0,29154,2024-12-31,17513,6,1.04,51.0,446,134
7559,-0.06,44.0,0.23,48.0,0.48,49.0,0.93,51.0,1.35,52.0,43843,2024-12-31,23501,6,1.35,52.0,442,135
7560,-0.18,42.0,0.23,45.0,0.66,46.0,1.58,48.0,2.09,48.0,9561,2024-12-27,753,6,2.09,48.0,123,49
7561,-0.1,44.0,0.59,46.0,1.33,48.0,2.89,50.0,3.69,51.0,18911,2024-12-31,5011,6,3.69,51.0,331,150
7564,-0.12,43.0,0.17,47.0,0.48,49.0,0.75,50.0,0.92,51.0,4072,2024-12-27,2436,6,0.92,51.0,208,78
7565,-0.16,43.0,0.05,47.0,0.29,49.0,0.73,51.0,0.95,52.0,45292,2024-12-31,32236,6,0.95,52.0,420,118
7567,-0.15,43.0,0.77,46.0,1.92,47.0,3.6,48.0,4.79,49.0,13255,2024-12-31,1457,6,4.79,49.0,270,97
7572,-0.08,44.0,0.3,47.0,0.66,48.0,1.34,50.0,1.66,51.0,10907,2024-12-31,797,6,1.66,51.0,214,87
7575,-0.11,44.0,0.21,49.0,0.47,50.0,1.21,52.0,1.77,54.0,2763,2024-12-19,1857,6,1.77,54.0,215,61
7578,-0.1,44.0,0.6,47.0,1.33,49.0,2.68,51.0,3.42,51.0,29174,2024-12-31,9125,6,3.42,51.0,402,171
7599,-0.18,42.0,0.15,46.0,0.41,48.0,1.1,51.0,1.48,52.0,5847,2024-12-31,3902,6,1.48,52.0,360,120
7600,-0.14,44.0,-0.13,45.0,-0.12,46.0,0.61,49.0,0.73,48.0,2555,2024-12-31,949,6,0.73,48.0,385,100
7601,-0.02,45.0,0.17,48.0,0.5,50.0,1.31,53.0,1.46,53.0,6493,2024-12-31,4312,6,1.46,53.0,433,195
7602,-0.03,44.0,0.19,49.0,0.1,49.0,0.87,52.0,0.69,52.0,2395,2024-12-31,1291,5,0.87,52.0,374,116
7603,-0.31,42.0,-0.36,42.0,0.34,44.0,0.49,45.0,0.64,46.0,2994,2024-12-31,1816,6,0.64,46.0,369,85
7618,-0.05,46.0,0.17,49.0,0.39,50.0,1.2,55.0,1.46,56.0,5736,2024-12-31,3164,6,1.46,56.0,431,195
7619,0.12,46.0,0.33,51.0,0.08,50.0,0.85,55.0,0.42,55.0,1693,2024-12-31,849,5,0.85,55.0,344,78
7620,-0.1,44.0,0.01,47.0,0.25,48.0,0.74,50.0,0.85,50.0,11311,2024-12-31,5930,6,0.85,50.0,445,195
7621,-0.2,42.0,-0.08,45.0,0.33,46.0,1.03,49.0,1.24,49.0,7446,2024-12-31,5018,6,1.24,49.0,417,125
7624,-0.04,45.0,0.24,50.0,0.51,52.0,1.12,54.0,1.4,55.0,6376,2024-12-31,4417,6,1.4,55.0,361,170
7630,-0.19,42.0,0.05,46.0,0.51,49.0,1.05,52.0,1.26,53.0,4274,2024-12-31,3514,6,1.26,53.0,262,99
7631,-0.15,44.0,-0.14,46.0,-0.04,46.0,0.65,49.0,0.62,49.0,6792,2024-12-31,1894,5,0.65,49.0,404,128
7632,-0.27,41.0,-0.17,45.0,-0.15,45.0,0.71,51.0,0.82,51.0,665,2024-12-26,510,6,0.82,51.0,189,28
7633,-0.08,44.0,0.11,47.0,0.42,48.0,1.02,51.0,1.27,51.0,11918,2024-12-31,8280,6,1.27,51.0,436,171
7645,-0.04,45.0,0.23,48.0,0.46,50.0,0.89,52.0,1.2,52.0,61125,2024-12-31,28227,6,1.2,52.0,446,151
7647,-0.26,42.0,0.0,47.0,0.3,49.0,0.76,52.0,1.02,52.0,13879,2024-12-31,10651,6,1.02,52.0,296,91
7649,-0.17,43.0,-0.01,46.0,0.25,47.0,0.93,50.0,1.17,50.0,12902,2024-12-31,9364,6,1.17,50.0,413,132
7685,-0.16,43.0,0.08,47.0,0.32,49.0,0.82,51.0,1.08,51.0,18992,2024-12-31,15040,6,1.08,51.0,277,60
7688,0.13,48.0,0.27,50.0,0.45,53.0,0.63,54.0,0.67,54.0,793,2024-12-27,489,6,0.67,54.0,243,39
7693,-0.05,44.0,0.28,48.0,0.54,50.0,0.92,52.0,1.36,53.0,45189,2024-12-31,23695,6,1.36,53.0,442,144
7694,-0.16,43.0,0.01,47.0,0.23,47.0,1.05,51.0,1.21,52.0,9392,2024-12-31,5183,6,1.21,52.0,438,189
7695,-0.09,44.0,0.06,47.0,0.33,49.0,0.86,51.0,1.0,51.0,20485,2024-12-31,11625,6,1.0,51.0,447,162
7705,0.18,49.0,0.29,52.0,0.4,53.0,0.6,54.0,0.72,54.0,861,2024-12-27,539,6,0.72,54.0,253,44
7709,-0.06,45.0,0.09,48.0,0.35,49.0,1.0,51.0,1.08,52.0,13888,2024-12-31,6356,6,1.08,52.0,443,197
7711,-0.28,41.0,-0.01,46.0,0.3,48.0,0.74,51.0,1.0,51.0,11336,2024-12-31,8744,6,1.0,51.0,264,72
7712,-0.11,45.0,0.12,48.0,0.4,48.0,0.93,50.0,1.25,51.0,6437,2024-12-31,4889,6,1.25,51.0,377,143
7713,-0.13,43.0,0.05,46.0,0.25,48.0,0.92,50.0,1.12,51.0,10448,2024-12-31,7470,6,1.12,51.0,414,139
7735,0.02,46.0,0.42,49.0,0.66,51.0,0.98,53.0,1.61,54.0,24945,2024-12-31,9192,6,1.61,54.0,429,189
7736,-0.19,42.0,0.05,47.0,0.3,49.0,0.74,51.0,0.98,51.0,34476,2024-12-31,23829,6,0.98,51.0,421,125
7737,-0.03,45.0,0.09,48.0,1.66,49.0,2.47,52.0,2.74,53.0,8802,2024-12-31,2383,6,2.74,53.0,404,181
7739,-0.13,44.0,0.03,47.0,0.24,47.0,1.02,51.0,1.2,52.0,11548,2024-12-31,6492,6,1.2,52.0,439,204
7740,-0.02,46.0,0.21,50.0,0.38,51.0,1.1,55.0,1.21,55.0,3853,2024-12-31,2046,6,1.21,55.0,427,186
7741,-0.1,44.0,0.02,46.0,0.31,48.0,0.8,50.0,0.9,50.0,13905,2024-12-31,8109,6,0.9,50.0,446,167
7745,-0.09,45.0,0.02,47.0,0.13,48.0,0.36,50.0,0.44,51.0,7268,2024-12-30,3091,6,0.44,51.0,422,152
7747,-0.13,44.0,0.47,47.0,1.2,48.0,2.78,51.0,3.2,52.0,22582,2024-12-31,6019,6,3.2,52.0,403,182
7751,-0.03,45.0,0.33,48.0,0.65,51.0,1.05,53.0,1.67,53.0,23483,2024-12-31,11157,6,1.67,53.0,439,197
7752,-0.09,43.0,0.2,47.0,0.39,49.0,0.85,51.0,1.11,51.0,14294,2024-12-31,8801,6,1.11,51.0,424,145
7753,0.03,46.0,0.25,49.0,0.35,51.0,1.24,54.0,1.24,54.0,3895,2024-12-31,2137,6,1.24,54.0,400,165
7754,-0.16,43.0,-0.09,45.0,0.25,45.0,0.82,48.0,0.96,48.0,6233,2024-12-31,3664,6,0.96,48.0,405,108
7755,-0.21,43.0,0.71,45.0,1.95,47.0,4.58,50.0,5.31,51.0,13258,2024-12-31,1635,6,5.31,51.0,319,153
7756,0.21,46.0,0.57,51.0,0.8,50.0,1.22,53.0,1.56,53.0,1389,2024-12-05,904,6,1.56,53.0,132,44
7758,-0.06,45.0,0.13,49.0,0.31,50.0,0.81,53.0,1.0,54.0,15633,2024-12-31,8078,6,1.0,54.0,446,206
7759,-0.07,45.0,-0.04,48.0,-0.22,49.0,0.52,52.0,0.2,53.0,1773,2024-12-20,818,5,0.52,52.0,341,82
7760,-0.28,42.0,-0.24,43.0,0.33,43.0,0.65,44.0,0.74,45.0,2362,2024-12-31,1499,6,0.74,45.0,341,72
7763,-0.05,45.0,0.25,48.0,0.68,50.0,1.49,52.0,1.9,53.0,59829,2024-12-31,25702,6,1.9,53.0,444,175
7764,0.07,47.0,0.08,48.0,0.2,49.0,1.04,53.0,0.95,53.0,5048,2024-12-31,1756,5,1.04,53.0,386,165
7767,-0.17,43.0,0.08,46.0,0.32,48.0,0.83,52.0,0.95,53.0,8099,2024-12-31,5558,6,0.95,53.0,414,174
7770,0.17,43.0,0.71,50.0,2.28,52.0,3.55,54.0,4.05,55.0,613,2024-12-31,498,6,4.05,55.0,192,20
7771,-0.33,42.0,-0.36,42.0,-0.06,43.0,0.24,44.0,0.34,45.0,1326,2024-12-31,962,6,0.34,45.0,256,43
7780,0.03,47.0,0.5,50.0,1.0,51.0,1.31,54.0,1.61,55.0,6421,2024-12-31,1953,6,1.61,55.0,413,174
7781,-0.05,46.0,0.32,50.0,0.58,51.0,1.38,53.0,1.87,54.0,14343,2024-12-31,4639,6,1.87,54.0,433,211
7784,-0.09,44.0,0.12,47.0,0.36,49.0,0.77,51.0,0.95,52.0,36583,2024-12-31,21311,6,0.95,52.0,444,131
7785,-0.12,43.0,0.12,46.0,0.37,49.0,0.85,51.0,1.07,51.0,6130,2024-12-31,4530,6,1.07,51.0,395,161
7786,-0.06,46.0,0.37,50.0,0.68,52.0,1.23,53.0,1.76,54.0,15874,2024-12-31,5254,6,1.76,54.0,434,223
7787,-0.11,44.0,0.18,47.0,0.77,47.0,2.02,50.0,2.13,50.0,4164,2024-12-31,1056,6,2.13,50.0,291,98
7790,-0.09,44.0,0.13,47.0,0.4,49.0,0.8,51.0,0.97,52.0,33629,2024-12-31,19982,6,0.97,52.0,440,141
7791,-0.12,43.0,0.18,46.0,0.38,48.0,1.1,50.0,1.44,50.0,4793,2024-12-31,3482,6,1.44,50.0,284,85
7799,-0.05,45.0,0.11,48.0,0.36,49.0,1.0,51.0,1.05,51.0,11070,2024-12-31,6118,6,1.05,51.0,440,182
7800,-0.28,42.0,-0.23,44.0,0.13,45.0,0.8,47.0,0.99,48.0,3973,2024-12-31,2580,6,0.99,48.0,398,112
7801,-0.07,46.0,0.69,48.0,1.5,49.0,3.16,52.0,4.09,53.0,17933,2024-12-31,4990,6,4.09,53.0,428,196
7805,-0.13,43.0,0.08,46.0,0.3,48.0,0.75,51.0,0.97,52.0,17108,2024-12-31,11835,6,0.97,52.0,422,137
7807,-0.19,43.0,-0.03,47.0,0.18,49.0,0.65,51.0,0.89,51.0,10114,2024-12-31,6767,6,0.89,51.0,420,146
