symbol,tier,side,days,win%,avg%,sharpe
KFINTECH,ENTERPRISE-Dryup,SHORT,255.0,52.549,-0.074,-0.458
KFINTECH,GOLD,SHORT,94.0,59.574,0.301,2.136
KFINTECH,GOLD-baseline,SHORT,73.0,57.534,0.459,2.972
KFINTECH,PREMIUM-Pullback,LONG,3.0,66.667,2.005,5.913
KFINTECH,STANDARD,SHORT,91.0,51.648,0.07,0.443
KFINTECH,STANDARD-weak,SHORT,9.0,66.667,-0.323,-1.397
KOTAKBANK,AVOID,SHORT,1.0,100.0,1.155,
KOTAKBANK,ENTERPRISE-Dryup,SHORT,236.0,48.729,-0.083,-1.329
KOTAKBANK,GOLD,SHORT,179.0,43.575,-0.161,-2.489
KOTAKBANK,GOLD-baseline,SHORT,80.0,52.5,-0.126,-1.641
KOTAKBANK,STANDARD,SHORT,32.0,50.0,-0.013,-0.16
KPITTECH,AVOID,SHORT,3.0,66.667,1.712,10.217
KPITTECH,ENTERPRISE-Dryup,SHORT,241.0,55.187,0.012,0.099
KPITTECH,GOLD,SHORT,140.0,57.857,0.245,1.878
KPITTECH,GOLD-baseline,SHORT,73.0,49.315,0.328,2.01
KPITTECH,PREMIUM-Compression,LONG,1.0,0.0,-8.593,
KPITTECH,STANDARD,SHORT,67.0,55.224,0.292,2.587
KPITTECH,STANDARD-weak,SHORT,9.0,44.444,-0.456,-2.612
LAURUSLABS,AVOID,SHORT,2.0,50.0,-0.828,-6.844
LAURUSLABS,ENTERPRISE-Dryup,SHORT,251.0,46.215,-0.059,-0.531
LAURUSLABS,GOLD,SHORT,89.0,47.191,-0.099,-0.805
LAURUSLABS,GOLD-baseline,SHORT,96.0,46.875,-0.196,-1.413
LAURUSLABS,PREMIUM-Pullback,LONG,4.0,75.0,1.492,4.903
LAURUSLABS,STANDARD,SHORT,83.0,48.193,-0.214,-1.592
LAURUSLABS,STANDARD-weak,SHORT,4.0,25.0,-1.535,-11.009
LICHSGFIN,AVOID,SHORT,2.0,50.0,4.705,6.878
LICHSGFIN,ENTERPRISE-Dryup,SHORT,256.0,50.781,0.062,0.673
LICHSGFIN,GOLD,SHORT,145.0,57.931,0.107,1.053
LICHSGFIN,GOLD-baseline,SHORT,71.0,50.704,-0.031,-0.272
LICHSGFIN,PREMIUM-Pullback,LONG,1.0,100.0,5.733,
LICHSGFIN,STANDARD,SHORT,50.0,56.0,0.59,5.024
LICHSGFIN,STANDARD-weak,SHORT,4.0,50.0,-0.032,-0.461
LICI,AVOID,SHORT,2.0,100.0,0.415,13.783
LICI,ENTERPRISE-Dryup,SHORT,262.0,54.198,0.19,2.301
LICI,GOLD,SHORT,154.0,49.351,0.036,0.389
LICI,GOLD-baseline,SHORT,64.0,45.312,-0.103,-1.041
LICI,PREMIUM-Compression,LONG,3.0,66.667,1.746,10.202
LICI,STANDARD,SHORT,37.0,54.054,-0.051,-0.445
LICI,STANDARD-weak,SHORT,7.0,57.143,1.758,6.922
LODHA,AVOID,SHORT,7.0,14.286,-1.198,-11.797
LODHA,ENTERPRISE-Dryup,SHORT,232.0,54.31,0.128,0.933
LODHA,GOLD,SHORT,112.0,50.0,0.177,1.183
LODHA,GOLD-baseline,SHORT,90.0,55.556,0.182,1.141
LODHA,PREMIUM-Compression,LONG,2.0,50.0,0.712,6.325
LODHA,PREMIUM-Pullback,LONG,1.0,100.0,0.133,
LODHA,STANDARD,SHORT,81.0,43.21,-0.022,-0.133
LODHA,STANDARD-weak,SHORT,9.0,33.333,-0.302,-2.017
LT,AVOID,SHORT,1.0,100.0,1.998,
LT,ENTERPRISE-Dryup,SHORT,253.0,50.988,-0.003,-0.051
LT,GOLD,SHORT,135.0,56.296,0.046,0.68
LT,GOLD-baseline,SHORT,99.0,52.525,0.006,0.066
LT,STANDARD,SHORT,39.0,46.154,-0.164,-1.991
LT,STANDARD-weak,SHORT,2.0,50.0,3.33,6.141
LTF,AVOID,SHORT,2.0,100.0,0.751,962.31
LTF,ENTERPRISE-Dryup,SHORT,242.0,48.347,-0.045,-0.425
LTF,GOLD,SHORT,111.0,42.342,-0.357,-3.167
LTF,GOLD-baseline,SHORT,94.0,52.128,0.081,0.511
LTF,PREMIUM-Compression,LONG,1.0,100.0,2.267,
LTF,PREMIUM-Pullback,LONG,1.0,100.0,1.337,
LTF,STANDARD,SHORT,77.0,51.948,0.112,0.944
LTF,STANDARD-weak,SHORT,6.0,50.0,-0.115,-0.984
LTM,ENTERPRISE-Dryup,SHORT,233.0,50.644,0.076,0.761
LTM,GOLD,SHORT,171.0,45.614,0.01,0.119
LTM,GOLD-baseline,SHORT,69.0,43.478,-0.09,-0.852
LTM,STANDARD,SHORT,58.0,58.621,0.135,1.32
LTM,STANDARD-weak,SHORT,3.0,66.667,0.202,7.433
LUPIN,AVOID,SHORT,1.0,0.0,-0.229,
LUPIN,ENTERPRISE-Dryup,SHORT,251.0,55.378,0.014,0.159
LUPIN,GOLD,SHORT,118.0,44.068,-0.045,-0.522
LUPIN,GOLD-baseline,SHORT,102.0,57.843,0.085,0.808
LUPIN,PREMIUM-Compression,LONG,2.0,50.0,-0.692,-7.267
LUPIN,PREMIUM-Pullback,LONG,1.0,100.0,2.098,
LUPIN,STANDARD,SHORT,53.0,47.17,-0.072,-0.619
M&M,ENTERPRISE-Dryup,SHORT,203.0,42.857,-0.236,-2.821
M&M,GOLD,SHORT,141.0,52.482,-0.026,-0.308
M&M,GOLD-baseline,SHORT,106.0,50.0,-0.105,-0.86
M&M,PREMIUM-Compression,LONG,1.0,0.0,-0.955,
M&M,STANDARD,SHORT,71.0,61.972,0.232,2.094
M&M,STANDARD-weak,SHORT,7.0,71.429,0.326,3.42
MANAPPURAM,AVOID,SHORT,4.0,50.0,-0.013,-0.103
MANAPPURAM,ENTERPRISE-Dryup,SHORT,245.0,51.429,-0.042,-0.367
MANAPPURAM,GOLD,SHORT,126.0,43.651,-0.35,-2.704
MANAPPURAM,GOLD-baseline,SHORT,65.0,56.923,0.171,1.261
MANAPPURAM,PREMIUM-Compression,LONG,1.0,100.0,1.1,
MANAPPURAM,PREMIUM-Pullback,LONG,2.0,50.0,1.517,10.075
MANAPPURAM,STANDARD,SHORT,68.0,57.353,-0.087,-0.602
MANAPPURAM,STANDARD-weak,SHORT,18.0,44.444,-0.586,-5.056
MANKIND,AVOID,SHORT,1.0,100.0,1.282,
MANKIND,ENTERPRISE-Dryup,SHORT,236.0,58.898,0.196,1.818
MANKIND,GOLD,SHORT,136.0,51.471,0.034,0.38
MANKIND,GOLD-baseline,SHORT,85.0,48.235,-0.192,-1.459
MANKIND,PREMIUM-Compression,LONG,2.0,100.0,2.744,13.582
MANKIND,STANDARD,SHORT,70.0,60.0,0.486,3.348
MANKIND,STANDARD-weak,SHORT,4.0,75.0,-0.158,-1.171
MARICO,ENTERPRISE-Dryup,SHORT,253.0,47.036,-0.046,-0.614
MARICO,GOLD,SHORT,134.0,47.761,-0.066,-0.804
MARICO,GOLD-baseline,SHORT,95.0,51.579,-0.063,-0.729
MARICO,STANDARD,SHORT,46.0,47.826,0.058,0.583
MARICO,STANDARD-weak,SHORT,1.0,100.0,0.452,
MARUTI,AVOID,SHORT,1.0,0.0,-1.431,
MARUTI,ENTERPRISE-Dryup,SHORT,236.0,51.695,-0.026,-0.372
MARUTI,GOLD,SHORT,152.0,53.289,0.071,0.956
MARUTI,GOLD-baseline,SHORT,110.0,55.455,0.15,2.013
MARUTI,PREMIUM-Compression,LONG,3.0,100.0,2.016,25.009
MARUTI,STANDARD,SHORT,23.0,30.435,-0.441,-3.92
MARUTI,STANDARD-weak,SHORT,4.0,25.0,-0.186,-2.469
MAXHEALTH,AVOID,SHORT,2.0,100.0,0.79,53.63
MAXHEALTH,ENTERPRISE-Dryup,SHORT,200.0,46.0,-0.217,-1.904
MAXHEALTH,GOLD,SHORT,144.0,50.0,0.064,0.503
MAXHEALTH,GOLD-baseline,SHORT,108.0,51.852,-0.056,-0.459
MAXHEALTH,PREMIUM-Compression,LONG,1.0,100.0,7.163,
MAXHEALTH,STANDARD,SHORT,74.0,51.351,-0.233,-1.757
MAXHEALTH,STANDARD-weak,SHORT,5.0,20.0,-1.009,-8.886
MAZDOCK,AVOID,SHORT,23.0,56.522,-0.32,-0.94
MAZDOCK,ENTERPRISE-Dryup,SHORT,244.0,56.967,0.114,0.767
MAZDOCK,GOLD,SHORT,136.0,48.529,-0.026,-0.179
MAZDOCK,GOLD-baseline,SHORT,46.0,58.696,-0.064,-0.252
MAZDOCK,PREMIUM-Pullback,LONG,5.0,60.0,3.584,7.345
MAZDOCK,STANDARD,SHORT,68.0,55.882,0.052,0.205
MAZDOCK,STANDARD-weak,SHORT,12.0,66.667,0.162,0.468
MCX,AVOID,SHORT,3.0,66.667,-0.099,-0.84
MCX,ENTERPRISE-Dryup,SHORT,212.0,50.0,-0.155,-1.11
MCX,GOLD,SHORT,85.0,50.588,0.272,1.871
MCX,GOLD-baseline,SHORT,107.0,50.467,-0.034,-0.221
MCX,PREMIUM-Compression,LONG,1.0,100.0,1.663,
MCX,PREMIUM-Pullback,LONG,2.0,100.0,3.679,14.063
MCX,STANDARD,SHORT,109.0,43.119,-0.288,-2.183
MCX,STANDARD-weak,SHORT,10.0,60.0,-0.282,-2.194
MFSL,AVOID,SHORT,1.0,0.0,-1.521,
MFSL,ENTERPRISE-Dryup,SHORT,243.0,49.383,-0.079,-0.865
MFSL,GOLD,SHORT,131.0,43.511,-0.129,-1.284
MFSL,GOLD-baseline,SHORT,93.0,48.387,-0.28,-2.48
MFSL,PREMIUM-Compression,LONG,1.0,100.0,0.006,
MFSL,STANDARD,SHORT,62.0,51.613,-0.117,-1.31
MFSL,STANDARD-weak,SHORT,3.0,33.333,-0.443,-7.898
MOTHERSON,AVOID,SHORT,2.0,50.0,-0.29,-9.532
MOTHERSON,ENTERPRISE-Dryup,SHORT,242.0,50.0,0.028,0.238
MOTHERSON,GOLD,SHORT,123.0,48.78,-0.204,-1.626
MOTHERSON,GOLD-baseline,SHORT,69.0,40.58,-0.255,-1.796
MOTHERSON,PREMIUM-Pullback,LONG,3.0,0.0,-2.807,-20.935
MOTHERSON,STANDARD,SHORT,83.0,59.036,0.176,1.73
MOTHERSON,STANDARD-weak,SHORT,12.0,66.667,0.131,0.741
MOTILALOFS,AVOID,SHORT,13.0,69.231,0.945,4.34
MOTILALOFS,ENTERPRISE-Dryup,SHORT,248.0,51.21,-0.134,-0.939
MOTILALOFS,GOLD,SHORT,91.0,51.648,-0.028,-0.186
MOTILALOFS,GOLD-baseline,SHORT,72.0,59.722,0.305,1.44
MOTILALOFS,PREMIUM-Pullback,LONG,2.0,100.0,2.667,17.162
MOTILALOFS,STANDARD,SHORT,87.0,59.77,0.02,0.123
MOTILALOFS,STANDARD-weak,SHORT,21.0,42.857,-0.195,-0.999
MPHASIS,AVOID,SHORT,1.0,0.0,-1.581,
MPHASIS,ENTERPRISE-Dryup,SHORT,248.0,53.226,0.148,1.325
MPHASIS,GOLD,SHORT,139.0,54.676,0.025,0.235
MPHASIS,GOLD-baseline,SHORT,70.0,51.429,-0.038,-0.405
MPHASIS,STANDARD,SHORT,64.0,42.188,-0.076,-0.639
MPHASIS,STANDARD-weak,SHORT,7.0,28.571,0.115,1.122
MUTHOOTFIN,AVOID,SHORT,4.0,25.0,-0.266,-6.262
MUTHOOTFIN,ENTERPRISE-Dryup,SHORT,248.0,49.597,-0.089,-0.867
MUTHOOTFIN,GOLD,SHORT,84.0,44.048,-0.059,-0.599
MUTHOOTFIN,GOLD-baseline,SHORT,122.0,51.639,0.098,0.939
MUTHOOTFIN,PREMIUM-Compression,LONG,2.0,100.0,1.012,24.734
MUTHOOTFIN,STANDARD,SHORT,62.0,45.161,-0.095,-0.911
MUTHOOTFIN,STANDARD-weak,SHORT,7.0,42.857,0.304,2.639
NAM-INDIA,AVOID,SHORT,9.0,55.556,0.011,0.058
NAM-INDIA,ENTERPRISE-Dryup,SHORT,234.0,57.692,0.058,0.461
NAM-INDIA,GOLD,SHORT,109.0,43.119,-0.37,-2.473
NAM-INDIA,GOLD-baseline,SHORT,86.0,52.326,-0.08,-0.488
NAM-INDIA,PREMIUM-Compression,LONG,1.0,100.0,3.624,
NAM-INDIA,PREMIUM-Pullback,LONG,1.0,100.0,1.476,
NAM-INDIA,STANDARD,SHORT,81.0,54.321,0.137,0.762
NAM-INDIA,STANDARD-weak,SHORT,13.0,61.538,0.672,7.074
NATIONALUM,AVOID,SHORT,4.0,50.0,-1.044,-10.245
NATIONALUM,ENTERPRISE-Dryup,SHORT,247.0,44.939,-0.078,-0.597
NATIONALUM,GOLD,SHORT,109.0,57.798,0.17,1.299
NATIONALUM,GOLD-baseline,SHORT,65.0,43.077,-0.636,-3.854
NATIONALUM,PREMIUM-Compression,LONG,2.0,100.0,1.631,26.015
NATIONALUM,STANDARD,SHORT,94.0,52.128,0.175,1.038
NATIONALUM,STANDARD-weak,SHORT,13.0,61.538,0.489,3.542
NAUKRI,AVOID,SHORT,1.0,100.0,0.372,
NAUKRI,ENTERPRISE-Dryup,SHORT,229.0,48.472,-0.051,-0.495
NAUKRI,GOLD,SHORT,139.0,56.115,-0.113,-0.81
NAUKRI,GOLD-baseline,SHORT,82.0,53.659,0.311,2.283
NAUKRI,PREMIUM-Compression,LONG,1.0,100.0,0.779,
NAUKRI,PREMIUM-Pullback,LONG,2.0,100.0,1.568,173.858
NAUKRI,STANDARD,SHORT,71.0,60.563,0.267,2.966
NAUKRI,STANDARD-weak,SHORT,4.0,50.0,-0.517,-6.002
NBCC,AVOID,SHORT,7.0,57.143,0.884,6.552
NBCC,ENTERPRISE-Dryup,SHORT,242.0,56.612,0.083,0.552
NBCC,GOLD,SHORT,129.0,55.814,0.025,0.16
NBCC,GOLD-baseline,SHORT,47.0,48.936,0.03,0.227
NBCC,PREMIUM-Compression,LONG,2.0,100.0,3.075,33.111
NBCC,PREMIUM-Pullback,LONG,2.0,50.0,2.202,8.826
NBCC,STANDARD,SHORT,85.0,58.824,0.239,1.664
NBCC,STANDARD-weak,SHORT,20.0,50.0,0.317,1.935
NESTLEIND,AVOID,SHORT,1.0,0.0,-0.052,
NESTLEIND,ENTERPRISE-Dryup,SHORT,257.0,50.973,0.071,1.038
NESTLEIND,GOLD,SHORT,161.0,52.174,-0.112,-1.459
NESTLEIND,GOLD-baseline,SHORT,81.0,51.852,-0.118,-1.662
NESTLEIND,PREMIUM-Compression,LONG,4.0,50.0,0.666,4.744
NESTLEIND,STANDARD,SHORT,24.0,50.0,-0.164,-1.618
NESTLEIND,STANDARD-weak,SHORT,1.0,0.0,-1.597,
NHPC,ENTERPRISE-Dryup,SHORT,249.0,59.036,0.153,1.484
NHPC,GOLD,SHORT,167.0,55.09,0.067,0.583
NHPC,GOLD-baseline,SHORT,43.0,62.791,0.136,1.517
NHPC,PREMIUM-Compression,LONG,1.0,100.0,2.807,
NHPC,PREMIUM-Pullback,LONG,1.0,100.0,4.295,
NHPC,STANDARD,SHORT,63.0,49.206,-0.011,-0.108
NHPC,STANDARD-weak,SHORT,10.0,70.0,1.656,8.555
NMDC,ENTERPRISE-Dryup,SHORT,214.0,46.729,-0.094,-0.843
NMDC,GOLD,SHORT,160.0,53.125,0.224,1.932
NMDC,GOLD-baseline,SHORT,65.0,58.462,0.079,0.867
NMDC,PREMIUM-Compression,LONG,1.0,100.0,1.796,
NMDC,PREMIUM-Pullback,LONG,2.0,100.0,4.004,33.285
NMDC,STANDARD,SHORT,81.0,55.556,0.483,3.716
NMDC,STANDARD-weak,SHORT,6.0,66.667,0.196,2.046
NTPC,AVOID,SHORT,1.0,100.0,11.701,
NTPC,ENTERPRISE-Dryup,SHORT,222.0,54.955,0.093,1.203
NTPC,GOLD,SHORT,173.0,51.445,-0.083,-0.998
NTPC,GOLD-baseline,SHORT,84.0,48.81,0.043,0.473
NTPC,PREMIUM-Compression,LONG,1.0,100.0,2.195,
NTPC,STANDARD,SHORT,48.0,52.083,-0.077,-0.759
NUVAMA,AVOID,SHORT,4.0,25.0,-2.512,-10.815
NUVAMA,ENTERPRISE-Dryup,SHORT,240.0,50.833,-0.026,-0.182
NUVAMA,GOLD,SHORT,104.0,60.577,0.382,2.67
NUVAMA,GOLD-baseline,SHORT,72.0,58.333,0.215,1.408
NUVAMA,PREMIUM-Compression,LONG,2.0,100.0,2.92,217.707
NUVAMA,PREMIUM-Pullback,LONG,6.0,66.667,3.533,11.94
NUVAMA,STANDARD,SHORT,84.0,54.762,-0.193,-1.127
NUVAMA,STANDARD-weak,SHORT,22.0,50.0,-0.515,-3.014
NYKAA,AVOID,SHORT,4.0,100.0,2.105,38.265
NYKAA,ENTERPRISE-Dryup,SHORT,259.0,50.579,-0.065,-0.606
NYKAA,GOLD,SHORT,118.0,48.305,-0.076,-0.65
NYKAA,GOLD-baseline,SHORT,81.0,45.679,-0.169,-1.414
NYKAA,STANDARD,SHORT,66.0,54.545,0.08,0.656
NYKAA,STANDARD-weak,SHORT,6.0,16.667,-0.422,-3.179
OBEROIRLTY,AVOID,SHORT,1.0,0.0,-0.915,
OBEROIRLTY,ENTERPRISE-Dryup,SHORT,238.0,49.16,0.014,0.134
OBEROIRLTY,GOLD,SHORT,137.0,48.905,0.109,0.931
OBEROIRLTY,GOLD-baseline,SHORT,79.0,51.899,0.21,1.647
OBEROIRLTY,PREMIUM-Pullback,LONG,1.0,0.0,-1.854,
OBEROIRLTY,STANDARD,SHORT,71.0,46.479,-0.24,-1.768
OBEROIRLTY,STANDARD-weak,SHORT,6.0,50.0,-0.194,-1.519
OFSS,AVOID,SHORT,3.0,66.667,1.895,6.948
OFSS,ENTERPRISE-Dryup,SHORT,251.0,61.355,0.197,1.698
OFSS,GOLD,SHORT,130.0,56.923,0.06,0.563
OFSS,GOLD-baseline,SHORT,66.0,50.0,-0.038,-0.282
OFSS,STANDARD,SHORT,70.0,45.714,-0.195,-1.303
OFSS,STANDARD-weak,SHORT,10.0,30.0,-0.861,-5.387
OIL,AVOID,SHORT,5.0,20.0,-3.489,-20.999
OIL,ENTERPRISE-Dryup,SHORT,235.0,53.617,0.249,1.816
OIL,GOLD,SHORT,138.0,47.101,-0.106,-0.979
OIL,GOLD-baseline,SHORT,65.0,64.615,0.466,3.451
OIL,PREMIUM-Compression,LONG,2.0,50.0,0.895,2.749
OIL,PREMIUM-Pullback,LONG,2.0,100.0,3.181,17.208
OIL,STANDARD,SHORT,76.0,50.0,0.048,0.356
OIL,STANDARD-weak,SHORT,11.0,54.545,0.937,4.159
ONGC,AVOID,SHORT,3.0,66.667,4.201,8.48
ONGC,ENTERPRISE-Dryup,SHORT,236.0,54.661,0.101,1.298
ONGC,GOLD,SHORT,152.0,53.947,0.029,0.342
ONGC,GOLD-baseline,SHORT,86.0,51.163,-0.091,-0.772
ONGC,PREMIUM-Compression,LONG,3.0,100.0,3.823,20.998
ONGC,PREMIUM-Pullback,LONG,1.0,100.0,1.234,
ONGC,STANDARD,SHORT,43.0,53.488,0.114,1.15
ONGC,STANDARD-weak,SHORT,5.0,100.0,0.75,23.762
PAGEIND,ENTERPRISE-Dryup,SHORT,233.0,51.931,0.029,0.326
PAGEIND,GOLD,SHORT,150.0,55.333,0.147,1.714
PAGEIND,GOLD-baseline,SHORT,93.0,54.839,0.092,0.995
PAGEIND,STANDARD,SHORT,51.0,31.373,-0.744,-6.295
PAGEIND,STANDARD-weak,SHORT,1.0,100.0,0.73,
PATANJALI,ENTERPRISE-Dryup,SHORT,260.0,55.769,0.142,1.63
PATANJALI,GOLD,SHORT,130.0,56.154,0.095,0.874
PATANJALI,GOLD-baseline,SHORT,97.0,58.763,0.442,5.774
PATANJALI,PREMIUM-Compression,LONG,3.0,33.333,0.579,4.002
PATANJALI,PREMIUM-Pullback,LONG,1.0,100.0,4.621,
PATANJALI,STANDARD,SHORT,36.0,55.556,0.292,1.639
PATANJALI,STANDARD-weak,SHORT,6.0,33.333,-0.784,-4.263
PAYTM,AVOID,SHORT,9.0,77.778,1.005,6.714
PAYTM,ENTERPRISE-Dryup,SHORT,219.0,52.511,-0.185,-1.24
PAYTM,GOLD,SHORT,130.0,46.923,-0.171,-1.045
PAYTM,GOLD-baseline,SHORT,53.0,58.491,0.302,1.45
PAYTM,PREMIUM-Pullback,LONG,3.0,100.0,2.062,41.167
PAYTM,STANDARD,SHORT,105.0,47.619,-0.161,-0.92
PAYTM,STANDARD-weak,SHORT,15.0,53.333,-0.135,-0.641
PERSISTENT,AVOID,SHORT,4.0,25.0,-0.33,-2.986
PERSISTENT,ENTERPRISE-Dryup,SHORT,239.0,51.464,-0.055,-0.444
PERSISTENT,GOLD,SHORT,110.0,49.091,0.109,1.0
PERSISTENT,GOLD-baseline,SHORT,93.0,50.538,-0.2,-1.422
PERSISTENT,PREMIUM-Compression,LONG,2.0,50.0,-1.85,-9.975
PERSISTENT,PREMIUM-Pullback,LONG,1.0,100.0,6.306,
PERSISTENT,STANDARD,SHORT,71.0,49.296,0.022,0.173
PERSISTENT,STANDARD-weak,SHORT,9.0,55.556,-0.189,-1.105
PETRONET,ENTERPRISE-Dryup,SHORT,242.0,50.413,0.075,0.79
PETRONET,GOLD,SHORT,153.0,49.673,-0.233,-2.373
PETRONET,GOLD-baseline,SHORT,76.0,48.684,-0.162,-1.387
PETRONET,STANDARD,SHORT,52.0,61.538,0.413,4.916
PETRONET,STANDARD-weak,SHORT,6.0,50.0,0.87,2.607
PFC,AVOID,SHORT,2.0,100.0,11.263,16.473
PFC,ENTERPRISE-Dryup,SHORT,225.0,48.889,0.026,0.233
PFC,GOLD,SHORT,168.0,57.143,0.253,2.264
PFC,GOLD-baseline,SHORT,51.0,49.02,-0.108,-0.822
PFC,PREMIUM-Compression,LONG,1.0,0.0,-0.14,
PFC,PREMIUM-Pullback,LONG,2.0,100.0,6.185,90.751
PFC,STANDARD,SHORT,69.0,53.623,-0.025,-0.191
PFC,STANDARD-weak,SHORT,11.0,36.364,-0.631,-6.588
PGEL,AVOID,SHORT,21.0,33.333,-0.413,-2.003
PGEL,ENTERPRISE-Dryup,SHORT,222.0,53.604,-0.1,-0.567
PGEL,GOLD,SHORT,74.0,51.351,-0.238,-1.147
PGEL,GOLD-baseline,SHORT,93.0,49.462,0.071,0.294
PGEL,PREMIUM-Pullback,LONG,5.0,60.0,2.583,3.996
PGEL,STANDARD,SHORT,96.0,56.25,0.349,2.017
PGEL,STANDARD-weak,SHORT,23.0,65.217,0.687,3.377
PHOENIXLTD,AVOID,SHORT,4.0,100.0,1.167,15.831
PHOENIXLTD,ENTERPRISE-Dryup,SHORT,218.0,50.0,-0.108,-0.852
PHOENIXLTD,GOLD,SHORT,140.0,53.571,0.077,0.684
PHOENIXLTD,GOLD-baseline,SHORT,79.0,44.304,-0.134,-0.879
PHOENIXLTD,PREMIUM-Compression,LONG,1.0,0.0,-3.039,
PHOENIXLTD,PREMIUM-Pullback,LONG,2.0,50.0,0.406,3.116
PHOENIXLTD,STANDARD,SHORT,81.0,39.506,-0.468,-3.512
PHOENIXLTD,STANDARD-weak,SHORT,9.0,55.556,0.309,2.043
PIDILITIND,ENTERPRISE-Dryup,SHORT,248.0,51.613,-0.01,-0.156
PIDILITIND,GOLD,SHORT,153.0,54.248,0.038,0.54
PIDILITIND,GOLD-baseline,SHORT,94.0,51.064,-0.046,-0.636
PIDILITIND,PREMIUM-Compression,LONG,2.0,100.0,1.747,11.919
PIDILITIND,STANDARD,SHORT,31.0,51.613,0.27,3.121
PIDILITIND,STANDARD-weak,SHORT,1.0,100.0,1.988,
PIIND,AVOID,SHORT,1.0,100.0,1.05,
PIIND,ENTERPRISE-Dryup,SHORT,267.0,48.315,0.002,0.019
PIIND,GOLD,SHORT,147.0,44.218,-0.324,-3.288
PIIND,GOLD-baseline,SHORT,79.0,56.962,0.337,3.393
PIIND,PREMIUM-Pullback,LONG,1.0,100.0,0.599,
PIIND,STANDARD,SHORT,37.0,56.757,0.062,0.611
PIIND,STANDARD-weak,SHORT,2.0,100.0,1.836,5226.526
PNB,ENTERPRISE-Dryup,SHORT,263.0,52.852,0.059,0.617
PNB,GOLD,SHORT,154.0,50.649,0.025,0.236
PNB,GOLD-baseline,SHORT,48.0,52.083,0.225,2.049
PNB,STANDARD,SHORT,61.0,50.82,0.227,2.299
PNB,STANDARD-weak,SHORT,4.0,75.0,3.412,9.149
PNBHOUSING,AVOID,SHORT,4.0,75.0,0.863,14.506
PNBHOUSING,ENTERPRISE-Dryup,SHORT,276.0,55.435,0.177,1.542
PNBHOUSING,GOLD,SHORT,89.0,47.191,-0.26,-2.008
PNBHOUSING,GOLD-baseline,SHORT,69.0,52.174,0.263,1.74
PNBHOUSING,PREMIUM-Compression,LONG,3.0,100.0,3.227,19.584
PNBHOUSING,PREMIUM-Pullback,LONG,3.0,100.0,3.54,47.131
PNBHOUSING,STANDARD,SHORT,83.0,42.169,-0.265,-1.772
PNBHOUSING,STANDARD-weak,SHORT,7.0,57.143,0.143,1.083
POLICYBZR,AVOID,SHORT,7.0,85.714,0.701,3.523
POLICYBZR,ENTERPRISE-Dryup,SHORT,222.0,50.45,-0.127,-0.918
POLICYBZR,GOLD,SHORT,120.0,45.833,-0.023,-0.169
POLICYBZR,GOLD-baseline,SHORT,83.0,49.398,-0.229,-1.263
POLICYBZR,PREMIUM-Pullback,LONG,3.0,66.667,1.503,7.139
POLICYBZR,STANDARD,SHORT,88.0,44.318,0.043,0.305
POLICYBZR,STANDARD-weak,SHORT,11.0,54.545,0.0,0.001
POLYCAB,AVOID,SHORT,1.0,100.0,1.346,
POLYCAB,ENTERPRISE-Dryup,SHORT,259.0,46.718,-0.065,-0.665
POLYCAB,GOLD,SHORT,117.0,53.846,0.175,1.352
POLYCAB,GOLD-baseline,SHORT,79.0,45.57,0.003,0.022
POLYCAB,PREMIUM-Pullback,LONG,1.0,0.0,-0.842,
POLYCAB,STANDARD,SHORT,65.0,50.769,0.106,0.939
POLYCAB,STANDARD-weak,SHORT,7.0,14.286,-0.907,-19.212
POWERGRID,AVOID,SHORT,1.0,100.0,8.531,
POWERGRID,ENTERPRISE-Dryup,SHORT,228.0,51.316,0.038,0.514
POWERGRID,GOLD,SHORT,183.0,44.809,-0.166,-2.096
POWERGRID,GOLD-baseline,SHORT,73.0,49.315,0.04,0.441
POWERGRID,PREMIUM-Compression,LONG,2.0,50.0,-0.142,-2.194
POWERGRID,STANDARD,SHORT,41.0,58.537,0.47,4.732
POWERGRID,STANDARD-weak,SHORT,1.0,0.0,-2.776,
POWERINDIA,AVOID,SHORT,10.0,40.0,-0.829,-6.618
POWERINDIA,ENTERPRISE-Dryup,SHORT,208.0,52.885,-0.02,-0.113
POWERINDIA,GOLD,SHORT,53.0,56.604,0.245,1.364
POWERINDIA,GOLD-baseline,SHORT,126.0,51.587,-0.016,-0.094
POWERINDIA,PREMIUM-Pullback,LONG,5.0,60.0,-0.119,-0.552
POWERINDIA,STANDARD,SHORT,111.0,54.054,0.125,0.69
POWERINDIA,STANDARD-weak,SHORT,21.0,52.381,0.015,0.087
PREMIERENE,AVOID,SHORT,8.0,37.5,-0.716,-2.162
PREMIERENE,ENTERPRISE-Dryup,SHORT,215.0,54.884,0.143,0.914
PREMIERENE,GOLD,SHORT,93.0,59.14,0.293,1.804
PREMIERENE,GOLD-baseline,SHORT,64.0,51.562,-0.192,-0.825
PREMIERENE,PREMIUM-Pullback,LONG,1.0,0.0,-0.27,
PREMIERENE,STANDARD,SHORT,58.0,56.897,0.263,1.654
PREMIERENE,STANDARD-weak,SHORT,16.0,43.75,-0.482,-2.698
PRESTIGE,AVOID,SHORT,6.0,50.0,1.576,4.158
PRESTIGE,ENTERPRISE-Dryup,SHORT,232.0,53.879,0.144,1.129
