symbol,signal,side,days,win,raw,neutral,retained,sector
GODREJPROP,TIER:GOLD-baseline,SHORT,78,51.282,0.306,0.173,56.437,Realty
GODREJPROP,TIER:GOLD-baseline,LONG,78,46.154,-0.395,-0.262,0.0,Realty
GODREJPROP,TIER:STANDARD,SHORT,82,54.878,0.112,0.151,134.963,Realty
GODREJPROP,TIER:STANDARD,LONG,82,45.122,-0.201,-0.24,0.0,Realty
GRASIM,TIER:ENTERPRISE-Dryup,SHORT,227,50.661,0.013,-0.055,-443.149,Construction Materials
GRASIM,TIER:ENTERPRISE-Dryup,LONG,227,45.374,-0.102,-0.034,0.0,Construction Materials
GRASIM,TIER:GOLD,SHORT,150,49.333,-0.055,-0.105,0.0,Construction Materials
GRASIM,TIER:GOLD,LONG,150,48.0,-0.035,0.016,0.0,Construction Materials
GRASIM,TIER:GOLD-baseline,SHORT,106,55.66,-0.022,-0.087,0.0,Construction Materials
GRASIM,TIER:GOLD-baseline,LONG,106,44.34,-0.067,-0.002,0.0,Construction Materials
GRASIM,TIER:STANDARD,SHORT,42,47.619,-0.072,-0.2,0.0,Construction Materials
GRASIM,TIER:STANDARD,LONG,42,45.238,-0.017,0.111,0.0,Construction Materials
GVT&D,TIER:ENTERPRISE-Dryup,SHORT,201,47.761,-0.181,-0.217,0.0,Capital Goods
GVT&D,TIER:ENTERPRISE-Dryup,LONG,201,48.259,0.092,0.127,138.831,Capital Goods
GVT&D,TIER:GOLD,SHORT,44,45.455,-0.448,-0.336,0.0,Capital Goods
GVT&D,TIER:GOLD,LONG,44,54.545,0.358,0.246,68.7,Capital Goods
GVT&D,TIER:GOLD-baseline,SHORT,142,52.817,-0.145,-0.228,0.0,Capital Goods
GVT&D,TIER:GOLD-baseline,LONG,142,45.07,0.056,0.138,247.814,Capital Goods
GVT&D,TIER:STANDARD,SHORT,131,54.198,0.387,0.268,69.178,Capital Goods
GVT&D,TIER:STANDARD,LONG,131,38.168,-0.476,-0.357,0.0,Capital Goods
HAL,TIER:ENTERPRISE-Dryup,SHORT,240,55.0,0.193,0.079,40.777,Capital Goods
HAL,TIER:ENTERPRISE-Dryup,LONG,240,40.833,-0.283,-0.168,0.0,Capital Goods
HAL,TIER:GOLD,SHORT,148,51.351,0.128,0.081,63.332,Capital Goods
HAL,TIER:GOLD,LONG,148,46.622,-0.217,-0.17,0.0,Capital Goods
HAL,TIER:GOLD-baseline,SHORT,60,53.333,-0.019,-0.037,0.0,Capital Goods
HAL,TIER:GOLD-baseline,LONG,60,46.667,-0.07,-0.053,0.0,Capital Goods
HAL,TIER:STANDARD,SHORT,64,46.875,-0.353,-0.267,0.0,Capital Goods
HAL,TIER:STANDARD,LONG,64,48.438,0.263,0.178,67.61,Capital Goods
HAVELLS,TIER:ENTERPRISE-Dryup,SHORT,248,47.984,-0.075,-0.136,0.0,Consumer Durables
HAVELLS,TIER:ENTERPRISE-Dryup,LONG,248,50.0,-0.015,0.046,0.0,Consumer Durables
HAVELLS,TIER:GOLD,SHORT,156,53.846,0.002,-0.07,-3929.136,Consumer Durables
HAVELLS,TIER:GOLD,LONG,156,44.231,-0.091,-0.02,0.0,Consumer Durables
HAVELLS,TIER:GOLD-baseline,SHORT,84,61.905,0.414,0.314,75.771,Consumer Durables
HAVELLS,TIER:GOLD-baseline,LONG,84,38.095,-0.504,-0.403,0.0,Consumer Durables
HCLTECH,TIER:ENTERPRISE-Dryup,SHORT,212,50.943,0.008,-0.149,-1927.58,Information Technology
HCLTECH,TIER:ENTERPRISE-Dryup,LONG,212,45.283,-0.097,0.06,0.0,Information Technology
HCLTECH,TIER:GOLD,SHORT,169,47.337,-0.125,-0.098,0.0,Information Technology
HCLTECH,TIER:GOLD,LONG,169,49.704,0.035,0.008,23.943,Information Technology
HCLTECH,TIER:GOLD-baseline,SHORT,101,47.525,-0.047,-0.062,0.0,Information Technology
HCLTECH,TIER:GOLD-baseline,LONG,101,46.535,-0.043,-0.027,0.0,Information Technology
HCLTECH,TIER:STANDARD,SHORT,42,69.048,0.337,0.326,96.697,Information Technology
HCLTECH,TIER:STANDARD,LONG,42,30.952,-0.426,-0.415,0.0,Information Technology
HDFCAMC,TIER:ENTERPRISE-Dryup,SHORT,253,53.36,-0.017,-0.097,0.0,Financial Services
HDFCAMC,TIER:ENTERPRISE-Dryup,LONG,253,43.478,-0.073,0.007,0.0,Financial Services
HDFCAMC,TIER:GOLD,SHORT,114,50.877,-0.07,-0.122,0.0,Financial Services
HDFCAMC,TIER:GOLD,LONG,114,46.491,-0.019,0.033,0.0,Financial Services
HDFCAMC,TIER:GOLD-baseline,SHORT,83,42.169,-0.352,-0.383,0.0,Financial Services
HDFCAMC,TIER:GOLD-baseline,LONG,83,57.831,0.263,0.293,111.628,Financial Services
HDFCAMC,TIER:STANDARD,SHORT,65,41.538,-0.023,-0.053,0.0,Financial Services
HDFCAMC,TIER:STANDARD,LONG,65,50.769,-0.066,-0.037,0.0,Financial Services
HDFCBANK,TIER:ENTERPRISE-Dryup,SHORT,199,45.226,-0.138,-0.151,0.0,Financial Services
HDFCBANK,TIER:ENTERPRISE-Dryup,LONG,199,51.759,0.049,0.062,125.675,Financial Services
HDFCBANK,TIER:GOLD,SHORT,197,41.624,-0.207,-0.333,0.0,Financial Services
HDFCBANK,TIER:GOLD,LONG,197,53.299,0.118,0.244,207.501,Financial Services
HDFCBANK,TIER:GOLD-baseline,SHORT,99,57.576,0.015,-0.034,-230.697,Financial Services
HDFCBANK,TIER:GOLD-baseline,LONG,99,39.394,-0.104,-0.056,0.0,Financial Services
HDFCLIFE,TIER:ENTERPRISE-Dryup,SHORT,245,44.898,-0.169,-0.309,0.0,Financial Services
HDFCLIFE,TIER:ENTERPRISE-Dryup,LONG,245,51.837,0.079,0.219,276.889,Financial Services
HDFCLIFE,TIER:GOLD,SHORT,162,55.556,0.053,-0.018,-34.742,Financial Services
HDFCLIFE,TIER:GOLD,LONG,162,43.21,-0.142,-0.071,0.0,Financial Services
HDFCLIFE,TIER:GOLD-baseline,SHORT,73,39.726,-0.22,-0.115,0.0,Financial Services
HDFCLIFE,TIER:GOLD-baseline,LONG,73,52.055,0.131,0.026,19.65,Financial Services
HDFCLIFE,TIER:STANDARD,SHORT,44,68.182,0.099,0.147,148.191,Financial Services
HDFCLIFE,TIER:STANDARD,LONG,44,27.273,-0.188,-0.236,0.0,Financial Services
HEROMOTOCO,TIER:ENTERPRISE-Dryup,SHORT,230,56.087,0.197,0.086,43.887,Automobile and Auto Components
HEROMOTOCO,TIER:ENTERPRISE-Dryup,LONG,230,40.0,-0.286,-0.176,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:GOLD,SHORT,166,48.795,-0.04,-0.074,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:GOLD,LONG,166,46.988,-0.05,-0.016,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:GOLD-baseline,SHORT,83,49.398,-0.039,-0.145,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:GOLD-baseline,LONG,83,46.988,-0.05,0.056,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:STANDARD,SHORT,45,42.222,-0.137,-0.052,0.0,Automobile and Auto Components
HEROMOTOCO,TIER:STANDARD,LONG,45,57.778,0.048,-0.038,-78.911,Automobile and Auto Components
HINDALCO,TIER:ENTERPRISE-Dryup,SHORT,219,50.685,0.08,-0.051,-63.957,Metals & Mining
HINDALCO,TIER:ENTERPRISE-Dryup,LONG,219,46.119,-0.169,-0.038,0.0,Metals & Mining
HINDALCO,TIER:GOLD,SHORT,140,43.571,-0.123,-0.216,0.0,Metals & Mining
HINDALCO,TIER:GOLD,LONG,140,50.714,0.033,0.126,379.903,Metals & Mining
HINDALCO,TIER:GOLD-baseline,SHORT,101,46.535,-0.257,-0.221,0.0,Metals & Mining
HINDALCO,TIER:GOLD-baseline,LONG,101,51.485,0.168,0.132,78.503,Metals & Mining
HINDALCO,TIER:STANDARD,SHORT,65,50.769,0.071,0.085,119.627,Metals & Mining
HINDALCO,TIER:STANDARD,LONG,65,44.615,-0.16,-0.174,0.0,Metals & Mining
HINDPETRO,TIER:ENTERPRISE-Dryup,SHORT,249,48.996,0.035,-0.04,-114.709,Oil Gas & Consumable Fuels
HINDPETRO,TIER:ENTERPRISE-Dryup,LONG,249,48.193,-0.124,-0.049,0.0,Oil Gas & Consumable Fuels
HINDPETRO,TIER:GOLD,SHORT,129,48.837,-0.056,-0.012,0.0,Oil Gas & Consumable Fuels
HINDPETRO,TIER:GOLD,LONG,129,50.388,-0.034,-0.078,0.0,Oil Gas & Consumable Fuels
HINDPETRO,TIER:GOLD-baseline,SHORT,71,53.521,0.005,-0.062,-1313.996,Oil Gas & Consumable Fuels
HINDPETRO,TIER:GOLD-baseline,LONG,71,42.254,-0.094,-0.028,0.0,Oil Gas & Consumable Fuels
HINDPETRO,TIER:STANDARD,SHORT,68,57.353,0.049,-0.171,-346.42,Oil Gas & Consumable Fuels
HINDPETRO,TIER:STANDARD,LONG,68,41.176,-0.139,0.082,0.0,Oil Gas & Consumable Fuels
HINDUNILVR,TIER:ENTERPRISE-Dryup,SHORT,253,50.593,-0.067,-0.169,0.0,Fast Moving Consumer Goods
HINDUNILVR,TIER:ENTERPRISE-Dryup,LONG,253,45.059,-0.022,0.079,0.0,Fast Moving Consumer Goods
HINDUNILVR,TIER:GOLD,SHORT,148,50.676,0.014,-0.042,-307.502,Fast Moving Consumer Goods
HINDUNILVR,TIER:GOLD,LONG,148,47.297,-0.103,-0.047,0.0,Fast Moving Consumer Goods
HINDUNILVR,TIER:GOLD-baseline,SHORT,99,57.576,0.091,0.063,69.127,Fast Moving Consumer Goods
HINDUNILVR,TIER:GOLD-baseline,LONG,99,40.404,-0.181,-0.153,0.0,Fast Moving Consumer Goods
HINDZINC,TIER:ENTERPRISE-Dryup,SHORT,236,54.237,0.076,0.04,52.298,Metals & Mining
HINDZINC,TIER:ENTERPRISE-Dryup,LONG,236,44.492,-0.166,-0.129,0.0,Metals & Mining
HINDZINC,TIER:GOLD,SHORT,102,54.902,0.21,0.059,28.047,Metals & Mining
HINDZINC,TIER:GOLD,LONG,102,42.157,-0.299,-0.148,0.0,Metals & Mining
HINDZINC,TIER:GOLD-baseline,SHORT,94,52.128,-0.032,-0.184,0.0,Metals & Mining
HINDZINC,TIER:GOLD-baseline,LONG,94,45.745,-0.058,0.095,0.0,Metals & Mining
HINDZINC,TIER:STANDARD,SHORT,89,57.303,0.208,0.222,106.868,Metals & Mining
HINDZINC,TIER:STANDARD,LONG,89,38.202,-0.297,-0.311,0.0,Metals & Mining
HYUNDAI,TIER:ENTERPRISE-Dryup,SHORT,185,47.027,-0.082,-0.099,0.0,Automobile and Auto Components
HYUNDAI,TIER:ENTERPRISE-Dryup,LONG,185,49.189,-0.007,0.01,0.0,Automobile and Auto Components
HYUNDAI,TIER:GOLD,SHORT,97,44.33,-0.09,-0.145,0.0,Automobile and Auto Components
HYUNDAI,TIER:GOLD,LONG,97,50.515,0.001,0.056,8511.339,Automobile and Auto Components
HYUNDAI,TIER:GOLD-baseline,SHORT,81,49.383,0.193,0.157,81.642,Automobile and Auto Components
HYUNDAI,TIER:GOLD-baseline,LONG,81,49.383,-0.282,-0.247,0.0,Automobile and Auto Components
HYUNDAI,TIER:STANDARD,SHORT,52,50.0,-0.095,-0.362,0.0,Automobile and Auto Components
HYUNDAI,TIER:STANDARD,LONG,52,48.077,0.006,0.273,4691.284,Automobile and Auto Components
ICICIBANK,TIER:ENTERPRISE-Dryup,SHORT,229,47.598,-0.12,-0.253,0.0,Financial Services
ICICIBANK,TIER:ENTERPRISE-Dryup,LONG,229,49.782,0.03,0.163,541.597,Financial Services
ICICIBANK,TIER:GOLD,SHORT,153,45.098,-0.155,-0.17,0.0,Financial Services
ICICIBANK,TIER:GOLD,LONG,153,48.366,0.066,0.081,122.664,Financial Services
ICICIBANK,TIER:GOLD-baseline,SHORT,119,52.941,-0.058,-0.073,0.0,Financial Services
ICICIBANK,TIER:GOLD-baseline,LONG,119,44.538,-0.032,-0.016,0.0,Financial Services
ICICIGI,TIER:ENTERPRISE-Dryup,SHORT,240,49.583,-0.074,-0.105,0.0,Financial Services
ICICIGI,TIER:ENTERPRISE-Dryup,LONG,240,48.75,-0.015,0.015,0.0,Financial Services
ICICIGI,TIER:GOLD,SHORT,148,52.027,0.142,-0.082,-58.119,Financial Services
ICICIGI,TIER:GOLD,LONG,148,45.946,-0.231,-0.007,0.0,Financial Services
ICICIGI,TIER:GOLD-baseline,SHORT,100,53.0,0.024,0.008,34.467,Financial Services
ICICIGI,TIER:GOLD-baseline,LONG,100,45.0,-0.113,-0.098,0.0,Financial Services
ICICIPRULI,TIER:ENTERPRISE-Dryup,SHORT,257,50.973,0.077,-0.05,-65.029,Financial Services
ICICIPRULI,TIER:ENTERPRISE-Dryup,LONG,257,44.747,-0.166,-0.039,0.0,Financial Services
ICICIPRULI,TIER:GOLD,SHORT,165,46.061,-0.08,-0.124,0.0,Financial Services
ICICIPRULI,TIER:GOLD,LONG,165,50.303,-0.009,0.034,0.0,Financial Services
ICICIPRULI,TIER:GOLD-baseline,SHORT,65,63.077,0.092,0.032,34.46,Financial Services
ICICIPRULI,TIER:GOLD-baseline,LONG,65,36.923,-0.182,-0.121,0.0,Financial Services
ICICIPRULI,TIER:STANDARD,SHORT,41,51.22,-0.031,0.153,0.0,Financial Services
ICICIPRULI,TIER:STANDARD,LONG,41,41.463,-0.058,-0.243,0.0,Financial Services
IDEA,TIER:ENTERPRISE-Dryup,SHORT,185,61.081,0.485,0.316,65.21,Telecommunication
IDEA,TIER:ENTERPRISE-Dryup,LONG,185,37.838,-0.574,-0.405,0.0,Telecommunication
IDEA,TIER:GOLD,SHORT,146,50.0,-0.212,-0.218,0.0,Telecommunication
IDEA,TIER:GOLD,LONG,146,50.0,0.123,0.128,104.333,Telecommunication
IDEA,TIER:GOLD-baseline,SHORT,82,48.78,-0.331,-0.364,0.0,Telecommunication
IDEA,TIER:GOLD-baseline,LONG,82,47.561,0.242,0.275,113.611,Telecommunication
IDEA,TIER:STANDARD,SHORT,75,60.0,0.882,0.834,94.531,Telecommunication
IDEA,TIER:STANDARD,LONG,75,38.667,-0.971,-0.923,0.0,Telecommunication
IDFCFIRSTB,TIER:ENTERPRISE-Dryup,SHORT,251,55.378,0.05,-0.052,-104.891,Financial Services
IDFCFIRSTB,TIER:ENTERPRISE-Dryup,LONG,251,44.223,-0.139,-0.037,0.0,Financial Services
IDFCFIRSTB,TIER:GOLD,SHORT,157,50.318,-0.155,-0.092,0.0,Financial Services
IDFCFIRSTB,TIER:GOLD,LONG,157,47.134,0.065,0.002,3.807,Financial Services
IDFCFIRSTB,TIER:GOLD-baseline,SHORT,60,45.0,-0.38,-0.445,0.0,Financial Services
IDFCFIRSTB,TIER:GOLD-baseline,LONG,60,50.0,0.29,0.356,122.673,Financial Services
IDFCFIRSTB,TIER:STANDARD,SHORT,48,56.25,0.08,-0.224,-281.722,Financial Services
IDFCFIRSTB,TIER:STANDARD,LONG,48,41.667,-0.169,0.135,0.0,Financial Services
IEX,TIER:ENTERPRISE-Dryup,SHORT,269,53.532,0.018,-0.057,-325.49,Financial Services
IEX,TIER:ENTERPRISE-Dryup,LONG,269,42.379,-0.107,-0.032,0.0,Financial Services
IEX,TIER:GOLD,SHORT,120,41.667,-0.003,0.028,0.0,Financial Services
IEX,TIER:GOLD,LONG,120,54.167,-0.086,-0.117,0.0,Financial Services
IEX,TIER:GOLD-baseline,SHORT,61,54.098,0.073,0.034,46.804,Financial Services
IEX,TIER:GOLD-baseline,LONG,61,44.262,-0.162,-0.123,0.0,Financial Services
IEX,TIER:STANDARD,SHORT,69,53.623,0.352,0.06,17.151,Financial Services
IEX,TIER:STANDARD,LONG,69,43.478,-0.441,-0.15,0.0,Financial Services
INDHOTEL,TIER:ENTERPRISE-Dryup,SHORT,244,45.082,-0.067,-0.194,0.0,Consumer Services
INDHOTEL,TIER:ENTERPRISE-Dryup,LONG,244,51.23,-0.023,0.104,0.0,Consumer Services
INDHOTEL,TIER:GOLD,SHORT,144,46.528,-0.109,-0.105,0.0,Consumer Services
INDHOTEL,TIER:GOLD,LONG,144,51.389,0.019,0.016,81.612,Consumer Services
INDHOTEL,TIER:GOLD-baseline,SHORT,83,46.988,0.015,-0.012,-75.576,Consumer Services
INDHOTEL,TIER:GOLD-baseline,LONG,83,50.602,-0.105,-0.078,0.0,Consumer Services
INDHOTEL,TIER:STANDARD,SHORT,49,48.98,-0.034,-0.129,0.0,Consumer Services
INDHOTEL,TIER:STANDARD,LONG,49,48.98,-0.055,0.04,0.0,Consumer Services
INDIANB,TIER:ENTERPRISE-Dryup,SHORT,232,53.879,-0.025,-0.174,0.0,Financial Services
INDIANB,TIER:ENTERPRISE-Dryup,LONG,232,43.534,-0.064,0.084,0.0,Financial Services
INDIANB,TIER:GOLD,SHORT,128,53.906,0.024,-0.051,-215.245,Financial Services
INDIANB,TIER:GOLD,LONG,128,42.188,-0.113,-0.038,0.0,Financial Services
INDIANB,TIER:GOLD-baseline,SHORT,96,60.417,0.018,0.196,1090.837,Financial Services
INDIANB,TIER:GOLD-baseline,LONG,96,37.5,-0.107,-0.286,0.0,Financial Services
INDIANB,TIER:STANDARD,SHORT,67,56.716,-0.01,-0.033,0.0,Financial Services
INDIANB,TIER:STANDARD,LONG,67,41.791,-0.079,-0.057,0.0,Financial Services
INDIGO,TIER:ENTERPRISE-Dryup,SHORT,254,46.457,-0.091,-0.171,0.0,Services
INDIGO,TIER:ENTERPRISE-Dryup,LONG,254,50.394,0.002,0.081,4437.492,Services
INDIGO,TIER:GOLD,SHORT,106,50.0,-0.045,-0.161,0.0,Services
INDIGO,TIER:GOLD,LONG,106,47.17,-0.044,0.071,0.0,Services
INDIGO,TIER:GOLD-baseline,SHORT,104,45.192,-0.175,-0.099,0.0,Services
INDIGO,TIER:GOLD-baseline,LONG,104,50.962,0.085,0.009,11.082,Services
INDIGO,TIER:STANDARD,SHORT,59,49.153,0.054,-0.17,-316.588,Services
INDIGO,TIER:STANDARD,LONG,59,49.153,-0.143,0.081,0.0,Services
INDUSINDBK,TIER:ENTERPRISE-Dryup,SHORT,241,51.037,-0.054,-0.15,0.0,Financial Services
INDUSINDBK,TIER:ENTERPRISE-Dryup,LONG,241,48.548,-0.036,0.061,0.0,Financial Services
INDUSINDBK,TIER:GOLD,SHORT,163,49.08,-0.01,-0.097,0.0,Financial Services
INDUSINDBK,TIER:GOLD,LONG,163,49.08,-0.08,0.007,0.0,Financial Services
INDUSINDBK,TIER:GOLD-baseline,SHORT,69,47.826,0.125,0.252,202.32,Financial Services
INDUSINDBK,TIER:GOLD-baseline,LONG,69,52.174,-0.214,-0.341,0.0,Financial Services
INDUSINDBK,TIER:STANDARD,SHORT,49,48.98,0.139,-0.053,-38.161,Financial Services
INDUSINDBK,TIER:STANDARD,LONG,49,48.98,-0.228,-0.036,0.0,Financial Services
INDUSTOWER,TIER:ENTERPRISE-Dryup,SHORT,248,54.032,0.136,0.023,16.855,Telecommunication
INDUSTOWER,TIER:ENTERPRISE-Dryup,LONG,248,43.548,-0.225,-0.112,0.0,Telecommunication
INDUSTOWER,TIER:GOLD,SHORT,140,47.857,-0.117,-0.106,0.0,Telecommunication
INDUSTOWER,TIER:GOLD,LONG,140,51.429,0.028,0.017,59.752,Telecommunication
INDUSTOWER,TIER:GOLD-baseline,SHORT,72,50.0,-0.123,-0.079,0.0,Telecommunication
INDUSTOWER,TIER:GOLD-baseline,LONG,72,48.611,0.033,-0.011,-32.328,Telecommunication
INDUSTOWER,TIER:STANDARD,SHORT,70,60.0,0.668,0.498,74.601,Telecommunication
INDUSTOWER,TIER:STANDARD,LONG,70,35.714,-0.757,-0.587,0.0,Telecommunication
INFY,TIER:ENTERPRISE-Dryup,SHORT,198,54.545,-0.042,-0.162,0.0,Information Technology
INFY,TIER:ENTERPRISE-Dryup,LONG,198,41.414,-0.047,0.073,0.0,Information Technology
INFY,TIER:GOLD,SHORT,148,47.973,-0.036,-0.058,0.0,Information Technology
INFY,TIER:GOLD,LONG,148,50.0,-0.053,-0.031,0.0,Information Technology
INFY,TIER:GOLD-baseline,SHORT,134,53.731,0.045,0.009,20.595,Information Technology
INFY,TIER:GOLD-baseline,LONG,134,44.03,-0.134,-0.099,0.0,Information Technology
INFY,TIER:STANDARD,SHORT,45,62.222,0.041,-0.02,-49.066,Information Technology
INFY,TIER:STANDARD,LONG,45,33.333,-0.131,-0.069,0.0,Information Technology
INOXWIND,TIER:ENTERPRISE-Dryup,SHORT,248,55.242,0.232,0.151,65.072,Capital Goods
INOXWIND,TIER:ENTERPRISE-Dryup,LONG,248,42.742,-0.321,-0.24,0.0,Capital Goods
INOXWIND,TIER:GOLD,SHORT,112,58.036,0.007,-0.069,-974.05,Capital Goods
INOXWIND,TIER:GOLD,LONG,112,39.286,-0.096,-0.02,0.0,Capital Goods
INOXWIND,TIER:GOLD-baseline,SHORT,68,61.765,0.475,0.377,79.382,Capital Goods
INOXWIND,TIER:GOLD-baseline,LONG,68,38.235,-0.564,-0.466,0.0,Capital Goods
INOXWIND,TIER:STANDARD,SHORT,79,59.494,0.654,0.548,83.714,Capital Goods
INOXWIND,TIER:STANDARD,LONG,79,39.241,-0.743,-0.637,0.0,Capital Goods
IOC,TIER:ENTERPRISE-Dryup,SHORT,229,53.712,0.12,-0.017,-14.184,Oil Gas & Consumable Fuels
IOC,TIER:ENTERPRISE-Dryup,LONG,229,43.231,-0.209,-0.072,0.0,Oil Gas & Consumable Fuels
IOC,TIER:GOLD,SHORT,167,55.09,0.042,0.028,67.698,Oil Gas & Consumable Fuels
IOC,TIER:GOLD,LONG,167,43.114,-0.131,-0.118,0.0,Oil Gas & Consumable Fuels
IOC,TIER:GOLD-baseline,SHORT,82,45.122,-0.18,-0.113,0.0,Oil Gas & Consumable Fuels
IOC,TIER:GOLD-baseline,LONG,82,51.22,0.091,0.024,25.949,Oil Gas & Consumable Fuels
IOC,TIER:STANDARD,SHORT,47,53.191,0.058,0.035,60.686,Oil Gas & Consumable Fuels
IOC,TIER:STANDARD,LONG,47,44.681,-0.147,-0.124,0.0,Oil Gas & Consumable Fuels
IREDA,TIER:ENTERPRISE-Dryup,SHORT,273,62.271,0.254,0.142,56.059,Financial Services
IREDA,TIER:ENTERPRISE-Dryup,LONG,273,36.264,-0.343,-0.231,0.0,Financial Services
IREDA,TIER:GOLD,SHORT,145,44.138,-0.117,-0.09,0.0,Financial Services
IREDA,TIER:GOLD,LONG,145,55.172,0.027,0.001,3.334,Financial Services
IREDA,TIER:STANDARD,SHORT,69,57.971,0.106,-0.059,-55.5,Financial Services
IREDA,TIER:STANDARD,LONG,69,42.029,-0.195,-0.03,0.0,Financial Services
IRFC,TIER:ENTERPRISE-Dryup,SHORT,278,65.108,0.267,0.1,37.602,Financial Services
IRFC,TIER:ENTERPRISE-Dryup,LONG,278,32.374,-0.356,-0.19,0.0,Financial Services
IRFC,TIER:GOLD,SHORT,143,54.545,0.012,0.08,644.612,Financial Services
IRFC,TIER:GOLD,LONG,143,43.357,-0.102,-0.17,0.0,Financial Services
IRFC,TIER:STANDARD,SHORT,47,55.319,0.033,0.043,131.333,Financial Services
IRFC,TIER:STANDARD,LONG,47,42.553,-0.122,-0.133,0.0,Financial Services
ITC,TIER:ENTERPRISE-Dryup,SHORT,241,50.622,-0.035,-0.038,0.0,Fast Moving Consumer Goods
ITC,TIER:ENTERPRISE-Dryup,LONG,241,44.813,-0.055,-0.052,0.0,Fast Moving Consumer Goods
ITC,TIER:GOLD,SHORT,170,55.294,0.127,-0.031,-24.643,Fast Moving Consumer Goods
ITC,TIER:GOLD,LONG,170,41.176,-0.216,-0.058,0.0,Fast Moving Consumer Goods
ITC,TIER:GOLD-baseline,SHORT,94,53.191,0.01,-0.081,-824.117,Fast Moving Consumer Goods
ITC,TIER:GOLD-baseline,LONG,94,42.553,-0.099,-0.008,0.0,Fast Moving Consumer Goods
JINDALSTEL,TIER:ENTERPRISE-Dryup,SHORT,232,54.741,0.084,-0.048,-57.474,Metals & Mining
JINDALSTEL,TIER:ENTERPRISE-Dryup,LONG,232,41.379,-0.174,-0.041,0.0,Metals & Mining
JINDALSTEL,TIER:GOLD,SHORT,148,45.946,-0.068,-0.048,0.0,Metals & Mining
JINDALSTEL,TIER:GOLD,LONG,148,51.351,-0.021,-0.042,0.0,Metals & Mining
JINDALSTEL,TIER:GOLD-baseline,SHORT,85,49.412,0.059,0.024,41.117,Metals & Mining
JINDALSTEL,TIER:GOLD-baseline,LONG,85,45.882,-0.148,-0.114,0.0,Metals & Mining
JINDALSTEL,TIER:STANDARD,SHORT,61,50.82,0.07,0.024,33.428,Metals & Mining
JINDALSTEL,TIER:STANDARD,LONG,61,45.902,-0.16,-0.113,0.0,Metals & Mining
JIOFIN,TIER:ENTERPRISE-Dryup,SHORT,237,59.072,0.139,0.022,16.027,Financial Services
JIOFIN,TIER:ENTERPRISE-Dryup,LONG,237,38.397,-0.229,-0.112,0.0,Financial Services
JIOFIN,TIER:GOLD,SHORT,193,52.85,0.117,0.064,55.032,Financial Services
JIOFIN,TIER:GOLD,LONG,193,45.078,-0.206,-0.154,0.0,Financial Services
JIOFIN,TIER:STANDARD,SHORT,55,60.0,0.261,0.28,107.473,Financial Services
JIOFIN,TIER:STANDARD,LONG,55,40.0,-0.35,-0.369,0.0,Financial Services
JSWENERGY,TIER:ENTERPRISE-Dryup,SHORT,244,55.738,0.248,0.168,67.582,Power
JSWENERGY,TIER:ENTERPRISE-Dryup,LONG,244,43.443,-0.337,-0.257,0.0,Power
JSWENERGY,TIER:GOLD,SHORT,136,53.676,-0.053,-0.059,0.0,Power
JSWENERGY,TIER:GOLD,LONG,136,44.118,-0.036,-0.031,0.0,Power
JSWENERGY,TIER:GOLD-baseline,SHORT,61,60.656,0.334,0.269,80.577,Power
JSWENERGY,TIER:GOLD-baseline,LONG,61,37.705,-0.423,-0.358,0.0,Power
JSWENERGY,TIER:STANDARD,SHORT,71,50.704,-0.198,-0.227,0.0,Power
JSWENERGY,TIER:STANDARD,LONG,71,47.887,0.109,0.138,126.445,Power
JSWSTEEL,TIER:ENTERPRISE-Dryup,SHORT,226,49.115,-0.087,-0.168,0.0,Metals & Mining
JSWSTEEL,TIER:ENTERPRISE-Dryup,LONG,226,46.903,-0.002,0.079,0.0,Metals & Mining
JSWSTEEL,TIER:GOLD,SHORT,146,51.37,-0.003,-0.1,0.0,Metals & Mining
JSWSTEEL,TIER:GOLD,LONG,146,45.205,-0.087,0.01,0.0,Metals & Mining
JSWSTEEL,TIER:GOLD-baseline,SHORT,98,46.939,-0.106,-0.137,0.0,Metals & Mining
JSWSTEEL,TIER:GOLD-baseline,LONG,98,48.98,0.016,0.048,292.836,Metals & Mining
JSWSTEEL,TIER:STANDARD,SHORT,56,57.143,0.187,0.188,100.524,Metals & Mining
JSWSTEEL,TIER:STANDARD,LONG,56,42.857,-0.276,-0.277,0.0,Metals & Mining
JUBLFOOD,TIER:ENTERPRISE-Dryup,SHORT,232,54.31,0.085,-0.009,-10.778,Consumer Services
JUBLFOOD,TIER:ENTERPRISE-Dryup,LONG,232,41.379,-0.174,-0.08,0.0,Consumer Services
JUBLFOOD,TIER:GOLD,SHORT,148,52.027,-0.045,-0.109,0.0,Consumer Services
JUBLFOOD,TIER:GOLD,LONG,148,45.946,-0.045,0.02,0.0,Consumer Services
JUBLFOOD,TIER:GOLD-baseline,SHORT,73,56.164,0.132,0.144,108.598,Consumer Services
JUBLFOOD,TIER:GOLD-baseline,LONG,73,39.726,-0.222,-0.233,0.0,Consumer Services
