rule_id,rule_type,feature,direction,threshold,feature2,direction2,threshold2,selected_n,fired_n,label_precision,label_lift,outcome_mean_5x,outcome_win,score
R0550,pair,trend3_20__pct,hi,0.95,ret5_pct__pct,hi,0.8,59,789,0.07477820025348543,4.396453343173274,0.8915197150570546,48.542458808618505,22.10470132297682
R0513,pair,ret5_pct__pct,hi,0.95,last60_vol_pct__pct,lo,0.1,28,313,0.08945686900958466,5.259459969533977,0.9005164023014542,49.84025559105431,22.027774681492872
R0551,pair,trend3_20__pct,hi,0.95,ret10_pct__pct,hi,0.7,55,756,0.07275132275132275,4.277286629607304,1.0092894097759781,49.2063492063492,21.97999967807156
R0840,pair,trend3_20__pct,hi,0.9,day_volume_1m__pct,lo,0.05,6,65,0.09230769230769231,5.4270691333982475,1.9527577147481456,49.23076923076923,21.912004318221907
R0063,atom,ret5_pct__pct,hi,0.95,,,,94,1416,0.06638418079096045,3.9029416672626285,1.0027561148543351,49.152542372881356,21.88271408681671
R1218,pair,ret2_pct__pct,hi,0.95,last60_vol_pct__pct,lo,0.2,34,523,0.06500956022944551,3.822123258384362,1.2791838504435304,49.1395793499044,21.879276033694143
R1314,pair,trend3_20__pct,hi,0.8,last60_volume__pct,lo,0.05,10,159,0.06289308176100629,3.6976886129023696,1.9226720322038338,52.83018867924528,21.76247797209255
R0483,pair,ret5_pct__pct,hi,0.95,trend3_20__pct,hi,0.7,85,1025,0.08292682926829269,4.875537717402491,0.7161772333539258,49.073170731707314,21.73189957572768
R3326,pair,day_range_pct__pct,hi,0.8,intra_ret_pct__pct,lo,0.2,63,1743,0.03614457831325301,2.1250571907884703,2.7289334709505066,52.78255880665519,21.700638544633513
R3184,pair,turn_pct_252__pct,hi,0.8,last15_volume__pct,lo,0.05,7,136,0.051470588235294115,3.0261231074708363,3.486805265626792,53.67647058823529,21.6780415414419
R3745,pair,intra_ret_pct__pct,lo,0.05,last15_ret_pct__pct,hi,0.8,11,230,0.04782608695652174,2.811851036507063,3.175667239241028,54.78260869565217,21.647525158514554
R2658,pair,volume__pct,lo,0.05,turn_pct_252__pct,hi,0.7,10,178,0.056179775280898875,3.3029915137723416,2.232327465534504,53.37078651685393,21.506485752963385
R1303,pair,trend3_20__pct,hi,0.8,volume__pct,lo,0.1,15,282,0.05319148936170213,3.1273004758057277,2.024693345289791,54.60992907801418,21.496973077354813
R0824,pair,trend3_20__pct,hi,0.9,vol_avg20__pct,lo,0.1,17,277,0.061371841155234655,3.608249935261771,1.6331413317576862,51.624548736462096,21.40308533228478
R1302,pair,trend3_20__pct,hi,0.8,day_volume_1m__pct,lo,0.1,15,287,0.05226480836236934,3.0728178891192166,2.0604925462889567,54.70383275261324,21.320073138659474
R3385,pair,intra_ret_pct__pct,lo,0.1,day_range_pct__pct,hi,0.9,28,726,0.03856749311294766,2.2675082237798003,2.902709084767401,53.4435261707989,21.231930075020298
R0809,pair,ret3_pct__pct,hi,0.9,last60_vol_pct__pct,lo,0.2,58,924,0.06277056277056277,3.6904853233967154,1.1273763223252231,51.19047619047619,20.872278092442514
R3390,pair,intra_ret_pct__pct,lo,0.1,turnover__pct,lo,0.05,7,119,0.058823529411764705,3.4584264085380987,2.5888598886732526,52.10084033613446,20.79856557120179
R2046,pair,last60_ret_pct__pct,lo,0.05,last60_volume__pct,lo,0.1,8,136,0.058823529411764705,3.4584264085380987,2.3655090578593994,50.0,20.78722285752771
R0680,pair,ret10_pct__pct,hi,0.95,first15_ret_pct__pct,lo,0.05,7,100,0.07,4.115527426160338,1.9601018557472936,53.0,20.76760550372898
R1176,pair,ret2_pct__pct,hi,0.95,first15_ret_pct__pct,lo,0.1,10,138,0.07246376811594203,4.260380358344035,1.641750612579966,51.449275362318836,20.742762571268052
R0841,pair,trend3_20__pct,hi,0.9,volume__pct,lo,0.05,6,64,0.09375,5.511867088607595,1.8263372396306041,48.4375,20.681582571290942
R0805,pair,ret3_pct__pct,hi,0.9,prev_close__pct,hi,0.95,10,165,0.06060606060606061,3.563227208796829,1.74165718167151,57.57575757575758,20.613454797330007
R3199,pair,turn_pct_252__pct,hi,0.8,last60_volume__pct,lo,0.2,29,556,0.052158273381294966,3.0665543514555447,1.7154235364641117,50.89928057553957,20.557788151986866
R0490,pair,ret5_pct__pct,hi,0.95,ret2_pct__pct,hi,0.8,68,982,0.06924643584521385,4.071222941211856,0.955443676767678,48.77800407331975,20.521256957085868
R0481,pair,ret5_pct__pct,hi,0.95,ret10_pct__pct,hi,0.7,92,1315,0.0699619771863118,4.113291941409572,0.8635907065310051,48.59315589353612,20.420899310570988
R2322,pair,close_vs_vwap_pct__pct,lo,0.1,vol_avg3__pct,lo,0.05,10,129,0.07751937984496124,4.55761619729827,1.7299168570221943,44.18604651162791,20.369064409888104
R0715,pair,ret10_pct__pct,hi,0.95,first15_ret_pct__pct,lo,0.2,15,268,0.055970149253731345,3.2906669185716986,1.9874253413852627,52.23880597014925,20.32038389122674
R3480,pair,last60_vol_pct__pct,lo,0.3,up_day_streak__pct,hi,0.9,46,813,0.056580565805658053,3.326555290869364,1.3366664482751565,49.20049200492005,20.317069521049348
R1223,pair,ret3_pct__pct,hi,0.8,first15_ret_pct__pct,lo,0.05,15,261,0.05747126436781609,3.378922353169407,1.9043663085593434,52.10727969348659,20.250860960902013
R1460,pair,down_day_streak__pct,lo,0.2,last60_vol_pct__pct,lo,0.1,18,287,0.0627177700348432,3.68738146694306,1.5715606484939018,51.56794425087108,20.24071039307141
R0468,pair,ret5_pct__pct,hi,0.95,trend3_20__pct,hi,0.8,76,879,0.08646188850967008,5.083375335416637,0.6376474654546007,48.57792946530148,20.209146598478192
R0636,pair,ret3_pct__pct,hi,0.95,ret20_pct__pct,hi,0.9,45,549,0.08196721311475409,4.819118765995711,0.7288436295150025,49.544626593806925,20.186836989014235
R1371,pair,first15_ret_pct__pct,lo,0.05,ret3_pct__pct,hi,0.7,19,367,0.051771117166212535,3.043792179721542,1.7861469891660213,55.313351498637594,20.179125710289572
R0519,pair,ret5_pct__pct,hi,0.95,last30_ret_pct__pct,lo,0.3,41,518,0.07915057915057915,4.6535197041526155,0.8876829727382122,48.455598455598455,20.15193191842376
R2901,pair,last15_ret_pct__pct,hi,0.9,intra_ret_pct__pct,lo,0.1,10,221,0.04524886877828054,2.6603280065677684,2.9869396753831836,52.94117647058824,20.151751122434785
R1709,pair,vol_avg20__pct,lo,0.1,turn_pct_252__pct,hi,0.7,34,714,0.047619047619047616,2.7996785211975084,1.7860016870233155,52.66106442577031,20.075554893461483
R1208,pair,ret2_pct__pct,hi,0.95,close_vs_vwap_pct__pct,lo,0.3,23,292,0.07876712328767123,4.630975088145194,1.007036191854143,51.369863013698634,20.034165148693948
R0518,pair,ret5_pct__pct,hi,0.95,up_day_streak__pct,hi,0.9,47,473,0.09936575052854123,5.842035307445964,0.5907285180329162,48.20295983086681,20.004735528289245
R2697,pair,vol_avg20__pct,lo,0.2,turn_pct_252__pct,hi,0.9,21,456,0.046052631578947366,2.7075838330002218,2.162508344645503,53.289473684210535,19.935312182757386
R2053,pair,last60_ret_pct__pct,lo,0.05,vol_avg20__pct,lo,0.2,21,370,0.05675675675675676,3.336914129319193,1.7078451698937165,48.10810810810811,19.889798531204804
R1505,pair,vol_avg20__pct,lo,0.05,turn_pct_252__pct,hi,0.8,11,214,0.0514018691588785,3.0220828897038525,2.197769004369753,54.67289719626168,19.761036373552965
R1101,pair,ret_std_20d__pct,hi,0.7,first15_ret_pct__pct,lo,0.1,43,1059,0.04060434372049103,2.387261288613173,2.1585568249823184,52.880075542965066,19.642231490358633
R1743,pair,hour_red_streak__pct,lo,0.1,turnover__pct,lo,0.1,5,52,0.09615384615384616,5.6531970139565075,1.8598721748822427,51.92307692307693,19.617990573904525
R1190,pair,ret2_pct__pct,hi,0.95,first60_ret_pct__pct,lo,0.1,10,95,0.10526315789473684,6.18876304685765,0.9346982781296299,49.473684210526315,19.5572023726385
R0462,pair,ret5_pct__pct,hi,0.95,trend3_20__pct,hi,0.9,58,634,0.0914826498422713,5.378562206338431,0.6032457164173708,48.42271293375394,19.44397478045798
R1431,pair,down_day_streak__pct,lo,0.2,ret2_pct__pct,hi,0.9,32,539,0.059369202226345084,3.4905082861683225,1.3160891861713695,52.13358070500927,19.271823027741842
R0573,pair,trend3_20__pct,hi,0.95,ret5_pct__pct,hi,0.7,62,871,0.0711825487944891,4.185053311824519,0.804874505470435,48.33524684270953,19.228383946630924
R0498,pair,ret5_pct__pct,hi,0.95,last30_volume__pct,lo,0.1,6,99,0.06060606060606061,3.563227208796829,2.340330006394926,50.505050505050505,19.198004549352024
R0620,pair,ret3_pct__pct,hi,0.95,ret10_pct__pct,hi,0.7,94,1201,0.07826810990840966,4.601636470311308,0.649382084312699,49.2089925062448,19.194940151470657
R0693,pair,ret10_pct__pct,hi,0.95,last60_volume__pct,lo,0.1,6,110,0.05454545454545454,3.206904487917146,2.7077387964785626,50.90909090909091,19.071212647870947
R1213,pair,ret2_pct__pct,hi,0.95,last30_volume__pct,lo,0.2,10,161,0.062111801242236024,3.6517545928663155,1.786398353341527,50.31055900621118,19.06383565270702
R0607,pair,ret3_pct__pct,hi,0.95,trend3_20__pct,hi,0.8,87,1007,0.08639523336643495,5.079456462986939,0.5582415665282455,49.056603773584904,19.023269782324842
R2585,pair,first60_ret_pct__pct,lo,0.05,day_range_pct__pct,hi,0.9,23,446,0.0515695067264574,3.0319388469470776,1.7958254469790398,48.87892376681614,18.8989348389998
R1289,pair,ret3_pct__pct,hi,0.8,turnover__pct,lo,0.2,33,696,0.04741379310344827,2.7876109413647603,1.7423584486423787,51.43678160919541,18.894009792169687
R2533,pair,last60_volume__pct,lo,0.05,turn_pct_252__pct,hi,0.8,6,120,0.05,2.9396624472573842,3.3906400924966844,53.333333333333336,18.7928606154364
R1214,pair,ret2_pct__pct,hi,0.95,last60_volume__pct,lo,0.2,10,151,0.06622516556291391,3.8935926453740186,1.6176893663619867,49.668874172185426,18.792858372214216
R3400,pair,intra_ret_pct__pct,lo,0.1,intra_range_pct__pct,hi,0.9,26,670,0.03880597014925373,2.281529063543044,2.63045142556696,52.23880597014925,18.73546039870222
R0665,pair,ret3_pct__pct,hi,0.95,turnover__pct,lo,0.2,8,79,0.10126582278481013,5.95374672862255,1.0107541069073898,50.63291139240506,18.683366321107762
R2618,pair,day_volume_1m__pct,lo,0.05,turn_pct_252__pct,hi,0.7,10,185,0.05405405405405406,3.1780134564944693,2.0715231282526805,52.43243243243243,18.660754262825524
R2500,pair,intra_range_pct__pct,hi,0.7,intra_ret_pct__pct,lo,0.2,85,2411,0.035255080879303194,2.0727607467181888,2.3057898230635288,51.88718374118623,18.638585235336798
R2090,pair,last60_ret_pct__pct,lo,0.05,last60_volume__pct,lo,0.2,16,285,0.056140350877192984,3.300673624990747,1.7369876465967624,49.122807017543856,18.606537976648447
R0478,pair,ret5_pct__pct,hi,0.95,ret2_pct__pct,hi,0.9,61,812,0.07512315270935961,4.416734218785725,0.7473571578158222,49.50738916256158,18.518320808934956
R2018,pair,ret10_pct__pct,hi,0.9,last60_vol_pct__pct,lo,0.3,62,1180,0.05254237288135593,3.0891368089823357,1.1977380850491592,50.76271186440678,18.424164628970072
R2835,pair,first60_ret_pct__pct,lo,0.1,day_range_pct__pct,hi,0.9,28,630,0.044444444444444446,2.613033286451008,2.0284481897528073,50.63492063492063,18.386477380885857
R1568,pair,first15_ret_pct__pct,lo,0.1,intra_range_pct__pct,hi,0.8,44,989,0.044489383215369056,2.6156753827972676,1.7315122026486065,51.36501516683518,18.30562714189347
R0881,pair,trend3_20__pct,hi,0.9,last60_volume__pct,lo,0.2,21,360,0.058333333333333334,3.429606188466948,1.4159519786714097,50.27777777777778,18.30486939102663
R0804,pair,ret3_pct__pct,hi,0.9,last60_volume__pct,lo,0.2,23,405,0.056790123456790124,3.3388758660207323,1.4282569188907288,50.37037037037037,18.28890705755228
R2447,pair,day_range_pct__pct,hi,0.7,intra_ret_pct__pct,lo,0.2,86,2469,0.034831915755366545,2.0478814942416768,2.2990271423529354,51.96435803969218,18.231388622944163
R1586,pair,first15_ret_pct__pct,lo,0.1,day_range_pct__pct,hi,0.9,27,570,0.04736842105263158,2.7849433710859426,1.8281377678220332,50.35087719298246,18.221404049238515
R2701,pair,vol_avg20__pct,lo,0.2,turn_pct_252__pct,hi,0.7,58,1403,0.041339985744832504,2.4305120732847936,1.791330350070931,52.24518888096935,18.20540549777114
R0570,pair,trend3_20__pct,hi,0.95,turn_pct_252__pct,hi,0.8,58,1012,0.05731225296442688,3.3695735561448275,1.0762589766623576,49.209486166007906,18.204428402561767
R2055,pair,last60_ret_pct__pct,lo,0.05,vol_avg3__pct,lo,0.05,7,78,0.08974358974358974,5.276317213026074,1.3781319649361536,46.15384615384615,18.135347218420428
R1211,pair,ret2_pct__pct,hi,0.95,up_day_streak__pct,hi,0.9,46,515,0.08932038834951456,5.251435828110278,0.6010625927074759,49.320388349514566,18.107728665622272
R1342,pair,trend3_20__pct,hi,0.8,last15_volume__pct,lo,0.05,9,161,0.055900621118012424,3.286579133579684,2.1220482955693005,52.79503105590062,18.072750536988103
R1076,pair,ret5_pct__pct,hi,0.9,last60_vol_pct__pct,lo,0.1,35,519,0.0674373795761079,3.9648626456265297,1.0211989366551577,49.71098265895954,18.059722773098215
R3401,pair,intra_ret_pct__pct,lo,0.1,last15_ret_pct__pct,hi,0.8,16,444,0.036036036036036036,2.1186756376629794,3.313154737244074,54.054054054054056,18.056362450007096
R1637,pair,ret10_pct__pct,hi,0.8,open_gap_pct__pct,lo,0.05,18,304,0.05921052631578947,3.4811792138574282,1.4214091941108713,50.6578947368421,18.002039730836028
R2960,pair,last15_volume__pct,lo,0.1,turn_pct_252__pct,hi,0.8,11,277,0.039711191335740074,2.334749958110558,3.0109447544511547,55.5956678700361,17.762538575196803
R3117,pair,intra_range_pct__pct,hi,0.8,intra_ret_pct__pct,lo,0.1,43,1261,0.03409992069785884,2.0048451265990086,2.7004673248863846,53.5289452815226,17.711279658520375
R0818,pair,trend3_20__pct,hi,0.9,ret3_pct__pct,hi,0.8,92,1428,0.06442577030812324,3.7878003522083934,0.8226710922940591,48.87955182072829,17.686025262126666
R1031,pair,ret5_pct__pct,hi,0.9,down_day_streak__pct,lo,0.2,29,392,0.07397959183673469,4.349500559717558,1.0097199118517626,49.234693877551024,17.641735638072763
R2600,pair,first60_ret_pct__pct,lo,0.05,intra_range_pct__pct,hi,0.9,22,415,0.05301204819277108,3.1167505464897562,1.655282697795006,47.71084337349398,17.624797148411393
R0738,pair,ret3_pct__pct,hi,0.9,trend3_20__pct,hi,0.9,79,1092,0.07234432234432235,4.253357753357753,0.703900684212912,48.80952380952381,17.611248814306386
R0572,pair,trend3_20__pct,hi,0.95,turn_pct_252__pct,hi,0.9,43,793,0.05422446406052964,3.188032414427932,1.2105160824649064,50.1891551071879,17.584734880702722
