config_id,entry_date,signal_date,n_positions,symbols,avg_clone_score,avg_rules_fired,avg_symbol_prior,high_tier_only,top_n,min_rules,rule_weight,profile_weight,symbol_prior_weight,exit_time,exit_reason,ret5x_pct,ret1x_pct,gross_rs,charges_rs,position_rets
C000,2025-05-09,2025-05-08,10,"ENDURANCE,ELECON,CEATLTD,BLUEDART,JYOTICNC,BSE,SCHAEFFLER,APLAPOLLO,AEGISLOG,TMPV",3844.542372820393,68.7,0.22507535721276178,1,10,0,1.0,2.0,4.0,15:29,EOD,13.841041590498387,2.7682083180996773,70573.99999999953,1368.7920475076,"3.8882,3.9667,4.6204,2.2558,-1.5158,1.5463,2.2099,2.7474,2.4551,6.1908"
C000,2025-05-12,2025-05-09,10,"ENDURANCE,INTELLECT,APARINDS,MRF,CCL,CONCORDBIO,NEULANDLAB,ELECON,TBOTEK,NETWEB",1109.1374900902053,43.4,0.32114601683303967,1,10,0,1.0,2.0,4.0,14:41,TRAIL,2.6716855902262147,0.534337118045243,14671.650000000373,1313.2220488693,"0.3815,3.8555,-0.2294,-0.2635,-0.7210,-1.6881,-0.2935,0.4477,-1.0673,5.3175"
C000,2025-05-13,2025-05-12,10,"YESBANK,KPRMILL,CONCORDBIO,ENDURANCE,ZEEL,TMPV,IKS,SPLPETRO,SOLARINDS,NIVABUPA",696.8824143830436,29.6,0.25808377373262864,1,10,0,1.0,2.0,4.0,15:29,EOD,5.606831652979126,1.121366330595825,29390.35999999987,1356.20173510424,"2.0976,-2.6271,-0.9716,2.3022,4.6019,-1.7330,6.6393,-0.8468,2.2104,0.1886"
C000,2025-05-14,2025-05-13,10,"CHALET,GABRIEL,FORCEMOT,PTCIL,RPOWER,INTELLECT,WELSPUNLIV,GALLANTT,POWERINDIA,KPRMILL",515.1537862574713,22.6,0.23662080921622905,1,10,0,1.0,2.0,4.0,15:29,EOD,12.453374722422321,2.4906749444844642,63630.4299999997,1363.5563878881,"5.0801,1.2361,-1.8323,8.9364,1.4871,7.0330,-1.3180,0.9247,4.2507,0.0000"
C000,2025-05-15,2025-05-14,10,"BDL,MAPMYINDIA,ECLERX,SYRMA,HONAUT,FORCEMOT,ESCORTS,RPOWER,SHREECEM,BLUEJET",565.5058515251474,24.0,0.1662810726169505,1,10,0,1.0,2.0,4.0,15:29,EOD,14.944707013261324,2.988941402652265,76081.79999999981,1358.2649336932,"2.2092,2.6879,9.4141,0.2847,3.7169,5.4336,0.2801,-0.6742,1.3391,6.4639"
C000,2025-05-16,2025-05-15,10,"CRAFTSMAN,AIIL,HBLENGINE,3MINDIA,TITAGARH,POWERINDIA,SAGILITY,NEULANDLAB,JUBLFOOD,GALLANTT",663.329557204778,28.8,0.3052078964292705,1,10,0,1.0,2.0,4.0,15:29,EOD,6.360900370001279,1.2721800740002558,33155.04000000004,1350.5381499936402,"-0.8075,-0.3014,-1.2647,0.2703,12.3153,-0.7233,4.3507,-0.0905,-1.7536,1.2781"
C000,2025-05-19,2025-05-16,10,"PTCIL,CEMPRO,LINDEINDIA,TEGA,ABBOTINDIA,SHREECEM,AIIL,PAGEIND,HBLENGINE,BDL",857.3831234643949,33.9,0.26996099320526806,1,10,0,1.0,2.0,4.0,09:39,HARD_STOP,-3.112322119248097,-0.6224644238496194,-14230.450000000186,1331.1605962402998,"-4.0000,-1.4336,1.1250,0.6201,-0.5519,-1.2810,0.5078,1.1494,0.9288,-2.8685"
C000,2025-05-20,2025-05-19,10,"COCHINSHIP,GRSE,ECLERX,MAZDOCK,NEULANDLAB,APARINDS,KIRLOSENG,JSWDULUX,DATAPATTNS,IFCI",1055.074672266632,43.2,0.2585711489528283,1,10,0,1.0,2.0,4.0,09:16,HARD_STOP,-8.350014880072683,-1.6700029760145365,-40413.799999999814,1336.2744003636,"-2.2811,-3.6393,-0.7859,-1.9391,0.5968,-1.2167,-0.8317,-1.7386,-1.8386,-2.5573"
C000,2025-05-21,2025-05-20,10,"ZENTEC,UTIAMC,BBTC,KPRMILL,IDBI,NLCINDIA,REDINGTON,INTELLECT,UNIONBANK,ABBOTINDIA",3114.6008597496825,56.5,0.1611763554511646,1,10,0,1.0,2.0,4.0,09:17,HARD_STOP,-3.8180703865224457,-0.7636140773044892,-17744.85999999987,1345.4919326123597,"-2.6965,-0.7599,-1.7954,0.3853,-0.5761,-1.5214,-1.1288,1.2905,-0.4261,0.1135"
C000,2025-05-22,2025-05-21,10,"PFIZER,NEWGEN,CCL,ZENTEC,ABBOTINDIA,JSWDULUX,BBTC,ECLERX,BAJAJHLDNG,GRAPHITE",1023.8817264866029,42.3,0.13811900567625757,1,10,0,1.0,2.0,4.0,15:29,EOD,-0.3879716694436227,-0.07759433388872454,-601.5499999998137,1338.3083472182998,"2.9443,-1.2697,1.0037,0.0691,-1.0350,0.4250,-0.8497,-0.3489,0.4413,-1.7146"
