poll_ist,fn,symbol,exchange,periodicity,bars,newest_bar_ist,close,oi,volume,reply_ms,error
2026-09-23 10:46:39,GetExchangeSnapshot,NFO,NFO,1minute,3525,2026-09-23 10:31:00,3175,754529,3525,26959,
2026-09-23 10:48:19,GetHistory,NIFTY 50,NSE_IDX,1minute,85,2026-09-23 10:33:00,23402.75,0,0,1249,
2026-09-23 10:48:20,GetHistory,RELIANCE,NSE,1minute,79,2026-09-23 10:33:00,1243.8,0,41039,866,
2026-09-23 10:48:24,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,79,2026-09-23 10:33:00,23428.4,16257280,4875,3921,
2026-09-23 10:48:25,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,79,2026-09-23 10:33:00,163.3,4536805,353210,683,
2026-09-23 10:48:52,GetExchangeSnapshot,NFO,NFO,1minute,3236,2026-09-23 10:33:00,2919,692370,3236,26652,
2026-09-23 10:49:15,GetExchangeSnapshot,NSE,NSE,1minute,1773,2026-09-23 10:34:00,2,333344,1773,23179,
2026-09-23 10:49:43,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,56698.0,1901490,13680,2168,
2026-09-23 10:49:45,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,23436.9,16241615,101725,1538,
2026-09-23 10:49:46,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,1247.0,113220000,283000,1450,
2026-09-23 10:49:47,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,58,2026-09-23 10:30:00,624.55,150210,53970,963,
2026-09-23 10:49:51,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,58,2026-09-23 10:30:00,149.7,309870,79830,3795,
2026-09-23 10:49:52,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,58,2026-09-23 10:30:00,166.95,4061785,4638465,1000,
2026-09-23 10:49:54,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,58,2026-09-23 10:30:00,80.8,7210060,4781920,1478,
2026-09-23 10:49:56,GetHistory,HDFCBANK,NSE,15minute,60,2026-09-23 10:30:00,740.7,0,714761,2270,
2026-09-23 10:49:58,GetHistory,RELIANCE,NSE,15minute,60,2026-09-23 10:30:00,1244.2,0,226457,2404,
2026-09-23 10:50:05,GetHistory,NIFTY 50,NSE_IDX,15minute,104,2026-09-23 10:30:00,23412.4,0,0,6338,
2026-09-23 10:50:08,GetHistory,NIFTY BANK,NSE_IDX,15minute,104,2026-09-23 10:30:00,56546.45,0,0,3321,
2026-09-23 10:50:50,GetHistory,NIFTY 50,NSE_IDX,1minute,87,2026-09-23 10:35:00,23396.2,0,0,3466,
2026-09-23 10:50:51,GetHistory,RELIANCE,NSE,1minute,81,2026-09-23 10:35:00,1244.0,0,24404,574,
2026-09-23 10:50:52,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,81,2026-09-23 10:35:00,23416.5,16257995,2470,1491,
2026-09-23 10:50:53,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,81,2026-09-23 10:35:00,156.8,4357145,281840,650,
2026-09-23 10:51:19,GetExchangeSnapshot,NFO,NFO,1minute,3229,2026-09-23 10:36:00,2894,691087,3229,26472,
2026-09-23 10:53:09,GetHistory,NIFTY 50,NSE_IDX,1minute,90,2026-09-23 10:38:00,23410.25,0,0,1866,
2026-09-23 10:53:09,GetHistory,RELIANCE,NSE,1minute,84,2026-09-23 10:38:00,1244.4,0,13179,812,
2026-09-23 10:53:11,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,84,2026-09-23 10:38:00,23432.3,16242265,54015,1275,
2026-09-23 10:53:12,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,84,2026-09-23 10:38:00,165.35,4214925,419510,1088,
2026-09-23 10:53:38,GetExchangeSnapshot,NFO,NFO,1minute,3325,2026-09-23 10:38:00,2995,711175,3325,26690,
2026-09-23 10:54:01,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,56698.0,1901490,13680,2418,
2026-09-23 10:54:03,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,23436.9,16241615,101725,1663,
2026-09-23 10:54:07,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,1247.0,113220000,283000,4198,
2026-09-23 10:54:08,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,58,2026-09-23 10:30:00,624.55,150210,53970,1015,
2026-09-23 10:54:09,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,58,2026-09-23 10:30:00,149.7,309870,79830,1205,
2026-09-23 10:54:13,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,58,2026-09-23 10:30:00,166.95,4061785,4638465,3432,
2026-09-23 10:54:14,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,58,2026-09-23 10:30:00,80.8,7210060,4781920,1399,
2026-09-23 10:54:17,GetHistory,HDFCBANK,NSE,15minute,60,2026-09-23 10:30:00,740.7,0,714761,3416,
2026-09-23 10:54:20,GetHistory,RELIANCE,NSE,15minute,60,2026-09-23 10:30:00,1244.2,0,226457,2397,
2026-09-23 10:54:23,GetHistory,NIFTY 50,NSE_IDX,15minute,104,2026-09-23 10:30:00,23412.4,0,0,3263,
2026-09-23 10:54:28,GetHistory,NIFTY BANK,NSE_IDX,15minute,104,2026-09-23 10:30:00,56546.45,0,0,4733,
2026-09-23 10:54:29,GetHistory,NIFTY 50,NSE_IDX,1minute,91,2026-09-23 10:39:00,23410.1,0,0,953,
2026-09-23 10:54:30,GetHistory,RELIANCE,NSE,1minute,85,2026-09-23 10:39:00,1244.4,0,11782,815,
2026-09-23 10:54:31,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,85,2026-09-23 10:39:00,23432.0,16241810,2015,1326,
2026-09-23 10:54:32,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,85,2026-09-23 10:39:00,165.0,4205500,200655,1041,
2026-09-23 10:55:00,GetExchangeSnapshot,NFO,NFO,1minute,3377,2026-09-23 10:39:00,3038,722303,3377,27905,
2026-09-23 10:55:23,GetExchangeSnapshot,NSE,NSE,1minute,1719,2026-09-23 10:40:00,2,323388,1719,23299,
2026-09-23 10:56:05,GetHistory,NIFTY 50,NSE_IDX,1minute,93,2026-09-23 10:41:00,23408.15,0,0,2609,
2026-09-23 10:56:05,GetHistory,RELIANCE,NSE,1minute,87,2026-09-23 10:41:00,1244.1,0,21363,721,
2026-09-23 10:56:07,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,87,2026-09-23 10:41:00,23430.0,16242655,3120,1275,
2026-09-23 10:56:08,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,87,2026-09-23 10:41:00,162.75,4126070,170365,1196,
2026-09-23 10:56:35,GetExchangeSnapshot,NFO,NFO,1minute,3320,2026-09-23 10:41:00,2973,710286,3320,27254,
2026-09-23 10:58:16,GetHistory,NIFTY 50,NSE_IDX,1minute,95,2026-09-23 10:43:00,23409.0,0,0,1583,
2026-09-23 10:58:20,GetHistory,RELIANCE,NSE,1minute,89,2026-09-23 10:43:00,1244.1,0,24379,3775,
2026-09-23 10:58:21,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,89,2026-09-23 10:43:00,23430.1,16242200,2275,1134,
2026-09-23 10:58:25,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,89,2026-09-23 10:43:00,165.4,4100850,69745,3670,
2026-09-23 10:58:52,GetExchangeSnapshot,NFO,NFO,1minute,3332,2026-09-23 10:43:00,2986,712873,3332,27464,
2026-09-23 10:59:15,GetExchangeSnapshot,NSE,NSE,1minute,1733,2026-09-23 10:44:00,2,325914,1733,23141,
2026-09-23 10:59:35,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,56698.0,1901490,13680,1992,
2026-09-23 10:59:39,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,23436.9,16241615,101725,4637,
2026-09-23 10:59:41,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,58,2026-09-23 10:30:00,1247.0,113220000,283000,1965,
2026-09-23 10:59:42,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,58,2026-09-23 10:30:00,624.55,150210,53970,1079,
2026-09-23 10:59:44,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,58,2026-09-23 10:30:00,149.7,309870,79830,1228,
2026-09-23 10:59:45,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,58,2026-09-23 10:30:00,166.95,4061785,4638465,945,
2026-09-23 10:59:46,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,58,2026-09-23 10:30:00,80.8,7210060,4781920,1466,
2026-09-23 10:59:48,GetHistory,HDFCBANK,NSE,15minute,60,2026-09-23 10:30:00,740.7,0,714761,2368,
2026-09-23 10:59:53,GetHistory,RELIANCE,NSE,15minute,60,2026-09-23 10:30:00,1244.2,0,226457,4552,
2026-09-23 10:59:56,GetHistory,NIFTY 50,NSE_IDX,15minute,104,2026-09-23 10:30:00,23412.4,0,0,3378,
2026-09-23 11:00:00,GetHistory,NIFTY BANK,NSE_IDX,15minute,104,2026-09-23 10:30:00,56546.45,0,0,3259,
2026-09-23 11:00:49,GetHistory,NIFTY 50,NSE_IDX,1minute,97,2026-09-23 10:45:00,23416.85,0,0,1673,
2026-09-23 11:00:50,GetHistory,RELIANCE,NSE,1minute,91,2026-09-23 10:45:00,1244.2,0,7006,942,
2026-09-23 11:00:51,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,91,2026-09-23 10:45:00,23439.2,16241160,6565,799,
2026-09-23 11:00:52,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,91,2026-09-23 10:45:00,169.35,4039425,455065,1401,
2026-09-23 11:01:19,GetExchangeSnapshot,NFO,NFO,1minute,3233,2026-09-23 10:46:00,2909,692188,3233,26899,
2026-09-23 11:03:09,GetHistory,NIFTY 50,NSE_IDX,1minute,100,2026-09-23 10:48:00,23419.95,0,0,1171,
2026-09-23 11:03:10,GetHistory,RELIANCE,NSE,1minute,94,2026-09-23 10:48:00,1244.1,0,14603,1431,
2026-09-23 11:03:13,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,94,2026-09-23 10:48:00,23438.0,16241225,2275,2838,
2026-09-23 11:03:14,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,94,2026-09-23 10:48:00,169.5,3878810,268450,703,
2026-09-23 11:03:41,GetExchangeSnapshot,NFO,NFO,1minute,3225,2026-09-23 10:48:00,2891,690192,3225,27204,
2026-09-23 11:04:04,GetExchangeSnapshot,NSE,NSE,1minute,1707,2026-09-23 10:49:00,2,321137,1707,23367,
2026-09-23 11:06:53,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,56714.2,1900200,15360,2860,
2026-09-23 11:06:54,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,23432.5,16242655,66690,1560,
2026-09-23 11:06:59,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,1247.3,113210500,443500,4108,
2026-09-23 11:07:01,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,59,2026-09-23 10:45:00,641.1,138660,67740,2656,
2026-09-23 11:07:02,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,59,2026-09-23 10:45:00,145.75,313830,64380,1271,
2026-09-23 11:07:03,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,59,2026-09-23 10:45:00,166.25,3617055,3403530,929,
2026-09-23 11:07:05,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,59,2026-09-23 10:45:00,81.0,7347990,3504085,1579,
2026-09-23 11:07:07,GetHistory,HDFCBANK,NSE,15minute,61,2026-09-23 10:45:00,740.65,0,1007922,2475,
2026-09-23 11:07:10,GetHistory,RELIANCE,NSE,15minute,61,2026-09-23 10:45:00,1244.7,0,247855,2420,
2026-09-23 11:07:14,GetHistory,NIFTY 50,NSE_IDX,15minute,105,2026-09-23 10:45:00,23415.5,0,0,3947,
2026-09-23 11:07:17,GetHistory,NIFTY BANK,NSE_IDX,15minute,105,2026-09-23 10:45:00,56596.7,0,0,3389,
2026-09-23 11:07:18,GetHistory,NIFTY 50,NSE_IDX,1minute,104,2026-09-23 10:52:00,23415.65,0,0,790,
2026-09-23 11:07:22,GetHistory,RELIANCE,NSE,1minute,98,2026-09-23 10:52:00,1244.4,0,15521,4051,
2026-09-23 11:07:23,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,98,2026-09-23 10:52:00,23439.0,16240640,1170,866,
2026-09-23 11:07:24,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,98,2026-09-23 10:52:00,166.5,3766620,234390,979,
2026-09-23 11:07:51,GetExchangeSnapshot,NFO,NFO,1minute,3332,2026-09-23 10:52:00,2990,713502,3332,27059,
2026-09-23 11:08:15,GetExchangeSnapshot,NSE,NSE,1minute,1765,2026-09-23 10:53:00,2,331827,1765,23744,
2026-09-23 11:08:55,GetHistory,NIFTY 50,NSE_IDX,1minute,105,2026-09-23 10:53:00,23418.65,0,0,1293,
2026-09-23 11:08:56,GetHistory,RELIANCE,NSE,1minute,99,2026-09-23 10:53:00,1244.6,0,45571,983,
2026-09-23 11:08:57,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,99,2026-09-23 10:53:00,23442.9,16240315,5460,973,
2026-09-23 11:08:57,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,99,2026-09-23 10:53:00,170.35,3782935,191035,989,
2026-09-23 11:09:25,GetExchangeSnapshot,NFO,NFO,1minute,3336,2026-09-23 10:54:00,2980,714369,3336,27066,
2026-09-23 11:11:04,GetHistory,NIFTY 50,NSE_IDX,1minute,108,2026-09-23 10:56:00,23420.3,0,0,1411,
2026-09-23 11:11:05,GetHistory,RELIANCE,NSE,1minute,102,2026-09-23 10:56:00,1245.2,0,19597,749,
2026-09-23 11:11:07,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,102,2026-09-23 10:56:00,23441.3,16241355,8970,1405,
2026-09-23 11:11:08,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,102,2026-09-23 10:56:00,169.1,3640130,479375,901,
2026-09-23 11:11:35,GetExchangeSnapshot,NFO,NFO,1minute,3360,2026-09-23 10:56:00,3010,719514,3360,27052,
2026-09-23 11:11:58,GetExchangeSnapshot,NSE,NSE,1minute,1708,2026-09-23 10:56:00,2,321232,1708,23307,
2026-09-23 11:12:09,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,56714.2,1900200,15360,1992,
2026-09-23 11:12:10,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,23432.5,16242655,66690,1413,
2026-09-23 11:12:11,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,59,2026-09-23 10:45:00,1247.3,113210500,443500,1350,
2026-09-23 11:12:12,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,59,2026-09-23 10:45:00,641.1,138660,67740,954,
2026-09-23 11:12:17,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,59,2026-09-23 10:45:00,145.75,313830,64380,4351,
2026-09-23 11:12:18,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,59,2026-09-23 10:45:00,166.25,3617055,3403530,810,
2026-09-23 11:12:19,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,59,2026-09-23 10:45:00,81.0,7347990,3504085,1542,
2026-09-23 11:12:21,GetHistory,HDFCBANK,NSE,15minute,61,2026-09-23 10:45:00,740.65,0,1007922,2280,
2026-09-23 11:12:24,GetHistory,RELIANCE,NSE,15minute,61,2026-09-23 10:45:00,1244.7,0,247855,2313,
2026-09-23 11:12:30,GetHistory,NIFTY 50,NSE_IDX,15minute,105,2026-09-23 10:45:00,23415.5,0,0,6751,
2026-09-23 11:12:34,GetHistory,NIFTY BANK,NSE_IDX,15minute,105,2026-09-23 10:45:00,56596.7,0,0,3325,
2026-09-23 11:13:14,GetHistory,NIFTY 50,NSE_IDX,1minute,110,2026-09-23 10:58:00,23415.75,0,0,1274,
2026-09-23 11:13:15,GetHistory,RELIANCE,NSE,1minute,104,2026-09-23 10:58:00,1244.6,0,8943,978,
2026-09-23 11:13:16,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,104,2026-09-23 10:58:00,23438.0,16239080,2860,990,
2026-09-23 11:13:17,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,104,2026-09-23 10:58:00,167.4,3636230,122070,983,
2026-09-23 11:13:45,GetExchangeSnapshot,NFO,NFO,1minute,3286,2026-09-23 10:58:00,2938,703806,3286,27153,
2026-09-23 11:15:33,GetHistory,NIFTY 50,NSE_IDX,1minute,112,2026-09-23 11:00:00,23416.65,0,0,1354,
2026-09-23 11:15:34,GetHistory,RELIANCE,NSE,1minute,106,2026-09-23 11:00:00,1244.7,0,13185,980,
2026-09-23 11:15:35,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,106,2026-09-23 11:00:00,23435.0,16241615,1950,975,
2026-09-23 11:15:36,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,106,2026-09-23 11:00:00,167.05,3619395,146250,985,
2026-09-23 11:16:19,GetExchangeSnapshot,NFO,NFO,1minute,,,,,,42785,gdf: connection lost (gaierror)
2026-09-23 11:16:30,GetExchangeSnapshot,NSE,NSE,1minute,,,,,,11067,gdf: connection lost (gaierror)
2026-09-23 11:17:25,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,56735.0,1894170,17640,3363,
2026-09-23 11:17:26,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,23450.2,16244670,58305,1492,
2026-09-23 11:17:27,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,1248.0,113190500,175500,1353,
2026-09-23 11:17:31,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,60,2026-09-23 11:00:00,649.3,136140,18570,3428,
2026-09-23 11:17:32,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,60,2026-09-23 11:00:00,140.25,313440,66930,1181,
2026-09-23 11:17:34,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,60,2026-09-23 11:00:00,175.7,3307525,2892305,2262,
2026-09-23 11:17:36,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,60,2026-09-23 11:00:00,75.85,7412665,3224065,1347,
2026-09-23 11:17:38,GetHistory,HDFCBANK,NSE,15minute,62,2026-09-23 11:00:00,742.0,0,1596106,2405,
2026-09-23 11:17:40,GetHistory,RELIANCE,NSE,15minute,62,2026-09-23 11:00:00,1246.5,0,431940,2394,
2026-09-23 11:17:45,GetHistory,NIFTY 50,NSE_IDX,15minute,106,2026-09-23 11:00:00,23436.05,0,0,4703,
2026-09-23 11:17:48,GetHistory,NIFTY BANK,NSE_IDX,15minute,106,2026-09-23 11:00:00,56609.6,0,0,3296,
2026-09-23 11:18:10,GetHistory,NIFTY 50,NSE_IDX,1minute,115,2026-09-23 11:03:00,23418.1,0,0,2853,
2026-09-23 11:18:11,GetHistory,RELIANCE,NSE,1minute,109,2026-09-23 11:03:00,1245.3,0,40089,772,
2026-09-23 11:18:12,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,109,2026-09-23 11:03:00,23435.0,16241810,1950,1171,
2026-09-23 11:18:16,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,109,2026-09-23 11:03:00,167.15,3631030,99580,3512,
2026-09-23 11:18:43,GetExchangeSnapshot,NFO,NFO,1minute,3200,2026-09-23 11:03:00,2849,684890,3200,27301,
2026-09-23 11:19:06,GetExchangeSnapshot,NSE,NSE,1minute,1726,2026-09-23 11:04:00,2,324669,1726,23258,
2026-09-23 11:20:16,GetHistory,NIFTY 50,NSE_IDX,1minute,117,2026-09-23 11:05:00,23421.9,0,0,1603,
2026-09-23 11:20:17,GetHistory,RELIANCE,NSE,1minute,111,2026-09-23 11:05:00,1246.4,0,80003,866,
2026-09-23 11:20:18,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,111,2026-09-23 11:05:00,23444.0,16242785,2015,1204,
2026-09-23 11:20:22,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,111,2026-09-23 11:05:00,169.2,3604380,172055,3493,
2026-09-23 11:20:49,GetExchangeSnapshot,NFO,NFO,1minute,3499,2026-09-23 11:05:00,3166,748642,3499,27381,
2026-09-23 11:22:30,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,56735.0,1894170,17640,2014,
2026-09-23 11:22:32,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,23450.2,16244670,58305,1649,
2026-09-23 11:22:33,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,1248.0,113190500,175500,1605,
2026-09-23 11:22:34,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,60,2026-09-23 11:00:00,649.3,136140,18570,1118,
2026-09-23 11:22:38,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,60,2026-09-23 11:00:00,140.25,313440,66930,3903,
2026-09-23 11:22:39,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,60,2026-09-23 11:00:00,175.7,3307525,2892305,1016,
2026-09-23 11:22:41,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,60,2026-09-23 11:00:00,75.85,7412665,3224065,1573,
2026-09-23 11:22:43,GetHistory,HDFCBANK,NSE,15minute,62,2026-09-23 11:00:00,742.0,0,1596106,2485,
2026-09-23 11:22:46,GetHistory,RELIANCE,NSE,15minute,62,2026-09-23 11:00:00,1246.5,0,431940,2510,
2026-09-23 11:22:50,GetHistory,NIFTY 50,NSE_IDX,15minute,106,2026-09-23 11:00:00,23436.05,0,0,4362,
2026-09-23 11:22:54,GetHistory,NIFTY BANK,NSE_IDX,15minute,106,2026-09-23 11:00:00,56609.6,0,0,3439,
2026-09-23 11:22:55,GetHistory,NIFTY 50,NSE_IDX,1minute,119,2026-09-23 11:07:00,23430.8,0,0,1196,
2026-09-23 11:22:59,GetHistory,RELIANCE,NSE,1minute,113,2026-09-23 11:07:00,1247.0,0,20954,3960,
2026-09-23 11:23:00,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,113,2026-09-23 11:07:00,23444.9,16243110,16380,1190,
2026-09-23 11:23:01,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,114,2026-09-23 11:08:00,171.85,3456310,156000,1188,
2026-09-23 11:23:29,GetExchangeSnapshot,NFO,NFO,1minute,3287,2026-09-23 11:08:00,2945,704105,3287,27892,
2026-09-23 11:23:53,GetExchangeSnapshot,NSE,NSE,1minute,1717,2026-09-23 11:08:00,2,322917,1717,24014,
2026-09-23 11:24:34,GetHistory,NIFTY 50,NSE_IDX,1minute,121,2026-09-23 11:09:00,23427.0,0,0,1651,
2026-09-23 11:24:35,GetHistory,RELIANCE,NSE,1minute,115,2026-09-23 11:09:00,1245.8,0,13166,963,
2026-09-23 11:24:36,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,115,2026-09-23 11:09:00,23448.0,16243760,3640,1216,
2026-09-23 11:24:37,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,115,2026-09-23 11:09:00,171.7,3464760,157820,1096,
2026-09-23 11:25:05,GetExchangeSnapshot,NFO,NFO,1minute,3274,2026-09-23 11:09:00,2933,700956,3274,28241,
2026-09-23 11:26:45,GetHistory,NIFTY 50,NSE_IDX,1minute,123,2026-09-23 11:11:00,23430.0,0,0,1622,
2026-09-23 11:26:50,GetHistory,RELIANCE,NSE,1minute,117,2026-09-23 11:11:00,1246.2,0,27919,4230,
2026-09-23 11:26:51,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,117,2026-09-23 11:11:00,23449.0,16245775,3250,1115,
2026-09-23 11:26:52,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,117,2026-09-23 11:11:00,173.75,3420430,189865,1092,
2026-09-23 11:27:20,GetExchangeSnapshot,NFO,NFO,1minute,3122,2026-09-23 11:12:00,2779,668696,3122,28386,
2026-09-23 11:27:44,GetExchangeSnapshot,NSE,NSE,1minute,1661,2026-09-23 11:12:00,2,312299,1661,23710,
2026-09-23 11:27:56,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,56735.0,1894170,17640,3499,
2026-09-23 11:27:58,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,23450.2,16244670,58305,1546,
2026-09-23 11:28:01,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,60,2026-09-23 11:00:00,1248.0,113190500,175500,3251,
2026-09-23 11:28:02,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,60,2026-09-23 11:00:00,649.3,136140,18570,1131,
2026-09-23 11:28:03,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,60,2026-09-23 11:00:00,140.25,313440,66930,1365,
2026-09-23 11:28:08,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,60,2026-09-23 11:00:00,175.7,3307525,2892305,4479,
2026-09-23 11:28:09,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,60,2026-09-23 11:00:00,75.85,7412665,3224065,1446,
2026-09-23 11:28:12,GetHistory,HDFCBANK,NSE,15minute,62,2026-09-23 11:00:00,742.0,0,1596106,2480,
2026-09-23 11:28:14,GetHistory,RELIANCE,NSE,15minute,62,2026-09-23 11:00:00,1246.5,0,431940,2407,
2026-09-23 11:28:17,GetHistory,NIFTY 50,NSE_IDX,15minute,106,2026-09-23 11:00:00,23436.05,0,0,3315,
