date,month,n_stocks,portfolio_ret_pct_cash,portfolio_pnl_rs,basket_MFE_pct,basket_MAE_pct,basket_EOD_pct,armed,capture_pct,hit_+1pct,basket_exit_reason
2024-07-31,2024-07,5,1.479,1457.0,2.098,0.101,1.797,YES,71.0,YES,mixed/stops
2024-08-01,2024-08,5,1.66,1640.0,3.222,0.257,1.914,YES,52.0,YES,TRAIL
2024-08-02,2024-08,5,2.042,1984.0,4.754,0.007,4.503,YES,43.0,YES,TRAIL
2024-08-05,2024-08,5,-1.5,-1343.0,4.278,-1.923,-0.068,YES,0.0,no,BASKET_STOP
2024-08-06,2024-08,5,-0.836,-818.0,1.849,-3.054,-2.599,no,0.0,no,mixed/stops
2024-08-07,2024-08,5,0.077,70.0,2.21,-0.722,1.895,YES,3.0,no,mixed/stops
2024-08-08,2024-08,5,-1.104,-1000.0,0.059,-2.363,-2.363,no,0.0,no,mixed/stops
2024-08-09,2024-08,5,1.951,1903.0,3.423,-0.275,3.23,YES,57.0,YES,TRAIL
2024-08-12,2024-08,5,-0.783,-721.0,0.334,-2.059,-1.801,no,0.0,no,mixed/stops
2024-08-13,2024-08,5,-1.386,-1361.0,0.524,-1.527,-1.386,no,0.0,no,mixed/stops
2024-08-14,2024-08,5,1.852,1828.0,3.031,-1.266,2.762,YES,61.0,YES,mixed/stops
2024-08-16,2024-08,5,-0.076,-75.0,1.174,-0.146,1.071,no,0.0,no,mixed/stops
2024-08-19,2024-08,5,0.901,882.0,1.18,0.249,0.901,no,76.0,no,mixed/stops
2024-08-20,2024-08,5,1.903,1893.0,2.151,-0.575,1.848,YES,88.0,YES,mixed/stops
2024-08-21,2024-08,5,2.004,1965.0,3.103,-0.236,2.958,YES,65.0,YES,TRAIL
2024-08-22,2024-08,5,2.159,2083.0,3.107,-0.088,1.033,YES,69.0,YES,TRAIL
2024-08-23,2024-08,5,1.44,1421.0,1.495,-0.426,1.321,no,96.0,YES,mixed/stops
2024-08-26,2024-08,5,-0.634,-628.0,0.944,-0.797,-0.142,no,0.0,no,mixed/stops
2024-08-27,2024-08,5,2.067,2006.0,4.979,-0.246,4.59,YES,42.0,YES,TRAIL
2024-08-28,2024-08,5,0.503,482.0,2.002,-0.529,1.754,YES,25.0,no,mixed/stops
2024-08-29,2024-08,5,1.86,1805.0,2.554,0.261,1.826,YES,73.0,YES,TRAIL
2024-08-30,2024-08,5,0.07,68.0,7.432,-1.498,6.901,YES,1.0,no,mixed/stops
2024-09-02,2024-09,5,-1.204,-1155.0,0.606,-2.833,-2.569,no,0.0,no,mixed/stops
2024-09-03,2024-09,5,2.459,2393.0,3.679,0.255,2.99,YES,67.0,YES,TRAIL
2024-09-04,2024-09,5,2.068,1979.0,2.476,0.242,1.663,YES,84.0,YES,mixed/stops
2024-09-05,2024-09,5,2.876,2758.0,3.443,-0.119,3.038,YES,84.0,YES,TRAIL
2024-09-06,2024-09,5,2.214,2103.0,4.9,0.573,4.231,YES,45.0,YES,TRAIL
2024-09-09,2024-09,5,-1.5,-1447.0,0.603,-2.104,-0.375,no,0.0,no,BASKET_STOP
2024-09-10,2024-09,5,1.626,1531.0,2.07,0.408,1.943,YES,79.0,YES,mixed/stops
2024-09-11,2024-09,5,1.457,1385.0,1.425,-0.255,1.012,no,102.0,YES,mixed/stops
2024-09-12,2024-09,5,0.748,711.0,1.7,0.741,0.869,no,44.0,no,mixed/stops
2024-09-13,2024-09,5,4.988,4704.0,6.139,0.15,5.627,YES,81.0,YES,TRAIL
2024-09-16,2024-09,5,-0.425,-376.0,0.262,-1.469,-0.838,no,0.0,no,mixed/stops
2024-09-17,2024-09,5,-0.395,-372.0,1.243,-1.017,0.802,no,0.0,no,mixed/stops
2024-09-18,2024-09,5,1.684,1644.0,2.608,-0.36,1.044,YES,65.0,YES,TRAIL
2024-09-19,2024-09,5,-1.5,-1416.0,0.484,-3.944,-2.176,no,0.0,no,BASKET_STOP
2024-09-20,2024-09,5,2.645,2540.0,8.69,-0.388,8.369,YES,30.0,YES,TRAIL
2024-09-23,2024-09,5,-0.239,-211.0,1.698,-1.402,-1.093,no,0.0,no,mixed/stops
2024-09-24,2024-09,5,1.614,1518.0,2.783,0.949,2.677,YES,58.0,YES,TRAIL
2024-09-25,2024-09,5,-0.358,-335.0,0.839,-0.624,-0.11,no,0.0,no,mixed/stops
2024-09-26,2024-09,5,-0.275,-256.0,1.929,-1.625,1.689,no,0.0,no,mixed/stops
2024-09-27,2024-09,5,1.968,1844.0,2.625,0.169,0.847,YES,75.0,YES,TRAIL
2024-09-30,2024-09,5,0.156,149.0,2.464,-1.105,1.543,YES,6.0,no,mixed/stops
2024-10-01,2024-10,5,0.162,161.0,1.863,-0.472,1.739,no,9.0,no,mixed/stops
2024-10-03,2024-10,5,5.124,5051.0,5.8,0.997,4.908,YES,88.0,YES,TRAIL
2024-10-04,2024-10,5,-1.5,-1490.0,1.004,-3.835,-2.201,no,0.0,no,BASKET_STOP
