memory_days,mode,entry_date,manual_n,profitable_n,hit_n,profitable_hit_n,profitable_coverage_pct,picked_symbols,missed_profitable_symbols
3,all_prev_manual,2024-12-18,8,5,2,1,20.0,"PGEL,TITAGARH,JBMA,LATENTVIEW,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,TARIL,MANAPPURAM,BLS,POWERINDIA,MAXHEALTH,CHALET","CARTRADE,GICRE,HONASA,KFINTECH"
3,all_prev_manual,2024-12-19,8,7,3,2,28.57142857142857,"LATENTVIEW,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,CHALET,SYRMA,AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,KPRMILL","ANANTRAJ,FIVESTAR,GVT&D,NEWGEN,ZENTEC"
3,all_prev_manual,2024-12-20,8,6,7,6,100.0,"AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,POWERINDIA,KPRMILL,TECHNOE,GICRE,HONASA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D",
3,all_prev_manual,2024-12-23,7,2,6,2,100.0,"TECHNOE,KFINTECH,AEGISLOG,GICRE,CARTRADE,KPRMILL,HONASA,POWERINDIA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,ACE,KEC",
3,all_prev_manual,2024-12-24,7,5,0,0,0.0,"AEGISLOG,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,ACE,TECHNOE,GICRE,KPRMILL,KFINTECH,IPCALAB,HONASA","ACUTAAS,ELECON,HSCL,SIGNATURE,SOLARINDS"
3,all_prev_manual,2024-12-26,8,3,2,0,0.0,"ACE,AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,KPRMILL,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,HONASA,AJANTPHARM,GRSE","AWL,DEVYANI,INTELLECT"
3,all_prev_manual,2024-12-27,9,8,4,3,37.5,"ACE,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,KPRMILL,HONASA,AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,PTCIL","CAPLIPOINT,CEATLTD,DCMSHRIRAM,DEVYANI,PGEL"
3,all_prev_manual,2024-12-30,7,1,5,1,100.0,"AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,CEATLTD,DCMSHRIRAM",
3,all_prev_manual,2024-12-31,14,10,1,0,0.0,"AJANTPHARM,GRSE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,ACUTAAS,CEATLTD,DCMSHRIRAM,AMBER,SOLARINDS,HSCL,ELECON","DMART,HUDCO,LATENTVIEW,MAHABANK,OIL,RAILTEL,SAMMAANCAP,SAREGAMA,SHYAMMETL,TARIL"
3,all_prev_manual,2025-01-01,10,8,1,1,12.5,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,ACUTAAS,CEATLTD,DCMSHRIRAM,INTELLECT,AMBER,SOLARINDS,HSCL,ELECON,KFINTECH","AWL,DMART,POLYMED,SAMMAANCAP,SAREGAMA,SHYAMMETL,VIJAYA"
3,all_prev_manual,2025-01-02,10,10,4,4,40.0,"INTELLECT,AMBER,ACUTAAS,SOLARINDS,HSCL,ELECON,KFINTECH,MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL","CARTRADE,EICHERMOT,FORCEMOT,HUDCO,IGL,SUNDARMFIN"
3,all_prev_manual,2025-01-03,8,7,5,5,71.42857142857143,"MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,SUNDARMFIN,PTCIL,HUDCO,TARIL,VIJAYA,AWL","IREDA,ITI"
3,all_prev_manual,2025-01-06,7,1,4,1,100.0,"CHOLAHLDNG,SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,SUNDARMFIN,POLYMED,PTCIL,VIJAYA,FORCEMOT,OIL,HUDCO,EICHERMOT,CARTRADE",
3,all_prev_manual,2025-01-07,12,10,1,1,10.0,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI","ANANDRATHI,BDL,JSWDULUX,LLOYDSME,NAVINFLUOR,RKFORGE,SRF,UBL,VIJAYA"
3,all_prev_manual,2025-01-08,6,1,1,1,100.0,"DMART,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI,MAHABANK,HUDCO,TARIL,FORCEMOT,SUNDARMFIN,AWL,CREDITACC,SRF,JSWDULUX",
3,all_prev_manual,2025-01-09,13,11,8,7,63.63636363636363,"TARIL,FORCEMOT,SUNDARMFIN,AWL,RITES,CREDITACC,HUDCO,SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND","MARICO,NAVINFLUOR,PTCIL,UBL"
3,all_prev_manual,2025-01-10,8,2,7,2,100.0,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND,RKFORGE,NAVINFLUOR,UBL,MARICO,CONCORDBIO,PTCIL,ITI",
3,all_prev_manual,2025-01-13,10,2,10,2,100.0,"SRF,ANANDRATHI,AARTIIND,CONCORDBIO,RKFORGE,UBL,SHYAMMETL,JSWDULUX,PTCIL,VIJAYA,LLOYDSME,BDL,NAVINFLUOR,MARICO,INDIAMART",
3,all_prev_manual,2025-01-14,15,9,1,0,0.0,"SHYAMMETL,SRF,JSWDULUX,ANANDRATHI,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,RKFORGE,BDL,NAVINFLUOR,MARICO,INDIAMART,CONCORDBIO","ADANIENSOL,ADANIGREEN,GMDCLTD,HUDCO,IDEA,IRCON,NBCC,RVNL,SWANCORP"
3,all_prev_manual,2025-01-16,11,10,3,3,30.0,"SHYAMMETL,LLOYDSME,PTCIL,VIJAYA,UBL,RKFORGE,BDL,INDIAMART,SRF,JSWDULUX,CONCORDBIO,IDEA,RAILTEL,RPOWER,NBCC","GMDCLTD,HUDCO,IDBI,JWL,RVNL,SAMMAANCAP,SWANCORP"
3,all_prev_manual,2025-01-17,2,0,1,0,0.0,"SHYAMMETL,SRF,LLOYDSME,JSWDULUX,PTCIL,VIJAYA,UBL,BDL,CONCORDBIO,INDIAMART,IDEA,RAILTEL,RPOWER,NBCC,RVNL",
3,all_prev_manual,2025-01-20,10,0,5,0,0.0,"IDEA,RAILTEL,RPOWER,NBCC,RVNL,ADANIGREEN,BDL,GMDCLTD,IRCON,BLS,INOXWIND,MINDACORP,SWANCORP,ADANIENSOL,HUDCO",
3,all_prev_manual,2025-01-21,12,4,0,0,0.0,"RAILTEL,GMDCLTD,ADANIENSOL,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,INOXWIND,NBCC,HFCL,PAYTM","CGCL,MPHASIS,NAVA,ULTRACEMCO"
3,all_prev_manual,2025-01-22,15,3,4,0,0.0,"INOXWIND,NBCC,HFCL,SWANCORP,PAYTM,NIACL,JWL,MINDACORP,ADANIGREEN,RAILTEL,BSE,CGCL,ZENSARTECH,COFORGE,FIVESTAR","KEI,MPHASIS,PERSISTENT"
3,all_prev_manual,2025-01-23,12,12,4,4,33.33333333333333,"HFCL,INOXWIND,SWANCORP,PAYTM,NIACL,JWL,MINDACORP,ADANIGREEN,RAILTEL,BSE,CGCL,ZENSARTECH,COFORGE,FIVESTAR,ULTRACEMCO","AMBER,KFINTECH,LAURUSLABS,MPHASIS,NAVA,PERSISTENT,POLICYBZR,WOCKPHARMA"
3,all_prev_manual,2025-01-24,2,2,2,2,100.0,"CGCL,ZENSARTECH,COFORGE,FIVESTAR,ULTRACEMCO,MPHASIS,WOCKPHARMA,POLICYBZR,MCX,KFINTECH,KEI,NAVA,PERSISTENT,AMBER,LAURUSLABS",
3,all_prev_manual,2025-01-27,9,2,8,2,100.0,"PERSISTENT,CGCL,COFORGE,ZENSARTECH,AMBER,FIVESTAR,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KEI,NAVA,KFINTECH,MCX",
3,all_prev_manual,2025-01-28,15,6,0,0,0.0,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,FIVESTAR,MCX,BBTC","BRIGADE,GRAVITA,JMFINANCIL,KPITTECH,OLECTRA,SYRMA"
3,all_prev_manual,2025-01-29,12,12,3,3,25.0,"CGCL,FIVESTAR,PERSISTENT,ZENSARTECH,COFORGE,WOCKPHARMA,POLICYBZR,ULTRACEMCO,MCX,NAVA,BBTC,POLYMED,ZENTEC,GRAVITA,KPITTECH","GODFRYPHLP,JMFINANCIL,JUBLPHARMA,KALYANKJIL,NETWEB,NEWGEN,PGEL,SYRMA,TRENT"
3,all_prev_manual,2025-01-30,2,0,2,0,0.0,"PERSISTENT,ZENSARTECH,COFORGE,WOCKPHARMA,POLICYBZR,ULTRACEMCO,MCX,NAVA,BBTC,POLYMED,ZENTEC,GRAVITA,KPITTECH,PCBL,JMFINANCIL",
3,all_prev_manual,2025-01-31,12,11,10,10,90.9090909090909,"POLYMED,ZENTEC,GRAVITA,KPITTECH,PCBL,JMFINANCIL,JUBLFOOD,PGEL,TRENT,KALYANKJIL,BRIGADE,OLECTRA,NETWEB,GODFRYPHLP,SYRMA",PNBHOUSING
3,prof_prev_manual,2024-12-02,10,5,2,0,0.0,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB","BDL,CAMS,COCHINSHIP,GRSE,SONATSOFTW"
3,prof_prev_manual,2024-12-03,11,9,1,1,11.11111111111111,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,ADANIPOWER,NEULANDLAB,PREMIERENE,ATGL,PPLPHARMA,PGEL,HONASA","ANGELONE,BLS,HSCL,KPIL,KPITTECH,TATAELXSI,UCOBANK,ZEEL"
3,prof_prev_manual,2024-12-04,8,4,2,1,25.0,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,ADANIGREEN,OLAELEC","BLUESTARCO,FINCABLES,PNBHOUSING"
3,prof_prev_manual,2024-12-05,8,6,2,2,33.33333333333333,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,FINCABLES,PNBHOUSING","CASTROLIND,CESC,FLUOROCHEM,IGL"
3,prof_prev_manual,2024-12-06,9,7,2,2,28.57142857142857,"GRSE,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,FINCABLES,PNBHOUSING,BLUESTARCO,CASTROLIND,CESC,FLUOROCHEM","GABRIEL,INOXWIND,IREDA,MAZDOCK,MMTC"
3,prof_prev_manual,2024-12-09,9,3,6,2,66.66666666666666,"FINCABLES,PNBHOUSING,HSCL,BLUESTARCO,KPIL,CASTROLIND,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,MMTC,INOXWIND,ZEEL,IREDA",MAXHEALTH
3,prof_prev_manual,2024-12-10,7,6,1,0,0.0,"KPIL,CASTROLIND,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,MMTC,INOXWIND,ZEEL,IREDA,MAZDOCK,GABRIEL,MAXHEALTH,ITI","CLEAN,CRISIL,KPRMILL,RPOWER,SYRMA,TARIL"
3,prof_prev_manual,2024-12-11,7,4,3,1,25.0,"GRSE,MMTC,INOXWIND,ZEEL,IREDA,MAZDOCK,GABRIEL,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL","CHALET,POWERINDIA,TITAGARH"
3,prof_prev_manual,2024-12-12,10,7,6,4,57.14285714285714,"INOXWIND,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,POWERINDIA,CHALET,TITAGARH,ITI,MAPMYINDIA,SWANCORP","BLS,MANAPPURAM,PGEL"
3,prof_prev_manual,2024-12-13,9,7,5,4,57.14285714285714,"CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,POWERINDIA,CHALET,MAXHEALTH,TITAGARH,PGEL,BLS,MANAPPURAM,ITI,SWANCORP","DELHIVERY,GODFRYPHLP,JBMA"
3,prof_prev_manual,2024-12-16,9,6,7,5,83.33333333333334,"POWERINDIA,CHALET,MAXHEALTH,TITAGARH,PGEL,BLS,CRISIL,MANAPPURAM,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,SYRMA,SWANCORP,ITI",TARIL
3,prof_prev_manual,2024-12-17,7,1,2,0,0.0,"PGEL,POWERINDIA,CHALET,BLS,CRISIL,MAXHEALTH,MANAPPURAM,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,SYRMA,TARIL,TITAGARH,SWANCORP",AEGISLOG
3,prof_prev_manual,2024-12-18,8,5,3,1,20.0,"PGEL,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,AEGISLOG,JYOTICNC","CARTRADE,GICRE,HONASA,KFINTECH"
3,prof_prev_manual,2024-12-19,8,7,4,3,42.857142857142854,"TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,AEGISLOG,KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,JYOTICNC,ZENTEC,PGEL","ANANTRAJ,FIVESTAR,GVT&D,NEWGEN"
3,prof_prev_manual,2024-12-20,8,6,6,5,83.33333333333334,"AEGISLOG,KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,POWERINDIA,PGEL,BLUEJET,CRAFTSMAN",TECHNOE
3,prof_prev_manual,2024-12-23,7,2,5,1,50.0,"KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,POWERINDIA,AEGISLOG,TECHNOE,KEC,JYOTICNC",ACE
3,prof_prev_manual,2024-12-24,7,5,0,0,0.0,"FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,AEGISLOG,TECHNOE,GICRE,ACE,KFINTECH,GRAVITA,KAYNES,MANKIND","ACUTAAS,ELECON,HSCL,SIGNATURE,SOLARINDS"
3,prof_prev_manual,2024-12-26,8,3,0,0,0.0,"AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,ACE,ANANTRAJ,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,KFINTECH,CARTRADE","AWL,DEVYANI,INTELLECT"
3,prof_prev_manual,2024-12-27,9,8,2,1,12.5,"ACE,ANANTRAJ,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,INTELLECT,DEVYANI,AWL,KFINTECH,CARTRADE,GICRE,ZENTEC,AMBER","AJANTPHARM,CAPLIPOINT,CEATLTD,DCMSHRIRAM,GRSE,PGEL,PTCIL"
3,prof_prev_manual,2024-12-30,7,1,5,1,100.0,"ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,INTELLECT,DEVYANI,AWL,GRSE,AJANTPHARM,PTCIL,PGEL,CAPLIPOINT,CEATLTD,DCMSHRIRAM",
3,prof_prev_manual,2024-12-31,14,10,1,0,0.0,"INTELLECT,DEVYANI,AWL,GRSE,AJANTPHARM,PTCIL,PGEL,CAPLIPOINT,CEATLTD,DCMSHRIRAM,ITI,KFINTECH,NEWGEN,AMBER,BLUESTARCO","DMART,HUDCO,LATENTVIEW,MAHABANK,OIL,RAILTEL,SAMMAANCAP,SAREGAMA,SHYAMMETL,TARIL"
3,prof_prev_manual,2025-01-01,10,8,5,5,62.5,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,CEATLTD,DCMSHRIRAM,INTELLECT,MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA","AWL,POLYMED,VIJAYA"
3,prof_prev_manual,2025-01-02,10,10,4,4,40.0,"INTELLECT,MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,HUDCO,TARIL,AWL,POLYMED,PTCIL,VIJAYA","CARTRADE,CHOLAHLDNG,EICHERMOT,FORCEMOT,IGL,SUNDARMFIN"
3,prof_prev_manual,2025-01-03,8,7,5,5,71.42857142857143,"MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,HUDCO,TARIL,AWL,POLYMED,PTCIL,VIJAYA,FORCEMOT","IREDA,ITI"
3,prof_prev_manual,2025-01-06,7,1,4,1,100.0,"SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,POLYMED,PTCIL,VIJAYA,FORCEMOT,OIL,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE",
3,prof_prev_manual,2025-01-07,12,10,1,1,10.0,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,SAREGAMA,SHYAMMETL,IREDA,ITI,AWL","ANANDRATHI,BDL,JSWDULUX,LLOYDSME,NAVINFLUOR,RKFORGE,SRF,UBL,VIJAYA"
3,prof_prev_manual,2025-01-08,6,1,3,1,100.0,"DMART,SAREGAMA,SHYAMMETL,IREDA,ITI,MAHABANK,HUDCO,AWL,SRF,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE",
3,prof_prev_manual,2025-01-09,13,11,11,9,81.81818181818183,"AWL,SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE,NAVINFLUOR,UBL,ITI,AEGISLOG,ACUTAAS,PTCIL","AARTIIND,MARICO"
3,prof_prev_manual,2025-01-10,8,2,7,2,100.0,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE,NAVINFLUOR,UBL,AARTIIND,PTCIL,MARICO,ITI,AEGISLOG",
3,prof_prev_manual,2025-01-13,10,2,8,2,100.0,"SRF,SHYAMMETL,JSWDULUX,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,BDL,NAVINFLUOR,MARICO,RKFORGE,AEGISLOG,PHOENIXLTD,AMBER",
3,prof_prev_manual,2025-01-14,15,9,1,0,0.0,"SHYAMMETL,SRF,JSWDULUX,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,BDL,NAVINFLUOR,MARICO,RKFORGE,SUNDARMFIN,CONCORDBIO,CREDITACC","ADANIENSOL,ADANIGREEN,GMDCLTD,HUDCO,IDEA,IRCON,NBCC,RVNL,SWANCORP"
3,prof_prev_manual,2025-01-16,11,10,5,4,40.0,"PTCIL,RKFORGE,SRF,VIJAYA,IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,ADANIPOWER,MAZDOCK","BDL,IDBI,JWL,RAILTEL,RPOWER,SAMMAANCAP"
3,prof_prev_manual,2025-01-17,2,0,1,0,0.0,"SRF,VIJAYA,IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,RAILTEL,RPOWER,JWL,BDL",
3,prof_prev_manual,2025-01-20,10,0,4,0,0.0,"IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,RAILTEL,RPOWER,JWL,BDL,IDBI,SAMMAANCAP",
3,prof_prev_manual,2025-01-21,12,4,0,0,0.0,"RAILTEL,GMDCLTD,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,IRCON,IDEA,ADANIPOWER,PAYTM,BLS","CGCL,MPHASIS,NAVA,ULTRACEMCO"
3,prof_prev_manual,2025-01-22,15,3,4,1,33.33333333333333,"CGCL,ULTRACEMCO,MPHASIS,NAVA,BLS,PARADEEP,REDINGTON,AIIL,TTML,JWL,FACT,BDL,IDBI,PAYTM,GRSE","KEI,PERSISTENT"
3,prof_prev_manual,2025-01-23,12,12,5,5,41.66666666666667,"CGCL,ULTRACEMCO,MPHASIS,NAVA,PERSISTENT,KEI,PARADEEP,BLS,CREDITACC,REDINGTON,TARIL,TEJASNET,TTML,JWL,IDBI","AMBER,COFORGE,KFINTECH,LAURUSLABS,POLICYBZR,WOCKPHARMA,ZENSARTECH"
3,prof_prev_manual,2025-01-24,2,2,1,1,50.0,"CGCL,ULTRACEMCO,MPHASIS,NAVA,PERSISTENT,KEI,COFORGE,ZENSARTECH,AMBER,WOCKPHARMA,POLICYBZR,LAURUSLABS,KFINTECH,CREDITACC,BBTC",FIVESTAR
3,prof_prev_manual,2025-01-27,9,2,7,2,100.0,"PERSISTENT,MPHASIS,KEI,CGCL,COFORGE,ZENSARTECH,AMBER,WOCKPHARMA,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,FIVESTAR,GODIGIT",
3,prof_prev_manual,2025-01-28,15,6,0,0,0.0,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,FIVESTAR,GODIGIT,REDINGTON","BRIGADE,GRAVITA,JMFINANCIL,KPITTECH,OLECTRA,SYRMA"
3,prof_prev_manual,2025-01-29,12,12,4,4,33.33333333333333,"CGCL,FIVESTAR,COFORGE,POLICYBZR,GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,AMBER,CREDITACC,SOBHA,GODIGIT,ZENSARTECH","GODFRYPHLP,JUBLPHARMA,KALYANKJIL,NETWEB,NEWGEN,PGEL,TRENT,ZENTEC"
3,prof_prev_manual,2025-01-30,2,0,1,0,0.0,"COFORGE,POLICYBZR,GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,ZENTEC,PGEL,GODFRYPHLP,NETWEB,NEWGEN,TRENT,KALYANKJIL",
3,prof_prev_manual,2025-01-31,12,11,8,7,63.63636363636363,"GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,ZENTEC,PGEL,GODFRYPHLP,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,CARTRADE","JUBLFOOD,PCBL,PNBHOUSING,POLYMED"
5,all_prev_manual,2024-12-02,10,5,2,0,0.0,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB","BDL,CAMS,COCHINSHIP,GRSE,SONATSOFTW"
5,all_prev_manual,2024-12-03,11,9,2,2,22.22222222222222,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,NEULANDLAB,PREMIERENE","ANGELONE,BLS,KPIL,KPITTECH,TATAELXSI,UCOBANK,ZEEL"
5,all_prev_manual,2024-12-04,8,4,5,3,75.0,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL",BLUESTARCO
5,all_prev_manual,2024-12-05,8,6,1,1,16.666666666666664,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL","ANGELONE,CASTROLIND,CESC,FLUOROCHEM,IGL"
5,all_prev_manual,2024-12-06,9,7,3,3,42.857142857142854,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL","GABRIEL,INOXWIND,IREDA,MMTC"
5,all_prev_manual,2024-12-09,9,3,2,0,0.0,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL","CASTROLIND,INOXWIND,MAXHEALTH"
5,all_prev_manual,2024-12-10,7,6,1,1,16.666666666666664,"GRSE,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,MMTC,FLUOROCHEM,RPOWER,BLUESTARCO","CLEAN,CRISIL,KPRMILL,SYRMA,TARIL"
5,all_prev_manual,2024-12-11,7,4,1,0,0.0,"FINCABLES,PNBHOUSING,KPIL,MMTC,FLUOROCHEM,HSCL,RPOWER,BLUESTARCO,INOXWIND,CASTROLIND,CESC,IGL,ANGELONE,GRSE,ZEEL","CHALET,MAXHEALTH,POWERINDIA,TITAGARH"
5,all_prev_manual,2024-12-12,10,7,0,0,0.0,"INOXWIND,KPIL,CASTROLIND,MMTC,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL","BLS,CHALET,CRISIL,MANAPPURAM,MAXHEALTH,PGEL,POWERINDIA"
5,all_prev_manual,2024-12-13,9,7,1,1,14.285714285714285,"GRSE,MMTC,INOXWIND,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL,IGL,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL","CRISIL,DELHIVERY,GODFRYPHLP,JBMA,PGEL,SYRMA"
5,all_prev_manual,2024-12-16,9,6,3,2,33.33333333333333,"INOXWIND,ZEEL,IGL,GRSE,J&KBANK,IREDA,BANKINDIA,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL","BLS,MANAPPURAM,POWERINDIA,TITAGARH"
5,all_prev_manual,2024-12-17,7,1,2,0,0.0,"CLEAN,MAXHEALTH,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,PGEL,POWERINDIA,CHALET,TITAGARH,JBMA,BLS,MANAPPURAM,LATENTVIEW",AEGISLOG
5,all_prev_manual,2024-12-18,8,5,2,1,20.0,"PGEL,POWERINDIA,KPRMILL,CHALET,MAXHEALTH,TITAGARH,RPOWER,JBMA,BLS,CRISIL,MANAPPURAM,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA","CARTRADE,GICRE,HONASA,KFINTECH"
5,all_prev_manual,2024-12-19,8,7,1,1,14.285714285714285,"PGEL,JBMA,POWERINDIA,KPRMILL,CHALET,RPOWER,BLS,CRISIL,MAXHEALTH,MANAPPURAM,TITAGARH,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA","ANANTRAJ,CARTRADE,FIVESTAR,GVT&D,NEWGEN,ZENTEC"
