pattern,n_symbols,total_n,avg_d1_mean,avg_d1_median,max_pair_avg_d1,min_pair_avg_d1,avg_d1_weighted,family
FALCPAT_6245,38,1457,0.6966842105263158,0.65,1.109,0.505,0.7063761153054221,unclassified
FALCPAT_9223,38,933,0.876157894736842,0.6975,2.368,0.505,0.7038070739549839,unclassified
FALCPAT_7075,38,1960,0.7361052631578948,0.605,1.796,0.503,0.6542954081632654,unclassified
FALCPAT_8803,37,452,1.4667027027027026,1.179,3.693,0.519,1.1916039823008853,unclassified
FALCPAT_8259,37,970,0.9442702702702703,0.739,3.111,0.509,0.8743938144329897,unclassified
FALCPAT_9006,37,842,1.0456486486486487,0.822,2.226,0.528,0.8405783847981,unclassified
FALCPAT_8667,37,654,0.8214324324324325,0.733,1.636,0.517,0.7890535168195718,unclassified
FALCPAT_7459,37,1080,0.9263783783783784,0.867,2.341,0.51,0.7524962962962964,unclassified
FALCPAT_8163,37,1006,0.8524864864864865,0.788,2.059,0.532,0.744651093439364,unclassified
FALCPAT_7463,37,976,0.8088108108108107,0.71,1.65,0.515,0.7396598360655738,unclassified
FALCPAT_9602,37,925,0.9576216216216217,0.811,2.43,0.501,0.7270843243243242,unclassified
FALCPAT_7055,37,2237,0.7477027027027027,0.627,2.053,0.502,0.6479924005364328,unclassified
FALCPAT_9168,36,158,1.4825,1.137,5.799,0.569,1.4132151898734178,unclassified
FALCPAT_8220,36,342,1.1830555555555557,0.969,4.019,0.507,1.0535906432748539,unclassified
FALCPAT_8970,36,889,1.188611111111111,0.904,5.123,0.508,0.9961923509561305,unclassified
FALCPAT_9343,36,668,0.9875833333333333,0.768,3.879,0.52,0.8547470059880238,unclassified
FALCPAT_7518,36,800,0.9597222222222221,0.8135,2.865,0.538,0.7956812500000001,unclassified
FALCPAT_6663,36,1283,0.8484444444444444,0.6984999999999999,2.391,0.501,0.7844169914263445,unclassified
FALCPAT_8370,36,692,0.968,0.8505,2.267,0.519,0.7653092485549133,unclassified
FALCPAT_8805,36,921,0.9257777777777778,0.7235,2.578,0.503,0.7636243213897937,unclassified
FALCPAT_9203,36,1071,0.8388055555555556,0.665,2.694,0.501,0.6999290382819795,unclassified
FALCPAT_7771,35,290,1.757342857142857,1.498,5.003,0.566,1.6241206896551725,unclassified
FALCPAT_8935,35,229,1.4388571428571428,0.983,4.113,0.514,1.1743449781659387,unclassified
FALCPAT_7919,35,853,0.9128857142857143,0.752,1.84,0.512,0.7486717467760845,unclassified
FALCPAT_9511,35,1152,0.8094285714285715,0.713,2.118,0.511,0.7438142361111111,unclassified
FALCPAT_9366,35,1463,0.7589142857142858,0.722,1.484,0.504,0.740183868762816,unclassified
FALCPAT_9246,35,1016,0.7987142857142857,0.659,2.915,0.525,0.7352529527559054,unclassified
FALCPAT_6201,35,884,0.8167428571428571,0.7,1.633,0.503,0.7010542986425339,unclassified
FALCPAT_8372,34,213,1.456764705882353,1.1345,5.073,0.514,1.3247793427230046,unclassified
FALCPAT_7564,34,418,1.2421470588235293,0.9675,3.191,0.523,1.17122009569378,unclassified
FALCPAT_9242,34,568,1.089764705882353,0.7755000000000001,3.167,0.505,0.9109841549295774,unclassified
FALCPAT_7353,34,892,0.9934117647058824,0.918,2.112,0.531,0.8038183856502243,unclassified
FALCPAT_6541,34,1288,0.871,0.8005,1.951,0.512,0.7780760869565218,unclassified
FALCPAT_6894,34,1050,0.8532352941176471,0.772,1.706,0.502,0.754827619047619,unclassified
FALCPAT_8590,34,1033,0.8602058823529412,0.764,2.089,0.505,0.7461742497579864,unclassified
FALCPAT_8788,34,1222,0.8806764705882353,0.9075,1.908,0.501,0.7434991816693945,unclassified
FALCPAT_6440,34,1199,0.777235294117647,0.664,1.499,0.506,0.7359674728940785,unclassified
FALCPAT_8069,34,957,0.838970588235294,0.7324999999999999,3.147,0.514,0.7296353187042842,unclassified
FALCPAT_9292,34,1150,0.7152941176470589,0.6385000000000001,1.509,0.503,0.6491391304347826,unclassified
FALCPAT_7756,33,281,1.4726363636363637,1.356,2.747,0.523,1.3634661921708187,unclassified
FALCPAT_7688,33,143,1.2965757575757575,1.015,5.34,0.519,1.2086783216783217,unclassified
FALCPAT_9447,33,750,0.9813030303030303,0.843,2.724,0.506,0.763216,unclassified
FALCPAT_8670,33,656,0.9937575757575756,0.82,3.644,0.52,0.7553719512195122,unclassified
FALCPAT_8506,33,1085,0.857,0.686,3.75,0.501,0.7266958525345623,unclassified
FALCPAT_9060,33,623,0.7861818181818182,0.645,2.113,0.506,0.7034189406099518,unclassified
FALCPAT_9004,33,846,0.9393939393939394,0.728,2.628,0.504,0.6598427895981088,unclassified
FALCPAT_7884,33,1249,0.8761818181818182,0.683,2.578,0.502,0.6452281825460369,unclassified
FALCPAT_7705,32,131,1.265125,1.145,2.977,0.518,1.234503816793893,unclassified
FALCPAT_6744,32,542,1.20728125,1.0365,3.244,0.534,1.1151217712177124,unclassified
FALCPAT_9062,32,667,1.298375,1.0114999999999998,4.911,0.513,0.9161469265367316,unclassified
FALCPAT_7992,32,823,1.0830625,0.748,6.253,0.513,0.8128529769137304,unclassified
FALCPAT_9502,32,992,0.84275,0.7055,2.505,0.501,0.7911038306451614,unclassified
FALCPAT_8973,32,598,0.92109375,0.7555000000000001,3.823,0.513,0.768324414715719,unclassified
FALCPAT_6677,32,991,0.78053125,0.7284999999999999,1.597,0.502,0.7450252270433906,unclassified
FALCPAT_6643,32,1197,0.7982812499999999,0.6895,1.418,0.516,0.7141896407685882,unclassified
FALCPAT_7554,32,1192,0.78434375,0.7164999999999999,1.848,0.515,0.6881208053691276,unclassified
FALCPAT_9047,32,1004,0.78665625,0.6895,1.339,0.521,0.6783515936254979,unclassified
FALCPAT_6567,32,947,0.79759375,0.7865,1.462,0.501,0.6444139387539599,unclassified
FALCPAT_7519,31,630,1.2124838709677421,0.872,3.313,0.514,0.9811634920634921,unclassified
FALCPAT_6845,31,551,0.9539354838709677,0.842,1.898,0.509,0.8522032667876588,unclassified
FALCPAT_9413,31,666,1.092774193548387,0.9,3.597,0.505,0.8163933933933933,unclassified
FALCPAT_7173,30,108,1.4727999999999999,1.3445,4.128,0.543,1.439398148148148,unclassified
FALCPAT_8964,30,845,1.1967666666666665,1.004,3.144,0.54,0.9495384615384617,unclassified
FALCPAT_6721,30,1074,0.8869666666666666,0.8274999999999999,2.053,0.513,0.7994553072625699,unclassified
FALCPAT_7805,30,813,0.8562333333333334,0.7175,1.467,0.503,0.7614907749077491,unclassified
FALCPAT_9204,30,558,1.0391,0.896,3.577,0.502,0.760293906810036,unclassified
FALCPAT_8953,30,981,0.8208,0.7235,2.348,0.51,0.7178654434250763,unclassified
FALCPAT_6697,30,1346,0.7857666666666667,0.659,1.864,0.507,0.7000943536404161,unclassified
FALCPAT_8748,30,780,0.8714999999999999,0.7655,2.678,0.522,0.6819538461538461,unclassified
FALCPAT_7993,30,1404,0.7318333333333332,0.59,2.043,0.506,0.6268069800569799,unclassified
FALCPAT_6669,29,170,1.2919310344827586,1.101,3.652,0.516,1.0906529411764707,unclassified
FALCPAT_9258,29,415,1.2025172413793102,0.923,4.113,0.533,0.9765493975903614,unclassified
FALCPAT_8663,29,589,1.0463103448275861,0.772,4.884,0.503,0.8202105263157894,unclassified
FALCPAT_7413,29,541,0.8794137931034482,0.727,1.598,0.531,0.7987171903881699,unclassified
FALCPAT_7447,29,1008,0.8048965517241379,0.853,1.359,0.516,0.7809583333333333,unclassified
FALCPAT_8727,29,550,0.9141034482758621,0.799,1.861,0.516,0.7776345454545455,unclassified
FALCPAT_9546,29,781,0.9941379310344828,0.746,2.795,0.536,0.7710819462227914,unclassified
FALCPAT_7902,29,1101,0.7563793103448275,0.706,1.484,0.523,0.7333687556766576,unclassified
FALCPAT_8224,29,1029,0.949655172413793,0.719,3.105,0.527,0.7251088435374149,unclassified
FALCPAT_8666,29,1361,0.7722413793103449,0.67,1.979,0.504,0.6803071271124174,unclassified
FALCPAT_7632,28,110,1.6802857142857144,1.6059999999999999,3.525,0.584,1.6369545454545453,unclassified
FALCPAT_9330,28,299,1.4969285714285714,1.2995,3.157,0.571,1.171989966555184,unclassified
FALCPAT_8334,28,214,1.311642857142857,0.972,6.098,0.532,1.1077850467289718,unclassified
FALCPAT_6521,28,303,1.41625,1.0394999999999999,3.142,0.511,1.071115511551155,unclassified
FALCPAT_9048,28,395,1.031642857142857,0.9535,2.542,0.531,0.8924101265822785,unclassified
FALCPAT_8402,28,332,0.8883571428571428,0.8155,1.444,0.505,0.8761807228915659,unclassified
FALCPAT_6348,28,553,1.08275,0.9259999999999999,2.976,0.508,0.8520126582278482,unclassified
FALCPAT_8631,28,666,0.9509642857142857,0.817,2.439,0.509,0.8297852852852854,unclassified
FALCPAT_7517,28,422,0.9223571428571429,0.7015,2.427,0.522,0.7839241706161139,unclassified
FALCPAT_6962,28,896,0.8511071428571428,0.751,1.649,0.52,0.7833270089285715,unclassified
FALCPAT_9044,28,936,0.8600714285714286,0.6505000000000001,2.91,0.514,0.7811517094017094,unclassified
FALCPAT_7977,28,998,0.7974285714285714,0.672,2.366,0.518,0.7190140280561124,unclassified
FALCPAT_6170,28,696,0.752,0.6375,1.477,0.503,0.7139698275862069,unclassified
FALCPAT_8162,28,1486,0.7328928571428571,0.632,1.623,0.51,0.6764703903095558,unclassified
FALCPAT_9151,28,701,0.7755357142857143,0.665,1.949,0.509,0.6547831669044223,unclassified
FALCPAT_7832,27,107,2.907925925925926,2.579,7.206,0.645,2.750495327102804,unclassified
FALCPAT_9570,27,174,2.1315925925925927,1.564,7.499,0.516,1.8222643678160921,unclassified
FALCPAT_8354,27,660,1.2198888888888888,0.947,2.593,0.504,1.086087878787879,unclassified
FALCPAT_8593,27,480,0.9478888888888889,0.781,2.272,0.508,0.8299916666666668,unclassified
FALCPAT_7928,27,465,0.9841111111111112,0.822,2.335,0.518,0.8092860215053764,unclassified
FALCPAT_7277,27,543,1.0055185185185185,0.817,2.102,0.518,0.7852283609576428,unclassified
FALCPAT_6932,27,865,0.8384074074074074,0.75,1.649,0.518,0.7714693641618497,unclassified
FALCPAT_8963,27,682,0.8975185185185185,0.717,2.299,0.502,0.7016158357771262,unclassified
FALCPAT_7979,26,176,1.2485384615384616,1.161,3.031,0.505,1.172090909090909,unclassified
FALCPAT_9496,26,259,1.3483846153846153,1.211,3.157,0.517,1.0075714285714286,unclassified
FALCPAT_6828,26,445,1.0262692307692307,0.899,2.154,0.515,0.8474337078651686,unclassified
FALCPAT_7791,26,391,0.8902692307692308,0.839,1.478,0.554,0.8275652173913043,unclassified
FALCPAT_8470,26,288,0.9355,0.765,2.392,0.533,0.8134930555555555,unclassified
FALCPAT_8815,26,458,0.9772692307692308,0.827,2.678,0.503,0.773740174672489,unclassified
FALCPAT_6756,26,1072,0.7469615384615385,0.666,1.282,0.502,0.7185606343283581,unclassified
FALCPAT_6470,26,662,0.8330000000000001,0.6990000000000001,2.666,0.516,0.7146797583081571,unclassified
FALCPAT_9345,26,1217,0.6934230769230769,0.607,1.072,0.505,0.6636729663105999,unclassified
FALCPAT_8583,26,1554,0.7366923076923076,0.687,1.162,0.502,0.6536055341055341,unclassified
FALCPAT_8375,25,233,1.5105199999999999,1.26,4.533,0.556,1.2276223175965666,unclassified
FALCPAT_6344,25,252,1.46492,0.904,6.504,0.517,1.1735357142857143,unclassified
FALCPAT_9521,25,438,1.09328,0.967,2.544,0.559,0.9340684931506849,unclassified
FALCPAT_9256,25,466,1.03904,1.001,2.001,0.511,0.8906781115879829,unclassified
FALCPAT_7784,25,1015,0.8881999999999999,0.735,2.721,0.529,0.8025379310344828,unclassified
FALCPAT_6292,25,491,0.80404,0.7,2.172,0.501,0.674256619144603,unclassified
FALCPAT_7546,25,510,0.8272799999999999,0.69,1.825,0.506,0.674005882352941,unclassified
FALCPAT_8773,25,645,0.9179200000000001,0.722,2.356,0.502,0.6683023255813954,unclassified
FALCPAT_7246,25,650,0.77408,0.704,1.339,0.512,0.6389953846153846,unclassified
FALCPAT_7383,25,1108,0.7602,0.649,1.942,0.501,0.6217897111913359,unclassified
FALCPAT_7834,24,134,2.2371666666666665,2.2525000000000004,4.057,0.569,2.354873134328358,unclassified
FALCPAT_9457,24,228,1.5397083333333335,1.1440000000000001,5.097,0.563,1.3573114035087719,unclassified
FALCPAT_7311,24,182,1.4057916666666666,0.999,6.015,0.501,1.1788296703296706,unclassified
FALCPAT_6824,24,1102,0.8794583333333333,0.827,2.339,0.544,0.8385308529945554,unclassified
FALCPAT_6562,24,1046,0.9037083333333333,0.8805000000000001,2.076,0.507,0.8121969407265774,unclassified
FALCPAT_8505,24,875,0.914125,0.735,2.495,0.502,0.7919451428571429,unclassified
FALCPAT_8572,24,491,0.8661249999999999,0.7675000000000001,1.472,0.503,0.7866883910386966,unclassified
FALCPAT_8806,24,503,0.8548333333333332,0.76,1.5,0.501,0.74427634194831,unclassified
FALCPAT_9398,24,594,0.7847916666666667,0.7255,1.446,0.51,0.7116851851851853,unclassified
FALCPAT_6561,24,779,0.7657916666666668,0.6645000000000001,2.535,0.508,0.6847060333761232,unclassified
FALCPAT_8643,24,851,0.6934166666666667,0.595,1.756,0.502,0.6207943595769684,unclassified
FALCPAT_8333,23,212,1.4143478260869566,1.196,4.443,0.505,1.2927122641509434,unclassified
FALCPAT_8747,23,148,1.603695652173913,0.958,4.54,0.506,1.2844459459459459,unclassified
FALCPAT_7829,23,579,0.9788695652173913,0.942,2.59,0.563,0.9688704663212435,unclassified
FALCPAT_9058,23,713,0.8497391304347827,0.787,1.929,0.531,0.8287279102384291,unclassified
FALCPAT_6548,23,499,0.7720434782608696,0.738,1.43,0.506,0.7049639278557114,unclassified
FALCPAT_8653,23,624,0.7642173913043478,0.681,1.377,0.503,0.6628878205128206,unclassified
FALCPAT_8813,22,157,1.7033636363636362,1.3705,3.7,0.61,1.490745222929936,unclassified
FALCPAT_7201,22,273,1.348409090909091,1.1175000000000002,4.253,0.55,1.1451098901098904,unclassified
FALCPAT_7827,22,424,1.3019999999999998,0.879,3.58,0.505,1.0686863207547168,unclassified
FALCPAT_9412,22,190,1.1447727272727273,0.872,3.706,0.505,1.007042105263158,unclassified
FALCPAT_9248,22,496,1.0355909090909092,0.8125,3.913,0.545,0.8636451612903225,unclassified
FALCPAT_7790,22,892,0.9802272727272728,0.766,1.698,0.52,0.8449405829596413,unclassified
FALCPAT_6481,22,337,0.8522272727272727,0.7084999999999999,1.92,0.523,0.722,unclassified
FALCPAT_7435,22,433,0.8739545454545454,0.8175,1.526,0.514,0.7136651270207852,unclassified
FALCPAT_9215,22,636,0.812409090909091,0.717,1.271,0.529,0.7038160377358491,unclassified
FALCPAT_9586,22,788,0.8262727272727273,0.6385000000000001,2.699,0.519,0.6969606598984772,unclassified
FALCPAT_7997,22,1349,0.6935909090909091,0.609,1.305,0.506,0.6861845811712379,unclassified
FALCPAT_8170,21,144,1.1346666666666667,0.902,2.564,0.537,1.1208055555555554,unclassified
FALCPAT_8384,21,89,1.148952380952381,0.821,4.614,0.575,1.1177078651685393,unclassified
FALCPAT_8632,21,452,1.1635714285714285,1.11,3.013,0.525,0.9123185840707965,unclassified
FALCPAT_8317,21,324,1.158047619047619,0.827,4.346,0.528,0.8959567901234566,unclassified
FALCPAT_7351,21,417,1.2084285714285714,0.903,5.668,0.503,0.8586762589928059,unclassified
FALCPAT_7445,21,435,1.2585714285714285,0.98,3.952,0.501,0.844719540229885,unclassified
FALCPAT_7310,21,320,0.9422380952380952,0.815,1.801,0.543,0.8348687499999997,unclassified
FALCPAT_6644,21,351,0.9254285714285715,0.719,1.807,0.521,0.7777834757834756,unclassified
FALCPAT_9588,21,307,0.8794285714285714,0.751,2.256,0.536,0.7421107491856677,unclassified
FALCPAT_8315,21,1128,0.7571428571428571,0.643,1.555,0.505,0.647849290780142,unclassified
FALCPAT_8731,20,70,1.46115,1.1835,3.929,0.503,1.407042857142857,unclassified
FALCPAT_8934,20,179,1.40115,1.254,3.128,0.54,1.3692625698324024,unclassified
FALCPAT_9456,20,204,1.3836,1.4405000000000001,3.011,0.58,1.2580245098039216,unclassified
FALCPAT_8326,20,303,1.3771,1.0,5.378,0.502,1.0065973597359736,unclassified
FALCPAT_7630,20,236,1.22605,0.9005,5.221,0.544,0.9546440677966102,unclassified
FALCPAT_6690,20,375,0.8695499999999999,0.808,1.465,0.514,0.7867066666666664,unclassified
FALCPAT_8038,20,666,0.8366,0.731,1.676,0.517,0.7416201201201201,unclassified
FALCPAT_8969,20,509,0.9445499999999999,0.775,1.99,0.507,0.7191296660117876,unclassified
FALCPAT_6150,20,1006,0.6908000000000001,0.664,0.997,0.505,0.6870019880715706,unclassified
FALCPAT_8324,20,1266,0.7236,0.627,1.726,0.502,0.6794407582938389,unclassified
FALCPAT_6713,19,74,1.2251052631578947,0.828,3.21,0.502,1.3001756756756757,unclassified
FALCPAT_7575,19,192,1.2764736842105264,1.054,3.389,0.511,1.027125,unclassified
FALCPAT_8366,19,264,1.4898421052631579,1.074,4.441,0.518,1.0066742424242425,unclassified
FALCPAT_6967,19,534,1.0196842105263157,0.844,2.878,0.553,0.8847827715355805,unclassified
FALCPAT_8457,19,370,0.964842105263158,0.759,2.838,0.519,0.8828945945945946,unclassified
FALCPAT_9424,19,398,0.9050526315789474,0.68,3.261,0.501,0.8082537688442211,unclassified
FALCPAT_6335,19,859,0.8779999999999999,0.786,2.615,0.53,0.7970360884749709,unclassified
FALCPAT_8691,19,457,0.876421052631579,0.802,1.699,0.533,0.7303085339168491,unclassified
FALCPAT_9260,19,773,0.818578947368421,0.672,1.656,0.521,0.7116235446313066,unclassified
FALCPAT_8157,19,403,0.8929999999999999,0.73,2.189,0.502,0.6773250620347393,unclassified
FALCPAT_6540,19,690,0.7264736842105264,0.677,1.528,0.52,0.6466521739130435,unclassified
FALCPAT_8359,18,421,0.9561666666666666,0.8425,2.331,0.557,0.7879192399049881,unclassified
FALCPAT_8908,18,1164,0.7896111111111112,0.6845,1.938,0.514,0.737041237113402,unclassified
FALCPAT_7444,18,831,0.7658333333333334,0.7075,1.554,0.508,0.7348411552346571,unclassified
FALCPAT_6648,18,863,0.7905,0.6455,1.344,0.549,0.7342050984936269,unclassified
FALCPAT_9536,18,415,1.0396666666666665,0.729,5.84,0.503,0.7249734939759038,unclassified
FALCPAT_6718,18,391,0.9347222222222222,0.7375,1.903,0.514,0.7228721227621484,unclassified
FALCPAT_7559,18,1119,0.6923333333333334,0.6125,1.162,0.512,0.6708042895442358,unclassified
FALCPAT_8903,18,1233,0.7085555555555555,0.6305000000000001,1.58,0.51,0.6595896188158963,unclassified
FALCPAT_7763,18,785,0.7047222222222222,0.6535,1.307,0.516,0.6427388535031848,unclassified
FALCPAT_9214,18,1002,0.6403888888888889,0.5685,0.892,0.505,0.5813023952095808,unclassified
FALCPAT_8780,17,245,2.053176470588235,1.294,5.406,0.603,1.399730612244898,unclassified
FALCPAT_8293,17,296,0.8798823529411764,0.887,1.401,0.525,0.8943851351351352,unclassified
FALCPAT_6345,17,204,1.1992352941176472,0.872,3.736,0.511,0.8833480392156862,unclassified
FALCPAT_6255,17,339,0.963764705882353,0.781,2.384,0.515,0.8352861356932154,unclassified
FALCPAT_7313,17,600,0.9118823529411765,0.686,3.229,0.516,0.7706933333333335,unclassified
FALCPAT_9126,17,332,0.8638823529411764,0.786,1.739,0.502,0.7516867469879518,unclassified
FALCPAT_8790,17,455,0.808,0.641,1.556,0.514,0.7461582417582417,unclassified
FALCPAT_9149,17,648,0.7528235294117647,0.711,1.298,0.502,0.7454382716049384,unclassified
FALCPAT_9262,17,484,0.8047058823529412,0.748,1.247,0.541,0.7409152892561983,unclassified
FALCPAT_8543,17,274,0.7985294117647058,0.713,1.62,0.514,0.737594890510949,unclassified
FALCPAT_6818,17,737,0.9142941176470588,0.664,4.031,0.501,0.6643514246947083,unclassified
FALCPAT_8316,17,811,0.6731176470588235,0.603,1.37,0.507,0.6486424167694205,unclassified
FALCPAT_8187,17,847,0.6702941176470588,0.62,1.072,0.504,0.6452018890200708,unclassified
FALCPAT_7808,16,204,1.19425,1.0205,2.32,0.512,1.1105098039215686,unclassified
FALCPAT_8190,16,282,0.8061875000000001,0.7424999999999999,1.564,0.526,0.7278297872340426,unclassified
FALCPAT_8430,16,389,0.9170625,0.768,2.354,0.513,0.7123496143958868,unclassified
FALCPAT_8629,16,383,0.7875625,0.6745,1.496,0.569,0.7065822454308094,unclassified
FALCPAT_8321,16,369,0.845375,0.756,1.825,0.511,0.7036070460704607,unclassified
FALCPAT_7693,16,595,0.740125,0.6435,1.398,0.589,0.6795159663865546,unclassified
FALCPAT_6483,16,489,0.9039375,0.622,4.018,0.513,0.6244335378323107,unclassified
FALCPAT_8039,16,888,0.6513125,0.59,0.896,0.522,0.6215912162162162,unclassified
FALCPAT_6660,15,84,1.3272000000000002,0.988,3.023,0.504,1.2321190476190478,unclassified
FALCPAT_8765,15,143,1.4591999999999998,1.041,3.504,0.59,1.182097902097902,unclassified
FALCPAT_7912,15,236,0.8967333333333334,0.743,1.451,0.555,0.7752923728813559,unclassified
FALCPAT_8386,15,226,0.7473333333333334,0.725,1.119,0.515,0.7370619469026548,unclassified
FALCPAT_6832,15,770,0.6538666666666667,0.638,1.192,0.504,0.6405896103896104,unclassified
FALCPAT_7547,15,418,0.6549333333333334,0.577,0.976,0.505,0.6102918660287082,unclassified
FALCPAT_9499,14,70,1.7654999999999998,1.424,3.751,0.525,1.6748142857142856,unclassified
FALCPAT_8335,14,89,1.324,1.119,2.714,0.58,1.2809662921348313,unclassified
FALCPAT_8745,14,96,1.1950714285714283,0.8185,3.953,0.504,1.0567395833333333,unclassified
FALCPAT_8286,14,193,0.8900714285714286,0.798,1.454,0.526,0.8242124352331607,unclassified
FALCPAT_8246,14,440,0.7605714285714286,0.773,1.222,0.505,0.6746522727272728,unclassified
FALCPAT_6228,13,495,0.9930769230769231,0.88,2.008,0.602,0.8568323232323232,unclassified
FALCPAT_7885,13,247,0.8856153846153846,0.838,1.478,0.551,0.8371538461538461,unclassified
FALCPAT_8943,13,336,0.9770769230769231,0.836,2.022,0.513,0.8102380952380954,unclassified
FALCPAT_7324,13,789,1.026,0.752,2.687,0.513,0.7977034220532319,unclassified
FALCPAT_8498,13,483,0.8302307692307692,0.827,1.378,0.507,0.7116583850931677,unclassified
FALCPAT_8767,13,352,0.7051538461538461,0.64,1.496,0.513,0.6431704545454544,unclassified
FALCPAT_8273,13,266,0.7827692307692308,0.754,1.29,0.525,0.6334736842105264,unclassified
FALCPAT_7113,13,693,0.7461538461538461,0.604,1.571,0.544,0.6034357864357864,unclassified
FALCPAT_7645,13,712,0.6657692307692307,0.576,1.471,0.504,0.5753974719101124,unclassified
FALCPAT_7174,12,38,1.6633333333333333,1.3715000000000002,3.929,0.503,1.705842105263158,unclassified
FALCPAT_7560,12,143,1.7147499999999998,1.157,3.946,0.517,1.4403916083916086,unclassified
FALCPAT_6868,12,284,1.26975,0.8945000000000001,3.341,0.587,1.034218309859155,unclassified
FALCPAT_8567,12,332,0.9864166666666666,0.796,2.376,0.521,0.8010963855421687,unclassified
FALCPAT_8775,12,216,0.7501666666666668,0.7044999999999999,1.443,0.529,0.6786157407407408,unclassified
FALCPAT_8318,12,378,0.664,0.571,1.099,0.506,0.6151402116402117,unclassified
FALCPAT_8337,12,550,0.6769166666666666,0.6014999999999999,1.201,0.513,0.6137181818181818,unclassified
FALCPAT_6617,12,416,0.6681666666666667,0.6445000000000001,1.186,0.518,0.5842379807692308,unclassified
FALCPAT_9169,11,60,1.7129090909090907,1.345,3.1,0.847,1.6094833333333334,unclassified
FALCPAT_9332,11,108,1.124090909090909,0.788,2.354,0.586,0.9453518518518519,unclassified
FALCPAT_8954,11,259,1.0208181818181818,0.984,2.022,0.512,0.8461969111969112,unclassified
FALCPAT_7565,11,322,0.7800909090909091,0.641,1.727,0.542,0.6372453416149069,unclassified
FALCPAT_7304,11,370,0.657,0.568,1.257,0.518,0.5934432432432433,unclassified
FALCPAT_8638,10,36,1.6199,1.77,3.001,0.539,1.5365833333333334,unclassified
FALCPAT_8746,10,53,1.6213000000000002,0.823,7.655,0.589,1.410528301886792,unclassified
FALCPAT_9455,10,128,1.3728,0.923,5.026,0.545,0.8624296875,unclassified
FALCPAT_8421,10,284,0.9782,0.7290000000000001,2.225,0.512,0.6858345070422537,unclassified
FALCPAT_7943,10,589,0.7101,0.5974999999999999,1.38,0.535,0.6684074702886249,unclassified
FALCPAT_6877,10,323,1.0859999999999999,0.6025,3.162,0.506,0.6402229102167184,unclassified
FALCPAT_8100,10,487,0.6415,0.6005,0.864,0.511,0.5701396303901438,unclassified
FALCPAT_8782,10,304,0.6759999999999999,0.562,1.656,0.501,0.5532993421052632,unclassified
FALCPAT_9531,9,103,0.8365555555555555,0.674,1.732,0.502,0.8125533980582526,unclassified
FALCPAT_7492,9,155,1.14,0.682,2.516,0.563,0.7770774193548388,unclassified
FALCPAT_8142,9,356,0.7367777777777778,0.693,1.294,0.533,0.6756292134831461,unclassified
FALCPAT_8416,9,211,0.9982222222222222,0.753,2.28,0.551,0.6542037914691942,unclassified
FALCPAT_6508,9,233,0.7053333333333334,0.592,1.656,0.504,0.5989570815450643,unclassified
FALCPAT_7162,9,563,0.6819999999999999,0.642,1.057,0.513,0.586777975133215,unclassified
FALCPAT_6743,8,64,1.849625,1.3255,4.434,0.508,1.426765625,unclassified
FALCPAT_7198,8,83,1.00675,1.056,1.501,0.53,1.0760361445783133,unclassified
FALCPAT_8082,8,148,1.026125,0.8485,2.001,0.516,0.797304054054054,unclassified
FALCPAT_7252,8,270,0.863375,0.764,1.378,0.51,0.6635777777777777,unclassified
FALCPAT_7905,8,413,0.713375,0.6120000000000001,1.289,0.503,0.657905569007264,unclassified
FALCPAT_6270,8,506,0.8165,0.5635,2.019,0.519,0.5964584980237154,unclassified
FALCPAT_6222,8,561,0.567375,0.5625,0.64,0.501,0.5781818181818182,unclassified
FALCPAT_7830,7,140,1.4837142857142855,0.94,3.706,0.601,0.9909,unclassified
FALCPAT_8812,7,56,1.071,1.0,1.567,0.558,0.9585714285714285,unclassified
FALCPAT_7736,7,131,1.0239999999999998,0.694,2.413,0.573,0.8304351145038166,unclassified
FALCPAT_8749,7,76,0.842,0.588,1.39,0.542,0.6418947368421053,unclassified
FALCPAT_6543,7,149,0.9308571428571428,0.703,1.686,0.553,0.641040268456376,unclassified
FALCPAT_6519,7,212,0.8092857142857143,0.575,1.53,0.525,0.6367075471698114,unclassified
FALCPAT_7251,7,488,0.6772857142857143,0.728,0.788,0.512,0.6270860655737704,unclassified
FALCPAT_6796,7,453,0.8481428571428572,0.757,1.462,0.531,0.6264569536423842,unclassified
FALCPAT_8263,7,128,0.8251428571428571,0.73,1.466,0.514,0.6255781250000001,unclassified
FALCPAT_9598,6,60,1.4141666666666666,1.2894999999999999,2.537,0.575,1.1446166666666666,unclassified
FALCPAT_8508,6,138,0.6678333333333333,0.6495,0.81,0.565,0.6808043478260869,unclassified
FALCPAT_7460,6,138,0.6653333333333333,0.645,0.865,0.52,0.6380434782608695,unclassified
FALCPAT_9255,6,303,0.6101666666666666,0.5845,0.704,0.532,0.624039603960396,unclassified
FALCPAT_8200,6,448,0.7998333333333333,0.661,1.505,0.55,0.6127544642857143,unclassified
FALCPAT_6299,6,449,0.6118333333333333,0.6134999999999999,0.671,0.512,0.6101180400890869,unclassified
FALCPAT_6909,6,115,0.5975,0.5665,0.781,0.521,0.5692869565217391,unclassified
FALCPAT_6789,5,96,0.7976,0.795,1.179,0.52,0.8900312500000002,unclassified
FALCPAT_7121,5,126,0.7466,0.665,0.99,0.555,0.6587460317460319,unclassified
FALCPAT_7647,5,204,0.7386,0.57,1.403,0.52,0.6048627450980392,unclassified
