pattern,symbol,n,avg_d1,family,score_n_x_avg
FALCPAT_6905,ADANIENT,10,2.921,unclassified,29.209999999999997
FALCPAT_9301,POONAWALLA,11,2.911,unclassified,32.021
FALCPAT_9044,PTCIL,11,2.91,unclassified,32.010000000000005
FALCPAT_9369,GODREJIND,10,2.907,unclassified,29.07
FALCPAT_7200,UCOBANK,11,2.899,unclassified,31.889
FALCPAT_8178,CGCL,11,2.897,unclassified,31.866999999999997
FALCPAT_9395,JSWINFRA,10,2.882,unclassified,28.82
FALCPAT_6967,HINDZINC,13,2.878,unclassified,37.414
FALCPAT_7009,NIACL,11,2.87,unclassified,31.57
FALCPAT_8464,ABREL,10,2.868,unclassified,28.68
FALCPAT_8347,IRCON,10,2.864,unclassified,28.64
FALCPAT_9266,LODHA,14,2.854,unclassified,39.956
FALCPAT_8668,NUVAMA,13,2.854,unclassified,37.102000000000004
FALCPAT_8619,GICRE,12,2.853,unclassified,34.236000000000004
FALCPAT_6887,NIACL,12,2.844,unclassified,34.128
FALCPAT_8568,IRCON,12,2.843,unclassified,34.116
FALCPAT_8079,POONAWALLA,13,2.842,unclassified,36.946
FALCPAT_8258,ERIS,14,2.838,unclassified,39.732
FALCPAT_6591,FSL,14,2.831,unclassified,39.634
FALCPAT_8226,RITES,11,2.831,unclassified,31.141
FALCPAT_7752,TIMKEN,10,2.831,unclassified,28.31
FALCPAT_8949,VIJAYA,11,2.826,unclassified,31.086000000000002
FALCPAT_6905,CREDITACC,17,2.815,unclassified,47.855
FALCPAT_8230,UCOBANK,12,2.815,unclassified,33.78
FALCPAT_8664,RVNL,13,2.813,unclassified,36.569
FALCPAT_6439,FACT,13,2.811,unclassified,36.543
FALCPAT_9545,KFINTECH,12,2.811,unclassified,33.732
FALCPAT_7515,RITES,17,2.798,unclassified,47.566
FALCPAT_7827,IOB,14,2.792,unclassified,39.087999999999994
FALCPAT_7780,PGEL,18,2.787,unclassified,50.166
FALCPAT_7469,LODHA,16,2.784,unclassified,44.544
FALCPAT_6223,VIJAYA,10,2.779,unclassified,27.79
FALCPAT_8568,NEWGEN,10,2.771,unclassified,27.71
FALCPAT_9108,MAPMYINDIA,12,2.767,unclassified,33.204
FALCPAT_6295,NEULANDLAB,11,2.767,unclassified,30.436999999999998
FALCPAT_6793,ANURAS,13,2.756,unclassified,35.827999999999996
FALCPAT_7296,JPPOWER,10,2.756,unclassified,27.56
FALCPAT_7320,JPPOWER,10,2.756,unclassified,27.56
FALCPAT_8365,GALLANTT,11,2.751,unclassified,30.261
FALCPAT_7755,360ONE,12,2.748,unclassified,32.976
FALCPAT_7833,IDEA,14,2.747,unclassified,38.458
FALCPAT_7756,MAZDOCK,12,2.747,unclassified,32.964
FALCPAT_9177,ZYDUSWELL,11,2.745,unclassified,30.195
FALCPAT_7603,IOB,10,2.741,unclassified,27.41
FALCPAT_8690,JBMA,13,2.739,unclassified,35.607
FALCPAT_8381,SOBHA,10,2.735,unclassified,27.349999999999998
FALCPAT_6477,RVNL,26,2.733,unclassified,71.058
FALCPAT_9301,LODHA,17,2.733,unclassified,46.461
FALCPAT_8909,ACE,18,2.729,unclassified,49.122
FALCPAT_6458,PPLPHARMA,14,2.726,unclassified,38.164
FALCPAT_7784,ITI,10,2.721,unclassified,27.21
FALCPAT_8292,HINDZINC,10,2.721,unclassified,27.21
FALCPAT_8690,UCOBANK,10,2.721,unclassified,27.21
FALCPAT_9530,GRAVITA,11,2.713,unclassified,29.843
FALCPAT_9528,PPLPHARMA,13,2.709,unclassified,35.217
FALCPAT_6330,WELSPUNLIV,10,2.709,unclassified,27.09
FALCPAT_7466,BSE,10,2.709,unclassified,27.09
FALCPAT_7360,ITI,16,2.707,unclassified,43.312
FALCPAT_7740,LODHA,13,2.697,unclassified,35.061
FALCPAT_7471,TATACHEM,10,2.697,unclassified,26.97
FALCPAT_8851,TECHNOE,12,2.696,unclassified,32.352000000000004
FALCPAT_8952,CREDITACC,10,2.693,unclassified,26.93
FALCPAT_6431,NUVAMA,16,2.691,unclassified,43.056
FALCPAT_6871,JUBLPHARMA,10,2.689,unclassified,26.89
FALCPAT_7324,GMDCLTD,15,2.687,unclassified,40.305
FALCPAT_7004,JPPOWER,10,2.687,unclassified,26.869999999999997
FALCPAT_8547,MRPL,12,2.685,unclassified,32.22
FALCPAT_8621,ZENSARTECH,11,2.684,unclassified,29.524
FALCPAT_8348,JINDALSAW,13,2.683,unclassified,34.879
FALCPAT_8582,TITAGARH,11,2.683,unclassified,29.512999999999998
FALCPAT_6741,UCOBANK,10,2.683,unclassified,26.83
FALCPAT_7199,IFCI,16,2.678,unclassified,42.848
FALCPAT_6999,ITI,15,2.676,unclassified,40.14
FALCPAT_6871,PPLPHARMA,14,2.671,unclassified,37.394
FALCPAT_6199,RVNL,12,2.669,unclassified,32.028
FALCPAT_9114,BAJAJHLDNG,11,2.668,unclassified,29.348000000000003
FALCPAT_8743,ADANIPORTS,10,2.667,unclassified,26.669999999999998
FALCPAT_9530,ECLERX,12,2.663,unclassified,31.955999999999996
FALCPAT_6288,RVNL,21,2.654,unclassified,55.733999999999995
FALCPAT_7764,ANURAS,10,2.649,unclassified,26.490000000000002
FALCPAT_7603,ITI,29,2.645,unclassified,76.705
FALCPAT_6424,LODHA,14,2.644,unclassified,37.016000000000005
FALCPAT_8457,ITI,16,2.641,unclassified,42.256
FALCPAT_8377,GALLANTT,16,2.64,unclassified,42.24
FALCPAT_7781,LAURUSLABS,17,2.633,unclassified,44.761
FALCPAT_9426,CGCL,12,2.633,unclassified,31.596
FALCPAT_6236,NIACL,11,2.626,unclassified,28.886
FALCPAT_7942,GODFRYPHLP,14,2.622,unclassified,36.708
FALCPAT_8958,JYOTICNC,12,2.621,unclassified,31.451999999999998
FALCPAT_7737,POLICYBZR,10,2.619,unclassified,26.19
FALCPAT_6335,ITI,24,2.615,unclassified,62.760000000000005
FALCPAT_9546,TATAINVEST,11,2.615,unclassified,28.765
FALCPAT_9121,KFINTECH,17,2.614,unclassified,44.437999999999995
FALCPAT_6344,CREDITACC,11,2.611,unclassified,28.721000000000004
FALCPAT_6675,FACT,15,2.608,unclassified,39.120000000000005
FALCPAT_9294,FLUOROCHEM,10,2.606,unclassified,26.06
FALCPAT_8904,PPLPHARMA,16,2.605,unclassified,41.68
FALCPAT_7469,VIJAYA,10,2.603,unclassified,26.03
FALCPAT_8545,GVT&D,18,2.602,unclassified,46.836
FALCPAT_8247,LODHA,16,2.602,unclassified,41.632
FALCPAT_7942,TATAELXSI,10,2.6,unclassified,26.0
FALCPAT_9061,ITI,14,2.595,unclassified,36.330000000000005
FALCPAT_7904,OLECTRA,10,2.595,unclassified,25.950000000000003
FALCPAT_8354,MMTC,25,2.593,unclassified,64.825
FALCPAT_6744,PAYTM,13,2.593,unclassified,33.709
FALCPAT_6784,MAHABANK,12,2.592,unclassified,31.104
FALCPAT_7965,LODHA,11,2.588,unclassified,28.468
FALCPAT_6793,ERIS,27,2.584,unclassified,69.768
FALCPAT_6996,PGEL,11,2.584,unclassified,28.424
FALCPAT_9445,VIJAYA,22,2.58,unclassified,56.760000000000005
FALCPAT_8502,FSL,14,2.577,unclassified,36.078
FALCPAT_9405,BBTC,10,2.575,unclassified,25.75
FALCPAT_9547,LODHA,11,2.573,unclassified,28.303
FALCPAT_6715,ZENSARTECH,16,2.57,unclassified,41.12
FALCPAT_9583,360ONE,11,2.566,unclassified,28.226
FALCPAT_8453,IPCALAB,11,2.561,unclassified,28.171
FALCPAT_8361,IDFCFIRSTB,10,2.558,unclassified,25.58
FALCPAT_7297,IFCI,20,2.556,unclassified,51.120000000000005
FALCPAT_8619,NLCINDIA,17,2.554,unclassified,43.418
FALCPAT_7164,ERIS,15,2.554,unclassified,38.309999999999995
FALCPAT_6696,SUPREMEIND,11,2.554,unclassified,28.093999999999998
FALCPAT_6334,ITI,13,2.553,unclassified,33.189
FALCPAT_8407,RITES,13,2.552,unclassified,33.176
FALCPAT_8454,TATAELXSI,10,2.551,unclassified,25.51
FALCPAT_9406,JUBLPHARMA,13,2.548,unclassified,33.124
FALCPAT_7561,ZENSARTECH,10,2.547,unclassified,25.470000000000002
FALCPAT_6646,LODHA,14,2.546,unclassified,35.644
FALCPAT_6477,IOB,21,2.545,unclassified,53.445
FALCPAT_6741,DEEPAKFERT,10,2.545,unclassified,25.45
FALCPAT_9266,RVNL,15,2.543,unclassified,38.145
FALCPAT_8348,SJVN,10,2.543,unclassified,25.43
FALCPAT_8260,AEGISLOG,13,2.536,unclassified,32.968
FALCPAT_6251,AEGISLOG,12,2.536,unclassified,30.432000000000002
FALCPAT_8883,VIJAYA,23,2.534,unclassified,58.282
FALCPAT_8876,BLUESTARCO,13,2.534,unclassified,32.942
FALCPAT_9005,GLAXO,12,2.529,unclassified,30.348
FALCPAT_7164,IOB,17,2.527,unclassified,42.959
FALCPAT_8970,CONCORDBIO,13,2.527,unclassified,32.851
FALCPAT_8332,FACT,14,2.526,unclassified,35.364
FALCPAT_9113,ERIS,18,2.525,unclassified,45.449999999999996
FALCPAT_7436,TTML,10,2.521,unclassified,25.21
FALCPAT_8890,ATGL,22,2.518,unclassified,55.395999999999994
FALCPAT_8890,ABREL,17,2.517,unclassified,42.789
FALCPAT_8270,FSL,19,2.516,unclassified,47.804
FALCPAT_8728,MRPL,10,2.515,unclassified,25.150000000000002
FALCPAT_6477,MAZDOCK,16,2.509,unclassified,40.144
FALCPAT_7184,JUBLPHARMA,13,2.508,unclassified,32.604
FALCPAT_8883,ACE,17,2.507,unclassified,42.619
FALCPAT_9502,ITI,27,2.505,unclassified,67.63499999999999
FALCPAT_7184,GODFRYPHLP,16,2.505,unclassified,40.08
FALCPAT_7764,ERIS,13,2.504,unclassified,32.552
FALCPAT_7910,POONAWALLA,13,2.504,unclassified,32.552
FALCPAT_9494,TATAINVEST,13,2.504,unclassified,32.552
FALCPAT_8882,GRSE,12,2.504,unclassified,30.048000000000002
FALCPAT_8642,INDIACEM,10,2.503,unclassified,25.03
FALCPAT_8225,ITI,18,2.501,unclassified,45.018
FALCPAT_8206,360ONE,11,2.499,unclassified,27.489
FALCPAT_7737,PPLPHARMA,14,2.498,unclassified,34.972
FALCPAT_7519,CONCORDBIO,12,2.497,unclassified,29.964
FALCPAT_6205,GLAXO,10,2.492,unclassified,24.92
FALCPAT_8333,OLECTRA,12,2.491,unclassified,29.892000000000003
FALCPAT_8881,COCHINSHIP,14,2.49,unclassified,34.86
FALCPAT_9568,JUBLINGREA,12,2.49,unclassified,29.880000000000003
FALCPAT_8065,SARDAEN,15,2.485,unclassified,37.275
FALCPAT_8734,KFINTECH,14,2.485,unclassified,34.79
FALCPAT_9300,HBLENGINE,10,2.485,unclassified,24.849999999999998
FALCPAT_7324,ITI,20,2.483,unclassified,49.660000000000004
FALCPAT_8645,NLCINDIA,19,2.479,unclassified,47.101
FALCPAT_8690,POWERINDIA,14,2.479,unclassified,34.706
FALCPAT_8422,HINDZINC,12,2.479,unclassified,29.748
FALCPAT_9406,REDINGTON,12,2.475,unclassified,29.700000000000003
FALCPAT_9369,VIJAYA,14,2.474,unclassified,34.636
FALCPAT_8143,LODHA,17,2.473,unclassified,42.041
FALCPAT_6657,LODHA,17,2.472,unclassified,42.024
FALCPAT_9243,PNBHOUSING,11,2.471,unclassified,27.181
FALCPAT_7801,NAVA,16,2.47,unclassified,39.52
FALCPAT_7737,CAPLIPOINT,15,2.469,unclassified,37.035
FALCPAT_8462,ANURAS,10,2.468,unclassified,24.68
FALCPAT_6295,LODHA,25,2.466,unclassified,61.650000000000006
FALCPAT_7755,SONACOMS,12,2.463,unclassified,29.556
FALCPAT_7870,IDFCFIRSTB,10,2.463,unclassified,24.630000000000003
FALCPAT_6693,WELCORP,15,2.462,unclassified,36.93
FALCPAT_7199,TARIL,16,2.46,unclassified,39.36
FALCPAT_9114,ITI,24,2.458,unclassified,58.992000000000004
FALCPAT_7760,GODFRYPHLP,18,2.455,unclassified,44.19
FALCPAT_6439,SAREGAMA,11,2.455,unclassified,27.005000000000003
FALCPAT_9530,FACT,22,2.449,unclassified,53.878
FALCPAT_8414,NATIONALUM,10,2.447,unclassified,24.47
FALCPAT_9517,LODHA,12,2.446,unclassified,29.352000000000004
FALCPAT_9425,JUBLPHARMA,13,2.444,unclassified,31.772
FALCPAT_7306,ADANIPORTS,11,2.444,unclassified,26.884
FALCPAT_6514,VIJAYA,21,2.442,unclassified,51.282000000000004
FALCPAT_8455,LODHA,15,2.442,unclassified,36.63
FALCPAT_8631,ITI,16,2.439,unclassified,39.024
FALCPAT_7740,SPLPETRO,10,2.438,unclassified,24.380000000000003
FALCPAT_7180,UCOBANK,16,2.435,unclassified,38.96
FALCPAT_7472,UCOBANK,16,2.435,unclassified,38.96
FALCPAT_9108,FINCABLES,19,2.427,unclassified,46.113
FALCPAT_8196,VIJAYA,16,2.427,unclassified,38.832
FALCPAT_8545,IFCI,16,2.427,unclassified,38.832
FALCPAT_7800,IOB,12,2.424,unclassified,29.088
FALCPAT_8449,ERIS,10,2.423,unclassified,24.23
FALCPAT_8247,INTELLECT,14,2.422,unclassified,33.908
FALCPAT_8221,NIACL,10,2.421,unclassified,24.209999999999997
FALCPAT_8138,PATANJALI,10,2.42,unclassified,24.2
FALCPAT_6334,POLICYBZR,13,2.419,unclassified,31.447
FALCPAT_7781,CARTRADE,12,2.416,unclassified,28.991999999999997
FALCPAT_8206,ADANIPORTS,12,2.415,unclassified,28.98
FALCPAT_7764,BLS,11,2.409,unclassified,26.499
FALCPAT_6334,SYRMA,11,2.407,unclassified,26.477
FALCPAT_8882,BDL,13,2.404,unclassified,31.252
FALCPAT_7880,HUDCO,10,2.4,unclassified,24.0
FALCPAT_6999,WOCKPHARMA,21,2.395,unclassified,50.295
FALCPAT_8230,OIL,14,2.395,unclassified,33.53
FALCPAT_9523,NLCINDIA,16,2.394,unclassified,38.304
FALCPAT_6331,JINDALSAW,12,2.393,unclassified,28.715999999999998
FALCPAT_9220,ITI,16,2.392,unclassified,38.272
FALCPAT_6663,ITI,26,2.391,unclassified,62.166
FALCPAT_9569,BEML,14,2.387,unclassified,33.418
FALCPAT_7603,GALLANTT,17,2.386,unclassified,40.562000000000005
FALCPAT_9446,REDINGTON,13,2.386,unclassified,31.018
FALCPAT_6578,BIKAJI,14,2.384,unclassified,33.376
FALCPAT_7430,RVNL,20,2.377,unclassified,47.53999999999999
FALCPAT_8547,FACT,18,2.377,unclassified,42.785999999999994
FALCPAT_8567,PTCIL,10,2.376,unclassified,23.759999999999998
FALCPAT_9210,JBMA,10,2.376,unclassified,23.759999999999998
FALCPAT_7086,GRSE,37,2.375,unclassified,87.875
FALCPAT_8781,AEGISLOG,17,2.374,unclassified,40.358000000000004
FALCPAT_7430,IFCI,10,2.371,unclassified,23.71
FALCPAT_8496,GODREJIND,15,2.37,unclassified,35.550000000000004
FALCPAT_8066,WOCKPHARMA,12,2.37,unclassified,28.44
FALCPAT_9445,AEGISLOG,13,2.369,unclassified,30.797000000000004
FALCPAT_8189,FLUOROCHEM,10,2.369,unclassified,23.69
FALCPAT_8332,IIFL,12,2.368,unclassified,28.415999999999997
FALCPAT_8422,MRPL,10,2.368,unclassified,23.68
FALCPAT_7200,AMBER,15,2.367,unclassified,35.505
FALCPAT_8547,ITI,24,2.366,unclassified,56.784000000000006
FALCPAT_6151,HINDZINC,14,2.364,unclassified,33.096
FALCPAT_7880,IDEA,10,2.364,unclassified,23.64
FALCPAT_8464,ITI,21,2.361,unclassified,49.581
FALCPAT_8199,ACE,11,2.356,unclassified,25.915999999999997
FALCPAT_8568,RVNL,26,2.353,unclassified,61.178000000000004
FALCPAT_8664,TTML,15,2.353,unclassified,35.295
FALCPAT_8462,ERIS,10,2.352,unclassified,23.52
FALCPAT_8545,CARTRADE,10,2.351,unclassified,23.509999999999998
FALCPAT_6288,MAZDOCK,12,2.349,unclassified,28.188000000000002
FALCPAT_7430,RAILTEL,12,2.349,unclassified,28.188000000000002
FALCPAT_9106,IRFC,12,2.349,unclassified,28.188000000000002
FALCPAT_6824,ITI,30,2.339,unclassified,70.17
FALCPAT_9185,BHEL,12,2.339,unclassified,28.067999999999998
FALCPAT_7737,NUVAMA,11,2.338,unclassified,25.718
FALCPAT_7928,HINDZINC,23,2.335,unclassified,53.705
FALCPAT_8545,IRCON,15,2.335,unclassified,35.025
FALCPAT_7785,RAILTEL,18,2.334,unclassified,42.012
FALCPAT_6174,ABSLAMC,11,2.334,unclassified,25.674
FALCPAT_9509,TARIL,10,2.333,unclassified,23.330000000000002
FALCPAT_8354,NIACL,16,2.33,unclassified,37.28
FALCPAT_8454,ECLERX,16,2.327,unclassified,37.232
FALCPAT_9569,GPIL,14,2.325,unclassified,32.550000000000004
FALCPAT_6458,ACE,13,2.323,unclassified,30.198999999999998
FALCPAT_7395,AEGISLOG,10,2.323,unclassified,23.23
FALCPAT_7021,GABRIEL,14,2.319,unclassified,32.466
FALCPAT_6715,FSL,12,2.318,unclassified,27.816000000000003
FALCPAT_8347,HINDCOPPER,11,2.316,unclassified,25.476
FALCPAT_8734,JBMA,10,2.316,unclassified,23.159999999999997
FALCPAT_6575,LODHA,16,2.313,unclassified,37.008
FALCPAT_8685,RVNL,14,2.312,unclassified,32.367999999999995
FALCPAT_7965,BSE,11,2.312,unclassified,25.432
FALCPAT_8949,LTFOODS,11,2.312,unclassified,25.432
FALCPAT_9429,ABREL,11,2.312,unclassified,25.432
FALCPAT_8269,AEGISLOG,10,2.308,unclassified,23.08
FALCPAT_9170,AEGISLOG,10,2.308,unclassified,23.08
FALCPAT_6424,TARIL,11,2.306,unclassified,25.366
FALCPAT_7909,AUBANK,10,2.306,unclassified,23.060000000000002
FALCPAT_6329,DATAPATTNS,21,2.305,unclassified,48.405
FALCPAT_8780,JBMA,12,2.303,unclassified,27.636
FALCPAT_6288,SJVN,10,2.303,unclassified,23.03
FALCPAT_7760,ITI,30,2.301,unclassified,69.03
FALCPAT_7737,LTFOODS,13,2.301,unclassified,29.913000000000004
FALCPAT_8144,IOB,18,2.3,unclassified,41.4
FALCPAT_8248,IOB,18,2.3,unclassified,41.4
FALCPAT_6675,KAYNES,10,2.299,unclassified,22.99
FALCPAT_6151,COCHINSHIP,42,2.296,unclassified,96.43199999999999
FALCPAT_8071,GALLANTT,14,2.296,unclassified,32.144
FALCPAT_9243,GODREJIND,14,2.295,unclassified,32.129999999999995
FALCPAT_8371,PPLPHARMA,21,2.291,unclassified,48.111
FALCPAT_8325,GALLANTT,11,2.291,unclassified,25.201
FALCPAT_6645,KFINTECH,15,2.29,unclassified,34.35
FALCPAT_8206,AEGISLOG,12,2.288,unclassified,27.455999999999996
FALCPAT_9405,NCC,19,2.287,unclassified,43.452999999999996
FALCPAT_6236,MRPL,13,2.287,unclassified,29.730999999999998
FALCPAT_8373,GODREJIND,17,2.285,unclassified,38.845
FALCPAT_7754,IOB,16,2.285,unclassified,36.56
FALCPAT_8453,ATUL,12,2.284,unclassified,27.407999999999998
FALCPAT_7516,CHENNPETRO,10,2.283,unclassified,22.83
FALCPAT_9317,LODHA,19,2.282,unclassified,43.358000000000004
FALCPAT_9569,STARHEALTH,12,2.28,unclassified,27.36
FALCPAT_6646,INTELLECT,13,2.278,unclassified,29.614
FALCPAT_8373,CASTROLIND,11,2.276,unclassified,25.035999999999998
FALCPAT_8949,ADANIPOWER,32,2.275,unclassified,72.8
FALCPAT_8811,GRAVITA,12,2.274,unclassified,27.288
FALCPAT_8966,REDINGTON,12,2.273,unclassified,27.276000000000003
FALCPAT_8502,NUVAMA,18,2.267,unclassified,40.806
FALCPAT_8762,RVNL,12,2.267,unclassified,27.204
FALCPAT_8939,HOMEFIRST,10,2.266,unclassified,22.66
FALCPAT_9567,INDIACEM,19,2.263,unclassified,42.997
FALCPAT_8733,NUVAMA,11,2.263,unclassified,24.893
FALCPAT_8584,ATGL,10,2.263,unclassified,22.63
FALCPAT_8645,ATGL,10,2.263,unclassified,22.63
FALCPAT_7998,GODREJIND,19,2.262,unclassified,42.978
FALCPAT_7621,UCOBANK,17,2.259,unclassified,38.403
FALCPAT_8645,TRITURBINE,11,2.258,unclassified,24.838
FALCPAT_7466,HUDCO,15,2.257,unclassified,33.855000000000004
FALCPAT_9522,PPLPHARMA,12,2.257,unclassified,27.084000000000003
FALCPAT_6791,PPLPHARMA,12,2.253,unclassified,27.036
FALCPAT_9429,CESC,10,2.252,unclassified,22.519999999999996
FALCPAT_7799,GODREJIND,12,2.251,unclassified,27.012
FALCPAT_8000,MRPL,13,2.25,unclassified,29.25
FALCPAT_8043,MRPL,13,2.25,unclassified,29.25
FALCPAT_9597,POLICYBZR,22,2.249,unclassified,49.478
FALCPAT_7176,ELGIEQUIP,15,2.249,unclassified,33.735
FALCPAT_8584,DEEPAKFERT,10,2.246,unclassified,22.46
FALCPAT_9128,IOB,13,2.243,unclassified,29.159
FALCPAT_7631,ANURAS,14,2.242,unclassified,31.387999999999998
