pattern,n_consistent,stocks,calc_n_consistent,pair_rows,total_occurrences,weighted_avg_d1,_merge,n_diff
FALCPAT_6393,79,"GODFRYPHLP, WOCKPHARMA, FACT, BALRAMCHIN, RITES, APARINDS, ITI, SYRMA, DATAPATTNS, TORNTPOWER, ICICIGI, HDFCLIFE, CHALET, INDUSINDBK, DEVYANI, JSWINFRA, NEULANDLAB, GAIL, AMBER, JYOTICNC, CONCORDBIO, GODREJCP, VEDL, BANKBARODA, IFCI, KAYNES, HONASA, STARHEALTH, TATAPOWER, TTML, PFIZER, AXISBANK, CREDITACC, SHREECEM, TEGA, JSL, IDBI, IIFL, CANFINHOME, ANANTRAJ",79,79,728,1.0352884615384614,both,0
FALCPAT_6420,60,"GILLETTE, REDINGTON, LAURUSLABS, NCC, NUVAMA, ALKEM, CREDITACC, IRCTC, DEEPAKFERT, STARHEALTH, CUMMINSIND, GVT&D, GODREJCP, SONACOMS, FEDERALBNK, PRESTIGE, ASHOKLEY, BBTC, COROMANDEL, GABRIEL, COHANCE, INDHOTEL, PETRONET, EICHERMOT, PAGEIND, WELCORP, MARICO, AFFLE, ICICIPRULI, KPITTECH, AXISBANK, WOCKPHARMA, USHAMART, HAL, CHAMBLFERT, HINDCOPPER, KARURVYSYA, M&M, LTM, LEMONTREE",60,60,1489,0.7755540631296173,both,0
FALCPAT_6423,84,"VTL, RITES, IOC, ICICIGI, AEGISLOG, SHYAMMETL, GLAXO, TRIDENT, HUDCO, CENTRALBK, IRB, TEGA, CRAFTSMAN, ONGC, RBLBANK, CASTROLIND, JUBLINGREA, JKTYRE, REDINGTON, MAHABANK, HSCL, WELSPUNLIV, NYKAA, ZYDUSWELL, ALKEM, RAMCOCEM, TMPV, HCLTECH, GUJGASLTD, PATANJALI, ESCORTS, PCBL, APTUS, AFFLE, VEDL, MANKIND, ZFCVINDIA, CANBK, PIIND, POONAWALLA",84,84,567,0.9545749559082891,both,0
FALCPAT_6424,115,"GODREJIND, BSE, GALLANTT, GPIL, LODHA, BALKRISIND, TARIL, DOMS, NLCINDIA, WELCORP, FIVESTAR, LEMONTREE, PHOENIXLTD, KFINTECH, VIJAYA, BDL, ERIS, JSL, KPRMILL, EXIDEIND, MCX, CHALET, BANKINDIA, MAPMYINDIA, EIHOTEL, SUNDARMFIN, SUMICHEM, ESCORTS, J&KBANK, PRESTIGE, AFFLE, JSWINFRA, JSWENERGY, GRAVITA, 360ONE, TRENT, ENDURANCE, CEMPRO, ITI, BANDHANBNK",115,115,1470,1.0016197278911567,both,0
FALCPAT_6425,49,"MANAPPURAM, NLCINDIA, MOTILALOFS, KALYANKJIL, RECLTD, CLEAN, ELECON, GPIL, ANANTRAJ, GALLANTT, BLUESTARCO, GRSE, PRESTIGE, FORCEMOT, POWERINDIA, LTF, AWL, ITI, GRAVITA, JUBLPHARMA, RVNL, MMTC, IRCON, TATAPOWER, HINDALCO, SAMMAANCAP, BRIGADE, INFY, BANKINDIA, NHPC, LODHA, ENGINERSIN, LTTS, IRFC, RADICO, SAPPHIRE, INDIANB, GABRIEL, BHEL, IOC",49,49,472,0.933436440677966,both,0
FALCPAT_6427,58,"RAMCOCEM, AIIL, GRASIM, SIGNATURE, ERIS, TATACHEM, JSWSTEEL, TATAELXSI, OFSS, ITI, BRITANNIA, RVNL, POONAWALLA, SYNGENE, ANURAS, CHAMBLFERT, BHARTIARTL, GSPL, OBEROIRLTY, CONCORDBIO, JUBLPHARMA, BATAINDIA, UPL, TECHM, ZYDUSLIFE, RBLBANK, CHOLAHLDNG, WHIRLPOOL, BOSCHLTD, CREDITACC, PVRINOX, HINDZINC, GRSE, FLUOROCHEM, SHREECEM, JUBLFOOD, M&MFIN, ULTRACEMCO, INDIACEM, EMAMILTD",58,58,1580,0.7517455696202532,both,0
FALCPAT_6431,61,"BEL, NUVAMA, JBCHEPHARM, FSL, NAVA, DRREDDY, ZENSARTECH, TVSMOTOR, TBOTEK, VIJAYA, JSWSTEEL, BAJFINANCE, TATACOMM, SUNDARMFIN, HBLENGINE, AJANTPHARM, HCLTECH, RADICO, CUMMINSIND, HEROMOTOCO, ECLERX, TATAPOWER, SRF, POLYMED, BERGEPAINT, AEGISLOG, AMBER, COHANCE, KFINTECH, BIKAJI, CGPOWER, HSCL, ASHOKLEY, GODREJIND, MFSL, WELCORP, GLENMARK, SAPPHIRE, PTCIL, VBL",61,61,1396,0.873038681948424,both,0
FALCPAT_6438,100,"RITES, CHENNPETRO, YESBANK, NATIONALUM, ABBOTINDIA, BANKINDIA, JUBLPHARMA, AMBER, ELECON, LODHA, LINDEINDIA, BLUEJET, ZFCVINDIA, CHOLAHLDNG, LAURUSLABS, BAJAJHLDNG, SBICARD, PPLPHARMA, POONAWALLA, KIRLOSENG, JBCHEPHARM, EXIDEIND, PFC, BBTC, COCHINSHIP, IREDA, INDUSINDBK, NBCC, HINDZINC, BSE, CRAFTSMAN, ARE&M, IRCON, HSCL, INDIANB, GVT&D, TATACOMM, ZENSARTECH, IGL, DOMS",100,100,1080,0.9481425925925926,both,0
FALCPAT_6439,108,"HOMEFIRST, ECLERX, FIVESTAR, ITI, TRITURBINE, NUVOCO, SYRMA, FACT, SAREGAMA, SPLPETRO, TATAINVEST, KAYNES, AAVAS, NATCOPHARM, SAMMAANCAP, INTELLECT, ASTERDM, SONATSOFTW, KFINTECH, APLAPOLLO, NUVAMA, CYIENT, BSE, POLICYBZR, PATANJALI, MOTILALOFS, SHYAMMETL, DOMS, KIMS, BEML, INDUSINDBK, CLEAN, PARADEEP, PRESTIGE, TARIL, ENDURANCE, WELSPUNLIV, CRAFTSMAN, NLCINDIA, INDIANB",108,108,1023,1.0723049853372433,both,0
FALCPAT_6440,34,"HONAUT, ITI, HONASA, AIIL, BDL, HINDZINC, GRSE, PVRINOX, NIACL, OFSS, ERIS, BHARTIHEXA, AXISBANK, SUNTV, CARBORUNIV, HUDCO, STARHEALTH, DATAPATTNS, RVNL, NATIONALUM, ABB, ANURAS, FLUOROCHEM, WOCKPHARMA, LODHA, CONCORDBIO, INDIACEM, CDSL, KFINTECH, CREDITACC, RAMCOCEM, BATAINDIA, WHIRLPOOL, MAXHEALTH",34,34,1199,0.7359674728940785,both,0
FALCPAT_6458,97,"VIJAYA, PPLPHARMA, POONAWALLA, NLCINDIA, ACE, DLF, CGPOWER, UNOMINDA, GRANULES, NHPC, BAYERCROP, JUBLPHARMA, BHEL, BIKAJI, CAPLIPOINT, EIHOTEL, HINDPETRO, HCLTECH, LODHA, NUVAMA, TATACOMM, WELCORP, AWL, NSLNISP, BALKRISIND, ATUL, BLUEDART, JSWINFRA, BLS, ARE&M, ZOMATO, AUROPHARMA, OLECTRA, VOLTAS, MUTHOOTFIN, PCBL, GODREJIND, VBL, IDBI, USHAMART",97,97,1767,0.9321239388794568,both,0
FALCPAT_6467,110,"PARADEEP, GODREJIND, RADICO, BSE, HINDPETRO, PNBHOUSING, GPIL, GICRE, ATGL, BDL, WELCORP, POLYCAB, KAYNES, ERIS, CHENNPETRO, CHALET, JSWSTEEL, HINDZINC, UBL, DOMS, TVSMOTOR, JSWINFRA, HUDCO, SUMICHEM, NLCINDIA, MAPMYINDIA, RPOWER, FSL, TARIL, CHOLAHLDNG, LLOYDSME, VIJAYA, ANGELONE, COCHINSHIP, DEEPAKFERT, LINDEINDIA, TRIDENT, GALLANTT, NAM-INDIA, ASHOKLEY",110,110,1270,1.0145440944881892,both,0
FALCPAT_6470,26,"HONASA, AIIL, HONAUT, SBILIFE, BOSCHLTD, M&M, WHIRLPOOL, GRSE, SBICARD, ITI, JSWSTEEL, SUNTV, AXISBANK, HINDZINC, DIVISLAB, INDIACEM, M&MFIN, COHANCE, ABB, COROMANDEL, GRASIM, TATAINVEST, JUBLPHARMA, APLAPOLLO, BALKRISIND, IOB",26,26,662,0.7146797583081571,both,0
FALCPAT_6474,65,"ZFCVINDIA, CGCL, JYOTICNC, INDUSTOWER, PPLPHARMA, INOXWIND, JPPOWER, ADANIPORTS, TATAINVEST, JSWENERGY, SYRMA, BANDHANBNK, ABB, KALYANKJIL, BHEL, JIOFIN, TEGA, NBCC, BBTC, ELGIEQUIP, JINDALSTEL, MOTILALOFS, TATAELXSI, OFSS, GODFRYPHLP, KFINTECH, IGL, YESBANK, AMBUJACEM, WELSPUNLIV, MAPMYINDIA, PRESTIGE, NEWGEN, BEML, BDL, KAYNES, JBMA, GUJGASLTD, TECHNOE, SJVN",65,65,1275,0.9359231372549018,both,0
FALCPAT_6475,72,"PGEL, POWERINDIA, PATANJALI, BAYERCROP, CARTRADE, JINDALSAW, POONAWALLA, NAVA, TATAELXSI, PPLPHARMA, RITES, BLUEDART, RAILTEL, BLS, BHARATFORG, PAYTM, JUBLPHARMA, ABREL, SJVN, PCBL, NCC, ENDURANCE, ACE, GVT&D, GRAVITA, NHPC, GLENMARK, CRISIL, NBCC, HEROMOTOCO, TECHM, LAURUSLABS, APOLLOHOSP, CAMS, KPIL, HBLENGINE, KEC, KEI, MAPMYINDIA, LTM",72,72,662,1.0949969788519636,both,0
FALCPAT_6477,119,"ACE, RVNL, PPLPHARMA, IOB, MAZDOCK, JUBLPHARMA, SUZLON, SARDAEN, HAL, GODFRYPHLP, USHAMART, SOLARINDS, J&KBANK, POLICYBZR, KPRMILL, PAGEIND, JBCHEPHARM, GRAVITA, ASAHIINDIA, SRF, SHYAMMETL, IREDA, CGPOWER, JYOTICNC, BIKAJI, BANKBARODA, GAIL, BDL, UCOBANK, RAINBOW, DOMS, TEJASNET, VIJAYA, VBL, NLCINDIA, BSE, CEMPRO, TRITURBINE, OLECTRA, ADANIPOWER",119,119,1700,1.0812782352941177,both,0
FALCPAT_6481,22,"CROMPTON, DEEPAKNTR, ZYDUSLIFE, INDIGO, RRKABEL, BSOFT, APOLLOHOSP, TATAPOWER, LICHSGFIN, MOTHERSON, ALKEM, HDFCAMC, PETRONET, CUMMINSIND, MGL, UPL, LUPIN, SHRIRAMFIN, FEDERALBNK, PAGEIND, IDFCFIRSTB, NAVINFLUOR",22,22,337,0.722,both,0
FALCPAT_6483,16,"AIIL, TATACONSUM, BOSCHLTD, ABBOTINDIA, BHARTIHEXA, DRREDDY, DIVISLAB, TATAELXSI, HDFCAMC, ATUL, TARIL, BRITANNIA, LT, HCLTECH, TATATECH, PATANJALI",16,16,489,0.6244335378323107,both,0
FALCPAT_6504,75,"NBCC, JINDALSAW, MAPMYINDIA, PATANJALI, NEULANDLAB, CONCORDBIO, HINDCOPPER, TARIL, BHEL, HEG, TRIDENT, TEGA, ABREL, INTELLECT, GRAVITA, ACC, BIKAJI, KPIL, HBLENGINE, SONACOMS, WELSPUNLIV, ITI, PGEL, BSOFT, LTM, RHIM, HSCL, ADANIPOWER, IRFC, TRITURBINE, FINCABLES, BAJAJFINSV, ZYDUSLIFE, NAVA, MCX, HUDCO, DEEPAKFERT, ANGELONE, KFINTECH, SAIL",75,75,868,1.0716002304147465,both,0
FALCPAT_6507,39,"RVNL, NIACL, TECHNOE, COCHINSHIP, ZENTEC, KAYNES, WOCKPHARMA, TATATECH, FORCEMOT, HUDCO, HEG, USHAMART, JUBLPHARMA, CARTRADE, SYRMA, TATAINVEST, CONCORDBIO, CHOLAHLDNG, FINCABLES, GRAVITA, SAREGAMA, BSE, EIHOTEL, SCI, FLUOROCHEM, GICRE, GODREJIND, TTML, TITAGARH, SUNDARMFIN, ABREL, SOBHA, CDSL, WELCORP, RPOWER, POWERINDIA, GPIL, WHIRLPOOL, ELECON",39,39,807,0.8038872366790581,both,0
FALCPAT_6508,9,"SBILIFE, BAJFINANCE, ANURAS, BALKRISIND, JSWSTEEL, AIIL, SBIN, UPL, HDFCAMC",9,9,233,0.5989570815450643,both,0
FALCPAT_6512,60,"CONCORDBIO, RAILTEL, JSWENERGY, HBLENGINE, RBLBANK, RVNL, NAVA, ADANIPORTS, PTCIL, HINDCOPPER, TRITURBINE, KALYANKJIL, ELGIEQUIP, TRENT, SONACOMS, INOXWIND, JYOTICNC, HUDCO, JIOFIN, GODREJPROP, ANGELONE, AMBUJACEM, FINCABLES, COFORGE, DIXON, BEML, WELSPUNLIV, TEGA, NIACL, SOBHA, MOTILALOFS, PRESTIGE, INDUSINDBK, BDL, JPPOWER, KFINTECH, GODFRYPHLP, BBTC, DATAPATTNS, BSOFT",60,60,764,0.9945078534031415,both,0
FALCPAT_6514,97,"FSL, JSWDULUX, CEMPRO, VIJAYA, NUVAMA, TVSMOTOR, CAPLIPOINT, KPRMILL, MANKIND, JBCHEPHARM, TATACOMM, CHAMBLFERT, GPIL, IPCALAB, EIDPARRY, NAVA, PTCIL, JSWINFRA, JUBLPHARMA, KFINTECH, PARADEEP, SOLARINDS, HAL, ECLERX, ZENSARTECH, CHALET, ABCAPITAL, BIKAJI, MINDACORP, COROMANDEL, MAPMYINDIA, BAJAJ-AUTO, SAPPHIRE, APOLLOHOSP, BAJAJHLDNG, POLYMED, BEL, APTUS, RADICO, HBLENGINE",97,97,1888,0.8156414194915255,both,0
FALCPAT_6516,52,"KFINTECH, ADANIPOWER, TARIL, ELECON, MOTILALOFS, JWL, TIINDIA, RKFORGE, PNBHOUSING, MMTC, WHIRLPOOL, TATASTEEL, ZENTEC, APARINDS, AUBANK, WELSPUNLIV, GODREJCP, LODHA, GRANULES, CHALET, JYOTICNC, NMDC, INDUSINDBK, ANGELONE, SOBHA, GABRIEL, AMBUJACEM, CENTRALBK, MANAPPURAM, ABCAPITAL, RITES, CANFINHOME, SCHAEFFLER, TECHNOE, GRAVITA, ZENSARTECH, FACT, DIVISLAB, TRIDENT, KEI",52,52,306,1.156764705882353,both,0
FALCPAT_6519,7,"AAVAS, ABB, LODHA, GLENMARK, COFORGE, COHANCE, ANURAS",7,7,212,0.6367075471698114,both,0
FALCPAT_6521,28,"ADANIPORTS, JYOTICNC, HEG, DATAPATTNS, TECHNOE, NEULANDLAB, KAYNES, HFCL, SCI, MMTC, KEC, JIOFIN, NMDC, JINDALSTEL, ITI, OFSS, AMBUJACEM, JWL, ZENTEC, ADANIPOWER, CAMS, TITAGARH, FACT, KALYANKJIL, SWANCORP, IIFL, JBMA, NEWGEN",28,28,303,1.071115511551155,both,0
FALCPAT_6540,19,"BOSCHLTD, ABBOTINDIA, PIDILITIND, HCLTECH, VIJAYA, LT, BHARTIARTL, KFINTECH, JSWSTEEL, RELIANCE, TATACONSUM, MARUTI, POLYMED, NAVINFLUOR, POLICYBZR, NEWGEN, MARICO, MAXHEALTH, JYOTICNC",19,19,690,0.6466521739130435,both,0
FALCPAT_6541,34,"LLOYDSME, SUNTV, BLUEJET, KFINTECH, HEG, APARINDS, TMPV, CAMS, RVNL, KEI, TATAELXSI, EICHERMOT, TARIL, WHIRLPOOL, CHENNPETRO, MAZDOCK, HUDCO, TBOTEK, GODREJIND, JINDALSAW, KAYNES, SBICARD, INDIGO, KPRMILL, PGEL, ZENSARTECH, DRREDDY, CONCOR, INTELLECT, JUBLFOOD, AEGISLOG, COALINDIA, JINDALSTEL, JUBLPHARMA",34,34,1288,0.7780760869565218,both,0
FALCPAT_6543,7,"LALPATHLAB, MRF, RAMCOCEM, HDFCLIFE, ALKEM, HONASA, GMDCLTD",7,7,149,0.641040268456376,both,0
FALCPAT_6545,55,"PPLPHARMA, BAYERCROP, JSWINFRA, MAHABANK, BIKAJI, GRANULES, NEULANDLAB, GVT&D, NBCC, WELCORP, APTUS, RECLTD, ABREL, GRAVITA, SBICARD, HBLENGINE, NAVA, POLYMED, PATANJALI, KPIL, PCBL, ABCAPITAL, FORCEMOT, TRITURBINE, IRB, RVNL, ICICIPRULI, KFINTECH, DCMSHRIRAM, SJVN, JBMA, JYOTICNC, ENGINERSIN, DATAPATTNS, GODREJCP, KAYNES, LINDEINDIA, HUDCO, MGL, PFIZER",55,55,1107,0.8633116531165311,both,0
FALCPAT_6548,23,"CIPLA, SBILIFE, SUNPHARMA, TATATECH, JSWSTEEL, AIIL, UPL, COROMANDEL, RAMCOCEM, ASIANPAINT, GRASIM, BSE, IDFCFIRSTB, DIVISLAB, DOMS, VOLTAS, DABUR, JYOTICNC, ULTRACEMCO, AUROPHARMA, ANURAS, BPCL, AXISBANK",23,23,499,0.7049639278557114,both,0
FALCPAT_6561,24,"FEDERALBNK, COALINDIA, BHARTIARTL, VIJAYA, INDHOTEL, JSWSTEEL, FSL, DOMS, BAJAJHLDNG, UNOMINDA, MAXHEALTH, RELIANCE, BEL, FORTIS, SBFC, SUNPHARMA, MRF, TVSMOTOR, POLICYBZR, PHOENIXLTD, LT, JBCHEPHARM, DRREDDY, AJANTPHARM",24,24,779,0.6847060333761232,both,0
FALCPAT_6562,24,"KFINTECH, KAYNES, LLOYDSME, PGEL, BLUESTARCO, INDHOTEL, BLUEJET, GODREJIND, APARINDS, PARADEEP, DOMS, CHALET, HEG, ZENSARTECH, INTELLECT, FACT, CAMS, DIVISLAB, NAM-INDIA, MARICO, DATAPATTNS, BHARTIARTL, AEGISLOG, GPIL",24,24,1046,0.8121969407265774,both,0
FALCPAT_6566,60,"WOCKPHARMA, FORTIS, POONAWALLA, VIJAYA, DATAPATTNS, SARDAEN, KAYNES, OLECTRA, NEWGEN, GLAXO, FORCEMOT, FSL, JUBLPHARMA, JKCEMENT, SUPREMEIND, ATGL, POWERINDIA, RRKABEL, MMTC, HEG, JYOTICNC, SOLARINDS, AMBER, CCL, BRITANNIA, POLICYBZR, IFCI, NUVAMA, BEML, GVT&D, ENDURANCE, PATANJALI, RITES, ANURAS, MFSL, ABREL, GRSE, CUMMINSIND, NAVA, MARUTI",60,60,1280,0.7894656249999998,both,0
FALCPAT_6567,32,"TATASTEEL, CLEAN, TATACOMM, TATAPOWER, MARICO, DMART, COROMANDEL, JINDALSTEL, INDIACEM, EXIDEIND, EICHERMOT, CIPLA, BAJAJ-AUTO, WELCORP, PETRONET, DELHIVERY, LT, MUTHOOTFIN, IGL, ABSLAMC, CHOLAFIN, GLENMARK, DIVISLAB, ERIS, JUBLPHARMA, HUDCO, BBTC, GVT&D, GODREJPROP, WHIRLPOOL, BANKBARODA, SONATSOFTW",32,32,947,0.6444139387539599,both,0
FALCPAT_6569,59,"APTUS, PPLPHARMA, J&KBANK, PCBL, BIKAJI, NAVA, GRAVITA, PATANJALI, POLYMED, NEULANDLAB, POLICYBZR, HBLENGINE, GRANULES, SPLPETRO, EMAMILTD, ABREL, PFIZER, KPIL, TARIL, LINDEINDIA, ADANIPORTS, KFINTECH, IRB, NATIONALUM, SJVN, CAMS, LICI, DATAPATTNS, HSCL, COLPAL, PGEL, KAYNES, RVNL, GODFRYPHLP, ENDURANCE, SBICARD, DCMSHRIRAM, RECLTD, CRISIL, JYOTICNC",59,59,1041,0.9363342939481268,both,0
FALCPAT_6575,92,"ZOMATO, IDBI, 360ONE, TATAINVEST, LODHA, GPIL, BIKAJI, JSWSTEEL, FLUOROCHEM, NLCINDIA, GRSE, KAYNES, DCMSHRIRAM, CCL, BALKRISIND, GRAVITA, INDIACEM, PTCIL, ECLERX, CGPOWER, AIAENG, NEWGEN, PGEL, BLS, SCHAEFFLER, JMFINANCIL, INOXWIND, EIHOTEL, WELCORP, TITAN, NHPC, UNOMINDA, USHAMART, BDL, SUZLON, EIDPARRY, REDINGTON, MRF, GMRAIRPORT, HUDCO",92,92,1590,0.9336176100628931,both,0
FALCPAT_6578,85,"LODHA, CRAFTSMAN, TATAINVEST, GODREJIND, ZENSARTECH, JSWINFRA, CGCL, 360ONE, LICHSGFIN, BIKAJI, CANBK, BAYERCROP, CUMMINSIND, ATUL, GPIL, CHALET, GLENMARK, CHOLAHLDNG, HINDZINC, USHAMART, OBEROIRLTY, DEVYANI, PFC, ACE, GRAVITA, APTUS, SYRMA, POLYCAB, HINDPETRO, CGPOWER, GRSE, PPLPHARMA, KFINTECH, PERSISTENT, JINDALSAW, BERGEPAINT, PCBL, CCL, INOXWIND, APOLLOTYRE",85,85,1397,0.9726342161775234,both,0
FALCPAT_6591,77,"FSL, RADICO, SHYAMMETL, AMBER, SRF, TATAINVEST, BEL, JSWDULUX, VIJAYA, SAPPHIRE, ERIS, NLCINDIA, SAREGAMA, M&M, PHOENIXLTD, JSL, LLOYDSME, KIMS, DOMS, MCDOWELL-N, KFINTECH, MARUTI, COHANCE, CAPLIPOINT, MAZDOCK, ANURAS, WELCORP, SARDAEN, ALKEM, GILLETTE, GRANULES, GMRAIRPORT, BLS, DCMSHRIRAM, PPLPHARMA, ANANDRATHI, ZENSARTECH, AEGISLOG, GRAVITA, INDIGO",77,77,1878,0.8278535676251333,both,0
FALCPAT_6592,49,"DEEPAKFERT, SHYAMMETL, TRITURBINE, EIHOTEL, BANKBARODA, BLUESTARCO, VTL, SARDAEN, MEDANTA, CHALET, PFC, SPLPETRO, LTFOODS, CESC, TIINDIA, ACE, TATACHEM, ECLERX, GVT&D, OLECTRA, RHIM, GESHIP, NSLNISP, GLAND, LLOYDSME, SAPPHIRE, J&KBANK, NEWGEN, HINDPETRO, HUDCO, NLCINDIA, GALLANTT, ELECON, MOTILALOFS, SOBHA, WOCKPHARMA, IRCON, IDBI, DCMSHRIRAM, DATAPATTNS",49,49,627,0.9475295055821371,both,0
FALCPAT_6617,12,"ABBOTINDIA, FEDERALBNK, HAL, AADHARHFC, LLOYDSME, MARICO, LICI, BAJAJHLDNG, TATATECH, SBFC, TARIL, FSL",12,12,416,0.5842379807692308,both,0
FALCPAT_6633,38,"FSL, AJANTPHARM, LLOYDSME, KFINTECH, DOMS, VIJAYA, KOTAKBANK, MAXHEALTH, NLCINDIA, JKCEMENT, INDHOTEL, PNBHOUSING, SHYAMMETL, COHANCE, HOMEFIRST, JBCHEPHARM, DCMSHRIRAM, RADICO, ANANDRATHI, KAYNES, POLICYBZR, JSL, GPIL, ERIS, GICRE, SAPPHIRE, NAVA, ZENSARTECH, JSWINFRA, CHALET, FORTIS, M&M, ECLERX, ITC, ASHOKLEY, HEG, UNOMINDA, TRITURBINE",38,38,1369,0.7320511322132945,both,0
FALCPAT_6643,32,"LLOYDSME, JSWSTEEL, LTM, ATUL, BLUEJET, LICHSGFIN, HAVELLS, IPCALAB, CUMMINSIND, KIMS, KFINTECH, ANURAS, FSL, BANKBARODA, POWERGRID, TATACHEM, NUVAMA, VIJAYA, DLF, BERGEPAINT, PARADEEP, TMPV, SHRIRAMFIN, LAURUSLABS, TARIL, BEL, JINDALSTEL, ZYDUSLIFE, GRANULES, KARURVYSYA, JUBLINGREA, TBOTEK",32,32,1197,0.7141896407685882,both,0
FALCPAT_6644,21,"TATAELXSI, UPL, IDFCFIRSTB, ICICIBANK, BSOFT, BAJFINANCE, KAJARIACER, SBILIFE, ULTRACEMCO, TMPV, FEDERALBNK, DIVISLAB, JKCEMENT, ICICIPRULI, LAURUSLABS, BALKRISIND, HINDALCO, HAVELLS, CUMMINSIND, SBIN, CHAMBLFERT",21,21,351,0.7777834757834756,both,0
FALCPAT_6645,80,"PHOENIXLTD, BSE, HBLENGINE, GPIL, KFINTECH, PFIZER, TEGA, COHANCE, ELECON, ECLERX, NBCC, GLAXO, DELHIVERY, JSWENERGY, KAYNES, USHAMART, PIIND, KEC, SUNDARMFIN, KIRLOSENG, SIGNATURE, NIACL, WELSPUNLIV, GRAVITA, CARBORUNIV, JKTYRE, FACT, GALLANTT, AWL, POONAWALLA, JWL, ZENTEC, 360ONE, OIL, ZFCVINDIA, POLICYBZR, NATCOPHARM, LEMONTREE, GODFRYPHLP, UCOBANK",80,80,860,0.966382558139535,both,0
FALCPAT_6646,123,"GODREJIND, SAMMAANCAP, BDL, PARADEEP, LODHA, GRSE, ITI, INDIANB, RADICO, PGEL, INTELLECT, DATAPATTNS, SAREGAMA, HONASA, GPIL, DOMS, PHOENIXLTD, MFSL, MAXHEALTH, PCBL, ACE, MOTILALOFS, SUMICHEM, TORNTPHARM, JSWINFRA, DEEPAKFERT, EIHOTEL, COCHINSHIP, NLCINDIA, RHIM, TARIL, DCMSHRIRAM, NEWGEN, AEGISLOG, PIIND, HINDUNILVR, KAYNES, HOMEFIRST, CHAMBLFERT, SCHAEFFLER",123,123,1372,1.0159919825072885,both,0
FALCPAT_6647,38,"FACT, JYOTICNC, BAJAJHLDNG, APARINDS, IRCON, NEWGEN, POWERINDIA, SWANCORP, RAMCOCEM, KFINTECH, CONCORDBIO, SBFC, BSE, CHAMBLFERT, IRFC, ASTERDM, BOSCHLTD, LODHA, SHYAMMETL, SPLPETRO, LTM, GPIL, COCHINSHIP, ITI, PATANJALI, NIACL, WOCKPHARMA, BEL, CARTRADE, INOXWIND, PRESTIGE, UNIONBANK, ATUL, BALRAMCHIN, LLOYDSME, CLEAN, J&KBANK, CDSL",38,38,1185,0.7160599156118143,both,0
FALCPAT_6648,18,"ITI, HONAUT, HONASA, GRASIM, COCHINSHIP, BDL, MAZDOCK, TATAINVEST, MAPMYINDIA, PFIZER, OLECTRA, HINDUNILVR, MRPL, GMDCLTD, BSE, CONCORDBIO, ANURAS, TIMKEN",18,18,863,0.7342050984936269,both,0
FALCPAT_6657,90,"TATAINVEST, MANKIND, TATAELXSI, LODHA, HBLENGINE, CGPOWER, FSL, OLECTRA, SOBHA, JINDALSAW, BIKAJI, LICHSGFIN, NUVAMA, JSL, PPLPHARMA, EXIDEIND, PCBL, CHALET, IPCALAB, NAVA, FINCABLES, BSE, CRAFTSMAN, BLUEDART, BLS, FORCEMOT, KFINTECH, TATAPOWER, LEMONTREE, GODFRYPHLP, ECLERX, KEI, NSLNISP, ZFCVINDIA, JUBLPHARMA, IRFC, USHAMART, BEL, RAINBOW, ELGIEQUIP",90,90,1257,0.9606984884645984,both,0
FALCPAT_6658,70,"GODREJIND, JYOTICNC, GRAVITA, NLCINDIA, CAPLIPOINT, APOLLOHOSP, NEULANDLAB, GLENMARK, RVNL, ENDURANCE, KFINTECH, ATUL, CRAFTSMAN, KAYNES, TRIDENT, MMTC, BDL, RECLTD, ZOMATO, MOTHERSON, CASTROLIND, PHOENIXLTD, BIKAJI, CHOLAHLDNG, IREDA, RAILTEL, HEG, JUBLINGREA, KPRMILL, SIEMENS, CARTRADE, ETERNAL, DATAPATTNS, CUMMINSIND, NBCC, ZENTEC, ZENSARTECH, CHALET, 360ONE, GVT&D",70,70,858,1.035668997668998,both,0
FALCPAT_6660,15,"ITI, FACT, PTCIL, AMBER, GRANULES, MAHABANK, BANKINDIA, MMTC, GMDCLTD, BLS, IOB, UNIONBANK, HEG, INDUSINDBK, GODFRYPHLP",15,15,84,1.2321190476190478,both,0
FALCPAT_6663,36,"ITI, SBILIFE, LALPATHLAB, GSPL, MRPL, BAJAJHLDNG, DOMS, BDL, ERIS, NIACL, COCHINSHIP, HCLTECH, MAZDOCK, GRSE, SBFC, SBICARD, LINDEINDIA, TATACONSUM, MAPMYINDIA, WHIRLPOOL, RITES, DEVYANI, CREDITACC, KAYNES, HINDZINC, RAILTEL, USHAMART, POONAWALLA, CDSL, CRISIL, HONASA, ZENTEC, SYRMA, APARINDS, ATUL, POWERINDIA",36,36,1283,0.7844169914263445,both,0
FALCPAT_6669,29,"TATACHEM, CYIENT, EMAMILTD, TORNTPOWER, LICI, POONAWALLA, ACC, CDSL, RAMCOCEM, SUNTV, PAYTM, SBILIFE, CHOLAFIN, IDFCFIRSTB, INDIAMART, IRFC, RECLTD, MFSL, DIXON, PFC, PERSISTENT, ADANIENT, DIVISLAB, SOLARINDS, AJANTPHARM, TRENT, IPCALAB, SHRIRAMFIN, POWERGRID",29,29,170,1.0906529411764707,both,0
