pattern,n_consistent,stocks,calc_n_consistent,pair_rows,total_occurrences,weighted_avg_d1,_merge,n_diff
FALCPAT_8136,63,"WOCKPHARMA, FIVESTAR, RVNL, NAM-INDIA, SUNDARMFIN, HINDCOPPER, NAVA, WELCORP, IRCON, NATIONALUM, CHALET, RAINBOW, SCHAEFFLER, BBTC, PNBHOUSING, INDIACEM, GODFRYPHLP, HEG, GALLANTT, ABB, SCI, EMAMILTD, HDFCBANK, SAIL, TATACHEM, ABBOTINDIA, GAIL, RITES, UTIAMC, MANKIND, IGL, PPLPHARMA, MFSL, GRAPHITE, RAMCOCEM, SIEMENS, KFINTECH, LAURUSLABS, OFSS, PFC",63,63,647,0.9730340030911901,both,0
FALCPAT_8138,59,"PGEL, TATAINVEST, BIKAJI, INDUSTOWER, PATANJALI, ADANIPORTS, EXIDEIND, KPITTECH, ASTERDM, NEULANDLAB, GRANULES, FORCEMOT, NAVA, PCBL, J&KBANK, NATIONALUM, SAREGAMA, ZFCVINDIA, GODFRYPHLP, MGL, SUNTV, MOTILALOFS, KAYNES, VTL, NMDC, TECHNOE, BHARATFORG, ABREL, BANDHANBNK, BANKINDIA, SUZLON, CGCL, TATASTEEL, SJVN, FINCABLES, TEGA, KPIL, LAURUSLABS, WOCKPHARMA, ENDURANCE",59,59,810,0.9699024691358025,both,0
FALCPAT_8141,41,"GODREJIND, LLOYDSME, KFINTECH, BLUEJET, DOMS, ZOMATO, BSE, COALINDIA, GPIL, FACT, JKCEMENT, CHAMBLFERT, NEWGEN, JYOTICNC, SHYAMMETL, GLAXO, FIVESTAR, BHARTIARTL, HUDCO, ERIS, VIJAYA, ITI, INDIANB, RADICO, APARINDS, TATAELXSI, ABBOTINDIA, ANGELONE, KAYNES, HAL, HINDUNILVR, EICHERMOT, EIDPARRY, MMTC, BANKBARODA, IRCON, POLYMED, ZENSARTECH, PIIND, RVNL",41,41,1592,0.7100113065326633,both,0
FALCPAT_8142,9,"HONASA, BOSCHLTD, COCHINSHIP, KFINTECH, SBICARD, HDFCLIFE, HAVELLS, BAJFINANCE, MAZDOCK",9,9,356,0.6756292134831461,both,0
FALCPAT_8143,91,"ERIS, GLAXO, ANURAS, ZFCVINDIA, DEEPAKNTR, KIMS, LODHA, GODFRYPHLP, CHOLAHLDNG, STARHEALTH, KARURVYSYA, CASTROLIND, INTELLECT, GMRAIRPORT, TVSMOTOR, CDSL, MAXHEALTH, BANKBARODA, SAIL, ATUL, ENDURANCE, GILLETTE, GODREJIND, NAVINFLUOR, POONAWALLA, GRANULES, WELSPUNLIV, PETRONET, 3MINDIA, IDBI, PRESTIGE, POLICYBZR, SONATSOFTW, NMDC, LLOYDSME, NAVA, MEDANTA, SUNTV, DEVYANI, MINDACORP",91,91,842,1.110434679334917,both,0
FALCPAT_8144,64,"IDFCFIRSTB, FLUOROCHEM, IOB, BIKAJI, ITI, MOTHERSON, VOLTAS, UCOBANK, JUBLPHARMA, HINDZINC, FINCABLES, RVNL, RBLBANK, AJANTPHARM, CONCORDBIO, GILLETTE, EXIDEIND, CENTRALBK, BANKBARODA, BSE, ANANTRAJ, ZYDUSLIFE, OIL, INDIACEM, BIOCON, LAURUSLABS, TVSMOTOR, KIRLOSENG, GALLANTT, TATASTEEL, ANURAS, ABCAPITAL, BAJAJHLDNG, NLCINDIA, ACUTAAS, GRSE, TEGA, SHRIRAMFIN, TARIL, ABFRL",64,64,1060,0.930888679245283,both,0
FALCPAT_8157,19,"ABB, POLYCAB, TIMKEN, HINDALCO, PIIND, AAVAS, DCMSHRIRAM, TATASTEEL, SBILIFE, GMDCLTD, MRF, GRASIM, HDFCLIFE, CHENNPETRO, IOC, GRAPHITE, PRESTIGE, NH, BHARTIHEXA",19,19,403,0.6773250620347393,both,0
FALCPAT_8162,28,"KFINTECH, DOMS, HINDUNILVR, BLUEJET, TATAINVEST, ERIS, SUNDARMFIN, FACT, BHARTIARTL, TATACONSUM, EICHERMOT, KEI, CAPLIPOINT, VIJAYA, PARADEEP, GPIL, BSE, PIIND, JKCEMENT, NEWGEN, CHAMBLFERT, DEEPAKFERT, EIDPARRY, PIDILITIND, SHYAMMETL, ITI, JYOTICNC, SBICARD",28,28,1486,0.6764703903095558,both,0
FALCPAT_8163,37,"UPL, MAHABANK, HINDZINC, JYOTICNC, HDFCLIFE, SHREECEM, BIKAJI, WELCORP, NH, LTF, HUDCO, KALYANKJIL, ANANDRATHI, IFCI, ARE&M, BOSCHLTD, POWERGRID, DEVYANI, GODREJIND, TATATECH, LODHA, EXIDEIND, GSPL, SRF, RECLTD, SCHAEFFLER, RAILTEL, BLS, GRAVITA, ATGL, TARIL, UNIONBANK, M&MFIN, OBEROIRLTY, INDIACEM, TORNTPHARM, NYKAA",37,37,1006,0.744651093439364,both,0
FALCPAT_8170,21,"HBLENGINE, SUZLON, NMDC, ZENSARTECH, NEWGEN, JWL, CHENNPETRO, NEULANDLAB, SARDAEN, NAVA, JPPOWER, NLCINDIA, RECLTD, PFC, MRPL, PAYTM, AEGISLOG, OLECTRA, HINDCOPPER, NIACL, TITAGARH",21,21,144,1.1208055555555554,both,0
FALCPAT_8171,104,"GODREJIND, ERIS, JSWINFRA, FSL, KFINTECH, DOMS, ANANDRATHI, GLAXO, ANURAS, DCMSHRIRAM, SBICARD, APLAPOLLO, NUVOCO, CHALET, TORNTPHARM, TATAELXSI, JYOTICNC, BSE, WELCORP, TATAPOWER, VTL, LODHA, NLCINDIA, INDIANB, HONAUT, HCLTECH, ACE, GICRE, TARIL, MAZDOCK, CARTRADE, SUMICHEM, HEG, BALKRISIND, CARBORUNIV, HDFCAMC, UNIONBANK, EICHERMOT, CRAFTSMAN, POLICYBZR",104,104,1953,0.8731607782898105,both,0
FALCPAT_8175,1,MOTHERSON,1,1,26,0.717,both,0
FALCPAT_8176,3,"HBLENGINE, GMDCLTD, APARINDS",3,3,58,0.6248448275862069,both,0
FALCPAT_8178,120,"CGCL, CHAMBLFERT, GODFRYPHLP, J&KBANK, FORTIS, KARURVYSYA, NHPC, NH, WELCORP, ELECON, BEL, PIDILITIND, TATAPOWER, 360ONE, PPLPHARMA, SBFC, JWL, KEI, SOLARINDS, SHYAMMETL, ACE, PNBHOUSING, LTFOODS, COALINDIA, VIJAYA, PETRONET, NAVINFLUOR, MAZDOCK, ACUTAAS, IRCON, RITES, HUDCO, HBLENGINE, TEGA, TATAINVEST, NSLNISP, ABSLAMC, MAHABANK, GICRE, HDFCBANK",120,120,2916,0.9181498628257887,both,0
FALCPAT_8187,17,"ABBOTINDIA, TATAELXSI, LLOYDSME, COROMANDEL, LAURUSLABS, REDINGTON, ACUTAAS, LT, ANURAS, VIJAYA, LICI, BAJAJHLDNG, ATUL, BRITANNIA, SBICARD, FSL, MAXHEALTH",17,17,847,0.6452018890200708,both,0
FALCPAT_8189,46,"FLUOROCHEM, OLECTRA, AIIL, RRKABEL, HONASA, STARHEALTH, ARE&M, NATCOPHARM, AUBANK, BALRAMCHIN, AMBUJACEM, PCBL, BBTC, JKCEMENT, GODFRYPHLP, SAIL, APOLLOTYRE, SHRIRAMFIN, HDFCAMC, GLENMARK, LALPATHLAB, IOC, GODREJCP, SIEMENS, INDHOTEL, JSWSTEEL, GRANULES, GVT&D, CAPLIPOINT, NUVAMA, TVSMOTOR, COCHINSHIP, BEML, JUBLPHARMA, IRFC, JINDALSTEL, LLOYDSME, DIXON, IPCALAB, POLICYBZR",46,46,1283,0.7180506625097429,both,0
FALCPAT_8190,16,"SHREECEM, HINDALCO, UPL, HONASA, BALKRISIND, INDIACEM, INDUSTOWER, LICHSGFIN, CROMPTON, POLYCAB, BPCL, MUTHOOTFIN, IRCTC, ZYDUSWELL, CHOICEIN, NAVINFLUOR",16,16,282,0.7278297872340426,both,0
FALCPAT_8193,72,"GODFRYPHLP, RAINBOW, TATAINVEST, WELCORP, M&MFIN, ESCORTS, NATCOPHARM, NAVA, ABBOTINDIA, CHOLAFIN, JUBLPHARMA, RITES, FSL, IGL, NATIONALUM, NAUKRI, ABREL, PIIND, DLF, 360ONE, UBL, PFC, BIOCON, SUNDARMFIN, IRCTC, NYKAA, IRCON, IDFCFIRSTB, TATACHEM, POLYMED, BBTC, ATUL, KFINTECH, SONACOMS, MARUTI, PFIZER, LTIM, LTM, DIXON, RECLTD",72,72,406,1.1085172413793103,both,0
FALCPAT_8196,78,"SUNDARMFIN, CAPLIPOINT, SARDAEN, VIJAYA, SHYAMMETL, NUVAMA, PPLPHARMA, BLUEJET, PHOENIXLTD, ZYDUSLIFE, NHPC, BERGEPAINT, PNB, JUBLPHARMA, ACE, ECLERX, ZENSARTECH, SAPPHIRE, INDUSINDBK, EIDPARRY, ANANDRATHI, PGEL, INDUSTOWER, SRF, ADANIPORTS, TITAN, DCMSHRIRAM, MOTILALOFS, AMBER, TEGA, MAZDOCK, GRANULES, BLS, JSL, GRAVITA, DLF, PATANJALI, AEGISLOG, SONACOMS, BAYERCROP",78,78,1252,1.0373482428115013,both,0
FALCPAT_8198,75,"TEGA, RKFORGE, KFINTECH, JBMA, JYOTICNC, GICRE, ETERNAL, HBLENGINE, JPPOWER, THERMAX, ZFCVINDIA, ABB, RVNL, ABREL, OLECTRA, HEG, CARBORUNIV, GVT&D, BSE, KPIL, POONAWALLA, GMDCLTD, FACT, HCLTECH, WOCKPHARMA, JUBLINGREA, CRISIL, MCX, SAMMAANCAP, ELGIEQUIP, ECLERX, HSCL, ABSLAMC, DELHIVERY, RHIM, MAZDOCK, POLICYBZR, MMTC, INTELLECT, SONATSOFTW",75,75,941,1.0003910733262487,both,0
FALCPAT_8199,85,"NLCINDIA, GODREJIND, FSL, ACE, AJANTPHARM, IDBI, GRAVITA, JSWINFRA, ZOMATO, VTL, SAREGAMA, POONAWALLA, CANBK, POWERGRID, BLS, CHALET, TVSMOTOR, APARINDS, LATENTVIEW, PARADEEP, AUBANK, LODHA, LICHSGFIN, PHOENIXLTD, DCMSHRIRAM, VIJAYA, CREDITACC, COALINDIA, GLAXO, POWERINDIA, GPIL, EIHOTEL, GMDCLTD, RAINBOW, MAHABANK, JYOTICNC, AMBER, SHRIRAMFIN, ASHOKLEY, ENDURANCE",85,85,1622,0.9113914919852033,both,0
FALCPAT_8200,6,"HONASA, TATATECH, CONCORDBIO, MMTC, HINDUNILVR, BSE",6,6,448,0.6127544642857143,both,0
FALCPAT_8206,84,"HDFCLIFE, CEATLTD, MAZDOCK, NUVAMA, NHPC, CUMMINSIND, ASAHIINDIA, PNBHOUSING, POONAWALLA, 360ONE, TATACOMM, ADANIPORTS, AEGISLOG, BALKRISIND, NLCINDIA, AMBER, CAPLIPOINT, SBICARD, ZENSARTECH, GRANULES, POLYCAB, ABSLAMC, IOC, PCBL, TEGA, BAYERCROP, JUBLPHARMA, BLS, GALLANTT, J&KBANK, JWL, PATANJALI, COFORGE, DLF, CANBK, BIKAJI, MUTHOOTFIN, PERSISTENT, BHEL, FINCABLES",84,84,1178,0.9936731748726656,both,0
FALCPAT_8211,79,"RAMCOCEM, AIIL, BHARTIARTL, JKCEMENT, SIGNATURE, TVSMOTOR, ANURAS, JSWSTEEL, TATASTEEL, ERIS, TATAPOWER, DEEPAKNTR, GODREJIND, EICHERMOT, DLF, INTELLECT, UPL, WOCKPHARMA, ATUL, POONAWALLA, CHOLAHLDNG, DOMS, RBLBANK, BAJAJFINSV, MINDACORP, ZYDUSLIFE, OBEROIRLTY, MUTHOOTFIN, CONCORDBIO, ICICIPRULI, BAJAJHLDNG, RVNL, GILLETTE, IRCON, CHAMBLFERT, FACT, SOBHA, SYRMA, PETRONET, JSL",79,79,1951,0.7785776524859048,both,0
FALCPAT_8220,36,"EIHOTEL, TECHNOE, VEDL, APARINDS, EMAMILTD, NLCINDIA, JUBLPHARMA, NHPC, IDEA, TARIL, GVT&D, BHEL, BPCL, SAMMAANCAP, PTCIL, LINDEINDIA, HEG, SIEMENS, GMDCLTD, CESC, GICRE, JKTYRE, USHAMART, ARE&M, BBTC, ACE, PFC, TITAGARH, SOLARINDS, ECLERX, RAILTEL, HSCL, BSE, CDSL, HBLENGINE, GALLANTT",36,36,342,1.0535906432748539,both,0
FALCPAT_8221,52,"GSPL, JMFINANCIL, KPRMILL, ITI, NIACL, GILLETTE, ATGL, IGL, CARBORUNIV, NUVAMA, MRPL, LINDEINDIA, RAILTEL, BDL, UNOMINDA, INDIACEM, COCHINSHIP, ERIS, CRISIL, ABB, MAPMYINDIA, INDUSTOWER, MAXHEALTH, AEGISLOG, SONATSOFTW, TORNTPOWER, CDSL, KAYNES, INDIGO, LTF, GMRAIRPORT, PAYTM, SRF, GRSE, FLUOROCHEM, BEL, ZENTEC, SCHAEFFLER, KALYANKJIL, TATACHEM",52,52,772,1.0432784974093265,both,0
FALCPAT_8224,29,"AIIL, SBICARD, KAJARIACER, KARURVYSYA, ULTRACEMCO, NTPC, NAVINFLUOR, LTM, ICICIBANK, REDINGTON, POWERGRID, ATUL, EXIDEIND, TATAELXSI, KIMS, CUMMINSIND, UPL, FORTIS, COROMANDEL, GAIL, LAURUSLABS, NUVAMA, BERGEPAINT, IPCALAB, GMRAIRPORT, GRASIM, GVT&D, NAM-INDIA, GLAXO",29,29,1029,0.7251088435374149,both,0
FALCPAT_8225,81,"ERIS, CCL, ITI, PARADEEP, BSE, NCC, JSWDULUX, CGPOWER, VBL, LAURUSLABS, CDSL, CESC, INDUSINDBK, SIGNATURE, ANURAS, POONAWALLA, EXIDEIND, LODHA, ANANTRAJ, LUPIN, AFFLE, GAIL, MOTHERSON, GRSE, KFINTECH, MCX, ATUL, VIJAYA, USHAMART, DEVYANI, DOMS, POLICYBZR, ELECON, OLECTRA, MEDANTA, DEEPAKNTR, BALKRISIND, SRF, FACT, CREDITACC",81,81,1203,0.954640897755611,both,0
FALCPAT_8226,98,"GODREJIND, ACUTAAS, RITES, STARHEALTH, RHIM, PATANJALI, POWERINDIA, GODFRYPHLP, UNIONBANK, DOMS, POLYMED, CAMS, BEL, ASAHIINDIA, J&KBANK, TIMKEN, ATGL, JBMA, SONATSOFTW, SUNTV, APLAPOLLO, PARADEEP, ANGELONE, ADANIENT, CUMMINSIND, ANURAS, ENDURANCE, ENGINERSIN, TATAELXSI, KIMS, DATAPATTNS, HOMEFIRST, JSL, CARBORUNIV, FORTIS, BDL, SOLARINDS, OLECTRA, INDHOTEL, UTIAMC",98,98,1009,1.0343111992071359,both,0
FALCPAT_8229,42,"CENTRALBK, LICHSGFIN, ANURAS, PATANJALI, HDFCAMC, EXIDEIND, HUDCO, CONCORDBIO, GUJGASLTD, CHOLAFIN, MSUMI, OLECTRA, RAILTEL, ADANIPOWER, COCHINSHIP, IFCI, LTFOODS, JBCHEPHARM, SIEMENS, DELHIVERY, COROMANDEL, NEULANDLAB, HINDPETRO, MAXHEALTH, WELCORP, HFCL, JSL, NIACL, HBLENGINE, BLUEJET, IEX, GODFRYPHLP, KIMS, NAVA, HONAUT, MUTHOOTFIN, POWERINDIA, ASHOKLEY, SHYAMMETL, GRSE",42,42,892,0.8055100896860987,both,0
FALCPAT_8230,70,"IOB, CONCORDBIO, MOTHERSON, RVNL, UCOBANK, BIKAJI, GILLETTE, OIL, ITI, CASTROLIND, SOBHA, IRCON, JSWENERGY, GALLANTT, AMBUJACEM, FINCABLES, TECHNOE, AUBANK, RAILTEL, ETERNAL, GLENMARK, WOCKPHARMA, CHOLAHLDNG, CRAFTSMAN, INDIACEM, COHANCE, ABREL, TEJASNET, CARBORUNIV, AJANTPHARM, NCC, HEG, DATAPATTNS, OBEROIRLTY, TIMKEN, GABRIEL, GSPL, CANBK, KAYNES, INDIANB",70,70,788,1.2384390862944166,both,0
FALCPAT_8241,64,"NEULANDLAB, BIKAJI, CGCL, KPIL, INDUSTOWER, BANDHANBNK, ZFCVINDIA, SUZLON, ADANIPORTS, NAVA, PATANJALI, WELSPUNLIV, GRANULES, SONACOMS, ABREL, BIOCON, BHEL, AWL, NMDC, POONAWALLA, INTELLECT, GRAPHITE, FINCABLES, LINDEINDIA, NEWGEN, GVT&D, RVNL, KAYNES, BAJAJFINSV, JINDALSTEL, AUROPHARMA, INOXWIND, ENDURANCE, APARINDS, OLECTRA, GESHIP, KFINTECH, IRFC, MCX, GODREJPROP",64,64,835,0.9978898203592815,both,0
FALCPAT_8245,75,"RHIM, JSWENERGY, JBMA, IGL, BDL, GMDCLTD, CRAFTSMAN, PTCIL, ANGELONE, TATAELXSI, HEG, HUDCO, BBTC, GRAPHITE, GODFRYPHLP, ARE&M, TECHNOE, RITES, BSE, MPHASIS, CDSL, COFORGE, ADANIENT, DATAPATTNS, FACT, GESHIP, POLICYBZR, EXIDEIND, NBCC, RVNL, TRIDENT, AWL, RAILTEL, JWL, ITI, POONAWALLA, TRITURBINE, DIXON, DEEPAKFERT, NIACL",75,75,1178,0.9661714770797963,both,0
FALCPAT_8246,14,"TATATECH, MCDOWELL-N, UNITDSPR, ALKEM, SBICARD, MSUMI, ZEEL, KFINTECH, HCLTECH, EICHERMOT, VIJAYA, TORNTPHARM, ZYDUSWELL, LALPATHLAB",14,14,440,0.6746522727272728,both,0
FALCPAT_8247,84,"POONAWALLA, DEEPAKNTR, ERIS, GLAXO, ANURAS, KARURVYSYA, LODHA, GODFRYPHLP, INTELLECT, CHOLAHLDNG, STARHEALTH, IDBI, CASTROLIND, GMRAIRPORT, CDSL, BANKBARODA, ATUL, ENDURANCE, JBCHEPHARM, GILLETTE, GODREJIND, NAVINFLUOR, GRANULES, WELSPUNLIV, PETRONET, PRESTIGE, POLICYBZR, SONATSOFTW, NMDC, MGL, LLOYDSME, MEDANTA, SUNTV, MINDACORP, BLS, CROMPTON, CUB, INDUSINDBK, NIACL, GRAVITA",84,84,757,1.1066036988110965,both,0
FALCPAT_8248,59,"BIOCON, FLUOROCHEM, IOB, BIKAJI, ITI, MOTHERSON, VOLTAS, EXIDEIND, INDHOTEL, UCOBANK, JUBLPHARMA, COROMANDEL, RVNL, HINDZINC, GILLETTE, FINCABLES, CCL, NATCOPHARM, ANANTRAJ, BSE, CONCORDBIO, CENTRALBK, ATGL, TEGA, DELHIVERY, ZYDUSLIFE, SUPREMEIND, OIL, HEG, KIRLOSENG, NLCINDIA, GMRAIRPORT, GALLANTT, HINDALCO, GRSE, TATASTEEL, ECLERX, BAJAJHLDNG, ACUTAAS, ZENTEC",59,59,969,0.9924385964912281,both,0
FALCPAT_8258,60,"ERIS, NAVA, ANANTRAJ, PTCIL, MRPL, BAJAJHLDNG, RPOWER, BSE, RVNL, TITAGARH, POWERINDIA, SWANCORP, FSL, ASTERDM, HSCL, SYRMA, CAPLIPOINT, ZFCVINDIA, ABREL, ECLERX, IFCI, ZOMATO, ZENSARTECH, KEI, HDFCBANK, LODHA, ETERNAL, JKCEMENT, LLOYDSME, TEGA, IREDA, DEVYANI, INDIANB, ADANIPOWER, THERMAX, KIRLOSENG, ABBOTINDIA, INDIACEM, 360ONE, APOLLOTYRE",60,60,1177,0.792824978759558,both,0
FALCPAT_8259,37,"ITI, NIACL, HONASA, HONAUT, MMTC, SBFC, OLECTRA, BDL, COCHINSHIP, KFINTECH, JUBLPHARMA, BSE, SAREGAMA, FLUOROCHEM, RVNL, GALLANTT, JBMA, ABB, NATIONALUM, OFSS, GILLETTE, TATAINVEST, DATAPATTNS, PVRINOX, TATASTEEL, TITAGARH, TTML, BALKRISIND, SBICARD, IOB, SAMMAANCAP, AXISBANK, TATACHEM, NESTLEIND, BAJAJHLDNG, COHANCE, GVT&D",37,37,970,0.8743938144329897,both,0
FALCPAT_8260,90,"POONAWALLA, GODREJIND, CREDITACC, AEGISLOG, FSL, VIJAYA, MAHABANK, SHYAMMETL, MANKIND, RADICO, DOMS, TBOTEK, AJANTPHARM, ZENSARTECH, RAINBOW, IPCALAB, IDFCFIRSTB, JBCHEPHARM, GRAPHITE, ACUTAAS, DCMSHRIRAM, APOLLOHOSP, INDUSINDBK, GPIL, ENGINERSIN, KFINTECH, CANBK, NLCINDIA, HOMEFIRST, CESC, JBMA, PARADEEP, WOCKPHARMA, CHOLAHLDNG, NUVAMA, BDL, SARDAEN, HAL, HEG, APOLLOTYRE",90,90,1667,0.8769670065986802,both,0
FALCPAT_8261,62,"KFINTECH, STARHEALTH, BLUEJET, NATIONALUM, RHIM, PAYTM, BANKBARODA, SUNDARMFIN, JSL, SCI, CYIENT, SHYAMMETL, ACUTAAS, MOTILALOFS, BLS, GMRAIRPORT, ABSLAMC, ANANTRAJ, INDUSTOWER, APTUS, GICRE, PNB, KEI, POLICYBZR, FACT, INDIANB, REDINGTON, POWERGRID, MCX, NCC, CUMMINSIND, GODREJPROP, DCMSHRIRAM, SAIL, LATENTVIEW, GVT&D, POLYMED, HEG, HFCL, TARIL",62,62,716,0.9911941340782122,both,0
FALCPAT_8262,63,"ASHOKLEY, ABFRL, FINCABLES, BHARTIHEXA, JSWSTEEL, SONACOMS, CHOLAFIN, ANURAS, AIIL, EMAMILTD, WHIRLPOOL, CHAMBLFERT, COROMANDEL, HINDZINC, INDIACEM, GABRIEL, FORCEMOT, AUROPHARMA, SHRIRAMFIN, MPHASIS, KIMS, EXIDEIND, ATUL, SCHAEFFLER, INDUSTOWER, DLF, ERIS, M&M, CESC, DOMS, ONGC, BDL, MAXHEALTH, RECLTD, SOBHA, FORTIS, RBLBANK, CREDITACC, COFORGE, WELCORP",63,63,1644,0.7795158150851583,both,0
FALCPAT_8263,7,"CEMPRO, VEDL, PPLPHARMA, BBTC, MAZDOCK, IOC, PARADEEP",7,7,128,0.6255781250000001,both,0
FALCPAT_8269,95,"KPITTECH, NUVAMA, IDBI, GPIL, PARADEEP, NLCINDIA, SBICARD, AEGISLOG, VBL, GABRIEL, DLF, PNBHOUSING, 360ONE, BAJFINANCE, MAHABANK, GODREJIND, SAREGAMA, BANKINDIA, BALRAMCHIN, CGPOWER, TATAINVEST, BANKBARODA, CANBK, POLICYBZR, CEMPRO, EMAMILTD, LICHSGFIN, LODHA, ACE, ATUL, UNOMINDA, BAYERCROP, TARIL, POWERINDIA, KFINTECH, WELCORP, EIDPARRY, USHAMART, EIHOTEL, GRANULES",95,95,2058,0.8602026239067055,both,0
FALCPAT_8270,79,"ANANTRAJ, FORTIS, JBCHEPHARM, FSL, UBL, INDHOTEL, AWL, GLENMARK, AJANTPHARM, NEWGEN, ANURAS, M&M, HAL, MAXHEALTH, CARTRADE, BLUEJET, DOMS, COHANCE, SUMICHEM, VTL, INTELLECT, ELGIEQUIP, RADICO, KIRLOSENG, UPL, SAMMAANCAP, VIJAYA, ERIS, ZENSARTECH, BHARATFORG, PATANJALI, WELCORP, IPCALAB, NTPC, RAMCOCEM, ARE&M, AEGISLOG, ESCORTS, JINDALSTEL, SHYAMMETL",79,79,1381,0.8767827661115134,both,0
FALCPAT_8273,13,"PARADEEP, ABB, MOTHERSON, TATAINVEST, SIEMENS, CHOLAHLDNG, MMTC, LICI, BLS, ADANIENT, GMDCLTD, JUBLPHARMA, HBLENGINE",13,13,266,0.6334736842105264,both,0
FALCPAT_8274,38,"HINDZINC, IFCI, POONAWALLA, BHARTIHEXA, PFIZER, ITI, AUBANK, ZYDUSLIFE, GVT&D, KPIL, ANURAS, JSWINFRA, TORNTPOWER, FACT, INDIACEM, INDUSTOWER, SRF, NIACL, PRESTIGE, ASHOKLEY, ZYDUSWELL, MANAPPURAM, FIVESTAR, SYRMA, MCX, INDHOTEL, FORCEMOT, BHARATFORG, GALLANTT, IDFCFIRSTB, CGPOWER, ABFRL, COCHINSHIP, PNBHOUSING, PGEL, SUZLON, SUPREMEIND, MOTHERSON",38,38,705,0.8974326241134751,both,0
FALCPAT_8275,4,"GODFRYPHLP, PFC, INOXWIND, BSE",4,4,121,0.7023471074380166,both,0
FALCPAT_8278,76,"INDHOTEL, RADICO, KEC, FIVESTAR, BERGEPAINT, PCBL, OFSS, ANANDRATHI, ZYDUSLIFE, MAPMYINDIA, UNOMINDA, MUTHOOTFIN, CANFINHOME, INDUSTOWER, CYIENT, KARURVYSYA, NIACL, MFSL, AMBUJACEM, ERIS, IRCON, BIOCON, LALPATHLAB, APOLLOTYRE, SRF, JBCHEPHARM, SONACOMS, ZENTEC, J&KBANK, POLYCAB, KEI, LICHSGFIN, ADANIPORTS, CLEAN, STARHEALTH, CGCL, DEVYANI, SAREGAMA, BAJAJFINSV, GLENMARK",76,76,449,1.0370066815144767,both,0
FALCPAT_8286,14,"KIRLOSENG, HINDCOPPER, BSE, PRESTIGE, JKTYRE, SJVN, GODFRYPHLP, WELCORP, ENGINERSIN, GRAVITA, JWL, ZENSARTECH, RECLTD, JINDALSAW",14,14,193,0.8242124352331607,both,0
FALCPAT_8291,81,"M&M, SCHAEFFLER, AIIL, POONAWALLA, COALINDIA, PNB, GMRAIRPORT, KIMS, IDFCFIRSTB, ATUL, FSL, SHRIRAMFIN, STARHEALTH, HOMEFIRST, RADICO, CONCOR, INDUSINDBK, APOLLOHOSP, INDIANB, KARURVYSYA, CEATLTD, TIMKEN, BLUEJET, JBCHEPHARM, AFFLE, POWERGRID, BEL, IDBI, TATACHEM, ASTRAL, BLUEDART, INTELLECT, BALKRISIND, CUMMINSIND, KFINTECH, DOMS, VIJAYA, CYIENT, CHOLAHLDNG, TATAINVEST",81,81,2124,0.7418182674199625,both,0
FALCPAT_8292,44,"GMDCLTD, HINDZINC, ASHOKLEY, BHARTIHEXA, SRF, HONASA, COROMANDEL, ABFRL, SONACOMS, COFORGE, ANURAS, INDIACEM, SHRIRAMFIN, MARUTI, FORCEMOT, JINDALSTEL, POONAWALLA, ANANDRATHI, MANAPPURAM, JSWSTEEL, CHOLAFIN, BHEL, INDUSTOWER, BIOCON, SOBHA, BHARATFORG, PRESTIGE, FINCABLES, AUROPHARMA, ATUL, GABRIEL, KIMS, EXIDEIND, ERIS, FIVESTAR, CCL, CREDITACC, HAL, RBLBANK, IFCI",44,44,1269,0.7888156028368793,both,0
FALCPAT_8293,17,"NBCC, IRB, CHENNPETRO, JBMA, IRFC, SUZLON, TARIL, TECHNOE, HINDZINC, KIRLOSENG, ANANTRAJ, MRPL, FORCEMOT, INOXWIND, ANGELONE, NAVA, RPOWER",17,17,296,0.8943851351351352,both,0
FALCPAT_8312,65,"EIHOTEL, AEGISLOG, SHYAMMETL, INDHOTEL, BANKBARODA, PNBHOUSING, ULTRACEMCO, GALLANTT, BRITANNIA, TATACOMM, COHANCE, ATUL, GRASIM, J&KBANK, RADICO, NAM-INDIA, SUNDARMFIN, DLF, NHPC, IDBI, ABB, HAVELLS, TATAINVEST, EIDPARRY, NUVAMA, GRAPHITE, TEGA, WELSPUNLIV, UNOMINDA, CHOLAFIN, POWERINDIA, BHARATFORG, NAVA, CUMMINSIND, GLENMARK, VIJAYA, ADANIPORTS, FINCABLES, LTFOODS, GRANULES",65,65,914,0.8718358862144421,both,0
FALCPAT_8315,21,"BLUEJET, AIIL, KFINTECH, MARICO, EICHERMOT, PIDILITIND, SBICARD, ANURAS, MAZDOCK, HDFCBANK, GPIL, GODFRYPHLP, GODREJIND, SHYAMMETL, LLOYDSME, TATACONSUM, GRAVITA, JYOTICNC, CHAMBLFERT, ZOMATO, EIDPARRY",21,21,1128,0.647849290780142,both,0
FALCPAT_8316,17,"ARE&M, BSE, TVSMOTOR, GMDCLTD, GVT&D, TATASTEEL, BDL, NEWGEN, FACT, MOTILALOFS, COCHINSHIP, CHENNPETRO, FINCABLES, BOSCHLTD, APLAPOLLO, FIVESTAR, INOXWIND",17,17,811,0.6486424167694205,both,0
