trade_date,symbol,manual_rank,tier,entry_time,entry_px,exit_time,exit_px,stock_ret_pct,exit_reason,basket_ret5x_pct,day_pnl_rs,day_pnl_rs 1X,teacher_profitable
2025-01-06,SUNDARMFIN,7,GOLD-baseline,09:15,4663.8,09:15,4583.95,-1.71,HARD_STOP,-3.91,-19562,-3912.4,0
2025-01-06,AWL,10,PREMIUM-Compression,09:15,331,09:15,331.5,0.15,HARD_STOP,-3.91,-19562,-3912.4,1
2025-01-06,RITES,12,GOLD-baseline,09:15,295.5,09:15,292.1,-1.15,HARD_STOP,-3.91,-19562,-3912.4,0
2025-01-06,CREDITACC,14,GOLD-baseline,09:15,934.55,09:15,926.85,-0.82,HARD_STOP,-3.91,-19562,-3912.4,0
2025-01-06,HUDCO,15,GOLD,09:15,247.7,09:15,246.26,-0.58,HARD_STOP,-3.91,-19562,-3912.4,0
2025-01-07,SRF,1,PREMIUM-Compression,09:15,2271,15:29,2304,1.45,EOD,10.58,52920,10584.0,1
2025-01-07,SHYAMMETL,2,GOLD,09:15,757.55,15:29,782.2,3.25,EOD,10.58,52920,10584.0,1
2025-01-07,JSWDULUX,3,ENTERPRISE-Dryup,09:15,3440,15:29,3636.35,5.71,EOD,10.58,52920,10584.0,1
2025-01-07,ANANDRATHI,4,ENTERPRISE-Dryup,09:15,1934.5,15:29,1940.3,0.3,EOD,10.58,52920,10584.0,1
2025-01-07,LLOYDSME,6,GOLD-baseline,09:15,1405,15:29,1416.7,0.83,EOD,10.58,52920,10584.0,1
2025-01-07,VIJAYA,7,GOLD-baseline,09:15,1153,15:29,1195,3.64,EOD,10.58,52920,10584.0,1
2025-01-07,BDL,8,ENTERPRISE-Dryup,09:15,1113.15,15:29,1182.35,6.22,EOD,10.58,52920,10584.0,1
2025-01-07,AARTIIND,9,GOLD,09:15,406,15:29,405.5,-0.12,EOD,10.58,52920,10584.0,0
2025-01-07,RKFORGE,10,GOLD,09:15,908.45,15:29,916.1,0.84,EOD,10.58,52920,10584.0,1
2025-01-07,NAVINFLUOR,12,ENTERPRISE-Dryup,09:15,3350,15:29,3480,3.88,EOD,10.58,52920,10584.0,1
2025-01-07,UBL,14,GOLD,09:15,2055,15:29,2075,0.97,EOD,10.58,52920,10584.0,1
2025-01-07,MARICO,15,GOLD-baseline,09:15,645.3,15:29,639.65,-0.88,EOD,10.58,52920,10584.0,0
2025-01-08,SRF,1,GOLD,09:15,2298.1,09:27,2319.9,0.95,HARD_STOP,-3.39,-16929,-3385.8,1
2025-01-08,ANANDRATHI,4,PREMIUM-Compression,09:15,1964.8,09:27,1939.8,-1.27,HARD_STOP,-3.39,-16929,-3385.8,0
2025-01-08,AARTIIND,7,GOLD,09:15,405.5,09:27,398.4,-1.75,HARD_STOP,-3.39,-16929,-3385.8,0
2025-01-08,CONCORDBIO,9,ENTERPRISE-Dryup,09:15,2175,09:27,2169.8,-0.24,HARD_STOP,-3.39,-16929,-3385.8,0
2025-01-08,RKFORGE,11,GOLD,09:15,920,09:27,909.3,-1.16,HARD_STOP,-3.39,-16929,-3385.8,0
2025-01-08,UBL,13,ENTERPRISE-Dryup,09:15,2080,09:27,2073.6,-0.31,HARD_STOP,-3.39,-16929,-3385.8,0
2025-01-09,SHYAMMETL,1,GOLD,09:15,780.45,15:29,790,1.22,EOD,10.25,51270,10254.0,1
2025-01-09,SRF,2,GOLD-baseline,09:15,2500,15:29,2663,6.52,EOD,10.25,51270,10254.0,1
2025-01-09,JSWDULUX,3,GOLD-baseline,09:15,3626.3,15:29,3741.15,3.17,EOD,10.25,51270,10254.0,1
2025-01-09,ANANDRATHI,4,GOLD-baseline,09:15,1994.95,15:29,1974.15,-1.04,EOD,10.25,51270,10254.0,0
2025-01-09,AARTIIND,5,GOLD,09:15,398.55,15:29,414.7,4.05,EOD,10.25,51270,10254.0,1
2025-01-09,PTCIL,6,GOLD-baseline,09:15,17252,15:29,17305,0.31,EOD,10.25,51270,10254.0,1
2025-01-09,VIJAYA,7,GOLD-baseline,09:15,1207.6,15:29,1216.75,0.76,EOD,10.25,51270,10254.0,1
2025-01-09,LLOYDSME,8,GOLD-baseline,09:15,1426,15:29,1433,0.49,EOD,10.25,51270,10254.0,1
2025-01-09,UBL,9,GOLD-baseline,09:15,1991.1,15:29,2002,0.55,EOD,10.25,51270,10254.0,1
2025-01-09,RKFORGE,10,GOLD,09:15,909.55,15:29,904,-0.61,EOD,10.25,51270,10254.0,0
2025-01-09,BDL,11,ENTERPRISE-Dryup,09:15,1177,15:29,1191,1.19,EOD,10.25,51270,10254.0,1
2025-01-09,NAVINFLUOR,12,GOLD,09:15,3590.3,15:29,3822.55,6.47,EOD,10.25,51270,10254.0,1
2025-01-09,MARICO,13,GOLD,09:15,639,15:29,666.95,4.37,EOD,10.25,51270,10254.0,1
2025-01-10,SHYAMMETL,1,ENTERPRISE-Dryup,09:15,787,09:15,745.45,-5.28,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-10,LLOYDSME,5,ENTERPRISE-Dryup,09:15,1435,09:15,1434.9,-0.01,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-10,PTCIL,6,GOLD-baseline,09:15,17310.05,09:15,17372.7,0.36,HARD_STOP,-4.56,-22816,-4563.2,1
2025-01-10,VIJAYA,7,GOLD-baseline,09:15,1230,09:15,1213.4,-1.35,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-10,UBL,9,GOLD-baseline,09:15,2013.35,09:15,2000.55,-0.64,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-10,RKFORGE,10,GOLD,09:15,904.1,09:15,909.75,0.62,HARD_STOP,-4.56,-22816,-4563.2,1
2025-01-10,BDL,11,ENTERPRISE-Dryup,09:15,1191,09:15,1185.5,-0.46,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-10,INDIAMART,12,GOLD,09:15,2315.05,09:15,2311.5,-0.15,HARD_STOP,-4.56,-22816,-4563.2,0
2025-01-13,SHYAMMETL,1,GOLD-baseline,09:15,779.7,09:16,774.35,-0.69,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,SRF,2,GOLD-baseline,09:15,2557,09:16,2572.5,0.61,HARD_STOP,-3.39,-16945,-3389.0,1
2025-01-13,LLOYDSME,3,ENTERPRISE-Dryup,09:15,1441.9,09:16,1412.1,-2.07,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,JSWDULUX,5,GOLD-baseline,09:15,3750,09:16,3680.35,-1.86,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,PTCIL,6,GOLD-baseline,09:15,17200,09:16,17050,-0.87,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,VIJAYA,7,GOLD-baseline,09:15,1243.5,09:16,1260.9,1.4,HARD_STOP,-3.39,-16945,-3389.0,1
2025-01-13,UBL,9,GOLD,09:15,2012,09:16,2004.95,-0.35,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,BDL,11,ENTERPRISE-Dryup,09:15,1175.05,09:16,1168.5,-0.56,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,CONCORDBIO,13,GOLD-baseline,09:15,2255.9,09:16,2234.6,-0.94,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-13,INDIAMART,14,GOLD,09:15,2314.1,09:16,2293.05,-0.91,HARD_STOP,-3.39,-16945,-3389.0,0
2025-01-14,IDEA,1,GOLD,09:15,7.8,09:26,7.97,2.18,TRAIL,1.65,8225,1645.0,1
2025-01-14,RAILTEL,2,PREMIUM-Pullback,09:15,365,09:26,364.7,-0.08,TRAIL,1.65,8225,1645.0,0
2025-01-14,RPOWER,3,PREMIUM-Pullback,09:15,37.39,09:26,36.77,-1.66,TRAIL,1.65,8225,1645.0,0
2025-01-14,NBCC,4,PREMIUM-Pullback,09:15,80,09:26,80.29,0.36,TRAIL,1.65,8225,1645.0,1
2025-01-14,RVNL,5,PREMIUM-Pullback,09:15,360.95,09:26,366.25,1.47,TRAIL,1.65,8225,1645.0,1
2025-01-14,ADANIGREEN,6,PREMIUM-Pullback,09:15,898.05,09:26,930,3.56,TRAIL,1.65,8225,1645.0,1
2025-01-14,BDL,7,PREMIUM-Pullback,09:15,1117.45,09:26,1104.7,-1.14,TRAIL,1.65,8225,1645.0,0
2025-01-14,GMDCLTD,8,PREMIUM-Pullback,09:15,285,09:26,285.45,0.16,TRAIL,1.65,8225,1645.0,1
2025-01-14,IRCON,9,PREMIUM-Pullback,09:15,183.65,09:26,184.69,0.57,TRAIL,1.65,8225,1645.0,1
2025-01-14,BLS,10,PREMIUM-Pullback,09:15,438,09:26,426.5,-2.63,TRAIL,1.65,8225,1645.0,0
2025-01-14,INOXWIND,11,PREMIUM-Pullback,09:15,154.27,09:26,152.15,-1.37,TRAIL,1.65,8225,1645.0,0
2025-01-14,MINDACORP,12,GOLD,09:15,511.95,09:26,511.25,-0.14,TRAIL,1.65,8225,1645.0,0
2025-01-14,SWANCORP,13,PREMIUM-Pullback,09:15,608,09:26,616.65,1.42,TRAIL,1.65,8225,1645.0,1
2025-01-14,ADANIENSOL,14,PREMIUM-Pullback,09:15,702.95,09:26,718.35,2.19,TRAIL,1.65,8225,1645.0,1
2025-01-14,HUDCO,15,PREMIUM-Pullback,09:15,207.48,09:26,209.56,1.0,TRAIL,1.65,8225,1645.0,1
2025-01-16,RAILTEL,1,ENTERPRISE-Dryup,09:15,386,15:29,411.8,6.68,EOD,26.65,133274,26654.8,1
2025-01-16,GMDCLTD,2,GOLD,09:15,295.15,15:29,324.1,9.81,EOD,26.65,133274,26654.8,1
2025-01-16,ADANIENSOL,3,GOLD,09:15,817.95,15:29,795,-2.81,EOD,26.65,133274,26654.8,0
2025-01-16,RPOWER,5,GOLD,09:15,40.05,15:29,41.2,2.87,EOD,26.65,133274,26654.8,1
2025-01-16,JWL,6,GOLD,09:15,438,15:29,491.65,12.25,EOD,26.65,133274,26654.8,1
2025-01-16,RVNL,7,GOLD,09:15,391.85,15:29,412,5.14,EOD,26.65,133274,26654.8,1
2025-01-16,HUDCO,8,GOLD,09:15,218,15:29,225.5,3.44,EOD,26.65,133274,26654.8,1
2025-01-16,BDL,9,ENTERPRISE-Dryup,09:15,1140,15:29,1201.95,5.43,EOD,26.65,133274,26654.8,1
2025-01-16,IDBI,11,GOLD-baseline,09:15,74.25,15:29,79.2,6.67,EOD,26.65,133274,26654.8,1
2025-01-16,SWANCORP,12,ENTERPRISE-Dryup,09:15,670.05,15:29,686,2.38,EOD,26.65,133274,26654.8,1
2025-01-16,SAMMAANCAP,14,GOLD,09:15,144,15:29,154.66,7.4,EOD,26.65,133274,26654.8,1
2025-01-17,INOXWIND,1,GOLD,09:15,162.51,09:15,160.82,-1.04,HARD_STOP,-3.51,-17539,-3507.8,0
2025-01-17,NBCC,3,GOLD,09:15,87.55,09:15,87.3,-0.29,HARD_STOP,-3.51,-17539,-3507.8,0
2025-01-20,HFCL,1,GOLD,09:15,104.58,09:15,103.55,-0.98,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,INOXWIND,2,GOLD,09:15,165.4,09:15,163.85,-0.94,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,SWANCORP,3,GOLD-baseline,09:15,687.9,09:15,668.1,-2.88,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,PAYTM,6,GOLD,09:15,902.5,09:15,900.75,-0.19,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,NIACL,9,ENTERPRISE-Dryup,09:15,195.9,09:15,193.2,-1.38,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,JWL,10,GOLD-baseline,09:15,491,09:15,486,-1.02,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,MINDACORP,11,GOLD-baseline,09:15,586.5,09:15,584,-0.43,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,ADANIGREEN,12,GOLD-baseline,09:15,1082.95,09:15,1071.2,-1.08,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,RAILTEL,13,GOLD,09:15,414,09:15,410.55,-0.83,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-20,BSE,15,GOLD,09:15,2028.5,09:15,2028,-0.02,HARD_STOP,-5.15,-25746,-5149.2,0
2025-01-21,CGCL,2,GOLD,09:15,181.1,09:37,182.37,0.7,HARD_STOP,-3.32,-16625,-3325.0,1
2025-01-21,ZENSARTECH,3,ENTERPRISE-Dryup,09:15,755,09:37,754.8,-0.03,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,COFORGE,4,ENTERPRISE-Dryup,09:15,1736,09:37,1716.5,-1.12,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,FIVESTAR,6,ENTERPRISE-Dryup,09:15,663.45,09:37,663.45,0.0,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,ULTRACEMCO,7,PREMIUM-Compression,09:15,10677.5,09:37,10771,0.88,HARD_STOP,-3.32,-16625,-3325.0,1
2025-01-21,MPHASIS,8,ENTERPRISE-Dryup,09:15,2750.3,09:37,2779.3,1.05,HARD_STOP,-3.32,-16625,-3325.0,1
2025-01-21,WOCKPHARMA,9,ENTERPRISE-Dryup,09:15,1392.05,09:37,1380,-0.87,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,POLICYBZR,10,GOLD,09:15,1752.95,09:37,1744.3,-0.49,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,MCX,12,GOLD,09:15,1190,09:37,1135,-4.62,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,KFINTECH,13,ENTERPRISE-Dryup,09:15,1179.5,09:37,1157.55,-1.86,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,KEI,14,ENTERPRISE-Dryup,09:15,4177,09:37,4114,-1.51,HARD_STOP,-3.32,-16625,-3325.0,0
2025-01-21,NAVA,15,GOLD,09:15,430,09:37,432.5,0.58,HARD_STOP,-3.32,-16625,-3325.0,1
2025-01-22,PERSISTENT,1,ENTERPRISE-Dryup,09:15,5750,09:16,5755.95,0.1,HARD_STOP,-4.16,-20800,-4160.0,1
2025-01-22,CGCL,2,GOLD,09:15,178.51,09:16,178.09,-0.24,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,COFORGE,3,ENTERPRISE-Dryup,09:15,1663,09:16,1654,-0.54,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,ZENSARTECH,4,ENTERPRISE-Dryup,09:15,740,09:16,729.1,-1.47,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,AMBER,5,ENTERPRISE-Dryup,09:15,6552.7,09:16,6540.55,-0.19,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,FIVESTAR,6,ENTERPRISE-Dryup,09:15,649,09:16,645,-0.62,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,WOCKPHARMA,7,ENTERPRISE-Dryup,09:15,1374,09:16,1340,-2.47,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,MPHASIS,8,ENTERPRISE-Dryup,09:15,2719.5,09:16,2733.4,0.51,HARD_STOP,-4.16,-20800,-4160.0,1
2025-01-22,POLICYBZR,9,GOLD,09:15,1664.9,09:16,1619.8,-2.71,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,ULTRACEMCO,10,GOLD-baseline,09:15,10700,09:16,10633.5,-0.62,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,LAURUSLABS,11,ENTERPRISE-Dryup,09:15,580,09:16,575,-0.86,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,KEI,12,ENTERPRISE-Dryup,09:15,3999.45,09:16,4014.3,0.37,HARD_STOP,-4.16,-20800,-4160.0,1
2025-01-22,NAVA,13,GOLD,09:15,425,09:16,421.8,-0.75,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,KFINTECH,14,ENTERPRISE-Dryup,09:15,1119.6,09:16,1102.75,-1.51,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-22,MCX,15,GOLD-baseline,09:15,1112,09:16,1106,-0.54,HARD_STOP,-4.16,-20800,-4160.0,0
2025-01-23,CGCL,1,GOLD,09:15,179.19,15:29,181,1.01,EOD,27.82,139096,27819.2,1
2025-01-23,COFORGE,2,PREMIUM-Pullback,09:15,1742,15:29,1835,5.34,EOD,27.82,139096,27819.2,1
2025-01-23,PERSISTENT,3,PREMIUM-Pullback,09:15,5790,15:29,6270,8.29,EOD,27.82,139096,27819.2,1
2025-01-23,ZENSARTECH,4,ENTERPRISE-Dryup,09:15,752.05,15:29,841.7,11.92,EOD,27.82,139096,27819.2,1
2025-01-23,AMBER,5,PREMIUM-Pullback,09:15,6314.55,15:29,6750,6.9,EOD,27.82,139096,27819.2,1
2025-01-23,WOCKPHARMA,6,PREMIUM-Pullback,09:15,1297,15:29,1430.1,10.26,EOD,27.82,139096,27819.2,1
2025-01-23,MPHASIS,8,ENTERPRISE-Dryup,09:15,2753.9,15:29,2854,3.63,EOD,27.82,139096,27819.2,1
2025-01-23,POLICYBZR,9,PREMIUM-Pullback,09:15,1612.85,15:29,1685.65,4.51,EOD,27.82,139096,27819.2,1
2025-01-23,ULTRACEMCO,10,PREMIUM-Compression,09:15,10690,15:29,11406.95,6.71,EOD,27.82,139096,27819.2,1
2025-01-23,LAURUSLABS,11,ENTERPRISE-Dryup,09:15,571.05,15:29,586,2.62,EOD,27.82,139096,27819.2,1
2025-01-23,KFINTECH,12,ENTERPRISE-Dryup,09:15,1084.6,15:29,1102.7,1.67,EOD,27.82,139096,27819.2,1
2025-01-23,NAVA,15,ENTERPRISE-Dryup,09:15,425.3,15:29,444.95,4.62,EOD,27.82,139096,27819.2,1
2025-01-24,CGCL,1,GOLD,09:15,187.9,15:29,197,4.84,EOD,25.86,129283,25856.6,1
2025-01-24,FIVESTAR,4,ENTERPRISE-Dryup,09:15,663,15:29,700,5.58,EOD,25.86,129283,25856.6,1
2025-01-27,PERSISTENT,2,GOLD-baseline,09:15,6298.8,09:17,6287,-0.19,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,ZENSARTECH,4,GOLD-baseline,09:15,831.75,09:17,830.3,-0.17,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,COFORGE,5,GOLD-baseline,09:15,1819,09:17,1822,0.16,HARD_STOP,-3.56,-17810,-3562.0,1
2025-01-27,WOCKPHARMA,6,GOLD-baseline,09:15,1351,09:17,1327.45,-1.74,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,POLICYBZR,7,GOLD,09:15,1670,09:17,1686.85,1.01,HARD_STOP,-3.56,-17810,-3562.0,1
2025-01-27,ULTRACEMCO,9,GOLD-baseline,09:15,11260,09:17,11192,-0.6,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,MCX,12,GOLD,09:15,1140,09:17,1127,-1.14,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,NAVA,13,GOLD,09:15,429.45,09:17,419.7,-2.27,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-27,BBTC,15,GOLD-baseline,09:15,2150.1,09:17,2128.65,-1.0,HARD_STOP,-3.56,-17810,-3562.0,0
2025-01-28,POLYMED,1,GOLD-baseline,09:15,2409.95,09:18,2363.95,-1.91,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,ZENTEC,2,PREMIUM-Pullback,09:15,1742.75,09:18,1715.3,-1.58,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,GRAVITA,3,GOLD-baseline,09:15,1967.9,09:18,1997.4,1.5,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-28,KPITTECH,4,GOLD-baseline,09:15,1291,09:18,1304.45,1.04,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-28,PCBL,5,PREMIUM-Pullback,09:15,353.65,09:18,352.4,-0.35,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,JMFINANCIL,6,PREMIUM-Pullback,09:15,107.75,09:18,108.2,0.42,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-28,JUBLFOOD,7,PREMIUM-Pullback,09:15,641.95,09:18,640.7,-0.19,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,PGEL,8,PREMIUM-Pullback,09:15,726.95,09:18,696.15,-4.24,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,TRENT,9,PREMIUM-Pullback,09:15,5484,09:18,5474.9,-0.17,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,KALYANKJIL,10,PREMIUM-Pullback,09:15,437.55,09:18,431.75,-1.33,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,BRIGADE,11,GOLD-baseline,09:15,1017.2,09:18,1023.65,0.63,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-28,OLECTRA,12,PREMIUM-Pullback,09:15,1320,09:18,1323.15,0.24,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-28,NETWEB,13,PREMIUM-Pullback,09:15,1561,09:18,1497.05,-4.1,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,GODFRYPHLP,14,ENTERPRISE-Dryup,09:15,1460,09:18,1438,-1.51,HARD_STOP,-3.92,-19584,-3916.8,0
2025-01-28,SYRMA,15,PREMIUM-Pullback,09:15,436.75,09:18,439.95,0.73,HARD_STOP,-3.92,-19584,-3916.8,1
2025-01-29,ZENTEC,1,PREMIUM-Pullback,09:15,1592.05,15:29,1694,6.4,EOD,35.96,179810,35962.0,1
2025-01-29,PGEL,2,PREMIUM-Pullback,09:15,645,15:29,733.15,13.67,EOD,35.96,179810,35962.0,1
2025-01-29,JMFINANCIL,3,GOLD,09:15,102.31,15:29,109.4,6.93,EOD,35.96,179810,35962.0,1
2025-01-29,KPITTECH,5,GOLD,09:15,1263,15:29,1377.1,9.03,EOD,35.96,179810,35962.0,1
2025-01-29,SYRMA,6,PREMIUM-Pullback,09:15,455,15:29,505.1,11.01,EOD,35.96,179810,35962.0,1
2025-01-29,GODFRYPHLP,7,GOLD,09:15,1457,15:29,1502,3.09,EOD,35.96,179810,35962.0,1
2025-01-29,GRAVITA,9,PREMIUM-Pullback,09:15,1880,15:29,2100,11.7,EOD,35.96,179810,35962.0,1
2025-01-29,NETWEB,10,PREMIUM-Pullback,09:15,1511,15:29,1607.65,6.4,EOD,35.96,179810,35962.0,1
2025-01-29,NEWGEN,12,PREMIUM-Pullback,09:15,996.95,15:29,1085.6,8.89,EOD,35.96,179810,35962.0,1
2025-01-29,TRENT,13,GOLD-baseline,09:15,5495,15:29,5611,2.11,EOD,35.96,179810,35962.0,1
2025-01-29,KALYANKJIL,14,GOLD-baseline,09:15,441.1,15:29,451,2.24,EOD,35.96,179810,35962.0,1
2025-01-29,JUBLPHARMA,15,GOLD,09:15,884,15:29,933.05,5.55,EOD,35.96,179810,35962.0,1
2025-01-30,POLYMED,6,PREMIUM-Pullback,09:15,2269.1,09:15,2220,-2.16,HARD_STOP,-8.57,-42846,-8569.2,0
2025-01-30,JMFINANCIL,9,GOLD-baseline,09:15,108.7,09:15,107.41,-1.19,HARD_STOP,-8.57,-42846,-8569.2,0
2025-01-31,PCBL,2,ENTERPRISE-Dryup,09:15,367,15:29,377.95,2.98,EOD,15.84,79192,15838.4,1
2025-01-31,GRAVITA,3,GOLD,09:15,1970.25,15:29,2038,3.44,EOD,15.84,79192,15838.4,1
2025-01-31,ZENTEC,4,GOLD,09:15,1675.05,15:29,1744.05,4.12,EOD,15.84,79192,15838.4,1
2025-01-31,PGEL,5,GOLD,09:15,724.95,15:29,782,7.87,EOD,15.84,79192,15838.4,1
2025-01-31,POLYMED,7,GOLD,09:15,2323.85,15:29,2331,0.31,EOD,15.84,79192,15838.4,1
2025-01-31,TRENT,8,ENTERPRISE-Dryup,09:15,5569,15:29,5765,3.52,EOD,15.84,79192,15838.4,1
2025-01-31,JUBLFOOD,9,PREMIUM-Compression,09:15,688.95,15:29,702.1,1.91,EOD,15.84,79192,15838.4,1
2025-01-31,NEWGEN,10,GOLD-baseline,09:15,1060,15:29,1053.8,-0.58,EOD,15.84,79192,15838.4,0
2025-01-31,JMFINANCIL,11,GOLD,09:15,107,15:29,110.25,3.04,EOD,15.84,79192,15838.4,1
2025-01-31,KALYANKJIL,12,GOLD-baseline,09:15,460.05,15:29,503,9.34,EOD,15.84,79192,15838.4,1
2025-01-31,PNBHOUSING,14,GOLD,09:15,866.2,15:29,885.1,2.18,EOD,15.84,79192,15838.4,1
2025-01-31,GODFRYPHLP,15,ENTERPRISE-Dryup,09:15,1498,15:29,1507,0.6,EOD,15.84,79192,15838.4,1
